Key	Name	ShortName	Id
1	Ведомственная целевая программа	ВЦП	{4E624DB3996F438582D6FD29AE887E94}
2	Основное мероприятие	Основное мероприятие	{1A090F15BB814F4ABEE3267472B83770}
