Key	KBKFinancing_Id	ActualDate	Val	Id
3037	2106	20120101000000	0,0	53f34088656a47c0ba0503670504baf5
3949	2106	20110101000000	0,0	b12a4025c50548c0b6ce1bdf434c9ede
4617	2106	20150101000000	10684,0	e67caf64c95745cfbe392d6f15d24328
7172	2106	20130101000000	8216,0	1d53959527bb4867a5e572f8bca3f640
9857	2106	20140101000000	10765,0	2bcf8c3739474487a5a2bc5e9e252e28
10739	2106	20160101000000	10348,0	2a7ad44b0d474bc99bfbd44996c8cf5b
12039	3307	20120101000000	5833,0	ce07c70bc3ce43b0ad07f5cdc73d842c
3255	2643	20110101000000	5982,5	64c8222874884f4aabdb0985b3bc35aa
4494	2643	20120101000000	323,6	90b4f4cd6cea43ada61a2a577595c904
5581	2643	20150101000000	7271,8	f1f34c4fbac34cd998b14804fac490cf
7290	2643	20160101000000	7635,4	1c188c95c9304b70b966767e742a7c6a
9499	2643	20130101000000	6595,7	3297d5ccce31464e83c7b31b851a4b9f
10831	2643	20140101000000	6295,5	0364937e54914d4b9288d6906b4eba60
9583	2876	20120101000000	188,9	686f9c34968c4f37b958b579f5cba0e7
5025	1818	20140101000000	108459,7	1016953fa7704921af013939693fa27b
10242	1818	20160101000000	119576,8	4706f8f494734be780bcc6bf09d56316
10319	1818	20150101000000	113882,7	c3340039291649b4b5b0c8bee0363292
10975	1818	20130101000000	103295,0	242fc45bf6204463bd40da580cff39c0
11353	1818	20120101000000	196344,3	8ae1412676ff4275a880e3375bbe140d
12023	1818	20110101000000	93691,6	6fc245ddb2ac43dc84e6f56dce344273
6649	2661	20120101000000	5295,0	e2f75daed7fb4c0187ca6470990dfa66
4768	3064	20120101000000	1800,0	7996621800a84027b3a33169b4f40feb
4788	3015	20160101000000	1903380,1	76507052b13d41a8a7533217cbd7f928
8077	3015	20150101000000	1714756,8	1ba8ca588ebc4160a8da8c60d0b7c9f9
8457	3015	20120101000000	1867452,1	d965b44bf21a409f87af97aa9c685055
8555	3015	20130101000000	1379281,2	468395e7d0a94b5cb1d79a2ac56df2df
9086	3015	20110101000000	1150551,5	81155c363c3f43c7a504a863c48ce329
11344	3015	20140101000000	1537898,5	398aa7e1816b404c931ae30821e07b58
21358	21359	20120101000000	17706,5	2076aa0b65ef4d5588fbd5d3704079de
12486	3549	20120101000000	48841,0	f8e9c395b0234554bf9c89d848205ba3
21355	21356	20120101000000	3000,0	7c99437df01b4915b2c4fe3c2393c5c5
4083	1762	20130101000000	69938,0	f99ed0e6dbcb46f381d21f8f2528ccb8
4387	1762	20140101000000	79113,3	a6933c0b11084bf795e927a9bc5b43e2
5737	1762	20160101000000	100001,0	d4476e6aedd74665a5b94bfff4d73557
7368	1762	20110101000000	0,0	c9a87af687bb495ead4e789794795956
8715	1762	20120101000000	 	992b2de4ec324c96ad959e6e663cf132
12261	1762	20150101000000	89168,0	0ffb94ebafbc46bca9dffb623fe14b8b
4335	3296	20130101000000	 	195977d877dc4fceb5da26250294e8ff
4959	3296	20110101000000	0,0	265fefdab3ac40808717370ee0ebfc0f
5301	3296	20150101000000	0,0	3662714bc39c4708aa6d40d4716e4b6c
5768	3296	20140101000000	 	0c0d534bad4d44a3aa2b4d13602707b8
8228	3296	20160101000000	0,0	62e3f5cf1a7f4948bf25913b4be23dbd
9027	3296	20120101000000	114682,5	074d64be3de94fe59a64a6dcda26fc48
4692	2811	20150101000000	0,0	2a72985320134cb8b1872f748814ec56
5541	2811	20120101000000	1345,5	66a2da7ff5f846b2aa9a471a48a7b2a0
5734	2811	20160101000000	0,0	953f7489bfa9432382e24befbe91be64
7027	2811	20140101000000	 	1bd7b5c15c8e4a4d81fb6f0b55fe2c97
7556	2811	20110101000000	0,0	e33212483c01467db7c77d08df05240b
10173	2811	20130101000000	 	7a3939a7b6ee42f6a8ffc4eca90e2fb4
7709	2144	20120101000000	12427,0	fa72e3e6ce0d43cc86fd81c93fef7f1d
3591	3020	20150101000000	0,0	cb3012e4e3114d32942e129667212d87
4953	3020	20120101000000	32728,5	fb0270256211413592dc36e57f9bc872
5294	3020	20140101000000	 	0a0f7cc9a0574925b26d40992887ef5f
7547	3020	20130101000000	 	99e759fd205f40288a107cd3e17c8630
7845	3020	20160101000000	0,0	132eb78392ea416db80b85c8214c9cac
10668	3020	20110101000000	121,0	5f50b2d200d64d0eb917d28aa3d6ee1e
3989	2226	20120101000000	 	2809163543c94bd59d5c1cdb92c75095
