Key	Code	Name	ResponsibleFOIV_Id	ResponsibleForInput_Id	Subprogram_Id	ActionType	ActionShortType	Goals	Effects	Indicators_Depends	StartDate	EndDate	State_Id	ExtVolume	ExtStartDate	ExtEndDate	ExtResult	FullName	StatusName	Id	Executor_Id	FOIVName	Executor	FinancingVal	ord	SubprogramName
834	13А0100	Оказание парками культуры и отдыха, музеями-усадьбами города Москвы государственных услуг, выполнение работ, финансовое обеспечение деятельности государственных казенных учреждений	3	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	1f54d6df9fe44accb89c2ea4b27e441e	 	834
835	13А1500	Капитальный ремонт объектов Екатерининского парка	7	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	e0778649abd3434c908a35c287dfb69c	 	835
836	13А0900	Реставрация объектов и территорий усадеб и музеев-заповедников (включая проектирование)	3	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	0b20afa8548c4c849b0a3d20c67812d4	 	836
837	13А1000	Благоустройство территорий усадеб и музеев-заповедников	3	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	f18468b7139f44c399a641f577c37fab	 	837
838	13А0700	Капитальный ремонт зеленых насаждений, малых форм архитектуры парков культуры и отдыха	3	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	44a7b6d542ee4813b6715c7b46c7ffcf	 	838
839	13А1300	Благоустройство территории и парковой инфраструктуры Екатерининского парка	7	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	fa59cdcd04034253a40d7a455fcb6827	 	839
840	13А0500	Расширение спектра культурно-массовых, спортивно-оздоровительных, эколого-просветительских и иных мероприятий	3	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	a5b7fbfbf5ae452a90687d3956ad8f05	 	840
841	13А0200	Благоустройство территорий парков культуры и отдыха	3	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	e743d7691116431c8ba1b4b87e6ea186	 	841
842	13А1400	Приобретение оборудования для объектов Екатерининского парка	7	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	7beef8c6012c4434b1facc1e0d35c02c	 	842
843	13А0400	Реконструкция инженерных сетей парков культуры и отдыха	3	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	9f99514023c248fc82d1d71d70dbfd39	 	843
844	13А0600	Капитальный ремонт (в том числе проектирование) зданий и помещений парков культуры и отдыха 	3	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	ed3956321f544e3bb309dc79c20a6551	 	844
845	13А0800	Благоустройство территорий парков культуры и отдыха	3	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	f9ed46f724614e0aad2af174fe4ab699	 	845
846	13А0300	Реставрация объектов и территорий парков культуры и отдыха	3	 	205	2	2	 	Снижение показателей реализации государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	ad1a0c23d4804c9398bfff72809aceb9	 	846
847	13Д0200	Выставочно-ярмарочная деятельность  и проведение "знаковых" мероприятий	22	 	208	2	2	 	Снижение конкурентоспособности московского туристского продукта на международном и внутреннем туристском рынке; сокращение въездных туристских потоков, что повлечет за собой уменьшение налоговых и иных поступлений в бюджет города Москвы	 	20120101000000	20161231000000	 	 	 	 	 	7cb924a927ef4a53b88b5b3ff7839ac8	 	847
848	13Д0100	Развитие туристической инфраcтруктуры	22	 	208	2	2	 	Снижение конкурентоспособности московского туристского продукта на международном и внутреннем туристском рынке; сокращение въездных туристских потоков, что повлечет за собой уменьшение налоговых и иных поступлений в бюджет города Москвы	 	20120101000000	20161231000000	 	 	 	 	 	21bf1226b20d4f8db9d17a563968060b	 	848
849	13Д0300	Повышение качества туристического  обслуживания	22	 	208	2	2	 	Снижение конкурентоспособности московского туристского продукта на международном и внутреннем туристском рынке; сокращение въездных туристских потоков, что повлечет за собой уменьшение налоговых и иных поступлений в бюджет города Москвы	 	20120101000000	20161231000000	 	 	 	 	 	a5a24334f77d4834834a93908d96f58b	 	849
850	13Д0400	Информационно-рекламные мероприятия по продвижению услуг	22	 	208	2	2	 	Снижение конкурентоспособности московского туристского продукта на международном и внутреннем туристском рынке; сокращение въездных туристских потоков, что повлечет за собой уменьшение налоговых и иных поступлений в бюджет города Москвы	 	20120101000000	20161231000000	 	 	 	 	 	09c5b4628d57477d91cae36d7d8d38fa	 	850
851	13В0200	Содержание произведений монументального искусства и прилегающих к ним территорий, зон отдыха и иные расходы по благоустройству	66	 	335	2	2	 	Недостижение одной из целей государственной программы	 	20120101000000	20161231000000	 	 	 	 	 	d2d41b15202c497681c546df527988c9	 	851
852	13В0100	Обустройство дворовых территорий	66	 	335	2	2	 	Недостижение запланированного значения показателя	 	20120101000000	20161231000000	 	 	 	 	 	b02ad2e47fe94e8483229540130ed432	 	852
853	13Б0200	Охрана и капитальный ремонт поверхностных вод города	25	 	446	2	2	 	Недостижение запланированного значения показателя	 	20120101000000	20161231000000	 	 	 	 	 	a9d1c11b4c7c46a493b443b5a9960f1a	 	853
854	13Б0100	Приспособление парков, бульваров и скверов к организации досуга населения	25	 	446	2	2	 	Недостижение запланированного значения показателя	 	20120101000000	20161231000000	 	 	 	 	 	8391d42d1dfe4fa0a2c26945a6b6382b	 	854
855	13Б0500	Содержание зеленых насаждений и цветочного оформления парковых территорий	67	 	446	2	2	 	 	 	20120101000000	20161231000000	 	 	 	 	 	3811714ecb4141e4b92dd945994f3414	 	855
856	13Б0300	Содержание элементов отдыха и досуга на территории парков	25	 	446	2	2	 	Недостижение запланированного значения показателя	 	20120101000000	20161231000000	 	 	 	 	 	49281f194f8a40268b54db4cee34c743	 	856
857	13Б0400	Создание парка 850-летия Москвы	67	 	446	2	2	 	Недостижение запланированного значения показателя	 	20120101000000	20161231000000	 	 	 	 	 	36076ba7cb064039adbee23f1ec2b2d9	 	857
858	13Г0300	Проведение работ по капитальному ремонту	66	 	955	2	2	 	Недостижение запланированного значения показателя	 	20120101000000	20161231000000	 	 	 	 	 	fd1a7ea66cc242c892610311d93b76a5	 	858
859	13Г0100	Развитие инфраструктуры спортивных объектов, находящихся в оперативном управлении подведомственных Москомспорту учреждений	11	 	955	2	2	 	Недостижение запланированного значения показателя	 	20120101000000	20161231000000	 	 	 	 	 	31119088863948eb8e3593c5ce0174f3	 	859
860	13Г0200	Разработка проектно-сметной документации на проведение капитального ремонта (реконструкции) спортивных площадок	66	 	955	2	2	 	Недостижение запланированного значения показателя	 	20120101000000	20161231000000	 	 	 	 	 	4679985257cd41f584f3d90c06098019	 	860
861	13Ж0101	Реализация комплекса мер (включая проектирование), направленных на выполнение работ по подготовке территорий	34	 	964	2	2	 	Недостижение запланированного значения показателя	 	20150101000000	20161231000000	 	 	 	 	 	b79db6c22be84136b69942df84e4b7d0	 	861
862	13Е0101	Реализация комплекса мер по созданию (включая проектирование) поисково-спасательных станций в зонах отдыха населения	34	 	974	2	2	 	Недостижение запланированного значения показателя	 	20150101000000	20161231000000	 	 	 	 	 	4c54588cdb144cdeac25647410c3b1dd	 	862
