№ строки	Название объекта	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
1	Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Московский строительный техникум	109263, г. Москва, ул. Шкулева, д. 13/25, корп. 2	Бюджетное	Образовательное учреждение среднего профессионального образования	Техникум	(499) 178-56-57; (499) 178-56-61	http://mst.mskcollege.ru
2	Государственное бюджетное  образовательное учреждение среднего профессионального образования "Московский промышленно-экономический техникум"	111024,г.Москва, ш.Энтузиастов, д.19, стр.2	Бюджетное	Образовательное учреждение среднего профессионального образования	Техникум	(495) 673-22-83; (495) 673-32-10; (495) 673-08-78	http://www.mpet1.ru
3	Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Техникум космического машиностроения № 25	121471 г. Москва,ул. Гвардейская, д. 15, корп.2	Бюджетное	Образовательное учреждение среднего профессионального образования	Техникум	(499) 272-64-38; (499) 272-64-36	http://krmt74.ru
4	Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы "Московский авиационный техникум им. Н.Н.Годовикова"	125130, г. Москва, ул. Клары Цеткин, д.23	Бюджетное	Образовательное учреждение среднего профессионального образования	Техникум	(495) 450-11-53	http://maviatex.ru
5	Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы "Московский промышленно- экономический техникум"	127083, г.Москва, Мирской пер. , д.5, кор. 2	Бюджетное	Образовательное учреждение среднего профессионального образования	Техникум	612-21-87	http://mpet.mskcollege.ru
6	Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Московский государственный техникум технологий и права	125362, г. Москва, ул. Вишневая, д. 5	Бюджетное	Образовательное учреждение среднего профессионального образования	Техникум	(495) 491-55-91; (495) 491-79-69	http://mgttip.mskcollege.ru/
7	Автономное негосударственное образовательное учреждение среднего профессионального образования Теплоэнергетический колледж ОАО "МОЭК"	129337 Ярославское шоссе, д. 13 корпус1	Негосударственное	Образовательное учреждение среднего профессионального образования	Техникум	(499) 182-51-10,(499) 183-91-65	
8	Негосударственное образовательное учреждение «Гуманитарный техникум экономики и права»	ул. Щербаковская, 50, корп. 2	Негосударственное	Образовательное учреждение среднего профессионального образования	Техникум	(495) 766-43-54,(499) 166-02-27	
9	Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Московский государственный техникум технологии, экономики и права им. Л.Б.Красина	123557 Большая Грузинская улица, д. 13, стр.1	Бюджетное	Образовательное учреждение среднего профессионального образования	Техникум	(499) 254-21-56	http://www.teh-krasina.ru/
