№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
11	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1522	123423, г. Москва, ул. Народного Ополчения, д. 16, корп. 4	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 191-25-94; (499) 191-65-04; (499) 946-24-31; (499) 191-93-89	http://g1522.mskobr.ru
12	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1538	125464, г. Москва, Новотушинский проезд, д. 8, корп. 2	Бюджетное	Общеобразовательное учреждение	Гимназия	751-14-91	http://gym1538.ru
13	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1532	117465, г. Москва, ул. Теплый Стан, дом 13, корпус 3	Бюджетное	Общеобразовательное учреждение	Гимназия	338-76-55	http://gimnazia-1532.narod2.ru/
14	Государственное бюджетное образовательное учреждение города Москвы Измайловская гимназия №1508	105043 Первомайская улица, 65	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 465-58-22; (495) 465-08-43; (495) 465-38-76	http://gymv1508.mskobr.ru/
15	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1507	117321,  г. Москва, ул. Профсоюзная, дом 132, корп.9	Бюджетное	Общеобразовательное учреждение	Гимназия	420-70-44	http://www.gym1507.mosuzedu.ru
16	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1577	129337, г. Москва, Ярославское шоссе, владение 8, корп. 6	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 188-47-47	http://gym1577.svao.mskobr.ru
17	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1512	111538, г. Москва, ул. Косинская, д.24 а	Бюджетное	Общеобразовательное учреждение	Гимназия	374-77-44	http://gym1512.ru/
18	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1565 "Свиблово"	129323, г. Москва, ул. Седова, д. 4, корп. 1	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 656-60-81	http://edu1565.ru/
19	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1573	127253, г. Москва, ул. Псковская, д.11	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 501-13-27	http://www.gum1573.svao.mskobr.ru
20	Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1529 имени А.С.Грибоедова	119034 г.Москва, 2-ой Обыденский пер, д.9	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 766-98-42	http://sch1529.ru
21	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1583	125493, г. Москва, улица Смольная, дом 25	Бюджетное	Общеобразовательное учреждение	Гимназия	458-02-57	http://www.gym1583.sao.mskobr.ru
22	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1503	129626, г.Москва, ул.П.Корчагина, д.18	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 683-77-12	http://www.1503.msk.ru
23	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1570	125040, г. Москва, 5-я улица Ямского поля, д. 28/32	Бюджетное	Общеобразовательное учреждение	Гимназия	612-71-81	http://gimnazia1570.ru/
24	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1636 "Ника"	115583 г. Москва, ул. Воронежская, д.7,к. 2	Бюджетное	Общеобразовательное учреждение	Гимназия	399-23-18	http://sch1636.edusite.ru/
25	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1528	124460, г. Москва, Зеленоград, корп. 1122	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 710-33-02; (499) 710-47-20	-
26	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1587	115408 г. Москва, ул. Братеевская, д. 18	Бюджетное	Общеобразовательное учреждение	Гимназия	341-00-07	http://1587.edusite.ru
27	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1584	121615 г.Москва, Рублевское шоссе, д. 24, корпус 3	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 413-34-67; (495) 413-34-91	http://gym1584.mskzapad.ru
28	Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1579	115409 г. Москва,Пролетарский пр-кт д.7 к.3	Бюджетное	Общеобразовательное учреждение	Гимназия	324-78-51	http://1579.рф/
29	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1505 "Московская городская педагогическая  гимназия-лаборатория"	107061, г. Москва, улица  2-я Пугачевская, дом 6	Бюджетное	Общеобразовательное учреждение	Гимназия	963-76-77	http://gym1505.ru/
30	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1593	121614 г.Москва, ул. Крылатские холмы, д. 28, корпус 1	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 413-85-55; (495) 413-77-75; (495) 415-50-04	http://gym1593mskzapad.ru
31	Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1558 имени Росалии де Кастро	129327,  Москва, Чукотский проезд, д. 6	Бюджетное	Общеобразовательное учреждение	Гимназия	471-23-54	http://www.gimnasio.ru
32	Государственное бюджетное образовательное учреждение города Москвы Гимназия №1504	111555, город Москва, улица Сталеваров, дом 10 А	Бюджетное	Общеобразовательное учреждение	Гимназия	307-59-30	http://goy1504.ru/
33	Государственное бюджетное образовательное учреждение города Москвы Гимназия №1518	129085, г. Москва, проспект Мира, д. 87	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 687-66-66	http://gum1518.svao.mskobr.ru
34	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1595	140008, город Москва, 2-я Вольская улица, дом 7, корпус 2	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 211-26-10; (499) 211-26-12; (499) 211-26-15	http://gbou1595.ru/
35	Государственное бюджетное образовательное  учреждение города Москвы гимназия  №1290	105043, г. Москва, ул. Первомайская, д.59, строение 1	Бюджетное	Общеобразовательное учреждение	Гимназия	165-52-42	http://school1290.edusite.ru
36	Государственное бюджетное образовательное учреждение города Москвы Государственная столичная гимназия	127543 Белозерская улица, д. 12	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 901-22-18; (499) 745-33-23	http://gsgschool.ru/
37	Государственное бюджетное образовательное учреждение города Москвы гимназия №1539	129626, г. Москва, ул. Староалексеевская, дом 1	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 686-29-80	http://sc303.narod.ru
38	Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1526	117535 г. Москва, ул. Дорожная д. 20 А	Бюджетное	Общеобразовательное учреждение	Гимназия	382-04-65	http://gym1526.edusite.ru/
39	Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1527	115470 г. Москва, проспект Андропова,д.17,к.5	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 618-70-05; (499) 618-80-96; (499) 725-16-42; (499) 618-70-40; (499) 618-70-30; (499) 618-70-51	http://gym1527.ru/
40	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1536	117261, г.Москва, Ленинский проспект, дом 83 А	Бюджетное	Общеобразовательное учреждение	Гимназия	134-34-12	http://gymnasium1536.ru
41	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1541	119415 г. Москва, пр. Вернадского, д. 55	Бюджетное	Общеобразовательное учреждение	Гимназия	431-46-76	http:/gym1541.mskzapad.ru/
42	Государственное бюджетное образовательное учреждение Московская гимназия на Юго-Западе № 1543	119571 г.Москва, 26 Бакинских комиссаров, д. 3, корпус 5	Бюджетное	Общеобразовательное учреждение	Гимназия	434-26-44	http://1543.ru
43	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1566	109652, г. Москва, Мячковский бульвар, дом 14, к. 3	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 784-88-69	http://gymuv1566.mskobr.ru/
44	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1549	125310, г. Москва, ул. Барышиха, д. 42, корп. 1	Бюджетное	Общеобразовательное учреждение	Гимназия	751-68-60	http://mitino-1549.narod.ru
45	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1514	119311, г.Москва, ул.Крупской, д.12	Бюджетное	Общеобразовательное учреждение	Гимназия	131-80-38	http://1514.ru
46	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1534	117036, г.Москва, ул.Кедрова, д.11	Бюджетное	Общеобразовательное учреждение	Гимназия	125-59-82	http://www.gym1534.ru
47	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1542	119620 г.Москва, ул. Авиаторов, д. 8, корпус 2	Бюджетное	Общеобразовательное учреждение	Гимназия	934-87-32	http://gym1542.mskzapad.ru
48	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1274 имени В.В.Маяковского	115088, г. Москва, ул. 1-я Дубровская, д. 16	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 674-20-47; (495) 674-20-40	http://gymg1274.mskobr.ru
49	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1515	123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 197-44-52	http://gym1515.mskobr.ru
50	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1544	125222, г. Москва, ул. Пенягинская, д. 14	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 752-61-11; (495) 753-19-03; (495) 794-35-11	http://gymsz1544.mskobr.ru
51	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1567	121170 г.Москва, Кутузовский проезд, д.10, стр.1	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 148-15-32	http://gimn1567.ru/
52	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1517	123103, г. Москва, ул. Живописная, д. 11, корп. 1	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 720-25-67	http://sch115mos.narod.ru
53	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551	123364, г. Москва, ул. Свободы, д. 42, корп. 2	Бюджетное	Общеобразовательное учреждение	Гимназия	492-95-75	http://www.ds270.mskobr.ru
54	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1572	127018, г.Москва, Октябрьский пер.,д.11	Бюджетное	Общеобразовательное учреждение	Гимназия	681-67-58	http://www.gum1572.svao.mskobr.ru
55	Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1786	117041, г.Москва, ул. Адмирала Лазарева, д. 77	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 793-77-09	http://gim1786.ru/
56	Государственное бюджетное образовательное учреждение города Москвы гимназия № 625	117449, г. Москва, ул. Шверника, д. 17, корп. 2	Бюджетное	Общеобразовательное учреждение	Гимназия	126-45-06	http://g625.edusite.ru
57	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1552	115580 г. Москва, ул. М.Джалиля, д. 25	Бюджетное	Общеобразовательное учреждение	Гимназия	396-32-19	http://sch1552.edusite.ru
58	Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1306	119607 Мичуринский проспект, д. 15,к.2	Бюджетное	Общеобразовательное учреждение	Гимназия	932-89-42	http://www.gymnasium1306.ru
59	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1582	117587 г. Москва,ул. Кировоградская,д.18,к.4	Бюджетное	Общеобразовательное учреждение	Гимназия	311-82-72	http://sch1582.edusite.ru/
60	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1569 "Созвездие"	115573 г. Москва, ул. Мусы Джалиля, д.36,к.2	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 396-43-50	http://sch1569.edusite.ru/
61	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 "Гамма"	107014, Москва,  ул. Большая Оленья,  д. 3	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 269-02-19; (499) 268-46-80; (499) 269-02-96	-
62	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1576	125299, г. Москва, ул. Большая Академическая, д.22-А	Бюджетное	Общеобразовательное учреждение	Гимназия	450-77-07	http://1576.ultranet.ru/about/
63	Государственное бюджетное образовательное учреждение города Москвы гимназия №1563	105215,  Москва, ул. 13-я  Парковая ул.  д. 33	Бюджетное	Общеобразовательное учреждение	Гимназия	468-09-44	http://гимназия1563.рф
64	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1590	125581, г. Москва, ул. Фестивальная, д. 16	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 454-02-80; (495) 454-31-31	http://www.g1590.ru
65	Государственное бюджетное образовательное учреждение города Москвы Московская международная гимназия	111123, Москва,  3-я Владимирская улица  дом 5	Бюджетное	Общеобразовательное учреждение	Гимназия	304-37-94	http://goummg.ru
66	Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1520 имени Капцовых	125009 г.Москва, Леонтьевский пер., д.19/2, стр.1	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 629-60-71; (495) 629-08-78; (495) 629-01-18; (495) 629-06-98; (495) 629-42-31; (495) 629-50-22; (495) 629-38-77	http://1520gym.ru/
67	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1513 "Московская городская лингвистическая гимназия"	121099 г. Москва, Новинский б-р, д.3, стр.2	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 254-08-29	http://1513.ru/
68	Государственное бюджетное образовательное учреждение города Москвы гимназия № 45 имени Л.И.Мильграма	117036, г. Москва, ул. Гримау, д.8	Бюджетное	Общеобразовательное учреждение	Гимназия	779-77-69	http://ms45.edu.ru/
69	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1592	127247, г. Москва, Бескудниковский проезд, дом 4 Б	Бюджетное	Общеобразовательное учреждение	Гимназия	489-73-25	http://gyms1592.mskobr.ru
70	Негосударственное образовательное учреждение "Елизаветинская гимназия" (филиал)	119017 Б. Ордынка улица, д. 36	Негосударственное	Общеобразовательное учреждение	Гимназия	(495) 951-84-46,(495) 651-84-47	
71	Негосударственное общеобразовательное учреждение Православная гимназия "Радонеж"	117574 Одоевского проезд, 13	Негосударственное	Общеобразовательное учреждение	Гимназия	(495) 423-51-22	
72	Негосударственное образовательное учреждение Православная Свято-Петровская школа	103064 Тессинский переулок, д.3	Негосударственное	Общеобразовательное учреждение	Гимназия	(495) 916-34-94	
73	Негосударственное образовательное учреждение Гимназия "Эллада"	115409 Кошкина улица, 6	Негосударственное	Общеобразовательное учреждение	Гимназия	(499) 324-83-28,(499) 324-83-29	
74	Негосударственное образовательное учреждение "Классическая гимназия при Греко-латинском кабинете Ю.А. Шичалина"	129110 Орлово-Давыдовский переулок, д. 5	Негосударственное	Общеобразовательное учреждение	Гимназия	(495) 680-92-41	
75	Частное учреждение Центр образования «Европейская гимназия»	3-я Сокольническая улица, 3	Негосударственное	Общеобразовательное учреждение	Гимназия	269-07-10,268-44-04	
76	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1530 "Школа Ломоносова"	107014 Егерская улица, 4	Бюджетное	Общеобразовательное учреждение	Гимназия	603-09-62	http://gym1530.ru/
77	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1591	111672, Москва, ул.Новокосинская, д. 40 А	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 702-32-39; (495) 702-32-40; (495) 702-40-01	http://1591.ru
78	Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1540	103055 Новослободская улица, д. 57, стр. 1	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 978-35-84	http://school.msk.ort.ru/
79	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1521	119121 1-й Неопалимовский переулок, 10, стр.10	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 766-93-31	http://school1768.narod.ru/
80	Государственное бюджетное образовательное учреждение города Москвы гимназия № 1531 "Лингвистическая"	129085 Годовикова улица, д. 4, стр.5	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 687-01-07	http://www.pgym1756.mskobr.ru
81	Государственное бюджетное образовательное учреждение города Москвы гимназия №1272	115280,г. Москва,1-й Кожуховский пр. д.17	Бюджетное	Общеобразовательное учреждение	Гимназия	710-36-43	http://dou131.ru
82	Государственное бюджетное образовательное учреждение города Москвы гимназия № 201 ордена Трудового Красного Знамени имени Героев Советского Союза Зои и Александра Космодемьянских	125130 Зои и Александра Космодемьянских улица, 3, к.1	Бюджетное	Общеобразовательное учреждение	Гимназия	(495) 450-95-37; (499) 159-92-65	http://www.gimnazia-201.ru/
83	Государственное бюджетное образовательное учреждение города Москвы гимназия №1748 "Вертикаль"	105484, г. Москва, Сиреневый бульвар, д. 73, корп. 3	Бюджетное	Общеобразовательное учреждение	Гимназия	(499) 461-75-73; (499) 461-82-07	http://schn381.mskobr.ru/
84	Негосударственное образовательное учреждение гимназия "Первая Московская гимназия"	143040 Одинцовский микрорайон, посёлок Липки	Негосударственное	Общеобразовательное учреждение	Гимназия		
