№ строки	Название объекта	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
1	Государственное бюджетное образовательное учреждение города Москвы общеобразовательная школа-интернат среднего (полного) общего образования с углубленным изучением отдельных предметов № 19	117418, г. Москва, ул. Новочеремушкинская, д. 48	Бюджетное	Общеобразовательная школа-интернат	Общеобразовательная школа-интернат среднего (полного) общего образования  с углубленным изучением отдельных предметов	(499) 128-08-45	http://19int.ru
2	Государственное бюджетное образовательное учреждение города Москвы общеобразовательная школа - интернат среднего (полного) общего образования с углубленным изучением отдельных предметов № 16	129223 Мира проспект, д. 123	Бюджетное	Общеобразовательная школа-интернат	Общеобразовательная школа-интернат среднего (полного) общего образования  с углубленным изучением отдельных предметов	(495) 682-62-34	http://school-internat16.ru/
3	Государственное бюджетное образовательное учреждение города Москвы общеобразовательная школа-интернат среднего (полного) общего образования с углубленным изучением предметной области "Искусство" № 61	117418, г. Москва, ул. Цюрупы, дом 10, корп. 1,2,4	Бюджетное	Общеобразовательная школа-интернат	Общеобразовательная школа-интернат среднего (полного) общего образования  с углубленным изучением отдельных предметов	120-00-98	http://int61.mosuzedu.ru
4	Государственное бюджетное образовательное учреждение города Москвы общеобразовательная школа-интернат среднего (полного) общего образования с углубленным изучением китайского языка № 11	123423, г. Москва, Карамышевская наб., д. 38	Бюджетное	Общеобразовательная школа-интернат	Общеобразовательная школа-интернат среднего (полного) общего образования  с углубленным изучением отдельных предметов	(499) 199-64-21; (499) 199-27-16	http://chinese-school11.ru
