№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
1	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 602	117209, Москва, ул. Перекопская, д. 7, к. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 122-91-70	http://www.dou602.narod.ru/
2	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2052	111673, Москва, ул. Суздальская, д.18А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	702-01-11	http://www.dskv2052.mskobr.ru
3	Государственное бюджетное образовательное учреждение города Москвы центр внешкольной работы "Раменки"	119607, г.Москва, ул. Раменки, д. 17, корп. 2	Бюджетное	Образовательное учреждение дополнительного образования детей	Центр	934-47-14	http://cvr-ramenki.mskzapad.ru
4	Государственное бюджетное образовательное учреждение города Москвы детский оздоровительно-образовательный  центр "Детский парк "Фили"	121309 г. Москва, улица Большая Филевская, дом  9	Бюджетное	Образовательное учреждение дополнительного образования детей	Парк	(499) 145-82-73; (499) 145-72-92; (499) 148-05-11; (499) 148-04-98	http://dooc-dpfili.mskzapad.ru
