№ строки	Название объекта	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
1	Государственное бюджетное образовательное учреждение города Москвы санаторная школа-интернат № 76	125493, г. Москва Кронштадтский бульвар, дом 20А, корпус 1	Бюджетное	Оздоровительное образовательное учреждение санаторного типа для детей, нуждающихся в длительном лечении	Санаторная школа-интернат	(495) 450-17-66	http://shoolint76.ru
2	Государственное бюджетное образовательное учреждение города Москвы санаторная школа-интернат № 25	127550, г. Москва, Лиственничная аллея, дом 8	Бюджетное	Оздоровительное образовательное учреждение санаторного типа для детей, нуждающихся в длительном лечении	Санаторная школа-интернат	977-02-12	http://www.25internat.ru
3	Государственное бюджетное образовательное учреждение города Москвы санаторная школа-интернат № 32	117042, г. Москва, ул. Адмирала Лазарева, д.53	Бюджетное	Оздоровительное образовательное учреждение санаторного типа для детей, нуждающихся в длительном лечении	Санаторная школа-интернат	(499) 793-35-54	http://shi32.ru
4	Государственное бюджетное образовательное учреждение города Москвы санаторная школа-интернат № 51	143022 Москва, п.Горловка, Одинцовского р-на, Московская обл 598-22-11	Бюджетное	Оздоровительное образовательное учреждение санаторного типа для детей, нуждающихся в длительном лечении	Санаторная школа-интернат	(495) 598-22-11; (495) 598-21-57	http://www.shi51.ucoz.ru
5	Государственное бюджетное образовательное учреждение города Москвы санаторная школа-интернат № 4	140150, Московская область, Раменский р-н, пос. Быково, ул. Школьная №25	Бюджетное	Оздоровительное образовательное учреждение санаторного типа для детей, нуждающихся в длительном лечении	Санаторная школа-интернат	558-40-58	
