№ строки	Название объекта ремонта	Адрес	Дата начала работ	Дата окончания работ
1403	Лифты	Дубнинская ул., д.24, к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1404	Лифты	Чечулина ул., д.4 к.1	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
1405	Лифты	Федоскинская ул., д.7 к.1	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
1406	Лифты	Юрловский пр., д.27б	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
1407	Лифты	Героев-Панфиловцев ул., д.51, к.1	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
1408	Лифты	Свободы ул., д.81, к.4	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
1409	Лифты	Бронная Большая ул., д.19	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1410	Ремонт фасадов ЦАО и исторической часть города	Богословский пер., д.3, стр.1	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1411	Ремонт фасадов ЦАО и исторической часть города	Пушкарев пер., д.21/24	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1412	Ремонт фасадов ЦАО и исторической часть города	Бронная М. ул., д.22, стр.1	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1413	Ремонт фасадов ЦАО и исторической часть города	Бронная М. ул., д.22, стр.2	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1414	Ремонт фасадов ЦАО и исторической часть города	Бронная М. ул., д.27/14, стр.1	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1415	Ремонт фасадов ЦАО и исторической часть города	Бронная М. ул., д.31/13, стр.3	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1416	Ремонт фасадов ЦАО и исторической часть города	Бронная М. ул., д.31/13, стр.4	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1417	Ремонт фасадов ЦАО и исторической часть города	Вспольный пер., д.14, стр.2	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1418	Ремонт фасадов ЦАО и исторической часть города	Гранатный пер., д.2/9, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1419	Ремонт фасадов ЦАО и исторической часть города	Ермолаевский пер., д.11, стр.4	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1420	Ремонт фасадов ЦАО и исторической часть города	Кутузовский просп., д.22, к.1	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
1421	Ремонт фасадов ЦАО и исторической часть города	Гранатный пер., д.2/9, стр.2	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1422	Ремонт фасадов ЦАО и исторической часть города	Ермолаевский пер., д.10/7, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1423	Ремонт фасадов ЦАО и исторической часть города	Ермолаевский пер., д.18а, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1424	Ремонт фасадов ЦАО и исторической часть города	Ермолаевский пер., д.19, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1425	Ремонт фасадов ЦАО и исторической часть города	Ермолаевский пер., д.4, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1426	Ремонт фасадов ЦАО и исторической часть города	Ермолаевский пер., д.6, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1427	Ремонт фасадов ЦАО и исторической часть города	Козихинский Б. пер., д.23, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1428	Ремонт фасадов ЦАО и исторической часть города	Поварская ул., д.20, стр. 1	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1429	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.28/20, стр.2	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1430	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.24, стр.1	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1431	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.22, стр.1	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1432	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.21, стр.1	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1433	Ремонт фасадов ЦАО и исторической часть города	Огородная Слобода пер., д.1/3, стр.1	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1434	Ремонт фасадов ЦАО и исторической часть города	Покровка ул., д.35/17, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1435	Ремонт фасадов ЦАО и исторической часть города	Потаповский пер., д.10, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1436	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.10, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1437	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.20, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1438	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.24, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1439	Ремонт фасадов ЦАО и исторической часть города	Харитоньевский Б. пер., д.10/2, стр.2	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1440	Ремонт фасадов ЦАО и исторической часть города	Харитоньевский М. пер., д.7/8, стр.4	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1441	Ремонт фасадов ЦАО и исторической часть города	Сретенский бул. д.6/1 стр.2	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1442	Ремонт фасадов ЦАО и исторической часть города	Козловский Б. пер., д.7, стр.3	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1443	Ремонт фасадов ЦАО и исторической часть города	Козловский Б. пер., д.8, стр.9	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1444	Ремонт фасадов ЦАО и исторической часть города	Фурманный пер., д.3, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1445	Утепление фасадов	Зеленоград г., к.921	2011-11-25 04:00:00.0	2012-12-31 04:00:00.0
1446	Утепление фасадов	Зеленоград г., к.919	2011-11-25 04:00:00.0	2012-12-31 04:00:00.0
1447	Утепление фасадов	Зеленоград г., к.903	2011-11-25 04:00:00.0	2012-12-31 04:00:00.0
1448	Лифты	Кулакова ул., д.4, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1449	Лифты	Лебедянская ул., д.30	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
1450	Утепление фасадов	Зеленоград г., к.904	2011-11-25 04:00:00.0	2012-12-31 04:00:00.0
1451	Лифты	Лебедянская ул., д.24	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1452	Лифты	Перекопская ул. д.26 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1453	Лифты	Судостроительная ул., д.32	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1454	Лифты	Шипиловский пр., д.61	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1455	Ремонт фасадов ЦАО и исторической часть города	Остоженка ул., д.40	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1456	Лифты	Волков пер., д.7/9	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1457	Лифты	Ленинградский просп., д.33	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1458	Лифты	Болотниковская ул., д.10а	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1459	Лифты	Михневский пр., д.10, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1460	Лифты	Домодедовская ул., д.18, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1461	Лифты	Станиславского ул., д.18, с.2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1462	Лифты	Космодамианская наб., д.40/42	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1463	Капитальный ремонт объектов ГУВД	Автомоторная ул., д.4/6	2012-03-19 04:00:00.0	2012-12-31 04:00:00.0
1464	Ремонт фасадов ЦАО и исторической часть города	Архангельский пер., д.11/16, стр.4	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1465	Ремонт фасадов ЦАО и исторической часть города	Гусятников пер., д.4, к.4	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1466	Ремонт фасадов ЦАО и исторической часть города	Козловский Б. пер., д.3/2, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1467	Ремонт фасадов ЦАО и исторической часть города	Козловский М. пер., д.2/20, стр.3	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1468	Ремонт фасадов ЦАО и исторической часть города	Козловский М. пер., д.6, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1469	Ремонт фасадов ЦАО и исторической часть города	Маросейка ул., д.13, стр.3	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1470	Ремонт фасадов ЦАО и исторической часть города	Маросейка ул., д.9/2, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1471	Ремонт фасадов ЦАО и исторической часть города	Гнездниковский М. пер., д.9/8, стр.7	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1472	Ремонт фасадов ЦАО и исторической часть города	Леонтьевский пер., д.23/8, стр.3	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1473	Ремонт фасадов ЦАО и исторической часть города	Палашевский М. пер., д.2/8, стр.1	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1474	Ремонт фасадов ЦАО и исторической часть города	Цветной б-р, д.21, стр.6	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1475	Фасады с облегченной кладкой	ул. Зоологическая, д.26, к.1	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
1476	Фасады с облегченной кладкой	Первомайская Средняя ул., д.26	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
1477	Фасады с облегченной кладкой	Красносельский 1-й пер., д.3	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
1478	Фасады с облегченной кладкой	Рублёвское ш. д.48/1	2012-08-13 04:00:00.0	2012-12-31 04:00:00.0
1479	Фасады с облегченной кладкой	ул. Зоологическая, д.26, к.2	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1480	Ремонт фасадов ЦАО и исторической часть города	Мясницкая ул., д.24/1/7, стр.1	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1481	Ремонт фасадов ЦАО и исторической часть города	Мясницкая ул., д.30/1/2, с.1	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1482	Фасады с облегченной кладкой	Энтузиастов ш., д.53	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
1483	Ремонт фасадов ЦАО и исторической часть города	Хоромный туп., д.6, стр.8	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1484	Ремонт фасадов ЦАО и исторической часть города	Спиридоновка ул., д.24/1-3, с.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1485	Ремонт фасадов ЦАО и исторической часть города	Лялин пер., д.20, с.1	2012-06-22 04:00:00.0	2012-12-31 04:00:00.0
1486	Ремонт фасадов ЦАО и исторической часть города	Ордынка Большая ул., д.51, с.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1487	Ремонт фасадов ЦАО и исторической часть города	Поварская ул., д.26, с.1	2012-07-02 04:00:00.0	2012-12-31 04:00:00.0
1488	Ремонт фасадов ЦАО и исторической часть города	Пятницкая ул., д.17, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1489	Ремонт фасадов ЦАО и исторической часть города	Пятницкая ул., д.35, с.1	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
1490	Ремонт фасадов ЦАО и исторической часть города	Сухаревский Большой пер., д.10/12	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
1491	Лифты	Маршала Бирюзова ул., д.8	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1492	Ремонт фасадов ЦАО и исторической часть города	Маросейка ул., д.6/8, стр.1 а-в	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1493	Ремонт фасадов ЦАО и исторической часть города	Машкова ул., д.10, стр.1	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
1494	Лифты	Кустанайская ул., д.3, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1495	Лифты	Лебедянская ул., д.22	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1496	Лифты	Лебедянская ул., д.28	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
1497	Лифты	Медынская ул., д.11, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1498	Лифты	Миклухо-Маклая ул. д.53 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1499	Лифты	Украинский б-р, д.3/5, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1500	Лифты	Бескудниковский б-р, д.15, к.1	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
1501	Лифты	Бескудниковский б-р, д.15, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1502	Лифты	Нижнелихоборский 3-й пр., д.16а, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1503	Лифты	Челюскинская ул., д.4, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1504	Лифты	Новосущёвская ул., д.14а	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1505	Лифты	Смоленская ул., д.10, с.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1506	Лифты	Смоленская ул., д.10, с.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
1507	Лифты	Тружеников 1-й пер., д.19	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
1508	Лифты	Рогожский Вал ул., д.7/1	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
1509	Ремонт фасадов ЦАО и исторической часть города	Земляной Вал ул., д.14/16, стр.1	2012-06-01 04:00:00.0	2012-08-27 04:00:00.0
