№ строки	Название объекта	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
1	Государственное бюджетное образовательное учреждение города Москвы школа-интернат для детей-сирот и детей, оставшихся без попечения родителей, №15 имени Ю.В.Никулина "Школа циркового искусства"	109378, г. Москва, Волгоградский проспект, дом 169, корп. 2	Бюджетное	Образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей	Школа-интернат для детей-сирот и детей, оставшихся без попечения родителей	(495) 919-31-00	http://shi15circus.ru
2	Государственное бюджетное образовательное учреждение города Москвы школа-интернат для детей-сирот и детей, оставшихся без попечения родителей № 55	109462 Маршала Чуйкова улица, 26, стр.4	Бюджетное	Образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей	Школа-интернат для детей-сирот и детей, оставшихся без попечения родителей	(499) 175-35-00	http://internat55.ru/
3	Государственное бюджетное образовательное учреждение города Москвы школа-интернат для детей-сирот и детей, оставшихся без попечения родителей № 24	117303 Каховка улица, д. 2 стр. 1	Бюджетное	Образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей	Школа-интернат для детей-сирот и детей, оставшихся без попечения родителей	318-16-46	http://schiuz24.mskobr.ru/
