dtfrom	dtto	zones	ind_id	ind_name	code	regname	value
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	29	Район Бибирево 	Хлорно-тинистый
19.08.2013	25.08.2013	3	1002	Запах при 20C	29	Район Бибирево 	1
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	29	Район Бибирево 	20.2
19.08.2013	25.08.2013	3	1004	Цветность	29	Район Бибирево 	11
19.08.2013	25.08.2013	3	1005	Мутность	29	Район Бибирево 	<0.30
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	29	Район Бибирево 	7.2
19.08.2013	25.08.2013	3	1013	Железо общее	29	Район Бибирево 	<0.05
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	29	Район Бибирево 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	29	Район Бибирево 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	29	Район Бибирево 	0.76
19.08.2013	25.08.2013	3	1200	Запах при 60C	29	Район Бибирево 	1
19.08.2013	25.08.2013	3	5147	Неизвестно (5147)	29	Район Бибирево 	1
19.08.2013	25.08.2013	3	5148	Неизвестно (5148)	29	Район Бибирево 	Хлорно-тинистый
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	29	Район Бибирево 	отс.
19.08.2013	25.08.2013	3|4	1000	Неизвестно (1000)	38	Бутырский район 	Хлорно-тинистый
19.08.2013	25.08.2013	3|4	1001	Неизвестно (1001)	38	Бутырский район 	Хлорно-тинистый
19.08.2013	25.08.2013	3|4	1002	Запах при 20C	38	Бутырский район 	1
19.08.2013	25.08.2013	3|4	1003	Неизвестно (1003)	38	Бутырский район 	20.0
19.08.2013	25.08.2013	3|4	1004	Цветность	38	Бутырский район 	11
19.08.2013	25.08.2013	3|4	1005	Мутность	38	Бутырский район 	<0.30
19.08.2013	25.08.2013	3|4	1006	Водородный показатель (pH)	38	Бутырский район 	7.2
19.08.2013	25.08.2013	3|4	1013	Железо общее	38	Бутырский район 	<0.05
19.08.2013	25.08.2013	3|4	1050	Термотолерантные колиформные бактерии (ТКБ)	38	Бутырский район 	отс.
19.08.2013	25.08.2013	3|4	1053	Общее микробное число (ОМЧ)	38	Бутырский район 	отс.
19.08.2013	25.08.2013	3|4	1121	Остаточный хлор	38	Бутырский район 	0.56
19.08.2013	25.08.2013	3|4	1200	Запах при 60C	38	Бутырский район 	1
19.08.2013	25.08.2013	3|4	5147	Неизвестно (5147)	38	Бутырский район 	1
19.08.2013	25.08.2013	3|4	5148	Неизвестно (5148)	38	Бутырский район 	Хлорно-тинистый
19.08.2013	25.08.2013	3|4	5501	Общие колиформные бактерии (ОКБ)	38	Бутырский район 	отс.
19.08.2013	25.08.2013	3	1000	Неизвестно (1000)	28	Район Лианозово 	Хлорно-тинистый
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	28	Район Лианозово 	Хлорно-тинистый
19.08.2013	25.08.2013	3	1002	Запах при 20C	28	Район Лианозово 	1
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	28	Район Лианозово 	19.2
19.08.2013	25.08.2013	3	1004	Цветность	28	Район Лианозово 	15
19.08.2013	25.08.2013	3	1005	Мутность	28	Район Лианозово 	0.51
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	28	Район Лианозово 	7.2
19.08.2013	25.08.2013	3	1013	Железо общее	28	Район Лианозово 	0.11
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	28	Район Лианозово 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	28	Район Лианозово 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	28	Район Лианозово 	0.46
19.08.2013	25.08.2013	3	1200	Запах при 60C	28	Район Лианозово 	1
19.08.2013	25.08.2013	3	5147	Неизвестно (5147)	28	Район Лианозово 	1
19.08.2013	25.08.2013	3	5148	Неизвестно (5148)	28	Район Лианозово 	Хлорно-тинистый
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	28	Район Лианозово 	отс.
19.08.2013	25.08.2013	3	1000	Неизвестно (1000)	36	Лосиноостровский район 	Тинистый
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	36	Лосиноостровский район 	Тинистый
19.08.2013	25.08.2013	3	1002	Запах при 20C	36	Лосиноостровский район 	1
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	36	Лосиноостровский район 	21.1
19.08.2013	25.08.2013	3	1004	Цветность	36	Лосиноостровский район 	12
19.08.2013	25.08.2013	3	1005	Мутность	36	Лосиноостровский район 	0.59
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	36	Лосиноостровский район 	7.1
19.08.2013	25.08.2013	3	1013	Железо общее	36	Лосиноостровский район 	<0.05
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	36	Лосиноостровский район 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	36	Лосиноостровский район 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	36	Лосиноостровский район 	0.41
19.08.2013	25.08.2013	3	1200	Запах при 60C	36	Лосиноостровский район 	1
19.08.2013	25.08.2013	3	5147	Неизвестно (5147)	36	Лосиноостровский район 	1
19.08.2013	25.08.2013	3	5148	Неизвестно (5148)	36	Лосиноостровский район 	Тинистый
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	36	Лосиноостровский район 	отс.
19.08.2013	25.08.2013	3	1000	Неизвестно (1000)	39	Район Марфино 	Тинистый
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	39	Район Марфино 	Хлорно-тинистый
19.08.2013	25.08.2013	3	1002	Запах при 20C	39	Район Марфино 	2
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	39	Район Марфино 	16.8
19.08.2013	25.08.2013	3	1004	Цветность	39	Район Марфино 	14
19.08.2013	25.08.2013	3	1005	Мутность	39	Район Марфино 	<0.30
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	39	Район Марфино 	7.3
19.08.2013	25.08.2013	3	1013	Железо общее	39	Район Марфино 	<0.05
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	39	Район Марфино 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	39	Район Марфино 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	39	Район Марфино 	0.44
19.08.2013	25.08.2013	3	1200	Запах при 60C	39	Район Марфино 	1
19.08.2013	25.08.2013	3	5147	Неизвестно (5147)	39	Район Марфино 	2
19.08.2013	25.08.2013	3	5148	Неизвестно (5148)	39	Район Марфино 	Тинистый
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	39	Район Марфино 	отс.
19.08.2013	25.08.2013	3	1000	Неизвестно (1000)	40	Район Марьина роща 	Тинистый
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	40	Район Марьина роща 	Тинистый
19.08.2013	25.08.2013	3	1002	Запах при 20C	40	Район Марьина роща 	1
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	40	Район Марьина роща 	20.6
19.08.2013	25.08.2013	3	1004	Цветность	40	Район Марьина роща 	12
19.08.2013	25.08.2013	3	1005	Мутность	40	Район Марьина роща 	<0.30
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	40	Район Марьина роща 	7.2
19.08.2013	25.08.2013	3	1013	Железо общее	40	Район Марьина роща 	0.05
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	40	Район Марьина роща 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	40	Район Марьина роща 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	40	Район Марьина роща 	0.18
19.08.2013	25.08.2013	3	1200	Запах при 60C	40	Район Марьина роща 	2
19.08.2013	25.08.2013	3	5147	Неизвестно (5147)	40	Район Марьина роща 	1
19.08.2013	25.08.2013	3	5148	Неизвестно (5148)	40	Район Марьина роща 	Тинистый
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	40	Район Марьина роща 	отс.
19.08.2013	25.08.2013	3	1000	Неизвестно (1000)	33	Район Северное Медведково 	Хлорно-тинистый
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	33	Район Северное Медведково 	Хлорно-тинистый
19.08.2013	25.08.2013	3	1002	Запах при 20C	33	Район Северное Медведково 	1
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	33	Район Северное Медведково 	20.8
19.08.2013	25.08.2013	3	1004	Цветность	33	Район Северное Медведково 	12
19.08.2013	25.08.2013	3	1005	Мутность	33	Район Северное Медведково 	0.50
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	33	Район Северное Медведково 	7.1
19.08.2013	25.08.2013	3	1013	Железо общее	33	Район Северное Медведково 	<0.05
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	33	Район Северное Медведково 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	33	Район Северное Медведково 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	33	Район Северное Медведково 	0.52
19.08.2013	25.08.2013	3	1200	Запах при 60C	33	Район Северное Медведково 	2
19.08.2013	25.08.2013	3	5147	Неизвестно (5147)	33	Район Северное Медведково 	1
19.08.2013	25.08.2013	3	5148	Неизвестно (5148)	33	Район Северное Медведково 	Хлорно-тинистый
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	33	Район Северное Медведково 	отс.
19.08.2013	25.08.2013	3	1000	Неизвестно (1000)	32	Район Южное Медведково 	Тинистый
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	32	Район Южное Медведково 	Тинистый
19.08.2013	25.08.2013	3	1002	Запах при 20C	32	Район Южное Медведково 	1
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	32	Район Южное Медведково 	23.7
19.08.2013	25.08.2013	3	1004	Цветность	32	Район Южное Медведково 	11
19.08.2013	25.08.2013	3	1005	Мутность	32	Район Южное Медведково 	0.90
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	32	Район Южное Медведково 	7.1
19.08.2013	25.08.2013	3	1013	Железо общее	32	Район Южное Медведково 	<0.05
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	32	Район Южное Медведково 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	32	Район Южное Медведково 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	32	Район Южное Медведково 	0.42
19.08.2013	25.08.2013	3	1200	Запах при 60C	32	Район Южное Медведково 	1
19.08.2013	25.08.2013	3	5147	Неизвестно (5147)	32	Район Южное Медведково 	1
19.08.2013	25.08.2013	3	5148	Неизвестно (5148)	32	Район Южное Медведково 	Тинистый
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	32	Район Южное Медведково 	отс.
19.08.2013	25.08.2013	3	1000	Неизвестно (1000)	43	Останкинский район 	Хлорно-тинистый
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	43	Останкинский район 	Хлорно-тинистый
19.08.2013	25.08.2013	3	1002	Запах при 20C	43	Останкинский район 	1
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	43	Останкинский район 	20.3
19.08.2013	25.08.2013	3	1004	Цветность	43	Останкинский район 	11
19.08.2013	25.08.2013	3	1005	Мутность	43	Останкинский район 	<0.30
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	43	Останкинский район 	7.2
19.08.2013	25.08.2013	3	1013	Железо общее	43	Останкинский район 	<0.05
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	43	Останкинский район 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	43	Останкинский район 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	43	Останкинский район 	0.75
19.08.2013	25.08.2013	3	1200	Запах при 60C	43	Останкинский район 	1-2
19.08.2013	25.08.2013	3	5147	Неизвестно (5147)	43	Останкинский район 	1
19.08.2013	25.08.2013	3	5148	Неизвестно (5148)	43	Останкинский район 	Хлорно-тинистый
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	43	Останкинский район 	отс.
19.08.2013	25.08.2013	3	1000	Неизвестно (1000)	31	Район Отрадное 	Тинистый
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	31	Район Отрадное 	Тинистый
19.08.2013	25.08.2013	3	1002	Запах при 20C	31	Район Отрадное 	1
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	31	Район Отрадное 	20.1
19.08.2013	25.08.2013	3	1004	Цветность	31	Район Отрадное 	12
19.08.2013	25.08.2013	3	1005	Мутность	31	Район Отрадное 	<0.30
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	31	Район Отрадное 	7.1
19.08.2013	25.08.2013	3	1013	Железо общее	31	Район Отрадное 	<0.05
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	31	Район Отрадное 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	31	Район Отрадное 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	31	Район Отрадное 	0.61
19.08.2013	25.08.2013	3	1200	Запах при 60C	31	Район Отрадное 	2
19.08.2013	25.08.2013	3	5147	Неизвестно (5147)	31	Район Отрадное 	1
19.08.2013	25.08.2013	3	5148	Неизвестно (5148)	31	Район Отрадное 	Тинистый
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	31	Район Отрадное 	отс.
19.08.2013	25.08.2013	3	1000	Неизвестно (1000)	41	Район Ростокино 	Хлорно-тинистый
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	41	Район Ростокино 	Хлорно-тинистый
19.08.2013	25.08.2013	3	1002	Запах при 20C	41	Район Ростокино 	1
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	41	Район Ростокино 	20.2
19.08.2013	25.08.2013	3	1004	Цветность	41	Район Ростокино 	12
19.08.2013	25.08.2013	3	1005	Мутность	41	Район Ростокино 	0.35
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	41	Район Ростокино 	7.2
19.08.2013	25.08.2013	3	1013	Железо общее	41	Район Ростокино 	<0.05
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	41	Район Ростокино 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	41	Район Ростокино 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	41	Район Ростокино 	0.76
19.08.2013	25.08.2013	3	1200	Запах при 60C	41	Район Ростокино 	1-2
19.08.2013	25.08.2013	3	5147	Неизвестно (5147)	41	Район Ростокино 	1
19.08.2013	25.08.2013	3	5148	Неизвестно (5148)	41	Район Ростокино 	Хлорно-тинистый
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	41	Район Ростокино 	отс.
19.08.2013	25.08.2013	3	1000	Неизвестно (1000)	34	Район Свиблово 	Хлорно-тинистый
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	34	Район Свиблово 	Хлорно-тинистый
19.08.2013	25.08.2013	3	1002	Запах при 20C	34	Район Свиблово 	1
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	34	Район Свиблово 	21.2
19.08.2013	25.08.2013	3	1004	Цветность	34	Район Свиблово 	13
19.08.2013	25.08.2013	3	1005	Мутность	34	Район Свиблово 	0.44
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	34	Район Свиблово 	7.2
19.08.2013	25.08.2013	3	1013	Железо общее	34	Район Свиблово 	0.09
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	34	Район Свиблово 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	34	Район Свиблово 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	34	Район Свиблово 	0.74
19.08.2013	25.08.2013	3	1200	Запах при 60C	34	Район Свиблово 	1
19.08.2013	25.08.2013	3	5147	Неизвестно (5147)	34	Район Свиблово 	1
19.08.2013	25.08.2013	3	5148	Неизвестно (5148)	34	Район Свиблово 	Хлорно-тинистый
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	34	Район Свиблово 	отс.
19.08.2013	25.08.2013	3	1000	Неизвестно (1000)	44	Район Северный 	Болотно-хлорный
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	44	Район Северный 	Болотно-хлорный
19.08.2013	25.08.2013	3	1002	Запах при 20C	44	Район Северный 	0-1
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	44	Район Северный 	19.0
19.08.2013	25.08.2013	3	1004	Цветность	44	Район Северный 	12
19.08.2013	25.08.2013	3	1005	Мутность	44	Район Северный 	<0.30
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	44	Район Северный 	7.2
19.08.2013	25.08.2013	3	1013	Железо общее	44	Район Северный 	0.11
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	44	Район Северный 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	44	Район Северный 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	44	Район Северный 	0.16
19.08.2013	25.08.2013	3	1200	Запах при 60C	44	Район Северный 	0-1
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	44	Район Северный 	отс.
19.08.2013	25.08.2013	3	1000	Неизвестно (1000)	37	Ярославский район 	Тинистый
19.08.2013	25.08.2013	3	1001	Неизвестно (1001)	37	Ярославский район 	Тинистый
19.08.2013	25.08.2013	3	1002	Запах при 20C	37	Ярославский район 	1
19.08.2013	25.08.2013	3	1003	Неизвестно (1003)	37	Ярославский район 	21.4
19.08.2013	25.08.2013	3	1004	Цветность	37	Ярославский район 	12
19.08.2013	25.08.2013	3	1005	Мутность	37	Ярославский район 	<0.30
19.08.2013	25.08.2013	3	1006	Водородный показатель (pH)	37	Ярославский район 	7.2
19.08.2013	25.08.2013	3	1013	Железо общее	37	Ярославский район 	<0.05
19.08.2013	25.08.2013	3	1050	Термотолерантные колиформные бактерии (ТКБ)	37	Ярославский район 	отс.
19.08.2013	25.08.2013	3	1053	Общее микробное число (ОМЧ)	37	Ярославский район 	отс.
19.08.2013	25.08.2013	3	1121	Остаточный хлор	37	Ярославский район 	0.36
19.08.2013	25.08.2013	3	1200	Запах при 60C	37	Ярославский район 	2
19.08.2013	25.08.2013	3	5147	Неизвестно (5147)	37	Ярославский район 	1
19.08.2013	25.08.2013	3	5148	Неизвестно (5148)	37	Ярославский район 	Тинистый
19.08.2013	25.08.2013	3	5501	Общие колиформные бактерии (ОКБ)	37	Ярославский район 	отс.
19.08.2013	25.08.2013	2	1000	Неизвестно (1000)	54	Район Богородское 	Тинистый
19.08.2013	25.08.2013	2	1001	Неизвестно (1001)	54	Район Богородское 	Тинистый
19.08.2013	25.08.2013	2	1002	Запах при 20C	54	Район Богородское 	1
19.08.2013	25.08.2013	2	1003	Неизвестно (1003)	54	Район Богородское 	21.9
19.08.2013	25.08.2013	2	1004	Цветность	54	Район Богородское 	10
19.08.2013	25.08.2013	2	1005	Мутность	54	Район Богородское 	<0.30
19.08.2013	25.08.2013	2	1006	Водородный показатель (pH)	54	Район Богородское 	7.2
19.08.2013	25.08.2013	2	1013	Железо общее	54	Район Богородское 	<0.05
19.08.2013	25.08.2013	2	1050	Термотолерантные колиформные бактерии (ТКБ)	54	Район Богородское 	отс.
19.08.2013	25.08.2013	2	1053	Общее микробное число (ОМЧ)	54	Район Богородское 	отс.
19.08.2013	25.08.2013	2	1121	Остаточный хлор	54	Район Богородское 	0.42
19.08.2013	25.08.2013	2	1200	Запах при 60C	54	Район Богородское 	1
19.08.2013	25.08.2013	2	5147	Неизвестно (5147)	54	Район Богородское 	1
19.08.2013	25.08.2013	2	5148	Неизвестно (5148)	54	Район Богородское 	Тинистый
19.08.2013	25.08.2013	2	5501	Общие колиформные бактерии (ОКБ)	54	Район Богородское 	отс.
19.08.2013	25.08.2013	2	1000	Неизвестно (1000)	49	Район Вешняки 	Тинистый
19.08.2013	25.08.2013	2	1001	Неизвестно (1001)	49	Район Вешняки 	Тинистый
19.08.2013	25.08.2013	2	1002	Запах при 20C	49	Район Вешняки 	1
19.08.2013	25.08.2013	2	1003	Неизвестно (1003)	49	Район Вешняки 	22.0
19.08.2013	25.08.2013	2	1004	Цветность	49	Район Вешняки 	11
19.08.2013	25.08.2013	2	1005	Мутность	49	Район Вешняки 	0.33
19.08.2013	25.08.2013	2	1006	Водородный показатель (pH)	49	Район Вешняки 	7.2
19.08.2013	25.08.2013	2	1013	Железо общее	49	Район Вешняки 	0.10
19.08.2013	25.08.2013	2	1050	Термотолерантные колиформные бактерии (ТКБ)	49	Район Вешняки 	отс.
19.08.2013	25.08.2013	2	1053	Общее микробное число (ОМЧ)	49	Район Вешняки 	отс.
19.08.2013	25.08.2013	2	1121	Остаточный хлор	49	Район Вешняки 	0.12
19.08.2013	25.08.2013	2	1200	Запах при 60C	49	Район Вешняки 	1-2
19.08.2013	25.08.2013	2	5147	Неизвестно (5147)	49	Район Вешняки 	1
19.08.2013	25.08.2013	2	5148	Неизвестно (5148)	49	Район Вешняки 	Тинистый
19.08.2013	25.08.2013	2	5501	Общие колиформные бактерии (ОКБ)	49	Район Вешняки 	отс.
19.08.2013	25.08.2013	2	1000	Неизвестно (1000)	61	Район Восточный 	Хлорно-тинистый
19.08.2013	25.08.2013	2	1001	Неизвестно (1001)	61	Район Восточный 	Хлорно-тинистый
19.08.2013	25.08.2013	2	1002	Запах при 20C	61	Район Восточный 	1-2
19.08.2013	25.08.2013	2	1003	Неизвестно (1003)	61	Район Восточный 	17.0
19.08.2013	25.08.2013	2	1004	Цветность	61	Район Восточный 	12
19.08.2013	25.08.2013	2	1005	Мутность	61	Район Восточный 	<0.30
19.08.2013	25.08.2013	2	1006	Водородный показатель (pH)	61	Район Восточный 	7.4
19.08.2013	25.08.2013	2	1013	Железо общее	61	Район Восточный 	<0.05
19.08.2013	25.08.2013	2	1050	Термотолерантные колиформные бактерии (ТКБ)	61	Район Восточный 	отс.
19.08.2013	25.08.2013	2	1053	Общее микробное число (ОМЧ)	61	Район Восточный 	отс.
19.08.2013	25.08.2013	2	1121	Остаточный хлор	61	Район Восточный 	0.51
19.08.2013	25.08.2013	2	1200	Запах при 60C	61	Район Восточный 	2
19.08.2013	25.08.2013	2	5501	Общие колиформные бактерии (ОКБ)	61	Район Восточный 	отс.
19.08.2013	25.08.2013	2	1000	Неизвестно (1000)	56	Район Гольяново 	Тинистый
19.08.2013	25.08.2013	2	1001	Неизвестно (1001)	56	Район Гольяново 	Тинистый
19.08.2013	25.08.2013	2	1002	Запах при 20C	56	Район Гольяново 	1
19.08.2013	25.08.2013	2	1003	Неизвестно (1003)	56	Район Гольяново 	21.7
19.08.2013	25.08.2013	2	1004	Цветность	56	Район Гольяново 	10
19.08.2013	25.08.2013	2	1005	Мутность	56	Район Гольяново 	0.45
19.08.2013	25.08.2013	2	1006	Водородный показатель (pH)	56	Район Гольяново 	7.3
19.08.2013	25.08.2013	2	1013	Железо общее	56	Район Гольяново 	0.08
19.08.2013	25.08.2013	2	1050	Термотолерантные колиформные бактерии (ТКБ)	56	Район Гольяново 	отс.
19.08.2013	25.08.2013	2	1053	Общее микробное число (ОМЧ)	56	Район Гольяново 	отс.
19.08.2013	25.08.2013	2	1121	Остаточный хлор	56	Район Гольяново 	0.39
19.08.2013	25.08.2013	2	1200	Запах при 60C	56	Район Гольяново 	1-2
19.08.2013	25.08.2013	2	5147	Неизвестно (5147)	56	Район Гольяново 	1
19.08.2013	25.08.2013	2	5148	Неизвестно (5148)	56	Район Гольяново 	Тинистый
19.08.2013	25.08.2013	2	5501	Общие колиформные бактерии (ОКБ)	56	Район Гольяново 	отс.
19.08.2013	25.08.2013	2	1000	Неизвестно (1000)	47	Район Ивановское 	Тинистый
19.08.2013	25.08.2013	2	1001	Неизвестно (1001)	47	Район Ивановское 	Тинистый
19.08.2013	25.08.2013	2	1002	Запах при 20C	47	Район Ивановское 	1
19.08.2013	25.08.2013	2	1003	Неизвестно (1003)	47	Район Ивановское 	21.4
19.08.2013	25.08.2013	2	1004	Цветность	47	Район Ивановское 	9
19.08.2013	25.08.2013	2	1005	Мутность	47	Район Ивановское 	<0.30
19.08.2013	25.08.2013	2	1006	Водородный показатель (pH)	47	Район Ивановское 	7.1
19.08.2013	25.08.2013	2	1013	Железо общее	47	Район Ивановское 	<0.05
19.08.2013	25.08.2013	2	1050	Термотолерантные колиформные бактерии (ТКБ)	47	Район Ивановское 	отс.
19.08.2013	25.08.2013	2	1053	Общее микробное число (ОМЧ)	47	Район Ивановское 	отс.
19.08.2013	25.08.2013	2	1121	Остаточный хлор	47	Район Ивановское 	0.33
19.08.2013	25.08.2013	2	1200	Запах при 60C	47	Район Ивановское 	1-2
19.08.2013	25.08.2013	2	5147	Неизвестно (5147)	47	Район Ивановское 	1
19.08.2013	25.08.2013	2	5148	Неизвестно (5148)	47	Район Ивановское 	Тинистый
19.08.2013	25.08.2013	2	5501	Общие колиформные бактерии (ОКБ)	47	Район Ивановское 	отс.
19.08.2013	25.08.2013	2	1000	Неизвестно (1000)	59	Район Восточное Измайлово 	Тинистый
19.08.2013	25.08.2013	2	1001	Неизвестно (1001)	59	Район Восточное Измайлово 	Тинистый
19.08.2013	25.08.2013	2	1002	Запах при 20C	59	Район Восточное Измайлово 	1
19.08.2013	25.08.2013	2	1003	Неизвестно (1003)	59	Район Восточное Измайлово 	19.9
19.08.2013	25.08.2013	2	1004	Цветность	59	Район Восточное Измайлово 	10
19.08.2013	25.08.2013	2	1005	Мутность	59	Район Восточное Измайлово 	0.44
19.08.2013	25.08.2013	2	1006	Водородный показатель (pH)	59	Район Восточное Измайлово 	7.1
19.08.2013	25.08.2013	2	1013	Железо общее	59	Район Восточное Измайлово 	<0.05
19.08.2013	25.08.2013	2	1050	Термотолерантные колиформные бактерии (ТКБ)	59	Район Восточное Измайлово 	отс.
19.08.2013	25.08.2013	2	1053	Общее микробное число (ОМЧ)	59	Район Восточное Измайлово 	отс.
19.08.2013	25.08.2013	2	1121	Остаточный хлор	59	Район Восточное Измайлово 	0.36
19.08.2013	25.08.2013	2	1200	Запах при 60C	59	Район Восточное Измайлово 	1-2
19.08.2013	25.08.2013	2	5147	Неизвестно (5147)	59	Район Восточное Измайлово 	1
19.08.2013	25.08.2013	2	5148	Неизвестно (5148)	59	Район Восточное Измайлово 	Тинистый
19.08.2013	25.08.2013	2	5501	Общие колиформные бактерии (ОКБ)	59	Район Восточное Измайлово 	отс.
19.08.2013	25.08.2013	2	1000	Неизвестно (1000)	58	Район Измайлово 	Тинистый
19.08.2013	25.08.2013	2	1001	Неизвестно (1001)	58	Район Измайлово 	Тинистый
19.08.2013	25.08.2013	2	1002	Запах при 20C	58	Район Измайлово 	1-2
19.08.2013	25.08.2013	2	1003	Неизвестно (1003)	58	Район Измайлово 	22.1
19.08.2013	25.08.2013	2	1004	Цветность	58	Район Измайлово 	10
19.08.2013	25.08.2013	2	1005	Мутность	58	Район Измайлово 	<0.30
19.08.2013	25.08.2013	2	1006	Водородный показатель (pH)	58	Район Измайлово 	7.2
19.08.2013	25.08.2013	2	1013	Железо общее	58	Район Измайлово 	<0.05
19.08.2013	25.08.2013	2	1050	Термотолерантные колиформные бактерии (ТКБ)	58	Район Измайлово 	отс.
19.08.2013	25.08.2013	2	1053	Общее микробное число (ОМЧ)	58	Район Измайлово 	отс.
