0_uidnftn;1_Название;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Телефон;1_Сайт;1_Подчинение
5507;"Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1770 ""Московский кадетский музыкальный корпус""                                                                                                                           ";ГБОУ Кадетская школа № 1770                                                                                                                                                                                                                                   ;115142 г. Москва, Коломенская наб. д.20                                                                                                                                                                                                                       ;12402,1327;1010,529494;2124472;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Общеобразовательное учреждение                                                                                                                                                                                                                                ;Кадетская школа                                                                                                                                                                                                                                               ;(499) 617-82-00                                                                                                                                                                                                                                               ;http://1770.ru/                                                                                                                                                                                                                                               ;Южное окружное управление образования                                                                                                                                                                                                                         
6601;"Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1780 ""Кадетский корпус памяти Героев Сталинградской битвы""                                                                                                               ";"ГБОУ кадетская школа № 1780 ""Кадетский корпус памяти Героев Сталинградской битвы""                                                                                                                                                                             ";109652, г. Москва, Мячковский бульвар, д. 18, кор.3                                                                                                                                                                                                           ;16307,86788;-2082,689414;2704403;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Общеобразовательное учреждение                                                                                                                                                                                                                                ;Кадетская школа                                                                                                                                                                                                                                               ;(499) 784-88-73                                                                                                                                                                                                                                               ;http://sch1780.uvuo.ru/                                                                                                                                                                                                                                       ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
6784;"Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1700 ""Московский объединенный морской корпус Героев Севастополя""                                                                                                         ";"ГБОУ кадетская школа № 1700 ""Московский объединенный морской корпус Героев Севастополя""                                                                                                                                                                       ";123458, г. Москва, ул. Таллинская, д. 12, кор. 4                                                                                                                                                                                                              ;-6379,4782;14504,27048;2114745;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Кадетская школа (кадетская школа-интернат)                                                                                                                                                                                                                    ;Кадетская школа                                                                                                                                                                                                                                               ;756-30-38                                                                                                                                                                                                                                                     ;http://momkgs1700.ru                                                                                                                                                                                                                                          ;Северо-Западное окружное управление образования                                                                                                                                                                                                               
7112;"Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1783 ""Московский кадетский корпус Героев Космоса""                                                                                                                        ";"ГБОУ КШ № 1783 ""Московский кадетский корпус Героев Космоса""                                                                                                                                                                                                   ";129075 г. Москва, ул. 3-я Новоостанкинская, д. 6                                                                                                                                                                                                              ;8062,950175;16778,89033;2100112;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Общеобразовательное учреждение                                                                                                                                                                                                                                ;Кадетская школа                                                                                                                                                                                                                                               ;(495) 602-21-62                                                                                                                                                                                                                                               ;http://.kadet1783.narod.ru                                                                                                                                                                                                                                    ;Северо-Восточное окружное управление образования                                                                                                                                                                                                              
7111;"Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1778 ""Московский Шереметьевский кадетский корпус""                                                                                                                        ";"ГБОУ КШ № 1778 ""Московский Шереметьевский кадетский корпус""                                                                                                                                                                                                   ";129346, город Москва, улица Коминтерна, дом 52                                                                                                                                                                                                                ;12385,88168;23041,06404;2124970;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Общеобразовательное учреждение                                                                                                                                                                                                                                ;Кадетская школа                                                                                                                                                                                                                                               ;184-23-36                                                                                                                                                                                                                                                     ;http://kadet1778.ru                                                                                                                                                                                                                                           ;Северо-Восточное окружное управление образования                                                                                                                                                                                                              
6785;Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1721                                                                                                                                                                     ;ГБОУ кадетская школа № 1721                                                                                                                                                                                                                                   ;123181, г. Москва, ул. Исаковского, д. 14, корпус 3                                                                                                                                                                                                           ;-5756,2395;16155,60851;2114743;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Общеобразовательное учреждение                                                                                                                                                                                                                                ;Кадетская школа                                                                                                                                                                                                                                               ;(495) 758-40-60                                                                                                                                                                                                                                               ;http://kadetschool1721.ru                                                                                                                                                                                                                                     ;Северо-Западное окружное управление образования                                                                                                                                                                                                               
6885;"Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1785 ""Таганский кадетский корпус""                                                                                                                                        ";"ГБОУ кадетская школа № 1785 ""Таганский кадетский корпус""                                                                                                                                                                                                      ";109029 Москва, Большая Калитниковская, д.42/5                                                                                                                                                                                                                 ;12171,8501;7685,194672;2130775;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Общеобразовательное учреждение                                                                                                                                                                                                                                ;Кадетская школа                                                                                                                                                                                                                                               ;911-06-25                                                                                                                                                                                                                                                     ;http://ksh1785.ru                                                                                                                                                                                                                                             ;Центральное окружное управление образования                                                                                                                                                                                                                   
8673;"Государственное бюджетное образовательное учреждение города Москвы кадетская школа № 1702 ""Петровский кадетский корпус""                                                                                                                                       ";"ГБОУ кадетская школа № 1702 ""Петровский кадетский корпус""                                                                                                                                                                                                     ";125413, г. Москва, ул. Зеленоградская, д. 9                                                                                                                                                                                                                   ;1062,2291;22005,96827;2108746;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Общеобразовательное учреждение                                                                                                                                                                                                                                ;Кадетская школа                                                                                                                                                                                                                                               ;453-01-50                                                                                                                                                                                                                                                     ;http://petrocadet.ru/                                                                                                                                                                                                                                         ;Северное окружное управление образования                                                                                                                                                                                                                      
