0_OBJECTID;0_Shape;0_UID;1_Название объекта;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
1;POINT (4182936.673700001 7492996.4169000015);1005.0;Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 3;ГБОУ специальная школа №3;117418, г.Москва, улица Цюрупы, д.10, корп. 3;4890.47221486;331.75164064;2113484.0;;;;;Бюджетное;Специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением;Специальная общеобразовательная школа;(499) 128-33-37;http://www.spshkola3d.ru
2;POINT (4192801.7415000014 7525378.652500004);1716.0;Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 10;ГБОУ специальная общеобразовательная школа № 10;129128, г. Москва, ул. Ростокинская, д. 7;10423.623375;18568.1426325;2125000.0;;;;;Бюджетное;Специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением;Специальная общеобразовательная школа;(499) 187-06-09;http://sch10.svao.mskobr.ru
3;POINT (4167045.3277000003 7504810.390600003);4221.0;Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 6;ГБОУ специальная общеобразовательная школа № 6;121351 г.Москва, улица Екатерины Будановой, дом 18;-4085.58245;6989.7412666;2127098.0;;;;;Бюджетное;Специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением;Специальная общеобразовательная школа;443-55-64;http://spsch6.mskzapad.ru
4;POINT (4174351.1642999984 7492511.784100004);1077.0;Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 1;ГБОУ специальная школа № 1;125239, г. Москва, Соболевский проезд, дом 17а;37.525583;55.834129;0.0;;;;;Бюджетное;Специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением;Специальная общеобразовательная школа;(499) 153-91-21;-
5;POINT (4174351.4825999998 7492511.632700004);4206.0;Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 4;ГБОУ специальная школа № 4;111024, город Москва, шоссе Энтузиастов, дом 12, стр. 1;37.705461;55.748729;2120498.0;;;;;Бюджетное;Специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением;Специальная общеобразовательная школа;"(495) 362-27-66; (495) 362-17-67; (495) 362-21-54; (499) 763-54-96";http://sh4.edusite.ru
6;POINT (4141680.6873000003 7557101.9597999975);8877.0;Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 8;ГБОУ специальная школа № 8;124498, г. Москва, Зеленоград, корп. 428-а;-18275.7167;36377.7615294;2117093.0;;;;;Бюджетное;Специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением;Специальная общеобразовательная школа;944-64-39;http://s8.zouo.ru/
7;POINT (4174591.0582000017 7518484.175800003);3743.0;"Автономная негосударственная некоммерческая образовательная организация ""Учебно-воспитательный комплекс “Лучик”";АНО учебно-воспитательный комплекс “Лучик”;125080 Алабяна улица, д. 12 корпус1;173.101125;14681.7231895;338.0;;;;;Автономное;Общеобразовательное учреждение;Специальная общеобразовательная школа;(499) 198-62-23,(499) 198-37-00;
