0_OBJECTID;0_Shape;0_UID;1_Название;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
75;POINT (4213725.4833 7505920.262000002);8751.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1925;ГБОУ ЦО № 1925;111673, г. Москва, ул. Новокосинская, д.13 А;22256.79185;7668.71522617;2401644.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;702-66-76;http://co1925.ru/
76;POINT (4177227.9188 7523039.136399999);8592.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 686 """"Класс- Центр""""";"ГБОУ ЦО № 686 """"Класс-Центр""""";125130, г. Москва улица Большая Академическая, дом 11А;1657.7968;17241.9874423;2109689.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 767-08-76;http://klass-center.ru/
77;POINT (4181418.6713999994 7534044.292199999);8630.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1296;ГБОУ ЦО № 1296;127591, г. Москва, Керамический проезд, дом 55, корпус 3;4011.940775;23422.4267221;51782.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;900-08-52;http://1296.ru
78;POINT (4171738.8473000005 7487136.732199997);8730.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 109;ГБОУ ЦО №109;117513 г. Москва, ул. Академика Бакулева, д. 20;-1440.2855;-2976.84816947;2108350.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 737-48-58;http://sc109.ru/content/index.htm
79;POINT (4181753.4422999993 7532426.669299997);8639.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1487;ГБОУ ЦО № 1487;127540, г. Москва, Дубниская ул., д. 18-А;4201.0127;22514.9121685;2109676.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 481-35-00;http://ec1487.ru
80;POINT (4181054.965300001 7491941.697700001);8739.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1948 """"Лингвист-М""""";"ГБОУ ЦО № 1948 """"Лингвист-М""""";117420, г.Москва, ул. Новочеремушкинская, дом 64, корпус 2;3827.34035801;-264.21323574;2108467.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;121-54-11;http://sch1948.ru
81;POINT (4178335.3038000017 7535052.617399998);8606.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 771;ГБОУ ЦО № 771;127411, г. Москва, ул. Софьи Ковалевской, д. 8 А;2278.027225;23986.933094;2109663.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 484-90-88;http://schs771.mskobr.ru
82;POINT (4176615.368900001 7533459.086300001);8638.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1481;ГБОУ ЦО № 1481;125635, г. Москва ул. Ангарская, д. 22-а;1311.34860354;23092.5194874;3500753.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(499) 906-84-00; (499) 906-88-00; (499) 906-86-77; (499) 906-86-66";http://www.co1481.edu.ru
83;POINT (4182637.4727 7517184.145199999);8646.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1601;ГБОУ ЦО № 1601;127220 г. Москва, ул. Нижняя Масловка, д. 16;4707.120225;13953.1704841;2112461.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 685-08-15;http://co1601.ru
84;POINT (4178073.182 7515620.568800002);8634.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1409;ГБОУ ЦО № 1409;125252, г. Москва, Ходынский бульвар, д.7;2135.619125;13071.9787069;3404690.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 740-52-13;http://grand-school.ru
85;POINT (4173430.966699999 7532834.998300001);8637.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1474;ГБОУ ЦО № 1474;125475 г. Москва, ул. Клинская, д.22;-479.28430000000003;22742.22125;2111991.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;451-22-11;http://www.co1474.com/
86;POINT (4178957.7809999995 7537008.273900002);8647.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1631;ГБОУ ЦО № 1631;127411, г. Москва, Дмитровское шоссе, дом 137А;2627.34835;25084.0868149;2109660.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;483-03-74;http://co1631
87;POINT (4213357.213199999 7498948.663400002);8884.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1457;ГБОУ ЦО № 1457;109145, г.Москва, Хвалынский бульвар, д. 4, корпус 4;22068.7069;3740.21457626;2700357.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;705-52-11;http://couv1457.mskobr.ru
88;POINT (4173719.084899999 7507728.633000001);8527.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1497;ГБОУ ЦО № 1497;121309  г.Москва, ул.Барклая, дом 15,корп. 3;-318.8293;8630.88872505;7296.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(499) 142-41-26; (499) 142-40-32";http://ds152.mskzapad.ru
89;POINT (4181898.835099999 7533087.551200002);8635.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1419;ГБОУ ЦО № 1419;127540 г. Москва, Керамический ,д. 47 А;4282.425175;22885.8481424;2132828.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;900-69-00;http://ec1419.ru/
90;POINT (4179473.8451000005 7517923.615699999);8636.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1424;ГБОУ ЦО № 1424;125167 г. Москва, Ленинградский пр-кт, д.46;2924.20595;14367.4464033;2117525.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;612-52-41;http://www.co1424.sao.mskobr.ru
91;POINT (4168051.3847000003 7503738.156499997);10203.0;Автономная некоммерческая организация Центр образования «Гармония»;МАОУ НШ;121374 Ращупкина улица, д. 3 корпус 2;-3518.28885;6385.31995;2126457.0;;;;;Автономное;Общеобразовательное учреждение;Центр образования;(495) 440-19-92;
92;POINT (4192417.7701000012 7525734.495499998);7101.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1499;ГБОУ ЦО № 1499;129128 г. Москва, ул. Ростокинская, д.3;10207.029075;18767.5063328;2304088.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 181-04-47;http//co1499.svao.mskobr.ru
93;POINT (4202537.903000001 7494709.621200003);6429.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 919 имени  Маршала Советского Союза С.К.Куркоткина;ГБОУ ЦО № 919;109386, г. Москва, ул. Краснодарская, д. 25, корп. 2;15966.5041147;1324.00747068;2129875.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 359-52-29;http://sch919.uvuo.ru
94;POINT (4199923.9584 7496876.4684000015);6533.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1422;ГБОУ ЦО № 1422;109548, г. Москва, ул. Шоссейная, д. 7;14485.299825;2540.65140467;2129826.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 746-46-38;http://co-1422.do.am
95;POINT (4174351.245099999 7492511.315399997);6580.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования """"Школа здоровья"""" № 1071";ГБОУ ЦО № 1071;117628, г.Москва, бульвар Дмитрия Донского, дом 6А;37.571334;55.569582999999994;31523.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";712-19-59;http://1071.ru
96;POINT (4176424.3817999996 7480164.304300003);6636.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1445;ГБОУ ЦО № 1445;117574, г.Москва, улица Голубинская, дом 5, корпус 4;1211.15065;-6914.46459726;3000584.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;423-38-22;http://www.1445.ru
97;POINT (4185310.443500001 7511214.9679000005);6860.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1441 """"Бронная слобода""""";"ГБОУ ЦО № 1441 """"Бронная слобода""""";123104 г.Москва, Б. Козихинский пер., д.5, стр.3;6217.965585;10597.3364664;2116656.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;202-80-27;http://centr1441.ucoz.ru
98;POINT (4199425.2184000015 7533368.926399998);7092.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования """"Школа здоровья"""" № 1099";"ГБОУ ЦО """"Школа здоровья"""" № 1099";129347 г. Москва, ул. Ротерта, дом 5.;14137.4146;23064.3062252;2124940.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";(499) 188-17-58;http://co1099.svao.mskobr.ru
99;POINT (4185434.3323 7517110.060099997);7469.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 204 имени А.М. Горького;ГБОУ ЦО № 204;127055, г. Москва, ул. Тихвинская, д.39, стр.2;6283.16095;13913.4464354;2111353.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 972-62-41;http://co204.ru
100;POINT (4214915.156800002 7506287.236100003);7485.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1048;ГБОУ ЦО № 1048;111672, Москва, ул.Салтыковская, д.13 Б;22927.04495;7878.80923129;2122247.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 701-22-00; (495) 701-22-50";http://www.1048.su
101;POINT (4217873.594799999 7501927.645000003);7486.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1443;ГБОУ ЦО № 1443;111625, г. Москва, ул. Рудневка, д.10;24610.1847183;5432.41067475;2403296.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 721-60-03;http://1443.ucoz.ru
102;POINT (4197747.269900002 7520140.993000001);7487.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования №1452 """"Богородский""""";"ГБОУ ЦО № 1452 """"Богородский""""";107564, г. Москва, ул. 1-я Гражданская, д.96;13216.2291777;15632.6799048;2401019.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 964-88-01;http://co1452.ru
103;POINT (4210437.241500001 7521790.079599999);7491.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1475;ГБОУ ЦО № 1475;107497, г. Москва, ул. Новосибирская, д. 8 А;20359.737625;16586.8371005;2114447.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;469-50-08;http://co1475/mskobr.ru
104;POINT (4206074.5353999995 7510703.873999998);7498.0;Государственное бюджетное образовательное учреждение города Москвы центр образования №1637;ГБОУ ЦО № 1637;111401, г. Москва, ул. 3-я Владимирская, дом 12 А;17928.3626;10341.7726253;2122203.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 672-02-35; (495) 672-01-99; (495) 603-46-09";http://school1637.ru/
105;POINT (4208265.9384 7510205.635700002);7505.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1852;ГБОУ ЦО № 1852;111399, г. Москва, Федеративный проспект,  11;19165.4344043;10066.5996223;2122252.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 305-34-13; (495) 305-76-11; (495) 304-49-60";http://co-1852.ru/
106;POINT (4214612.6658000015 7505482.520000003);7509.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1926;ГБОУ ЦО № 1926;111672, г. Москва, ул. Салтыковская, д. 5 А;22758.7079239;7424.78502835;2401239.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;702-75-40;http://1926.edu.ru/
107;POINT (4199289.680500001 7488873.815099999);7563.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 491 """"Марьино""""";"ГБОУ ЦО № 491 """"Марьино""""";109651, г. Москва, Новочеркасский бульвар, дом 19;14141.399175;-1974.37325066;17043.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;357-52-01;http://cog491.mskobr.ru
108;POINT (4182861.3224 7521088.5207);7573.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 218;ГБОУ ЦО № 218;127434 г. Москва Дмитровское ш., д. 5а;4830.8976;16148.1242712;3501905.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;976-40-87;http://school218.ru
109;POINT (4198119.876899999 7520125.183600001);7574.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 363;ГБОУ ЦО № 363;107258, г. Москва, Алымов пер, дом 15.;13426.1331667;15624.4295664;2109437.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;963-32-95;http://school363.ru
110;POINT (4203357.026900001 7507416.219400004);7576.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 422 """"Перово""""";"ГБОУ ЦО № 422 """"Перово""""";111524, г. Москва, ул. Плющева, д.14а;16402.71715;8485.2586528;2501722.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;309-26-32;http://school422.ru/
111;POINT (4209516.050500002 7517501.018600002);7582.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1811 """"Измайлово""""";"ГБОУ ЦО № 1811 """" Измайлово""""";105203, г. Москва, Первомайская ул., .111.;19851.8970946;14173.5580786;2115777.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 465-14-49;http://www.1811.ru/
112;POINT (4183982.529100001 7482509.830700003);2425.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 556;ГБОУ ЦО № 556;117570 г. Москва, Днепропетровская ул. д.33 А;5488.84695;-5586.39584776;3803538.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 313-74-10;http://co556.ru/
113;POINT (4201437.0075 7486000.220299996);2566.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования """"Школа здоровья"""" № 1998 """"Лукоморье""""";"ГБОУ ЦО """"Школа здоровья"""" № 1998 """"Лукоморье""""";115612 г. Москва, Борисовские пруды д.12;15361.45225;-3592.29203795;3804802.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";341-78-55;http://www.lukomor.ru/
114;POINT (4172647.8183000013 7489754.055500001);5172.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1485;ГБОУ ЦО № 1485;119571 г.Москва, Проспект Вернадского, д. 127, корпус 2;-925.73475;-1499.87059398;2116999.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 438-75-44; (495) 438-75-56; (495) 438-75-88; (495) 438-71-65; (495) 438-65-56; (495) 438-75-66; (495) 438-55-65; (495) 438-61-92";http://co1485.mskzapad.ru
115;POINT (4174350.7457999997 7492511.392099999);5217.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1473 имени Григория Алексеевича Тарана;ГБОУ ЦО № 1473;119027 г.Москва, ул. Центральная, д. 15 А;37.288954;55.613025;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 436-84-07; (495) 436-82-27; (495) 436-28-07";http://co1473.mskzapad.ru
116;POINT (4164863.527800001 7512867.324699998);5267.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1471;ГБОУ ЦО № 1471;121614 г. Москва, ул. Крылатская, д.25;-5311.2516000000005;11526.2822211;2127010.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;413-33-32;http://www.sch1129.edusite.ru
117;POINT (4186570.7217999995 7492689.341600001);5408.0;"Государственное бюджетное образовательное учреждение города Москвы Центр образования """"Школа здоровья"""" № 628";"ГБОУ ЦО """"Школа здоровья"""" № 628";117638 г. Москва, ул. Криворожская, д.27а;6944.87725;161.25299305;3900019.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";"(499) 317-73-49; (499) 613-85-22; (499) 613-76-66";http://sch628.edusite.ru/
118;POINT (4176594.523699999 7524190.579099998);5448.0;"Государственное бюджетное образовательное учреждение города Москвы Центр образования """"Школа здоровья"""" № 1679";ГБОУ ЦО № 1679;125239,Москва, ул. Новопетровская, д.1а;1300.9903000000002;17888.7824526;2108745.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";"(495) 601-46-70; (495) 459-40-43; (495) 459-40-42; (495) 450-30-80; (495) 450-89-26; (495) 459-30-64";http://coe1679.ru/
119;POINT (4175262.6083999984 7497766.9760000035);5449.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования №1498;ГБОУ ЦО № 1498;119 607 г.Москва, Мичуринский проспект, д. 23;552.485;3019.16415669;2134833.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;932-75-22;http://mosintschool.ru
120;POINT (4174351.4169000015 7492511.619499996);5452.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 465;ГБОУ ЦО № 465;109147 г.Москва, Б.Факельный пер., д.23, стр.1-1А;37.668375;55.741183;2130803.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;911-35-26;http://www.co465.ru
121;POINT (4194286.7947000004 7512629.2214);5894.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 354 имени Д.М.Карбышева;ГБОУ ЦО № 354;105005 г. Москва, Лефортовский пер., д.10;11277.85485;11403.0750867;4301532.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;265-09-72;http://ec354.ru
122;POINT (4170523.4318000004 7492743.119199999);4169.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1329;ГБОУ ЦО № 1329;119602  г.Москва, ул. Никулинская, д.10;-2126.15845;186.92043282;3102271.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;651-33-97;http://co1329.mskzapad.ru/
123;POINT (4194574.6756 7507358.249700002);5404.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1468;ГБОУ ЦО № 1468;109544 г.Москва, Новорогожская ул., д.9.;11447.854800000001;8436.96284236;2130769.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 678-73-78; (495) 678-74-71";http://tsentr1468.ru
124;POINT (4157043.3156999983 7527893.8451000005);5418.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1463;ГБОУ ЦО № 1463;123368, г.Москва, ул.Барышиха, д.29, к.1;-9701.067000000001;19979.7696905;3301468.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;754-14-61;http://sch1463.ru/
125;POINT (4182146.8625999987 7521350.1022000015);5428.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1454;ГБОУ ЦО № 1454;127422,  г. Москва, улица Тимирязевская, дом 14 А;4428.37065;16294.717578;2110364.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(495) 611-15-38;http://schs1454.mskobr.ru/
126;POINT (4180504.1570000015 7539206.396899998);5441.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1490;ГБОУ ЦО № 1490;127253 г. Москва, ул. Псковская, дом 12, корпус 3;3495.52325;26317.311417;21190.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;400-76-00;http://www.co1490.svao.mskobr.ru
127;POINT (4209535.254799999 7499087.081900001);6526.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1420;ГБОУ ЦО № 1420;109444, г. Москва, ул. Ташкентская, д. 21, к.2;19909.67505;3807.91919502;25598.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;376-78-38;http://co1420.ru/
128;POINT (4207488.5594 7485098.043200001);6553.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования """"Школа здоровья"""" № 1858";ГБОУ ЦО № 1858;109649, г. Москва, Капотня, 5-й квартал, дом 29;18787.325;-4088.39758433;2700038.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";(495) 355-84-47;http://co1858.ru
129;POINT (4174350.951200001 7492511.718999997);6740.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1619 имени М.И. Цветаевой;ГБОУ ЦО № 1619;123458, г. Москва, ул. Таллинская, д. 20, корп. 4;37.405063999999996;55.79729;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;758-10-72;-
130;POINT (4187614.3308000006 7513249.930399999);6862.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1479;ГБОУ ЦО № 1479;127051 г.Москва, Большой Каретный пер., д.22, стр.6;7515.23381969;11744.2966088;2111192.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;699-53-19;http://sch1479.ru/
131;POINT (4184432.6920000017 7537746.4538);7091.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 953;ГБОУ ЦО № 953;127349, город Москва, Шенкурский проезд, дом 15;5703.9309;25500.9186256;2114148.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 909-18-92;http://www.co953.svao.mskobr.ru
132;POINT (4203154.247499999 7501085.001599997);4015.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 825;ГБОУ ЦО № 825;109125, г. Москва, ул. Окская, д. 16, корп. 3;16301.512575;4918.96305141;2128925.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 177-62-77;http://school825.ru/
133;POINT (4161219.8211000003 7485910.372400001);4884.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1436;ГБОУ ЦО № 1436;119297 г.Москва, ул. Родниковая, д.20, корпус 1;-7391.837;-3662.9060203;2112563.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;934-76-20;http://co1436.mskzapad.ru
134;POINT (4175580.7010000013 7498349.577200003);5390.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования """"Школа здоровья"""" № 1941";"ГБОУ ЦО """"Школа здоровья"""" № 1941";119192 г.Москва, Мичуринский проспект, дом №15, корп.1;732.13255;3347.57961071;3101200.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования """"Школа Здоровья""""";932-69-79;http://coz1941.mskzapad.ru
135;POINT (4213584.555599999 7497257.718000002);5423.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1460;ГБОУ ЦО № 1460;109156, г. Москва, ул. Привольная, д. 37;22201.9268885;2787.73596092;2705254.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 704-52-10; (495) 704-56-01; (495) 704-53-11";http://co1460.uvao.mskobr.ru
136;POINT (4175519.660500001 7492390.498099998);5436.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1488;ГБОУ ЦО № 1488;119415  г.Москва, Ленинский проспект, д.132;698.0651;-12.54976396;2111661.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;432-87-62;http://co1488.mskzapad.ru
137;POINT (4184576.634300001 7531552.600699998);5442.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1491;ГБОУ ЦО № 1491;127562, город Москва, улица  Каргопольская, дом 13, корпус 2;5789.334175;22026.1428913;2103771.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 903-77-32;http://co1491.svao.mskobr.ru
138;POINT (4177769.2478 7531998.054200001);5467.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1884;ГБОУ ЦО № 1884;127486,  г. Москва, ул. Дегунинская, дом 17 А;1960.5113000000001;22272.8669855;3407370.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 905-48-83;http://school1884.ru/
139;POINT (4174351.2676 7492511.250399999);5480.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1456;ГБОУ ЦО № 1456;117623, г.Москва, ул. 3-я Железногорская, дом 11А;37.583959;55.532962999999995;48592.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;712-79-98;http://co1456.mosuzedu.ru
140;POINT (4174351.607999999 7492511.482299998);6593.0;Государственное бюджетное образовательное учреждение города Москвы  центр образования № 1989;ГБОУ ЦО № 1989;109451, г. Москва, ул. Белореченская, д. 45, к. 2;37.776444999999995;55.663753;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 654-96-27; (495) 654-96-25";http://couv1989.mskobr.ru
141;POINT (4200792.7256000005 7501226.263099998);6519.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1403;ГБОУ ЦО № 1403;109125,  г.Москва 1-й Саратовский пр-д, д. 5;14967.7967038;4993.82423168;2130179.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(499) 177-74-01; (499) 177-74-11";http://co1403.ru
142;POINT (4205068.628600001 7499047.680200003);6523.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1408;ГБОУ ЦО № 1408;109439, г. Москва, Есенинский бульвар, д. 14, корп. 2;17387.0114679;3775.02033395;2708262.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 742-65-71;http://1408.ru
143;POINT (4207156.602499999 7493334.886);6524.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1417;ГБОУ ЦО № 1417;109559, г. Москва, ул. Марьинский парк, д. 43;18579.8946038;558.94024078;2706025.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;659-49-98;http://sch1417.ucoz.ru/
144;POINT (4202659.763700001 7501543.806100003);6528.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1421;ГБОУ ЦО № 1421;109117, г. Москва, Васильцовский стан, д. 4;16021.3595;5176.44415616;2707720.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 501-09-18;http://co1421.uvao.mskobr.ru
145;POINT (4204256.855999999 7491757.539999999);6534.0;Государственное бюджетное образовательное учреждение города Москвы   центр образования № 1423;ГБОУ ЦО № 1423;109451, г. Москва, Перервинский бульвар, д.5, корп. 3;16944.3177271;-337.39772735;2706115.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;658-58-88;http://www.co1423.uvao.mskobr.ru
146;POINT (4213204.559900001 7495750.113300003);6535.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1439;ГБОУ ЦО № 1439;109431, г. Москва, Жулебинский бульвар, дом 38;21991.506531;1936.6990375;2703957.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;704-08-37;http://couv1439.mskobr.ru/
147;POINT (4202232.703400001 7489724.632200003);6540.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1493;ГБОУ ЦО № 1493;109341, г. Москва, ул. Новомарьинская, дом 7, корпус 2;15804.09789;-1488.61180172;2136662.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;347-87-26;http://sch1493.uvuo.ru
148;POINT (4203896.768300001 7493502.149899997);6595.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 2010;ГБОУ ЦО № 2010;109559, г. Москва, ул. Белореченская, д. 8;16737.0116818;645.89468921;2706058.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;359-17-45;http://school2010.ru
149;POINT (4193653.535500001 7502374.853500001);8779.0;"Негосударственное образовательное учреждение международный центр образования """"Атлантик""""";НОУ международный ЦОАтлантик;Шарикоподшипниковская улица, д.30А к.1;10935.08575;5629.11369846;2124218.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;(495) 661-86-91;
150;POINT (4193645.3335000016 7500449.411399998);8781.0;Негосударственное образовательное частное учреждение Центр образования «Владимира»;Негосударственное образовательное частное учреждение ЦО «Владимира»;115193 6-я Кожуховская улица, д.11 корпус 2;10933.135125;4544.2555535;270069.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;(495) 728-36-07,(495) 728-36-08;http://www.vladimira-center.ru
151;POINT (4191974.8148000017 7474868.144199997);999.0;"Частное учреждение """"Православный центр образования Святителя Николая Чудотворца""""";Частное учреждение Православный ЦО Святителя Николая Чудотворца;113403 Булатниковский проезд, д. 16 корпус 3;10022.305425;-9896.68593319;2107160.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;(495) 383-89-56;
