0_OBJECTID;0_Shape;0_UID;1_Название;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
1;POINT (4183572.013799999 7490756.425999999);6189.0;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 602;ГБОУ детский сад № 602;117209, Москва, ул. Перекопская, д. 7, к. 1;5251.06845;-931.46788169;2108418.0;;;;;Бюджетное;Дошкольное образовательное учреждение;Детский сад комбинированного вида;(499) 122-91-70;http://www.dou602.narod.ru/
2;POINT (4213484.3147 7507173.7848000005);7209.0;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2052;ГБОУ детский сад № 2052;111673, Москва, ул. Суздальская, д.18А;22117.1423056;8373.82550436;2122319.0;;;;;Бюджетное;Дошкольное образовательное учреждение;Детский сад комбинированного вида;702-01-11;http://www.dskv2052.mskobr.ru
3;POINT (4173733.6777999997 7497272.627400003);867.0;"Государственное бюджетное образовательное учреждение города Москвы центр внешкольной работы ""Раменки""";"ГБОУ ЦВР ""Раменки""";119607, г.Москва, ул. Раменки, д. 17, корп. 2;-311.23732306;2740.50307313;2111856.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр;934-47-14;http://cvr-ramenki.mskzapad.ru
4;POINT (4175023.4543000013 7508688.234099999);863.0;"Государственное бюджетное образовательное учреждение города Москвы детский оздоровительно-образовательный  центр ""Детский парк ""Фили""";"ГБОУ ДООЦ ""Детский парк ""Фили""";121309 г. Москва, улица Большая Филевская, дом  9;417.02871687;9171.06285663;3202612.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Парк;"(499) 145-82-73; (499) 145-72-92; (499) 148-05-11; (499) 148-04-98";http://dooc-dpfili.mskzapad.ru
