"0_ID";"1_Наименование";"0_LABEL";"1_Адрес";"0_X";"0_Y";"0_BUI_NO_BTI";"0_CAD_NO";"0_STREET_BTI";"0_HOUSE_BTI";"0_HADD_BTI";"1_Округ";"1_Район";"0_UNOM";"0_Площадь";"0_Собственник_СО";"1_Собственник"
"000007276";"Гармония вкуса";"Долгоруковская ул. 19 с. 7";"Долгоруковская ул. 19 с. 7";"37,603212";"55,775328";;;;;;"ЦАО";"Тверской";"2 110 969";"60";"Ла Серената";"ГАРМОНИЯ ВКУСА"
"000007277";"Эпицентр";"Долгоруковская ул. 39/6";"Долгоруковская ул. 39/6";"37,600764999";"55,7786669999999";;;;;;"ЦАО";"Тверской";"9 141";"40";"ДИ ЧИЛИЯ";"Голдцентр"
"000007278";"Слобода";"Долгоруковская ул. 40";"Долгоруковская ул. 40";"37,601966";"55,77854";;;;;;"ЦАО";"Тверской";"74 025";"40";"СЛОБОДА""";"СЛОБОДА"
"000007279";"Трентино";"Камергерский пер. 2";"Камергерский пер. 2";"37,612712";"55,7594429999999";;;;;;"ЦАО";"Тверской";"28 154";"60";"АКАДЕМИЯ";"Трентино"
"000007280";"Экспотрэвел";"Камергерский пер. 3 с. 1";"Камергерский пер. 3 с. 1";"37,6128209999999";"55,759876999";;;;;;"ЦАО";"Тверской";"2 117 956";"60";"КАМЕРТОН";"ЭКСПО-ТРЭВЕЛ"
"000007281";"Мария";"Большой Каретный пер. 6";"Большой Каретный пер. 6";"37,616384999";"55,7707";;;;;;"ЦАО";"Тверской";"7 550";"60";"ПЕППИНО""";"МАРИЯ"
"000007282";"Сити Мил";"Краснопролетарская ул. 4";"Краснопролетарская ул. 4";"37,6085489999999";"55,7741749999999";;;;;;"ЦАО";"Тверской";"4 305 604";"40";"Азиявок";"Хайвент"
"000007283";"Хайвент";"Краснопролетарская ул. 4";"Краснопролетарская ул. 4";"37,608184";"55,774894";;;;;;"ЦАО";"Тверской";"4 305 604";"40";"Азиявок";"Хайвент"
"000007284";"Мульти Кейтеринг";"Краснопролетарская ул. 36";"Краснопролетарская ул. 36";"37,6054809999999";"55,779754";;;;;;"ЦАО";"Тверской";"4 302 507";"40";"Меню-кафе";"Мульти Кейтеринг"
"000007285";"Кофе Хаус";"ул. Кузнецкий Мост 3 с. 2";"ул. Кузнецкий Мост 3 с. 2";"37,617324999";"55,761383";;;;;;"ЦАО";"Тверской";"2 111 319";"20";"Кофе Хаус. Эспрессо и Капучинно Бар""";"Кофе Хаус Эспрессо и Капучино Бар"
"000007286";"Клуб-ресторан Мост";"ул. Кузнецкий Мост 6/3 с. 3";"ул. Кузнецкий Мост 6/3 с. 3";"37,6171769999999";"55,761162";;;;;;"ЦАО";"Тверской";"2 110 528";"30";"КЛУБ-РЕСТОРАН";"КЛУБ-РЕСТОРАН"
"000007287";"Традиции";"ул. Кузнецкий Мост 6/3 с. 3";"ул. Кузнецкий Мост 6/3 с. 3";"37,6170609999999";"55,76112";;;;;;"ЦАО";"Тверской";"2 110 528";"30";"Керосинка";"ТРАДИЦИИ"
"000007288";"Воок кафе";"ул. Кузнецкий Мост 7";"ул. Кузнецкий Мост 7";"37,618736";"55,761636999";;;;;;"ЦАО";"Тверской";"2 110 502";"30";"BOO Кафе";"ТРИУМФ МЕНЕДЖМЕНТ"
"000007289";"ЛПК";"Лесная ул. 5";"Лесная ул. 5";"37,586872";"55,7776089999999";;;;;;"ЦАО";"Тверской";"4 306 994";"40";"Кофемания";"Азарика"
"000007290";"Азарика";"Лесная ул. 5";"Лесная ул. 5";"37,587112999";"55,77775";;;;;;"ЦАО";"Тверской";"4 306 994";"40";"Кофемания";"Азарика"
"000007291";"Серый бык";"Лесная ул. 5";"Лесная ул. 5";"37,587334";"55,777916999";;;;;;"ЦАО";"Тверской";"4 306 994";"40";"Torro Grill";"Серый бык"
"000007292";"Моспромстрой отель менеджмент";"Лесная ул. 15";"Лесная ул. 15";"37,589519";"55,7793649999999";;;;;;"ЦАО";"Тверской";"4 303 889";"30";"ЛОББИ";"МОСПРОМСТРОЙ ОТЕЛЬ МЕНЕДЖМЕНТ"
"000007293";"МДЖОЛНИР";"Лесная ул. 45";"Лесная ул. 45";"37,591598";"55,780820999";;;;;;"ЦАО";"Тверской";"13 056";"60";"БОТИК ПЕТРА";"МДЖОЛНИР"
"000007294";"Фишка-Бар";"Лесная ул. 53 с. 1";"Лесная ул. 53 с. 1";"37,592998";"55,781582";;;;;;"ЦАО";"Тверской";"2 110 588";"30";"Фишка-БАР";"Фишка-Бар"
"000007295";"Театр БУФФ";"Лесная ул. 59 с. 1";"Лесная ул. 59 с. 1";"37,593518";"55,781932";;;;;;"ЦАО";"Тверской";"4 305 323";"20";"АРТ-КАФЕ";"ТЕАТР ""БУФФ"""
"000007296";"Ресторация Боско";"Неглинная ул. 15 с. 1";"Неглинная ул. 15 с. 1";"37,6198789999999";"55,7625389999999";;;;;;"ЦАО";"Тверской";"2 111 303";"20";"ФУДЗИ-САН";"ВЕЛЛИНГ"
"000007297";"ЛТДК Плюс";"Неглинная ул. 15 с. 1";"Неглинная ул. 15 с. 1";"37,6198389999999";"55,762984";;;;;;"ЦАО";"Тверской";"2 111 303";"40";"Хинкальная";"ЛТДК ПЛЮС"
"000007298";"Гостиница Будапешт";"Неглинная ул. 17 с. 1";"Неглинная ул. 17 с. 1";"37,619792999";"55,763824";;;;;;"ЦАО";"Тверской";"4 305 574";"40";"БУФЕТ";"ГОСТИНИЦА ""БУДАПЕШТ"""
"000007299";"Сервискомплект";"Новолесная ул. 2";"Новолесная ул. 2";"37,591952";"55,781840999";;;;;;"ЦАО";"Тверской";"4 303 302";"30";"ПИПЛ";"СЕРВИСКОМПЛЕКТ"
"000007300";"Москва-Макдоналдс";"Новослободская ул. 4";"Новослободская ул. 4";"37,60103";"55,779782";;;;;;"ЦАО";"Тверской";"4 300 747";"20";"МАКДОНАЛЬДС#1";"МОСКВА- МАКДОНАЛДС"
"000007301";"Кофе Сирена";"Новослободская ул. 4";"Новослободская ул. 4";"37,60185";"55,779514";;;;;;"ЦАО";"Тверской";"4 300 747";"20";"РЕГТАЙМ-ЭКСПРЕСС";"ТРАМП КО"
"000007302";"Кефасито";"Новослободская ул. 14/19 с. 1";"Новослободская ул. 14/19 с. 1";"37,59989";"55,781168";;;;;;"ЦАО";"Тверской";"16 896";"60";"Птицы";"Кафесито"
"000007303";"Кит-Прогресс";"Новослободская ул. 14/19 с. 1";"Новослободская ул. 14/19 с. 1";"37,599740999";"55,781494";;;;;;"ЦАО";"Тверской";"16 896";"30";"КОНФИТЮР";"КОНФИТЮР"
"000007304";"Конфитюр";"Новослободская ул. 14/19 с. 8";"Новослободская ул. 14/19 с. 8";"37,600494";"55,781091";;;;;;"ЦАО";"Тверской";"16 897";"30";"КОНФИТЮР";"КОНФИТЮР"
"000007305";"Перспектива Маркет";"Новослободская ул. 14/19 с. 8";"Новослободская ул. 14/19 с. 8";"37,600162";"55,7813749999999";;;;;;"ЦАО";"Тверской";"16 897";"30";"JVL АРТКЛУБ";"ПЕРСПЕКТИВА-МАРКЕТ"
"000007306";"Ду-Беш 5Х5";"Новослободская ул. 14/19 с. 8";"Новослободская ул. 14/19 с. 8";"37,600604";"55,7811549999999";;;;;;"ЦАО";"Тверской";"16 897";"20";"КАЛЬЯН";"ДУ-БЕШ 5Х5"
"000007307";"Банкет";"Новослободская ул. 18";"Новослободская ул. 18";"37,5994269999999";"55,7822389999999";;;;;;"ЦАО";"Тверской";"2 111 526";"80";"Бискотти";"б""Банкет"""
"000007308";"ТК-ВИЗАВИ";"Новослободская ул. 20";"Новослободская ул. 20";"37,598912";"55,782152999";;;;;;"ЦАО";"Тверской";"4 301 236";"20";"ЯКИТОРИЯ";"ТК-ВИЗАВИ"
"000007309";"Гриль-бар";"Новослободская ул. 24 с. 1";"Новослободская ул. 24 с. 1";"37,598062";"55,7829449999999";;;;;;"ЦАО";"Тверской";"2 133 461";"30";"УЗБЕК";"Гриль Бар"
"000007310";"Фастленд";"Новослободская ул. 34/2";"Новослободская ул. 34/2";"37,5974089999999";"55,78385";;;;;;"ЦАО";"Тверской";"2 110 542";"30";"Му-Му";"ФАСТЛЕНД"
"000007311";"Шоколадница";"Новослободская ул. 36/1 с. 1";"Новослободская ул. 36/1 с. 1";"37,596768999";"55,784628";;;;;;"ЦАО";"Тверской";"16 907";"30";"ГАЛЕРЕЯ АЛЕКС ""ШОКОЛАДНИЦА""";"ГАЛЕРЕЯ-АЛЕКС"
"000007312";"Дайкон";"Новослободская ул. 36/1 с. 1";"Новослободская ул. 36/1 с. 1";"37,5969029999999";"55,78449";;;;;;"ЦАО";"Тверской";"16 907";"30";"ШОКОЛАДНИЦА";"ГАЛЕРЕЯ-АЛЕКС"
"000007313";"Трейд Холдинг";"Новослободская ул. 46";"Новослободская ул. 46";"37,595932";"55,785823";;;;;;"ЦАО";"Тверской";"16 909";"40";"ООО ""ТАЛЛАС-М""";"ТАЛЛАС-М"
"000007314";"Русский дом";"Оружейный пер. 3 с. 1";"Оружейный пер. 3 с. 1";"37,597256";"55,771004";;;;;;"ЦАО";"Тверской";"430 228";"30";"РЕСТОРАН";"ЛАНТАН"
"000007315";"Русский дом";"Оружейный пер. 3 с. 1";"Оружейный пер. 3 с. 1";"37,59737";"55,77098";;;;;;"ЦАО";"Тверской";"430 228";"30";"РЕСТОРАН";"ЛАНТАН"
"000007316";"Касабланка";"Оружейный пер. 15А";"Оружейный пер. 15А";"37,6006649999999";"55,772095";;;;;;"ЦАО";"Тверской";"83 090";"40";"Касабланка";"Касабланка"
"000007317";"Рог Изобилия";"Оружейный пер. 13 с. 1";"Оружейный пер. 13 с. 1";"37,599452";"55,771696";;;;;;"ЦАО";"Тверской";"2 118 127";"40";"ТАН";"РОГ ИЗОБИЛИЯ"
"000007318";"Мувиал";"Оружейный пер. 25 с. 1";"Оружейный пер. 25 с. 1";"37,60212";"55,772503";;;;;;"ЦАО";"Тверской";"17 780";"50";"ОРЕГАНО";"КЕДР"
"000007319";"Лорест";"Малый Палашёвский пер. 7";"Малый Палашёвский пер. 7";"37,602434";"55,765566";;;;;;"ЦАО";"Тверской";"2 118 000";"100";"СКАНДИНАВИЯ""";"ЛОРЕСТ"
"000007320";"Эликон-М";"ул. Петровка 5";"ул. Петровка 5";"37,617795";"55,761738";;;;;;"ЦАО";"Тверской";"4 301 941";"50";"МАНЕРЪ""";"ЭЛИКОН-М"
"000007321";"Аврора Люкс";"ул. Петровка 11";"ул. Петровка 11";"37,616628";"55,7631349999999";;;;;;"ЦАО";"Тверской";"4 300 348";"40";"ПОЛО-КЛАБ""";"ГОСТИНИЦА ""АВРОРА-ЛЮКС"""
"000007322";"Фроми";"ул. Петровка 21 с. 2";"ул. Петровка 21 с. 2";"37,6151989999999";"55,765455";;;;;;"ЦАО";"Тверской";"2 110 618";"40";"Фроми";"Фроми"
"000007323";"Дженезис";"ул. Петровка 23/10 с. 5";"ул. Петровка 23/10 с. 5";"37,6150189999999";"55,7660849999999";;;;;;"ЦАО";"Тверской";"4 307 796";"60";"КИТЕЖ";"ДЖЕНЕЗИС"
"000007324";"Стройарсенал";"ул. Петровка 23/10 с. 5";"ул. Петровка 23/10 с. 5";"37,614994";"55,766392999";;;;;;"ЦАО";"Тверской";"4 307 796";"30";"Узбечка";"СТРОЙАРСЕНАЛ"
"000007325";"Фабрика";"ул. Петровка 26 с. 9";"ул. Петровка 26 с. 9";"37,617636999";"55,766022";;;;;;"ЦАО";"Тверской";"2 111 731";"60";"Фабрика";"Фабрика"
"000007326";"Ша -Дэ";"ул. Петровка 28 с. 1";"ул. Петровка 28 с. 1";"37,613919";"55,767886";;;;;;"ЦАО";"Тверской";"19 607";"40";"САН СЕТ";"ША-ДЭ"
"000007327";"Спорт плюс отдых";"ул. Петровка 30/7";"ул. Петровка 30/7";"37,613848999";"55,768088999";;;;;;"ЦАО";"Тверской";"19 608";"60";"Де Марко";"ЭКСПЕРТ"
"000007328";"Евроазия-Т";"Петровский пер. 3 с. 1";"Петровский пер. 3 с. 1";"37,613232";"55,7659189999999";;;;;;"ЦАО";"Тверской";"2 111 557";"60";"ТЕАТР КОРША""";"ЕВРОАЗИЯ-Т"
"000007329";"Парнас-Трейд";"ул. Петровские Линии";"ул. Петровские Линии";"37,617407";"55,764099";;;;;;"ЦАО";"Тверской";;"20";"Барашка";"ПАРНАС ТРЕЙД"
"000007330";"Европа";"Большой Путинковский пер. 5";"Большой Путинковский пер. 5";"37,60731";"55,7672269999999";;;;;;"ЦАО";"Тверской";"2 119 024";"60";"Килим";"Европа"
"000007331";"АРС-инжиниринг";"Малый Путинковский пер. 1/2 с. 1";"Малый Путинковский пер. 1/2 с. 1";"37,606842";"55,766256";;;;;;"ЦАО";"Тверской";"2 118 120";"30";"КАФЕ ""ПУБЛИКА""";"АРС-ИНЖЕНЕРИНГ"
"000007332";"Узбечка";"Пушкинская пл. 2";"Пушкинская пл. 2";"37,6069609999999";"55,7662";;;;;;"ЦАО";"Тверской";"2 117 993";"500";"Макао";"Риколета"
"000007333";"Мариман";"Садовая-Триумфальная ул. 2 с. 2";"Садовая-Триумфальная ул. 2 с. 2";"37,5978309999999";"55,769954";;;;;;"ЦАО";"Тверской";"3 400 716";"60";"БАВАРИУС";"МАРИМАН"
"000007334";"Эльза";"Садовая-Триумфальная ул. 18-20";"Садовая-Триумфальная ул. 18-20";"37,60268";"55,7716709999999";;;;;;"ЦАО";"Тверской";"22 542";"60";"МАКИ МАКИ";"Эльза"
"000007335";"Концепт -Сервис";"Садовая-Триумфальная ул. 4-10";"Садовая-Триумфальная ул. 4-10";"37,600438";"55,771052";;;;;;"ЦАО";"Тверской";"22 535";"50";"ЭЛЬ ГАУЧО";"ОРИЕНТ"
"000007336";"Райн";"Садовая-Триумфальная ул. 10/13 с. 1";"Садовая-Триумфальная ул. 10/13 с. 1";"37,60061";"55,77113";;;;;;"ЦАО";"Тверской";"2 118 117";"30";"МЕТРО";"РАЙН"
"000007337";"Метрит";"Садовая-Триумфальная ул. 10/13 с. 1";"Садовая-Триумфальная ул. 10/13 с. 1";"37,600238";"55,7709449999999";;;;;;"ЦАО";"Тверской";"2 118 117";"40";"МЕТРО";"РАЙН"
"000007338";"Халуми";"Садовая-Триумфальная ул. 22/31";"Садовая-Триумфальная ул. 22/31";"37,604075";"55,772042";;;;;;"ЦАО";"Тверской";"22 545";"60";"Старый Пафос";"Халлуми"
"000007339";"Индустрия ресторанного бизнеса";"Садовая-Каретная ул. 20 с. 2";"Садовая-Каретная ул. 20 с. 2";"37,6105269999999";"55,772752999";;;;;;"ЦАО";"Тверской";"22 488";"30";"Деликатесы";"Индустрия ресторанного бизнеса"
"000007340";"КЦ Куклы";"Садовая-Самотёчная ул. 3";"Садовая-Самотёчная ул. 3";"37,614028";"55,773943";;;;;;"ЦАО";"Тверской";"2 111 349";"100";"СЕТТЕБЕЛЛО""";"КЦ КУКЛЫ"
"000007341";"Айрони";"Садовая-Самотёчная ул. 7 с. 1";"Садовая-Самотёчная ул. 7 с. 1";"37,615638";"55,77388";;;;;;"ЦАО";"Тверской";"22 515";"60";"ВИВАЧЕ";"АЙРОНИ"
"000007342";"Вега";"Садовая-Самотёчная ул. 13 с. 1";"Садовая-Самотёчная ул. 13 с. 1";"37,617964";"55,773976";;;;;;"ЦАО";"Тверской";"2 111 348";"30";"BOOКАФЕ";"ТРИУМФ МЕНЕДЖМЕНТ"
"000007343";"Трактир Кирпичики";"Садовая-Самотёчная ул. 13 с. 1";"Садовая-Самотёчная ул. 13 с. 1";"37,6180009999999";"55,774066";;;;;;"ЦАО";"Тверской";"2 111 348";"60";"КОРЧМА";"ТРАКТИР КИРПИЧИКИ"
"000007344";"Терра ТН";"Садовая-Самотёчная ул. 16 с. 2";"Садовая-Самотёчная ул. 16 с. 2";"37,618120999";"55,7732749999999";;;;;;"ЦАО";"Тверской";"2 133 495";"60";"СЫР""";"ТЕРРА-ТН"
"000007345";"Дельта-2000";"Садовая-Самотёчная ул. 18 с. 1";"Садовая-Самотёчная ул. 18 с. 1";"37,6188209999999";"55,7732669999999";;;;;;"ЦАО";"Тверской";"2 110 664";"60";"ДЕЛЬТА-2001 ТН""";"ДЕЛЬТА-2001 ТН"
"000007346";"Садовое";"Садовая-Самотёчная ул. 20 с. 1";"Садовая-Самотёчная ул. 20 с. 1";"37,619136999";"55,773124";;;;;;"ЦАО";"Тверской";"22 521";"30";"ДЕ ВИЛЛЬ";"ПОСТМЕДИА-2"
"000007347";"Садовое";"Садовая-Самотёчная ул. 20 с. 1";"Садовая-Самотёчная ул. 20 с. 1";"37,619643";"55,7731849999999";;;;;;"ЦАО";"Тверской";"22 521";"30";"ДЕ ВИЛЛЬ";"ПОСТМЕДИА-2"
"000007348";"Садовое";"Садовая-Самотёчная ул. 20 с. 1";"Садовая-Самотёчная ул. 20 с. 1";"37,61916";"55,773284999";;;;;;"ЦАО";"Тверской";"22 521";"30";"ДЕЛЬТА-2001 ТН""";"ДЕЛЬТА-2001 ТН"
"000007349";"Пост-Медиа";"Садовая-Самотёчная ул. 24/27";"Садовая-Самотёчная ул. 24/27";"37,6200729999999";"55,77332";;;;;;"ЦАО";"Тверской";"2 136 198";"30";"ДЕ ВИЛЛЬ";"ПОСТМЕДИА-2"
"000007350";"Итальянка";"Самотёчная ул. 13";"Самотёчная ул. 13";"37,617732999";"55,777642";;;;;;"ЦАО";"Тверской";"22 654";"50";"ИТАЛЬЯНЕЦ";"ИТАЛЬЯНКА"
"000007351";"Пицца+";"Самотёчная ул. 13";"Самотёчная ул. 13";"37,617774";"55,777508999";;;;;;"ЦАО";"Тверской";"22 654";"50";"ИТАЛЬЯНЕЦ";"ИТАЛЬЯНКА"
"000007352";"Веста компани";"Самотёчная ул. 1/15";"Самотёчная ул. 1/15";"37,61876";"55,7742229999999";;;;;;"ЦАО";"Тверской";"2 110 506";"40";"КАФЕ";"ВЕСТАКОМПАНИ"
"000007353";"Французский торговый дом";"Селезнёвская ул. 19/2";"Селезнёвская ул. 19/2";"37,6093";"55,7810789999999";;;;;;"ЦАО";"Тверской";"2 110 919";"60";"БЕЛЫЙ КВАДРАТ";"Французский торговый дом"
"000007354";"Эм Ай Би";"Селезнёвская ул. 28 с. 1";"Селезнёвская ул. 28 с. 1";"37,60822";"55,780616";;;;;;"ЦАО";"Тверской";"2 110 505";"40";"ЭМ АЙ БИ";"ЭМАЙБИ"
"000007355";"Лазон";"Селезнёвская ул. 34 к. 1";"Селезнёвская ул. 34 к. 1";"37,612464999";"55,781028";;;;;;"ЦАО";"Тверской";"23 300";"30";"КАПРИЗ";"ЛАЗОН"
"000007356";"Планета вкуса";"Селезнёвская ул. 34 к. 1";"Селезнёвская ул. 34 к. 1";"37,6123729999999";"55,780756999";;;;;;"ЦАО";"Тверской";"23 300";"30";"КАПРИЗ";"ЛАЗОН"
"000007357";"Локон-Макс";"Старопименовский пер. 11 с. 11";"Старопименовский пер. 11 с. 11";"37,602776999";"55,769894";;;;;;"ЦАО";"Тверской";"4 304 709";"50";"ЛОКОН-МАКС";"ЛОКОН-МАКС"
"000007358";"Ванильный милфей";"Страстной бульв. 4 с. 1";"Страстной бульв. 4 с. 1";"37,607626";"55,765391";;;;;;"ЦАО";"Тверской";"24 815";"40";"кафетерий";"САНДЕРС 2000"
"000007359";"Андерсон";"Страстной бульв. 4 с. 1";"Страстной бульв. 4 с. 1";"37,607498";"55,7653669999999";;;;;;"ЦАО";"Тверской";"24 815";"10";"АндерСон";"Хани энд Пай"
"000007360";"Венеция";"Страстной бульв. 4 с. 3";"Страстной бульв. 4 с. 3";"37,6080869999999";"55,76524";;;;;;"ЦАО";"Тверской";"24 816";"40";"ООО "" ПРИНТ ВЕНЕЦИЯ""";"ПРИНТ ВЕНЕЦИЯ"
"000007361";"Сытопьяно";"Страстной бульв. 4 с. 3";"Страстной бульв. 4 с. 3";"37,60812";"55,76533";;;;;;"ЦАО";"Тверской";"24 816";"30";"Салют-Н";"Салют-Н"
"000007362";"Кафе";"Страстной бульв. 4 с. 3";"Страстной бульв. 4 с. 3";"37,608442";"55,764968";;;;;;"ЦАО";"Тверской";"24 816";"30";"Сабвэй";"Сабвэйлэнд"
"000007363";"Фокача";"Страстной бульв. 4 с. 5";"Страстной бульв. 4 с. 5";"37,608742";"55,76486";;;;;;"ЦАО";"Тверской";"24 818";"30";"БАР В КОЗИЦКОМ""";"БАР В КОЗИЦКОМ"
"000007364";"Шоколадница";"Страстной бульв. 6 с. 1";"Страстной бульв. 6 с. 1";"37,608668";"55,7658369999999";;;;;;"ЦАО";"Тверской";"2 117 955";"30";"ШОКОЛАДНИЦА";"ГАЛЕРЕЯ АЛЕКС"
"000007365";"Территория Кофе";"Страстной бульв. 6 с. 1";"Страстной бульв. 6 с. 1";"37,608464";"55,7657889999999";;;;;;"ЦАО";"Тверской";"2 117 955";"30";"Кофейня -Территория кофе";"Кофе Интернешнел Групп"
"000007366";"Позитив";"Страстной бульв. 6 с. 2";"Страстной бульв. 6 с. 2";"37,608892";"55,7659349999999";;;;;;"ЦАО";"Тверской";"2 117 953";"30";"ПОЗИТИВ";"ПОЗИТИВ"
"000007367";"Бокончино";"Страстной бульв. 7 с. 1";"Страстной бульв. 7 с. 1";"37,608592";"55,76725";;;;;;"ЦАО";"Тверской";"24 819";"30";"Бокончино";"Бизинвестпром"
"000007368";"Старлайт 5";"Страстной бульв. 8А";"Страстной бульв. 8А";"37,610566";"55,766392";;;;;;"ЦАО";"Тверской";"4 302 169";"60";"Свет Звезд";"Старлайт 5"
"000007369";"Кофе Хаус";"Страстной бульв. 10 с. 1";"Страстной бульв. 10 с. 1";"37,610716";"55,766622";;;;;;"ЦАО";"Тверской";"2 111 413";"30";"КОФЕ ХАУЗ";"КОФЕ ХАУС. ЭСПРЕССО И КАПУЧИНО БАР"
"000007370";"Сэйли";"Столешников пер. 6 с. 1";"Столешников пер. 6 с. 1";"37,6125249999999";"55,7622429999999";;;;;;"ЦАО";"Тверской";"2 117 909";"40";"СЭЙЛИ""";"СЭЙЛИ"
"000007371";"ДИС";"Столешников пер. 7 с. 1";"Столешников пер. 7 с. 1";"37,61444";"55,762906";;;;;;"ЦАО";"Тверской";"2 111 318";"40";"Шайк Бар";"Асти"
"000007372";"Фарт";"Столешников пер. 7 с. 2";"Столешников пер. 7 с. 2";"37,6142249999999";"55,7632469999999";;;;;;"ЦАО";"Тверской";"24 779";"30";"Шайк Бар";"Асти"
"000007373";"Траттория в Столешниках";"Столешников пер. 9 с. 3";"Столешников пер. 9 с. 3";"37,616676";"55,763116999";;;;;;"ЦАО";"Тверской";"24 784";"40";"Шайк Бар";"Асти"
"000007374";"Фактура";"Столешников пер. 11";"Столешников пер. 11";"37,61649";"55,763294";;;;;;"ЦАО";"Тверской";"2 110 526";"40";"Сестры Гримм";"Фактура"
"000007375";"МФ Пресс кафе";"Столешников пер. 11";"Столешников пер. 11";"37,61684";"55,763144999";;;;;;"ЦАО";"Тверской";"2 110 526";"60";"ПРЕССКАФЕ";"МФ ""ПРЕСС-КАФЕ"""
"000007376";"Гринд Энд Браун";"Сущёвская ул. 19 с. 4";"Сущёвская ул. 19 с. 4";"37,600226";"55,7818589999999";;;;;;"ЦАО";"Тверской";"2 110 511";"30";"Куклы Пистолеты";"ДА-Консалтинг"
"000007377";"Бенидорм";"Сущёвская ул. 21";"Сущёвская ул. 21";"37,6005589999999";"55,782096";;;;;;"ЦАО";"Тверской";"2 111 582";"60";"Куклы Пистолеты";"ДА-Консалтинг"
"000007378";"Да Консалтинг";"Сущёвская ул. 21";"Сущёвская ул. 21";"37,6008729999999";"55,7821489999999";;;;;;"ЦАО";"Тверской";"2 111 582";"40";"Куклы Пистолеты";"ДА-Консалтинг"
"000007379";"Ла Кантина";"Тверская ул. 5/6";"Тверская ул. 5/6";"37,612476";"55,7580389999999";;;;;;"ЦАО";"Тверской";"2 117 704";"30";"МЕКСИКАНСКАЯ КУХНЯ";"ДЕШУС"
"000007380";"Гинотаки";"Тверская ул. 6 с. 1";"Тверская ул. 6 с. 1";"37,6117569999999";"55,7597889999999";;;;;;"ЦАО";"Тверской";"5 790";"40";"ГИН-НО-ТАКИ";"ТВЕРСКОЕ КХ"
"000007381";"Октопус";"Тверская ул. 7";"Тверская ул. 7";"37,6149869999999";"55,760574";;;;;;"ЦАО";"Тверской";"2 117 665";"40";"Октопус";"Октопус"
"000007382";"Этаж";"Тверская ул. 14";"Тверская ул. 14";"37,606564999";"55,764238";;;;;;"ЦАО";"Тверской";"5 809";"40";"ЭТАЖ";"РИСОНТ"
"000007383";"Кофе Хаус";"Тверская ул. 17";"Тверская ул. 17";"37,606876";"55,763375";;;;;;"ЦАО";"Тверской";"5 811";"30";"-";"АНДРИАНОВ АЛЕКСАНДР АЛЕКСЕЕВИЧ"
"000007384";"Север";"Тверская ул. 17";"Тверская ул. 17";"37,6065109999999";"55,7636889999999";;;;;;"ЦАО";"Тверской";"5 811";"40";"НОЧНОЙ ПОЛЕТ""";"СЕВЕР-В"
"000007385";"Пакомак";"Тверская ул. 17";"Тверская ул. 17";"37,60548";"55,7642809999999";;;;;;"ЦАО";"Тверской";"5 811";"40";"АРМЕНИЯ";"ПОКОМАК"
"000007386";"Грабли";"Тверская ул. 18 к. 1";"Тверская ул. 18 к. 1";"37,603743";"55,766272";;;;;;"ЦАО";"Тверской";"2 117 672";"40";"Грабли";"Гастрономическая Академия Рожниковского"
"000007387";"Кафе СВ";"Тверская ул. 18А";"Тверская ул. 18А";"37,604214";"55,765838";;;;;;"ЦАО";"Тверской";"4 300 772";"30";"КАФЕ СВ";"Центр"
"000007388";"КАФЕ СВ";"Тверская ул. 18А";"Тверская ул. 18А";"37,6040009999999";"55,7659469999999";;;;;;"ЦАО";"Тверской";"4 300 772";"30";"КАФЕ СВ";"Центр"
"000007389";"ОкиДоки";"Тверская ул. 20 с. 1";"Тверская ул. 20 с. 1";"37,602756";"55,766568";;;;;;"ЦАО";"Тверской";"2 117 666";"30";"ОкиДоки";"ПромТоргМаш"
"000007390";"Ми Пьяче";"Тверская ул. 20 с. 1";"Тверская ул. 20 с. 1";"37,602304999";"55,767104999";;;;;;"ЦАО";"Тверской";"2 117 666";"30";"МИ ПИАЧЕ""";"ИНТЕР СТАЙЛ"
"000007391";"Караси";"Тверская ул. 22А с. 1";"Тверская ул. 22А с. 1";"37,60209";"55,7671169999999";;;;;;"ЦАО";"Тверской";"2 117 661";"40";"Ладомир";"ЛАДОМИР-Плюс"
"000007392";"Гудман";"Тверская ул. 23 с. 1";"Тверская ул. 23 с. 1";"37,600867";"55,7664889999999";;;;;;"ЦАО";"Тверской";"2 117 808";"40";"ФИЛИМПОНОВА И ЯНКЕЛЬ";"ЭРИОЛА"
"000007393";"Филимонова и Янкель";"Тверская ул. 23 с. 1";"Тверская ул. 23 с. 1";"37,6009209999999";"55,766512999";;;;;;"ЦАО";"Тверской";"2 117 808";"60";"ФИЛИМПОНОВА И ЯНКЕЛЬ";"ЭРИОЛА"
"000007394";"Шоколадница";"Тверская ул. 27 с. 2";"Тверская ул. 27 с. 2";"37,59767";"55,768704";;;;;;"ЦАО";"Тверской";"5 820";"60";"ГАЛЕРЕЯ АЛЕКС ""ШОКОЛАДНИЦА""";"ГАЛЕРЕЯ-АЛЕКС"
"000007395";"Кофе Хаус";"Тверская ул. 27 с. 2";"Тверская ул. 27 с. 2";"37,597112";"55,768976";;;;;;"ЦАО";"Тверской";"5 820";"30";"Кофе Хаус. Эспрессо и Капучинно Бар""";"Кофе Хаус Эспрессо и Капучино Бар"
