"0_Код объекта";"1_Наименование объекта";"1_Адрес объекта";"0_Координата X";"0_Координата Y";"1_Округ";"1_Район";"1_Вид объекта";"1_Период размещения";"1_Дата начала срока размещения";"1_Дата окончания срока размещения";"1_Номер свидетельства";"1_Дата выдачи свидетельства";"1_Специализация"
"000013238";"ФИНТРАНС";"Семёновская наб. 3/1 с. 11";"37,70469";"55,780797";"ЦАО";"Басманный";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";"100-000237";"07.08.2012";"Цветы"
"000013239";"Бытовые услуги на Садовая-Спасская ул. 21/1";"Садовая-Спасская ул. 21/1";"37,649544";"55,768964";"ЦАО";"Красносельский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"08.07.2015";;;"Бытовые услуги"
"000013240";"Овощи и фрукты на Нижняя Красносельская ул. 44";"Нижняя Красносельская ул. 44";"37,673908999";"55,773815";"ЦАО";"Басманный";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Овощи и фрукты"
"000013241";"Цветы на Бауманская ул.";"Бауманская ул.";"37,678651";"55,77311";"ЦАО";"Басманный";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Цветы"
"000013242";"Карат";"ул. Декабристов 35Г";"37,613471";"55,861925";"СВАО";"Отрадное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2014";;;"Бахчевые культуры"
"000013243";"Прохладительные напитки на ул. Фридриха Энгельса 3-5 с. 2";"ул. Фридриха Энгельса 3-5 с. 2";"37,684874";"55,773442";"ЦАО";"Басманный";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Прохладительные напитки"
"000013244";"Стройпластмасс";"ул. Хачатуряна 18Б";"37,606857";"55,860399";"СВАО";"Отрадное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2014";;;"Бахчевые культуры"
"000013245";"Хлеб на Мясницкая ул. 35";"Мясницкая ул. 35";"37,638608999";"55,765721";"ЦАО";"Красносельский";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"16.07.2015";;;"Хлеб"
"000013246";"Компания МБК";"Алтуфьевское шоссе 9";"37,583723";"55,852641";"СВАО";"Отрадное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2014";;;"Бахчевые культуры"
"000013248";"Печурина Лариса Николаевна";"Сретенский туп. 5";"37,633623";"55,771808";"ЦАО";"Красносельский";"Модульный объект";"с 1 января по 31 декабря";"12.12.2011";"12.12.2014";"100-001283";"12.12.2011";"Хлеб"
"000013249";"Старт 2000";"ул. Бестужевых 7 к. 1";"37,60068";"55,869554";"СВАО";"Отрадное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2014";;;"Бахчевые культуры"
"000013250";"Молоко на Люсиновская ул. 36/50";"Люсиновская ул. 36/50";"37,621840999";"55,722229";"ЦАО";"Замоскворечье";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Молоко"
"000013251";"КР-Види";"Каланчёвская ул. 11 с. 1";"37,651402";"55,770672999";"ЦАО";"Красносельский";"Модульный объект";"с 1 января по 31 декабря";"04.05.2012";"04.05.2015";"100-000979";"04.05.2012";"Цветы"
"000013252";"Шкут И.В.";"Каланчёвская ул. 11 с. 1";"37,651467";"55,770819";"ЦАО";"Красносельский";"Модульный объект";"с 1 января по 31 декабря";"06.07.2012";"17.07.2015";"100-000222";"03.07.2012";"Цветы"
"000013253";"Шамедов М.Ш.";"Каргопольская ул. 14А";"37,592086";"55,862974";"СВАО";"Отрадное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2014";;;"Бахчевые культуры"
"000013254";"Шкут И.В.";"Краснопрудная ул.";"37,667257";"55,780852";"ЦАО";"Красносельский";"Модульный объект";"с 1 января по 31 декабря";"03.07.2012";"03.07.2015";"100-000223";"03.07.2012";"Цветы"
"000013256";"Мирзоева М.М.";"Комсомольская пл. 2А";"37,656936";"55,775271";"ЦАО";"Красносельский";"Модульный объект";"с 1 января по 31 декабря";"01.03.2012";"01.03.2015";"100-000977";"01.03.2012";"Бытовые услуги"
"000013257";"Прохладительные напитки на Верхняя Сыромятническая ул. 7 с. 1";"Верхняя Сыромятническая ул. 7 с. 1";"37,660627";"55,755628";"ЦАО";"Басманный";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Прохладительные напитки"
"000013258";"Татьяна";"Алтуфьевское шоссе 89А";"37,583440999";"55,895639";"СВАО";"Лианозово";"Лоток";"с 1 апреля по 1 ноября";"01.04.2012";"01.11.2015";;;"Овощи и фрукты"
"000013260";"Прохладительные напитки на Верхняя Сыромятническая ул.";"Верхняя Сыромятническая ул.";"37,659479";"55,755346";"ЦАО";"Басманный";"Лоток";"с 1 апреля по 1 ноября";"05.07.2012";"05.07.2015";;;"Прохладительные напитки"
"000013261";"Квас на Русаковская ул. 4 с. 1";"Русаковская ул. 4 с. 1";"37,671484";"55,78204";"ЦАО";"Красносельский";"Ролл-бар";"с 1 апреля по 1 ноября";"05.07.2012";"10.07.2015";;;"Квас"
"000013263";"Картлинк";"ул. Арбат";"37,596251";"55,753155";"ЦАО";"Арбат";"Модульный объект";"с 1 января по 31 декабря";"02.05.2012";"02.05.2015";"100-000714";"02.05.2012";"Печать"
"000013264";"Вельмона";"Верхняя Красносельская ул. 19";"37,664232";"55,781467";"ЦАО";"Красносельский";"Лоток";"с 1 апреля по 1 ноября";"04.05.2012";"04.05.2015";"100-000978";"04.05.2012";"Овощи и фрукты"
"000013265";"Тейка";"Юрловский пр. 17 с. 1";"37,619113";"55,8707";"СВАО";"Отрадное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2014";;;"Бахчевые культуры"
"000013266";"Аргунь";"Панкратьевский пер.";"37,6328";"55,772248999";"ЦАО";"Красносельский";"Лоток";"с 1 апреля по 1 ноября";"02.05.2012";"02.05.2015";"100-000620";"02.05.2012";"Овощи и фрукты"
"000013267";"Карат";"ул. Бестужевых 2Б";"37,59626";"55,867489";"СВАО";"Отрадное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2014";;;"Бахчевые культуры"
"000013268";"Печать на ул. Удальцова, вл. 49 (напротив)";"ул. Удальцова 49";"37,504752";"55,677764";"ЗАО";"Проспект Вернадского";"Киоск";"с 1 января по 31 декабря";"28.12.2011";"27.12.2014";;;"Печать"
"000013269";"Агентство печати Московский запад";"2-й Николощеповский пер.";"37,581019";"55,748988";"ЦАО";"Арбат";"Модульный объект";"с 1 января по 31 декабря";"18.05.2012";"18.05.2015";"100-001454";"23.01.2013";"Печать"
"000013270";"Котова Т.В.";"Каланчёвская ул. 33";"37,649100999";"55,776372";"ЦАО";"Красносельский";"Лоток";"с 1 апреля по 1 ноября";"04.05.2012";"01.11.2014";"100-001365";"04.05.2012";"Прохладительные напитки; Мороженое"
"000013271";"Пилигримм";"ул. Декабристов 15А";"37,604142";"55,865155";"СВАО";"Отрадное";"Бахчевой развал";"с 1 августа по 1 ноября";"01.08.2012";"01.11.2014";;;"Бахчевые культуры"
"000013272";"Архей";"Дубининская ул. 7 с. 8";"37,6374";"55,728992999";"ЦАО";"Замоскворечье";"Павильон";"с 1 января по 31 декабря";"12.03.2012";"12.03.2015";"100-000995";"12.03.2012";"Кафе; Цветы"
"000013273";"Печать на проспект Вернадского, 39";"просп. Вернадского 39";"37,504871";"55,675707";"ЗАО";"Проспект Вернадского";"Лоток";"с 1 января по 31 декабря";"27.12.2011";"26.12.2014";"814-000375";"02.02.2012";"Печать"
"000013274";"ТПК МУРОМ";"Краснопрудная ул. 26";"37,666548999";"55,779476";"ЦАО";"Красносельский";"Лоток";"с 1 апреля по 1 ноября";"04.05.2012";"04.05.2015";"100-000613";"04.05.2012";"Прохладительные напитки; Мороженое"
"000013275";"Эскимо-Фили";"Русаковская ул. 13";"37,674113";"55,784284";"ЦАО";"Красносельский";"Лоток";"с 1 апреля по 1 ноября";"04.05.2012";"01.11.2014";"100-000614";"04.05.2012";"Прохладительные напитки; Мороженое"
"000013276";"ЛАРС";"Филёвский бульв. 10";"37,487312999";"55,763495";"ЗАО";"Филевский парк";"Павильон";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"800-000010";"18.07.2012";"Гастрономия; Кондитерские изделия"
"000013277";"Курганский";"ул. Хачатуряна 17Г";"37,605651";"55,864616999";"СВАО";"Отрадное";"Елочный базар";"с 20 декабря по 31 декабря";"20.12.2012";"31.12.2014";;;"Ели, сосны, лапник"
"000013278";"Кафе на Большая Серпуховская ул.";"Большая Серпуховская ул.";"37,625544";"55,727140999";"ЦАО";"Замоскворечье";"Модульный объект";"с 1 января по 31 декабря";"05.07.2012";"05.07.2015";;;"Кафе"
"000013279";"Лависна";"Абрамцевская ул. 24";"37,574431";"55,904196999";"СВАО";"Лианозово";"Лоток";"с 1 апреля по 1 ноября";"01.04.2012";"01.11.2015";;;"Овощи и фрукты"
"000013280";"Печать на Проспект Вернадского, 49";"просп. Вернадского 49";"37,504699";"55,677619";"ЗАО";"Проспект Вернадского";"Лоток";"с 1 января по 31 декабря";"28.11.2011";"27.11.2014";"814-000376";"02.03.2012";"Печать"
"000013281";"ФИРМА НИКИТОС";"Филёвский бульв. 41";"37,478773";"55,763096999";"ЗАО";"Филевский парк";"Павильон";"с 1 января по 31 декабря";"01.07.2011";"31.12.2014";"800-000015";"25.07.2012";"Гастрономия; Бакалея; Молоко"
