0_uidnftn;1_Наименование;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Тип;1_Административный округ;0_moddate;0_moduser
10845;ул. Лескова, д. 30 (Гимназия) ;ул. Лескова, д. 30 (Гимназия) ;ул. Лескова, д. 19;37,62058499;55,8916922;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10846;гостиница Молодежная;гостиница Молодежная;Дмитровское ш., вл. 25;37,57271785;55,82545226;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10847;м. Отрадное;м. Отрадное;ул. Хачатуряна, вл.15 б;37,60436647;55,86429406;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10848;ул. Декабристов, д. 1;ул. Декабристов, д. 1;ул. Декабристов, д. 1;37,59067905;55,86867136;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10849;5-я Соколиная гора;5-я Соколиная гора;Пр-т Буденного, д. 41/17;37,73491161;55,76290701;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10853;м. Печатники, ул. Шоссейная, 4;м. Печатники, ул. Шоссейная, 4;ул. Шоссейная, д. 4;37,72736895;55,69296139;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10854;ПлатформаКарачарово в центр ;ПлатформаКарачарово в центр ;Рязанский пр-т, д. 9;37,73840855;55,73126328;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10856;м. Войковская, в центр;м. Войковская, в центр;Ленинградское ш. вл. 13;37,49765461;55,82058036;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10857;м. Тушинская;м. Тушинская;м. Тушинская выход к Волоколамскому ш.;37,43701202;55,82634243;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10858;Ул. Туристская;Ул. Туристская;Б-р Яна Райниса, вл.25;37,41654671;55,84977341;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10861;Универсам;Универсам;ул. Ферганская, д. 22 /15 (напротив к/тр Волгоград);37,81810238;55,70525046;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10862;ул. Авиаконструктора Миля;ул. Авиаконструктора Миля;ул. Ген. Кузнецова, д. 17-19;37,85552624;55,68502176;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10863;ул. Генерала Кузнецова, д.13 ;ул. Генерала Кузнецова, д.13 ;ул. Ген. Кузнецова, д. 13;37,85824833;55,6877943;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10864;м. Теплый стан сев. вых.;м. Теплый стан сев. вых.;ул. Профсоюзная, 154;37,50392686;55,61818879;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10865;м. Филевский парк;м. Филевский парк;ул. Минская, д. 18;37,48375525;55,73890857;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10866;поворот на Милицейский поселок;поворот на Милицейский поселок;Варшавское ш.;37,57495567;55,51230413;0;;;;;неавтоматизированный;Моск. Обл.;12:00:00 AM; 
10867;м. Красногвардейская;м. Красногвардейская;Ореховый б-р, д. 53 (напротив);37,74871707;55,61422617;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10868;ул. Кухмистерова;ул. Кухмистерова;ул. Шоссейная, д.26/10;37,72369613;55,68565458;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10869;Поликлиника;Поликлиника;ул. Шоссейная, д. 54;37,72336243;55,6777454;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10872;ул. Мурановская, д. 8;ул. Мурановская, д. 8;ул. Мурановская, д. 8;37,60079506;55,89315191;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10873;ул. Стандартная;ул. Стандартная;Алтуфьевское ш., д. 60;37,58667558;55,88367038;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10874;Аптека;Аптека;ул. Туристская, вл. 27;37,42076795;55,85596494;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10877;ул. Стахановская;ул. Стахановская;Рязанский пр-т, д. 10;37,76138696;55,72588719;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10878;мр-н Дубки;мр-н Дубки;ул. Дубнинская, д. 79;37,55749269;55,88786898;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10879;Алтуфьевское ш., д. 95;Алтуфьевское ш., д. 95;Алтуфьевское ш., д. 95;37,58694839;55,90194169;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10880;ул. Псковская, д. 2;ул. Псковская, д. 2;ул. Псковская, д.2, к. 1;37,55511516;55,90044128;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10881;4 м/р Кожухово;4 м/р Кожухово;ул. Лухмановская, д. 5;37,89971955;55,71631022;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10882;2-ой м/р Ясенево;2-ой м/р Ясенево;ул. Голубинская, д. 9;37,51293247;55,60237838;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10883;Богородское;Богородское;ул. Миллионная, д. 15, к. 3;37,7011857;55,81710064;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10886;м. Текстильщики ДК АЗЛК;м. Текстильщики ДК АЗЛК;Волгоградский пр-т, д. 46;37,73335446;55,7091655;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10887;м. Текстильщики вых. из метро, из центра;м. Текстильщики вых. из метро, из центра;ул. Люблинская, ст. м. Текстильщики;37,73031285;55,70877009;0;;;;;автоматизированный;ЮВАО;12:00:00 AM; 
10888;м. Пражская;м. Пражская;Варшавское ш., д. 142;37,60886984;55,60942573;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10889;ул. 2 Мелитопольская;ул. 2 Мелитопольская;ул. 2-ая Мелитопольская, д. 3;37,573093;55,53961461;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10890;ул. Южнобутовская;ул. Южнобутовская;ул. Южнобутовская, д. 80;37,53374396;55,53856766;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10891;м. Бунинская аллея;м. Бунинская аллея;ул. Адм. Лазарева, д. 58 (пересеч. с ул. Буннинская аллея);37,51415141;55,53767382;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10653;ул. Мухиной;ул. Мухиной;ул. Скульптора Мухиной, д. 3;37,3473927;55,64254875;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10654;ул. Попутная;ул. Попутная;Боровское ш., пересеч. с ул. Попутная;37,38852563;55,65269909;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10655;Музей обороны г. Москвы ;Музей обороны г. Москвы ;Мичуринский пр-т;37,46474659;55,67765078;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10656;ул. Лобачевского, 52;ул. Лобачевского, 52;ул. Лобачевского, д. 52;37,4967784;55,67133591;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10657;ул. Удальцова, д. 89;ул. Удальцова, д. 89;ул. Удальцова, д. 87/3;37,48763457;55,68657487;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10658;Измайловский рынок;Измайловский рынок;ул. 3-я Парковая, д. 26;37,78261234;55,79481008;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10659;ул. 3-я Парковая;ул. 3-я Парковая;ул. Первомайская, вл. 33;37,78249867;55,79276912;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10661;ул. Адмирала Лазарева, д. 50;ул. Адмирала Лазарева, д. 50;ул. Адм. Лазарева, д. 50;37,52621922;55,54531472;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10662;м. Ясенево;м. Ясенево;Новоясеневский пр-т, д. 5/1;37,53037964;55,60657379;0;;;;;автоматизированный;ЮЗАО;12:00:00 AM; 
10663;м. Ясенево южн. вых. ;м. Ясенево южн. вых. ;Новоясеневский пр-т, д.13/1;37,53335796;55,60639014;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10665;Поликлиника;Поликлиника;ул. Флотская, д. 50;37,50079972;55,85399094;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10667;пл. Красный балтиец;пл. Красный балтиец;ул. Б. Академическая, д. 1;37,52113439;55,81728256;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10668;Нами;Нами;ул. Автомоторная, вл. 1;37,54158708;55,84614464;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10669;ул. Марш. Тухачевского (от ин-та Связи);ул. Марш. Тухачевского (от ин-та Связи);ул. Нар. Ополчения, вл. 33;37,47493225;55,78384178;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10670;ул. Барышика;ул. Барышика;ул. Дубравная, вл. 40;37,3543077;55,84288961;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10671;ул. Фестивальная, 65;ул. Фестивальная, 65;ул. Фестивальная, д. 63, к.2;37,5011013;55,8610721;0;;;;;автоматизированный;САО;12:00:00 AM; 
10672;15 Таксомоторн. парк;15 Таксомоторн. парк;ул. Беломорская (напрот.д.40);37,48358666;55,86686772;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10673;ул. 2-я Владимирская из центра;ул. 2-я Владимирская из центра;Шоссе Энтузиастов, д. 66/1;37,77761351;55,76348373;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10674;ул. 2-я Владимирская ярмар. Энтузиаст (в ц.);ул. 2-я Владимирская ярмар. Энтузиаст (в ц.);Шоссе Энтузиастов, д. 33;37,77697012;55,76328531;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
10675;м. Выхино;м. Выхино;ул. Хлобыстова;37,81789186;55,7154423;0;;;;;автоматизированный;ЮВАО;12:00:00 AM; 
10676;к/тр Слава в центр;к/тр Слава в центр;Шоссе Энтузиастов, д. 33;37,77341333;55,76266377;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
10677;МАДИ;МАДИ;Ленинградский пр-т, вл. 64;37,53026286;55,80129129;0;;;;;автоматизированный;САО;12:00:00 AM; 
10678;м. Выхино, правый;м. Выхино, правый;ул. Хлобыстова;37,81739869;55,71560188;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10679;м. Пражская м-н Электронный рай;м. Пражская м-н Электронный рай;ул. Красного Маяка (д.5) м. Пражская ;37,81712781;55,71568592;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10680;Клуб Самбо-70 ;Клуб Самбо-70 ;ул. Теплый Стан;37,48485098;55,62868033;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10681;м. Теплый Стан;м. Теплый Стан;улица Теплый Стан, вл 2а с4;37,5042659;55,61979817;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10684;Киевский в-л в центр ;Киевский в-л в центр ;ул. Б. Дорогомиловская, вл.1;37,56787653;55,7454499;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10686;ул. Кошкина;ул. Кошкина;ул. Кантемировская, вл. 12 (пересеч. с ул. Кошкина, 21а);37,67283294;55,63714368;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10688;Серпуховской вал в центр, к/тр Алмаз;Серпуховской вал в центр, к/тр Алмаз;Серпуховский вал, вл. 30;37,60740647;55,71198908;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10690;станция Тушино колхозный рынок;станция Тушино колхозный рынок;ул. Вишневая, вл. 1;37,44633115;55,82763547;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10691;Братеево;Братеево;Борисовские пруды, вл. 38;37,76639559;55,64311949;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10692;Жулебинский б-р;Жулебинский б-р;ул. Авиаконструк. Миля,вл. 4;37,85119542;55,68625509;0;;;;;автоматизированный;ЮВАО;12:00:00 AM; 
10694;Бескудниковский б-р;Бескудниковский б-р;Дмитровское ш., д. 99, к. 1;37,54717483;55,87467235;0;;;;;автоматизированный;САО;12:00:00 AM; 
10695;пл. Амилкара-Кабрала (универмаг Вешняки);пл. Амилкара-Кабрала (универмаг Вешняки);ул. Вешняковская, д. 31, стр. 1;37,82577391;55,72303984;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10697;ул. Никулинская;ул. Никулинская;ул. Никулинская, д. 19;37,45702208;55,66829943;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10698;Городской кардиологи- ческий диспансер;Городской кардиологи- ческий диспансер;ул. Покрышкина,(вл. 5);37,46834552;55,66501676;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10699;16 м/р Чертанова;16 м/р Чертанова;ул. Красного Маяка, вл. 17/1;37,57926869;55,60578344;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10700;Продмаг;Продмаг;ул. Капотня, д.13, 3-ий квартал;37,79589255;55,63487928;0;;;;;автоматизированный;ЮВАО;12:00:00 AM; 
10701;ул. Саянская, д.2;ул. Саянская, д.2;ул. Саянская, д. 1/3;37,82426951;55,76758784;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10702;м. Теплый стан;м. Теплый стан;ул. Профсоюзная, д.156;37,50711577;55,62114463;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10703;м. Щелковская;м. Щелковская;ул. Уральская, вл. 1;37,79849032;55,81127849;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
10704;м. Партизанская;м. Партизанская;м. Партизанская;37,74744179;55,78707687;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
10705;м. Нагатинская;м. Нагатинская;Варшавское шоссе, д. 26;37,62378794;55,68395914;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
10706;м. Профсоюзная институт Информатики;м. Профсоюзная институт Информатики;Нахимовский пр-т, вл. 51/21;37,56110804;55,6785742;0;;;;;автоматизированный;ЮЗАО;12:00:00 AM; 
10707;ул. Веерная, д. 24в;ул. Веерная, д. 24в;ул. Веерная, д. 24в;37,47594997;55,71008423;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10708;ул. Шолохова;ул. Шолохова;Боровское ш., д. 47;37,35172572;55,63793767;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10710;к/тр Будапешт;к/тр Будапешт;ул. Лескова, д. 16;37,60611782;55,89774128;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10711;пл. Лианозово;пл. Лианозово;Лианозовский пр-д, д. 1;37,55285366;55,89790544;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10712;ул. Докукина в центр;ул. Докукина в центр;Проспект Мира, д. 169;37,65823807;55,83653672;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10713;ул. Алексея Свиридова (магазин Минск);ул. Алексея Свиридова (магазин Минск);Славянский б-р , д. 13, к. 1;37,46164848;55,72558451;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10715;2-ой Грайвороновский  пр-д ;2-ой Грайвороновский  пр-д ;ул. Грайвороновская, д.12;37,7318228;55,71988954;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10720;пл. Петровско - Разумовская;пл. Петровско - Разумовская;ул. Линии Октябрьской железной дороги;37,56815278;55,84059437;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10721;к/тр Комсомолец;к/тр Комсомолец;Дмитровское ш., д. 42;37,56972781;55,84186387;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10722;м. Бибирево;м. Бибирево;ул. Плещеева, д. 8;37,6048547;55,88381573;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10725;ул. Сахалинская к м. Щелковская ;ул. Сахалинская к м. Щелковская ;ул. Уссурийская, д. 5, к. 1;37,81604649;55,82336042;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10726;Предприятие № 12 Всероссийское общество слепых;Предприятие № 12 Всероссийское общество слепых;ул. Молостовых, д. 13, к. 1;37,82711989;55,75318744;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10727;Гольяново;Гольяново;ул. Байкальская, д. 43;37,81704076;55,81729963;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10733;ул. Генерала Глаголева, д. 2;ул. Генерала Глаголева, д. 2;ул. Генерала Глаголева, вл. 2;37,46045672;55,77865609;0;;;;;автоматизированный;СЗАО;12:00:00 AM; 
10735;театр Шалом;театр Шалом;Варшавское ш., д. 64/1;37,61992984;55,66040143;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
10742;м. Петровско- разумовская;м. Петровско- разумовская;Локомотивный пр-д, д. 3-5;37,57505338;55,83687285;0;;;;;автоматизированный;САО;12:00:00 AM; 
10743;Ясный пр-д;Ясный пр-д;Ясный пр-д, д. 17;37,62066163;55,87552532;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10744;ул. Академика Люльки;ул. Академика Люльки;ул. Б. Галушкина, д. 19;37,66147149;55,82196447;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10745;3 м/р Строгино;3 м/р Строгино;ул. Исаковского, вл. 10, к. 1;37,40705311;55,81521917;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10746;м. Марксистская;м. Марксистская;ул. Таганская, 2;37,65703458;55,74045885;0;;;;;автоматизированный;ЦАО;12:00:00 AM; 
10749;ул. Малыгина;ул. Малыгина;ул. Малыгина, д. 5, к.1;37,69709556;55,88000762;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10752;ул. Солнечногорская;ул. Солнечногорская;ул. Онежская, д. 28;37,51292589;55,85637308;0;;;;;автоматизированный;САО;12:00:00 AM; 
10756;Лефортовский р-к м. Авиамоторная;Лефортовский р-к м. Авиамоторная;ул. Авиамоторная, д.8;37,71595452;55,75467286;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10757;м. Шоссе Энтузиастов, в центр ;м. Шоссе Энтузиастов, в центр ;Шоссе Энтузиастов, д. 31;37,75132972;55,75701625;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
10758;Рублево;Рублево;ул. Василия Ботылева, д. 35;37,35512616;55,78669681;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10759;ул. Лобачевского;ул. Лобачевского;Пр-т Вернадского, вл. 79;37,49428193;55,67019138;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10762;м. Калужская;м. Калужская;ул. Профсоюзная, д. 61 А (входит в ОРП Калужский) ;37,54293685;55,65548881;0;;;;;автоматизированный;ЮЗАО;12:00:00 AM; 
10765;ул. Осташковская;ул. Осташковская;ул. Широкая, д. 21;37,67193207;55,8874876;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10767;школа № 548;школа № 548;ул. Маршала Захарова, д. 10;37,70250838;55,62293064;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10768;м. Орехово;м. Орехово;Шипиловский пр-д, вл. 31;37,69390341;55,61492901;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10769;м. Бабушкинская;м. Бабушкинская;ул. Енисейская, вл. 17;37,66338224;55,86813739;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10770;м. Бабушкинская южн. вых.;м. Бабушкинская южн. вых.;ул. Енисейская, вл. 17;37,66524838;55,87072705;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10771;м. Медведково от центра;м. Медведково от центра;ул. Широкая, д. 9;37,66036168;55,88773734;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10772;ул. Аргуновская;ул. Аргуновская;ул. Ак. Королева, д. 8;37,61590602;55,8216289;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10773;Росток. Ремзавод;Росток. Ремзавод;Проспект Мира, д. 211;37,66610043;55,84254997;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10774;Медведково;Медведково;ул. Полярная, д. 31;37,64275639;55,88675889;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10775;м. Октябрьское поле;м. Октябрьское поле;ул. Марш. Бирюзова, вл. 12;37,49394324;55,79360541;0;;;;;автоматизированный;СЗАО;12:00:00 AM; 
10776;м. Каховская сев. вых. ;м. Каховская сев. вых. ;м. Каховская сев. вых.;37,60521048;55,65361349;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10777;ул. Старый Гай;ул. Старый Гай;ул. Вешняковская, д. 5;37,82552288;55,73712198;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10780;м. Пр-т Вернадского;м. Пр-т Вернадского;Пр-т Вернадского, д. 39;37,50582941;55,6763493;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10783;м. Каширская у рынка;м. Каширская у рынка;Каширское шоссе, д. 25 (вых. к онкоцентру);37,6503803;55,65563452;0;;;;;автоматизированный;ЮАО;12:00:00 AM; 
10784;м. Красногвардейская;м. Красногвардейская;Ореховый б-р, 47/33;37,74800627;55,61418996;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10785;м. ВДНХ, сев. вых. площадь;м. ВДНХ, сев. вых. площадь;Проспект Мира, д. 115;37,63893557;55,82396912;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10787;Военный городок;Военный городок;Пятницкое шоссе, вл. 35;37,36245056;55,85278577;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10790;ул. Гончарова;ул. Гончарова;ул. Добролюбова, д.13;37,59301387;55,81514415;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10791;Метро Шипиловская ;Метро Шипиловская ;ул. Мусы Джалиля, д. 26/1 (пересеч. с ул. Шипиловс.);37,74294371;55,62231282;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10793;Преображенская площадь ;Преображенская площадь ;Преображенская площадь у з-да НИИДАР;37,71000713;55,79513838;0;;;;;автоматизированный;ВАО;12:00:00 AM; 
10794;м. Нагатинская З-д им. Карпова;м. Нагатинская З-д им. Карпова;Варшавское шоссе, вл. 32;37,62156092;55,6827324;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10795;м. Октябрьская радиальная ;м. Октябрьская радиальная ;ул. Б. Якиманка, д. 49;37,61204192;55,73103158;0;;;;;неавтоматизированный;ЦАО;12:00:00 AM; 
10796;Сумской пр-д;Сумской пр-д;ул. Чертановская, вл. 1, к. 1;37,60334214;55,63389871;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10797;м. Кантемировская;м. Кантемировская;Пролетарский пр-т, д. 14/49;37,65631368;55,63632698;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
10798;м. Братиславская;м. Братиславская;ул. Братиславская, д. 12;37,75004105;55,65920675;0;;;;;автоматизированный;ЮВАО;12:00:00 AM; 
10893;м. Октябрьское поле;м. Октябрьское поле;ул. Народн. Ополчения, вл. 45;37,49226714;55,79284279;0;;;;;неавтоматизированный;СЗАО;12:00:00 AM; 
10897;м. Щукинская (авт.круг, рынок);м. Щукинская (авт.круг, рынок);ул. Марш. Василевского, вл. 4;37,46569592;55,80781374;0;;;;;автоматизированный;СЗАО;12:00:00 AM; 
10899;ст. Бутово;ст. Бутово;1-й Миргородский пер., д. 2;37,57158128;55,54196198;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10900;Чоботы;Чоботы;Боровское ш., д. 23;37,36781987;55,64712693;0;;;;;неавтоматизированный;ЗАО;12:00:00 AM; 
10901;маг. Лейпциг;маг. Лейпциг;ул. Ак. Варги, д. 3;37,47669175;55,63009407;0;;;;;неавтоматизированный;ЮЗАО;12:00:00 AM; 
10902;ул. Новопеределкинская;ул. Новопеределкинская;Боровское ш., д. 29;37,36061304;55,64292556;0;;;;;автоматизированный;ЗАО;12:00:00 AM; 
10904;поликлиника;поликлиника;ул. Инженерная, вл. 1;37,58120666;55,8796651;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10905;4-й Вятский пер.;4-й Вятский пер.;ул. Башиловская, д. 19;37,57563243;55,80037507;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10906;Аптека (в направлении Ботанического сада);Аптека (в направлении Ботанического сада);ул. Мусоргского, д. 5, к.1;37,62154528;55,86306269;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10907;ул. Отрадная;ул. Отрадная;ул. Отрадная, д. 7;37,61190324;55,85660529;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10908;к/тр Рассвет;к/тр Рассвет;ул. З.и А. Космодемьянских, д. 26;37,51896685;55,82301578;0;;;;;неавтоматизированный;САО;12:00:00 AM; 
10909;Рижский в-л;Рижский в-л;Проспект Мира, д. 92/1;37,63434635;55,79264459;0;;;;;автоматизированный;ЦАО;12:00:00 AM; 
10910;ул. Вешних вод;ул. Вешних вод;Ярославское ш., д. 26;37,6911942;55,86027813;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10911;ул. Вешних вод в центр;ул. Вешних вод в центр;Ярославское ш., д. 51;37,69032001;55,85984958;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10912;Телецентр;Телецентр;ул. Ак. Королева, д. 19;37,60402595;55,82146736;0;;;;;автоматизированный;СВАО;12:00:00 AM; 
10913;дом Творчества;дом Творчества;Северный б-р, д. 8, к. 1;37,61399774;55,86792433;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10914;к/тр Рига в центр;к/тр Рига в центр;ул. Ботаническая, д. 39;37,58448221;55,84467276;0;;;;;неавтоматизированный;СВАО;12:00:00 AM; 
10915;ул. Кирпичная;ул. Кирпичная;Пр-т Буденного, вл. 1;37,72115531;55,77762323;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10916;ул. Челябинская;ул. Челябинская;Б. Купавенский пр-д, вл. 6/1;37,81958199;55,77499155;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10917;ул. Молостовых;ул. Молостовых;Зеленый пр-т, д. 103;37,83176201;55,75117518;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10918;Зоомагазин;Зоомагазин;Щелковское шоссе, д. 19;37,76946711;55,80703349;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
10919;м-н мебель из центра;м-н мебель из центра;Волгоградский пр-т, д. 140/1;37,7870967;55,70268638;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10920;ул. Академика Скрябина, в центр;ул. Академика Скрябина, в центр;Волгоградский пр-т, д. 175/32;37,79177852;55,70234243;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10921;Люблинский Рынок;Люблинский Рынок;Ул. Люблинская, вл. 12;37,73247315;55,70061881;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
10923;м. Кантемировская в центр;м. Кантемировская в центр;Пролетарский пр-т, д. 23;37,65728353;55,63526381;0;;;;;неавтоматизированный;ЮАО;12:00:00 AM; 
11042;Лефортовский вал в центр;Лефортовский вал в центр;ул. Красноказарменная, д. 11;37,68804286;55,7611995;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
11043;ул. Солдатская из центра;ул. Солдатская из центра;ул. Солдатская, д. 6 А;37,70270925;55,76472779;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
11044;Детская школа искусств им. Балакирова;Детская школа искусств им. Балакирова;ул. Ферганская, д. 26;37,82243412;55,70298259;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
11045;м. Шоссе Энтузиастов  ;м. Шоссе Энтузиастов;ул. Электродная, вл. 1 (Шоссе Энтузиастов, д. 44);37,75185153;55,75849624;0;;;;;неавтоматизированный;ВАО;12:00:00 AM; 
11046;ул. Привольная;ул. Привольная;ул. Привольная, д. 5/1;37,8411348;55,70290794;0;;;;;неавтоматизированный;ЮВАО;12:00:00 AM; 
