0_OBJECTID;0_Shape;0_UID;1_Название;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт;
1;6395;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением экономики № 506;ГБОУ СОШ № 506;115432, г. Москва, ул. Трофимова, дом 13 а;10816.1692795;4146.7069496599997;2124712;;;;;Бюджетное;;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 679-05-18;http://www.sch506.ru/;POINT (4193436.4869000018 7499744.454800002)
2;8472;Государственное бюджетное образовательное учреждение города Москвы центр развития творчества детей и юношества имени А.В. Косарева;ГБОУ ЦРТДиЮ им. А.В. Косарева;105215, г. Москва, ул. 5-я Парковая, дом 60;18239.325825;15543.054338899999;2115807;;;;;Бюджетное;;Образовательное учреждение дополнительного образования детей;Центр;163-91-32;http://crtdukos.narod.ru;POINT (4206664.2896 7519949.5233)
