0_OBJECTID;0_Shape;0_UID;1_Название объекта;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
1;POINT (4201775.037300002 7497687.151799999);8839.0;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Московский строительный техникум;ГБОУ СПО МСТ;109263, г. Москва, ул. Шкулева, д. 13/25, корп. 2;15529.4802936;3001.21275313;2129802.0;;;;;Бюджетное;Образовательное учреждение среднего профессионального образования;Техникум;"(499) 178-56-57; (499) 178-56-61";http://mst.mskcollege.ru
2;POINT (4199427.537599999 7510119.5983000025);9101.0;"Государственное бюджетное  образовательное учреждение среднего профессионального образования ""Московский промышленно-экономический техникум""";ГБОУ СПО МПЭТ;111024,г.Москва, ш.Энтузиастов, д.19, стр.2;14180.824925;9999.26953465;3701298.0;;;;;Бюджетное;Образовательное учреждение среднего профессионального образования;Техникум;"(495) 673-22-83; (495) 673-32-10; (495) 673-08-78";http://www.mpet1.ru
3;POINT (4165805.2919999994 7503814.5493);8748.0;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Техникум космического машиностроения № 25;ГБОУ ТКМ № 25;121471 г. Москва,ул. Гвардейская, д. 15, корп.2;-4786.07738478;6429.60448771;2128098.0;;;;;Бюджетное;Образовательное учреждение среднего профессионального образования;Техникум;"(499) 272-64-38; (499) 272-64-36";http://krmt74.ru
4;POINT (4176338.8740999997 7523380.237899996);8852.0;"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы ""Московский авиационный техникум им. Н.Н.Годовикова""";ГБОУ СПО МАТ им. Н.Н. Годовикова;125130, г. Москва, ул. Клары Цеткин, д.23;1157.170775;17433.4915933;;;;;;Бюджетное;Образовательное учреждение среднего профессионального образования;Техникум;(495) 450-11-53;http://maviatex.ru
5;POINT (4181784.1103999987 7517995.908299997);8846.0;"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы ""Московский промышленно- экономический техникум""";"ГБОУ СПО ""МПЭТ""";127083, г.Москва, Мирской пер. , д.5, кор. 2;4225.83858506;14409.1130042;2112830.0;;;;;Бюджетное;Образовательное учреждение среднего профессионального образования;Техникум;612-21-87;http://mpet.mskcollege.ru
6;POINT (4168380.5458000004 7524358.151100002);8847.0;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Московский государственный техникум технологий и права;ГБОУ СПО МГТТиП;125362, г. Москва, ул. Вишневая, д. 5;-3323.177;17984.1720255;2113709.0;;;;;Бюджетное;Образовательное учреждение среднего профессионального образования;Техникум;"(495) 491-55-91; (495) 491-79-69";http://mgttip.mskcollege.ru/
7;POINT (4194755.828400001 7529757.497100003);5551.0;"Автономное негосударственное образовательное учреждение среднего профессионального образования Теплоэнергетический колледж ОАО ""МОЭК""";Автономное НОУ СПО Теплоэнергетический колледж ОАО МОЭК;129337 Ярославское шоссе, д. 13 корпус1;11517.112275;21029.7451019;2125207.0;;;;;Негосударственное;Образовательное учреждение среднего профессионального образования;Техникум;(499) 182-51-10,(499) 183-91-65;
8;POINT (4200839.768300001 7515132.827600002);5569.0;Негосударственное образовательное учреждение «Гуманитарный техникум экономики и права»;НОУ гуманитарный техникум экономики и права;ул. Щербаковская, 50, корп. 2;14967.716299;12822.4186058;2501753.0;;;;;Негосударственное;Образовательное учреждение среднего профессионального образования;Техникум;(495) 766-43-54,(499) 166-02-27;
9;POINT (4183005.298700001 7511932.654200003);8849.0;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Московский государственный техникум технологии, экономики и права им. Л.Б.Красина;ГБОУ МГТТЭП им. Л.Б. Красина;123557 Большая Грузинская улица, д. 13, стр.1;37.576575999999996;55.765795;;;;;;Бюджетное;Образовательное учреждение среднего профессионального образования;Техникум;(499) 254-21-56;http://www.teh-krasina.ru/
