0_udfn;1_Название;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт;0_podchineni
7168;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 761                                                                                                                                                    ;ГБОУ детский сад № 761                                                                                                                                                                                                                                        ;111538 Вешняковская улица, д. 25А                                                                                                                                                                                                                             ;20959,3251;6625,646512;2122374;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;"(499) 374-00-40; (495) 375-43-32; (495) 375-31-70                                                                                                                                                                                                             ";http://www.detsad761.ru                                                                                                                                                                                                                                       ;Восточное окружное управление образования                                                                                                                                                                                                                     
8114;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 268                                                                                                                                                    ;ГБОУ детский сад № 268                                                                                                                                                                                                                                        ;123100 Шмитовский проезд, 9/5                                                                                                                                                                                                                                 ;3413,037525;10106,63262;29616;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;256-52-10                                                                                                                                                                                                                                                     ;http://www.dskv268.mskobr.ru                                                                                                                                                                                                                                  ;Центральное окружное управление образования                                                                                                                                                                                                                   
8243;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2112                                                                                                                                                   ;ГБОУ детский сад № 2112                                                                                                                                                                                                                                       ;123317 2-й Красногвардейский проезд, д. 4 Б                                                                                                                                                                                                                   ;2453,180662;9566,658123;2106382;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;(499) 256-08-66                                                                                                                                                                                                                                               ;http://ds2112.mskobr.ru                                                                                                                                                                                                                                       ;Центральное окружное управление образования                                                                                                                                                                                                                   
9333;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1534                                                                                                                                                   ;ГБОУ детский сад № 1534                                                                                                                                                                                                                                       ;125481, г. Москва, улица Планерная, дом 14, корп. 4                                                                                                                                                                                                           ;-3682,309225;21935,58787;2113844;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;495-83-45                                                                                                                                                                                                                                                     ;http://www.ds1914.mskobr.ru                                                                                                                                                                                                                                   ;Северо-Западное окружное управление образования                                                                                                                                                                                                               
9052;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 484                                                                                                                                                    ;ГБОУ детский сад № 484                                                                                                                                                                                                                                        ;115470 г. Москва, ул. Новинки, д. 19, к. 2                                                                                                                                                                                                                    ;11080,8647;1243,139968;2124294;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;(499) 615-66-53                                                                                                                                                                                                                                               ;http://dou484.edusite.ru/                                                                                                                                                                                                                                     ;Южное окружное управление образования                                                                                                                                                                                                                         
9320;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2098                                                                                                                                                   ;ГБОУ детский сад № 2098                                                                                                                                                                                                                                       ;121353 г. Москва, ул. Дорогобужская, д.7, к.2                                                                                                                                                                                                                 ;-5383,317392;5390,149935;2118858;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;"(499) 504-12-90; (499) 504-12-91                                                                                                                                                                                                                              ";http://dsrv736new.mskzapad.ru                                                                                                                                                                                                                                 ;Западное окружное управление образования                                                                                                                                                                                                                      
9331;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2607                                                                                                                                                   ;ГБОУ детский сад № 2607                                                                                                                                                                                                                                       ;123458, г. Москва, ул. Таллинская, д. 19, корп. 2                                                                                                                                                                                                             ;-5893,756931;14921,95688;2114674;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;758-66-65                                                                                                                                                                                                                                                     ;http://www.dskvp2607.mskobr.ru                                                                                                                                                                                                                                ;Северо-Западное окружное управление образования                                                                                                                                                                                                               
8887;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 931                                                                                                                                                    ;ГБОУ детский сад № 931                                                                                                                                                                                                                                        ;109444, г. Москва, ул. Сормовская, д. 5                                                                                                                                                                                                                       ;19779,38392;4812,239982;2128809;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;"(495) 377-33-76; (495) 377-33-77                                                                                                                                                                                                                              ";http://sad931mirastem.ru                                                                                                                                                                                                                                      ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
9322;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1388                                                                                                                                                   ;ГБОУ детский сад № 1388                                                                                                                                                                                                                                       ;117292, г.Москва, ул. Ивана Бабушкина, дом 24А                                                                                                                                                                                                                ;3751,796038;1724,842905;2108072;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;(499) 943-26-91                                                                                                                                                                                                                                               ;http://ds1388.ru                                                                                                                                                                                                                                              ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
9330;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 714                                                                                                                                                    ;ГБОУ детский сад № 714                                                                                                                                                                                                                                        ;125480, г. Москва, ул. Вилиса Лациса, д. 7, корп. 2                                                                                                                                                                                                           ;-4336,139025;21906,00597;2103383;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;"(495) 495-72-44; (499) 762-18-15                                                                                                                                                                                                                              ";http://www.ds1681.mskobr.ru                                                                                                                                                                                                                                   ;Северо-Западное окружное управление образования                                                                                                                                                                                                               
9065;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1024                                                                                                                                                   ;ГБОУ детский сад № 1024                                                                                                                                                                                                                                       ;117208 г. Москва, ул. Чертановская,14 Б                                                                                                                                                                                                                       ;6143,416501;-4151,48315;2107486;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;(495) 312-71-92                                                                                                                                                                                                                                               ;http://www.dou1024.ru                                                                                                                                                                                                                                         ;Южное окружное управление образования                                                                                                                                                                                                                         
5396;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2516                                                                                                                                                   ;ГБОУ детский сад № 2516                                                                                                                                                                                                                                       ;119027, г.Москва, ул. Центральная, д. 11, корп. 1                                                                                                                                                                                                             ;37,289751;55,612477;0;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;"(495) 436-26-17; (495) 436-72-89; (495) 436-76-08                                                                                                                                                                                                             ";http://dskv2516 mskzapad.ru                                                                                                                                                                                                                                   ;Западное окружное управление образования                                                                                                                                                                                                                      
5811;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1237                                                                                                                                                   ;ГБОУ детский сад № 1237                                                                                                                                                                                                                                       ;125364, г. Москва, ул. Штурвальная, д. 6, к.1                                                                                                                                                                                                                 ;37,44801;55,847929;29800;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад комбинированного вида                                                                                                                                                                                                                             ;492-20-91                                                                                                                                                                                                                                                     ;http://www.ds424.mskobr.ru                                                                                                                                                                                                                                    ;Северо-Западное окружное управление образования                                                                                                                                                                                                               
