0_OBJECTID;0_Shape;0_UID;1_Название;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
62;POINT (4179768.2518000007 7518123.405100003);8661.0;"Государственное бюджетное образовательное учреждение города Москвы детско-юношеский центр """"Звезда""""";"ГБОУ ДЮЦ """"Звезда""""";125167, г. Москва, улица Пилота Нестерова, дом 9а;3090.007675;14479.8813658;2117569.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр;(495) 614-91-07;http://patriot-sever.ru/
63;POINT (4192257.1246000007 7495284.476800002);9129.0;Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1129;ГБОУ ЦРР - детский сад № 1129;115533 г. Москва,Нагатинская наб.,28,к.2;10155.8765787;1630.99621727;2124373.0;;;;;Бюджетное;Дошкольное образовательное учреждение;Центр развития ребенка – детский сад;"(499) 616-43-88; (499) 616-41-44";http://dou1129.ru
64;POINT (4176206.4375 7519205.910999998);8656.0;"Государственное бюджетное образовательное учреждение города Москвы центр развития творчества детей и юношества """"Сокол""""";"ГБОУ ЦРТДЮ """"Сокол""""";125057, г. Москва, ул. Песчаная, д. 5;1083.1009684;15087.5546774;2112030.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр;"(499) 157-08-82; (499) 157-49-88; (499) 157-61-36; (499) 157-18-04; (499) 157-08-33; (499) 157-04-61";http://www.cokol.net
65;POINT (4182811.6253000014 7526694.1373);8662.0;Государственное бюджетное образовательное учреждение города Москвы детская художественная школа;ГБОУ ДХШ;127238, г. Москва, Дмитровское шоссе, дом №34, корпус 2;4799.5442;19297.326533;2109687.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Школа;"(499) 488-70-21; (499) 488-70-21";http://iso-school.ru
66;POINT (4177347.8082000017 7526448.227300003);8667.0;Государственное бюджетное образовательное учреждение города Москвы специальная (коррекционная) общеобразовательная школа VIII  вида № 614;ГБОУ СКОШ № 614;125239 г. Москва, ул. Михалковская, д. 15-А;1724.612675;19157.0267378;2108737.0;;;;;Бюджетное;Специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья;Специальная (коррекционная) общеобразовательная школа;(499) 154-60-61;http://shc614.koptevo.net
67;POINT (4184543.4591000006 7490571.850199997);8482.0;Государственное бюджетное образовательное учреждение Московский детский эколого-биологический центр;ГБОУ МДЭБЦ;117303, город Москва, ул. Одесская, д. 12А;5800.46875989;-1034.93259297;2112384.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр;"(495) 318-01-05; (495) 316-76-39; (495) 318-00-03";http://mgsun.ru
68;POINT (4164557.0634999983 7490604.178599998);862.0;"Государственное бюджетное образовательное учреждение города Москвы детская художественная школа """"Солнцево""""";"ГБОУ ДХК """"Солнцево""""";119618, г.Москва, ул. 50 лет Октября, д. 29Б;-5500.30859365;-1016.65911246;2137990.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Школа;"(495) 435-39-57; (495) 435-03-82";http://dxsh-solncevo.mskzapad.ru
69;POINT (4172300.1349 7515553.857900001);6757.0;"Государственное бюджетное образовательное учреждение города Москвы дворец творчества детей и молодежи """"Хорошево""""";"ГБОУ ДТДМ """"Хорошево""""";123154, г. Москва, улица  Маршала Тухачевского, дом 20, корп. 1;-1118.06415;13034.2024259;2114768.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Дворец;(499) 197-51-23;http://dtdmhor.ru
70;POINT (4201590.7249 7497303.833499998);6920.0;Государственное бюджетное образовательное учреждение города Москвы  дворец пионеров и школьников имени А.П.Гайдара;ГБОУ ДПиШ имени А.П.Гайдара;109263 Шкулева улица, д. 2, стр.1;15426.117625;2784.76672686;2129799.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Дворец;(499) 179-65-11;http://sites.google.com/site/dpgaidar/
71;POINT (4196943.3926 7518949.380099997);7548.0;Государственное бюджетное образовательное учреждение города Москвы специальная (коррекционная)общеобразовательная школа - интернат VIII вида № 29;ГБОУ СКОШИ № 29;107076 Потешная улица, 5 а;12765.375100000001;14961.5219935;2109427.0;;;;;Бюджетное;Специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья;Специальная (коррекционная) общеобразовательная школа-интернат;963-12-20;http://schi29.mskobr.ru
72;POINT (4183411.0731999986 7502452.670400001);6897.0;"Государственное бюджетное образовательное учреждение города Москвы центр детского творчества """"Театр на набережной""""";"ГБОУ ЦДТ """"Театр на набережной""""";119270 Фрунзенская набережная, д. 48;5152.525075;5662.49758349;27678.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр детского творчества;(499) 242-56-85;http://nabereg.ru
73;POINT (4177928.9745000005 7468948.9733000025);6319.0;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2422;ГБОУ детский сад № 2422;117042 Адмирала Лазарева улица, 28 к.2;2065.7814000000003;-13255.0708048;2900354.0;;;;;Бюджетное;Дошкольное образовательное учреждение;Детский сад комбинированного вида;716-60-22;http://www.ds2422.ru
74;POINT (4194163.9010000005 7530716.906199999);7128.0;Государственное бюджетное образовательное учреждение города Москвы центр развития творчества детей и юношества;ГБОУ ЦРТДиЮ;129344 Коминтерна улица, д.4, корп.1;11182.7455;21567.4400297;2125333.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр развития творчества детей и юношества;(495) 471-22-39;http://www.gboucrtdu.ru
