0_uidnftn;1_Название;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт;0_podchineni
5631;"Государственное бюджетное научное учреждение города Москвы ""Научно-исследовательский институт дошкольного образования имени А.В.Запорожца""                                                                                                                    ";ГБНУ НИИ ДО                                                                                                                                                                                                                                                   ;117036, г. Москва, ул. Профсоюзная, дом 5/9                                                                                                                                                                                                                   ;4579,786;1934,197418;20921;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Структура управления образования                                                                                                                                                                                                                              ;Центр (структуры управления образования)                                                                                                                                                                                                                      ;129-29-17                                                                                                                                                                                                                                                     ;http://cddz.educom.ru                                                                                                                                                                                                                                         ;Городское подчинение ДОгМ (для гор центров)                                                                                                                                                                                                                   
5900;"Государственное бюджетное образовательное учреждение города Москвы Центр развития творчества детей и юношества ""Технорама на Юго-Востоке""                                                                                                                     ";"ГБОУ ЦРТДиЮ ""Технорама на Юго-Востоке""                                                                                                                                                                                                                        ";109377, г. Москва, 12-я Новокузьминская улица, дом 6, корпус 2                                                                                                                                                                                                ;17744,1376;5323,523207;2128829;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;"(495) 379-63-47; (495) 379-69-34; (495) 379-92-30                                                                                                                                                                                                             ";http://tehnorama.nmcuv.org                                                                                                                                                                                                                                    ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
5455;Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1607                                                                                                                                                ;ГБОУ ЦРР - детский сад № 1607                                                                                                                                                                                                                                 ;117342, г. Москва, ул. Островитянова, д. 41А                                                                                                                                                                                                                  ;2272,58508;-3798,441259;2108243;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Центр развития ребенка – детский сад                                                                                                                                                                                                                          ;336-42-33                                                                                                                                                                                                                                                     ;http://gou1607.ru                                                                                                                                                                                                                                             ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6776;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением физики и математики № 2007                                                                                                       ;ГБОУ Физматшкола № 2007                                                                                                                                                                                                                                       ;117042, г. Москва, ул. Горчакова, д. 9, корп. 1                                                                                                                                                                                                               ;2179,220429;-13615,02696;2900682;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Общеобразовательное учреждение                                                                                                                                                                                                                                ;Средняя общеобразовательная школа с углубленным изучением отдельных предметов                                                                                                                                                                                 ;716-29-35                                                                                                                                                                                                                                                     ;http://www.fmsh2007.ru                                                                                                                                                                                                                                        ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
874;"Государственное бюджетное образовательное учреждение города Москвы центр детского творчества ""Солнцево""                                                                                                                                                       ";"ГБОУ ЦДТ ""Солнцево""                                                                                                                                                                                                                                           ";119619, г. Москва, ул. Богданова, д. 56                                                                                                                                                                                                                       ;-6588,099425;-2035,732385;2112590;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Центр                                                                                                                                                                                                                                                         ;433-33-69                                                                                                                                                                                                                                                     ;http://cdt-solncevo.mskzapad.ru                                                                                                                                                                                                                               ;Западное окружное управление образования                                                                                                                                                                                                                      
8485;"Государственное бюджетное образовательное учреждение города Москвы дворец творчества детей и молодежи ""Интеллект""                                                                                                                                             ";"ГБОУ ДТДиМ ""Интеллект""                                                                                                                                                                                                                                        ";109052 Рязанский проспект, д. 2, стр. 24                                                                                                                                                                                                                      ;14930,08019;7115,574857;2702440;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение дополнительного образования детей                                                                                                                                                                                                  ;Дворец                                                                                                                                                                                                                                                        ;(495) 789-49-67                                                                                                                                                                                                                                               ;http://www.intellect-dt.ru                                                                                                                                                                                                                                    ;Городское подчинение ДОгМ (для гор центров)                                                                                                                                                                                                                   
