0_OBJECTID;0_Shape;0_UID;1_Название объекта;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
62;POINT (4201311.766600002 7516683.317000002);7534.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1362;ГБОУ СОШ № 1362;105187, г.Москва, ул. Лечебная, д. 20;15230.726825;13695.290189;2115569.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;166-99-01;http://www.school1362.ru/
63;POINT (4211922.280299999 7514930.222900003);7535.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1373;ГБОУ СОШ № 1373;105568, город Москва, улица Чечулина, д. 28;21214.70215;12734.2198908;2115697.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;308-66-70;http://sch1373.ru
64;POINT (4180948.5722000003 7498725.472499996);6619.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1265;ГБОУ СОШ № 1265;119333, г. Москва, ул. Фотиевой, 14, корп. 1;3764.03625;3560.89716709;2101138.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;137-68-64;http://sch1265.ru
65;POINT (4180556.9208999984 7494335.340800002);6615.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1205;ГБОУ СОШ № 1205;117335, г. Москва, улица Архитектора Власова, дом 19а;3544.73775;1085.6420607;2108353.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 128-18-33;http://www.1205.ru
66;POINT (4212847.488400001 7499254.687100001);6515.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1359;ГБОУ СОШ № 1359;109145, г. Москва, Пронская ул., д. 4, кор. 1;21779.95465;3911.2505684;2132578.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 705-53-32; (495) 705-57-00; (495) 705-40-60";http://schuvu1359.mskobr.ru
67;POINT (4202177.4219 7502147.1401999965);6518.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов социального профиля № 1386;ГБОУ СОШ № 1386;109125, г. Москва, Васильцовский переулок, д. 1;15747.80355;5515.37728077;2709346.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 796-22-60;http://schuvu1386.mskobr.ru
68;POINT (4202550.776700001 7501829.311700001);6521.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1367;ГБОУ СОШ № 1367;109125, Москва, ул. Васильцовский стан, д 6.;15959.2402217;5337.07653725;2708290.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 503-85-37;http://s1367.ru
69;POINT (4180864.6691999994 7498882.588600002);6617.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1260;ГБОУ СОШ № 1260;119333, г. Москва, ул. Фотиевой, дом 14, корп. 3;3716.57325;3649.41174811;2101139.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;137-57-81;http://school-1260.ru
70;POINT (4174789.0714000016 7466113.941799998);6631.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информационных технологий № 1368;ГБОУ СОШ № 1368;117041, г. Москва, улица Академика Понтрягина, дом 17, корпус 1;285.48591592;-14859.7915977;2901046.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;715-11-63;http://school1368.ru
71;POINT (4174351.352600001 7492511.698299997);6834.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1215 имени Ромена Роллана;ГБОУ СОШ № 1215;129110 г.Москва, Больничный пер., д.4, стр.1;37.632047;55.785591999999994;2126257.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 681-08-50;http://1215school.ucoz.ru/
72;POINT (4174351.3872000016 7492511.651100002);6837.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1225;ГБОУ СОШ № 1225;105062 г.Москва, Лялин пер., д.12;37.651601;55.758973;2120342.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 916-20-66;http://schuc1225.mskobr.ru/
73;POINT (4181538.413899999 7510821.259499997);6844.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского)языка № 1241;ГБОУ СОШ № 1241;123022 г.Москва, Б.Трехгорный пер., д.3;4091.050075;10373.3447415;2106425.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;252-37-88;http://schuc1241.mskobr.ru
74;POINT (4174351.3016000018 7492511.646600001);6845.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением иностранного языка № 1243;ГБОУ СОШ № 1243;103090 г. Москва, М.Кисловский пер., д.12/8;37.603201;55.756409999999995;2100885.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 690-36-03; (495) 690-59-28; (495) 690-36-73; (495) 690-47-04; (495) 690-04-35; (495) 690-44-48";http://schu1243.cao.mskobr.ru/
75;POINT (4174351.332199998 7492511.600599997);6849.0;Государственное бюджетное образовательное учреждение города Москвы средняя об щеобразовательная школа с углубленным изучением английского языка № 1262 имени А.Н. Островского;ГБОУ СОШ № 1262;119049 г. Москва, ул. Житная, д.6/8;37.620532;55.730491;31345.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;238-10-90;http://sch1262.ru/
76;POINT (4183877.645199999 7512052.863499999);6873.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и французского языков № 1950;ГБОУ СОШ № 1950;123056 г.Москва, ул.Зоологическая, д.28, стр 1;5409.41645;11067.7604914;3600336.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;254-95-37;http://1950.nsv.ru/
77;POINT (4183566.0918999985 7537209.718800001);7082.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1416;ГБОУ СОШ № 1416;127576 г. Москва, ул. Новгородская, д. 8;5217.2660000000005;25199.3133124;2108899.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 209-42-29;http://school1416.3dn.ru/
78;POINT (4172757.5711999983 7495107.946999997);658.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1973;ГБОУ СОШ № 1973;119454 г.Москва, ул. Лобачевского, д. 92;-862.96146689;1520.13602648;3101438.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;932-87-09;http://1973.mskzapad.ru
79;POINT (4177022.3170999996 7484911.028700002);6622.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1273;ГБОУ СОШ № 1273;117647, г.Москва, улица Академика Капицы, д.12;1548.843025;-4233.43148564;2800626.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;420-15-00;http://www.school1273.org/
80;POINT (4169697.4598000012 7518736.669500001);6705.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа c углубленным изучением английского языка № 1210;ГБОУ СОШ № 1210;123098, г. Москва, ул. Гамалеи, д. 17, корп. 1;-2583.80515;14824.5394562;2115032.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 196-53-47; (499) 196-64-18; (499) 196-53-70; (499) 196-43-89";http://sch1210sz.educom.ru/
81;POINT (4174350.8478000015 7492511.8244);6716.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и французского языков № 1358;ГБОУ СОШ № 1358;125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2;37.346705;55.856801;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 751-69-72; (495) 751-69-73";http://sch1358.ru/
82;POINT (4185709.8933999985 7511843.060000002);6795.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Искусство"" № 122";ГБОУ СОШ № 122;103104 г. Москва, М.Палашевский пер., д.3;6442.712525;10951.0797769;2117997.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;203-64-90;http://schuc122.mskobr.ru
83;POINT (4190712.1697999984 7509798.015500002);6838.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1227;ГБОУ СОШ № 1227;109028 г. Москва, Б.Трёхсвятительский пер., д.4;9265.762525;9805.2249375;2120338.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 917-72-81; (495) 917-48-42";http://school1227.ru
84;POINT (4185158.0722000003 7535394.250799999);7072.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1370;ГБОУ СОШ № 1370;127549 г.Москва, ул. Костромская, д. 14 Г, стр. 1, стр. 2;6113.395600000001;24182.1516258;2114143.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;901-21-22;http://schu1370.svao.mskobr.ru
85;POINT (4179834.710499998 7541540.598899998);7074.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1378;ГБОУ СОШ № 1378;127495, город Москва, Челобитьевское шоссе, дом 2;3118.482175;27625.6081479;2306832.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 761-06-10;http://school1378.narod.ru
86;POINT (4191340.0830000006 7535507.225100003);7075.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1380;ГБОУ СОШ № 1380;127282, г. Москва, улицаТихомирова, дом 10;9588.511425;24251.6927445;2114114.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 478-18-73; (499) 478-18-02";http://schu1380.svao.mskobr.ru
87;POINT (4203565.284000002 7524469.899899997);7523.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1246;ГБОУ СОШ №1246;107143, г. Москва, Открытое шоссе, д. 29 А;16484.17185;18076.2278208;2109318.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;167-80-23;http://sc1246.ru/
88;POINT (4198204.693599999 7517111.063000001);7524.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением информатики № 1254;ГБОУ СОШ № 1254;107061, г.Москва, ул. 9-ой Роты, д.14;13479.0989834;13930.0976296;2403095.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 963-40-36; (495) 963-23-04; (495) 963-40-55";http://school1254.ru/
89;POINT (4195046.3301 7516683.619099997);7527.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1282;ГБОУ СОШ № 1282;107014, г. Москва, ул. Барболина, д.1;11700.0400973;13684.6562443;2402578.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 268-52-14; (499) 268-48-11; (499) 268-65-10; (499) 268-05-25; (499) 268-33-75";http://www.sch1282.ru
90;POINT (4198448.382399999 7521307.390100002);7528.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1294;ГБОУ СОШ № 1294;107258, Москва, Глебовская улица, дом 10;13609.112675;16289.4314875;5546.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;169-35-93;http://www.ds569.mskobr.ru
91;POINT (4214306.453000002 7507099.229099996);7531.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики № 1351;ГБОУ СОШ № 1351;111673, г.Москва, ул. Суздальская, д. 22 Б;22581.2161;8334.21317507;2122248.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;701-03-60;http://school1351.narod.ru
92;POINT (4177171.1081999987 7506844.708800003);7555.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1230;ГБОУ СОШ № 1230;121248 г. Москва,  Кутузовский проспект, д.6;1628.8749;8133.45687675;12388.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 243-45-54;http://schu1230.mskzapad.ru
93;POINT (4174351.643199999 7492511.7073);7562.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики, информатики, физики № 444;ГБОУ  СОШ  № 444;105554 Нижняя Первомайская улица, 14, стр.1;37.796254999999995;55.79067;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 367-47-18;http://schools.keldysh.ru/sch444/
94;POINT (4185837.4310999997 7515501.249700002);7569.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1277;ГБОУ СОШ № 1277;127055 г.Москва, ул.Сущёвская, д.32;6511.6233012;13009.0598912;2111197.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 978-64-53;http://schule1277.ru
95;POINT (4197777.560800001 7480284.508599997);2540.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1207;ГБОУ СОШ № 1207;115582 г. Москва, ул. Домодедовская, д. 24, корп. 7;13300.78595;-6826.96041538;2123141.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;391-59-10;http://sch1207.edusite.ru/
96;POINT (4161492.8971000016 7488837.9728000015);4830.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1364;ГБОУ ЦО № 1364;119619 г.Москва, ул. Производственная, д. 3, корп. 2;-7234.54322897;-2010.69686788;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 792-43-30;http://schu1364.mskzapad.ru/
97;POINT (4176197.6750000007 7518362.742700003);5796.0;Государственное бюджетное образовательное учреждение города Москвы средняя общобразовательная школа с углубленным изучением математики № 1384 имени А.А. Леманского;ГБОУ СОШ № 1384 имени А.А.Леманского;125252 Г. Москва, ул. Новопесчаная, д. 15;1078.26455258;14613.5501882;2112017.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;157-23-11;http://school144.edusite.ru/p10aa1.html
98;POINT (4174351.286200002 7492511.647100002);5893.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка № 110 имени Мигеля Эрнандеса;ГБОУ СОШ № 110;121069 г. Москва, Столовый пер., д.10/2, стр.1;37.594499;55.756847;2100892.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 690-30-97;http://www.school110.ru
99;POINT (4199537.466699999 7517175.635200001);489.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1690 ""Преображенская школа""";ГБОУ Преображенская школа № 1690;107061, г. Москва,  2-я Пугачевская улица, дом 10;14229.9815;13968.7711738;2114428.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;161-13-40;http://sch1690.mskobr.ru/
100;POINT (4194471.334100001 7508891.009900004);6502.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1229;ГБОУ СОШ № 1229;109033, г.Москва, Верхний Золоторожский переулок, д. 2;11387.325075;9299.66508828;2120417.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;362-46-00;http://1229.ru/
101;POINT (4210514.2804000005 7500251.042199999);6513.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики № 1350;ГБОУ СОШ № 1350;109444, г. Москва, Ташкентский пер., д. 7, корп. 3;20459.575275;4466.40918817;2128859.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 372-05-22; (495) 376-59-11";http://www.sch1350.ru
102;POINT (4203810.212699998 7490990.7566);6514.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1357;ГБОУ СОШ № 1357;109451, г. Москва, Перервинский бульвар, дом 10, к. 2;16693.4513561;-770.94456743;2702884.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;346-26-10;http://s1357.ru
103;POINT (4178286.717700001 7493418.7700999975);6630.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1361;ГБОУ СОШ № 1361;117393, г. Москва, улица Академика Пилюгина, дом 14А;2261.98125;567.91396206;2800502.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;134-45-17;http://sch28.mosuzedu.ru
104;POINT (4184338.5876 7490351.588200003);6816.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением восточных языков № 2042 имени Лазаревых;ГБОУ СОШ № 2042;117303, г.Москва, ул. Одесская, дом 16, корп. 2;5684.78654986;-1159.35730752;2802988.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 723-10-09;http://www.school-2042.ru
105;POINT (4174351.4580999985 7492511.675800003);6833.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением английского языка № 1204;ГБОУ СОШ № 1204;105082 г. Москва, Рубцов пер., д.10/14., стр.1;37.691675;55.772876;2116397.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 261-60-85;http://schools.keldysh.ru/sch1204/
106;POINT (4186369.9877999984 7515491.128300004);6852.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1275;ГБОУ СОШ № 1275;127473 г.Москва, ул.Достоевского, д.25-27, стр.1;6811.7838;13003.8161077;2111194.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 681-09-67; (495) 631-40-22; (495) 631-67-49; (495) 631-67-19; (495) 684-30-30";http://s1275.ru
107;POINT (4185867.4981000014 7510366.926899999);6796.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением предметов художественно-эстетического цикла средствами театрального искусства № 123;ГБОУ СОШ № 123;125009 г.Москва, Хлыновский туп., д.3, стр.5;6532.797100000001;10120.5514798;2100890.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 690-20-12;http://shkola-teatr123.ucoz.com/
108;POINT (4174351.281800002 7492511.607699998);6847.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением иностранного языка № 1253;ГБОУ СОШ № 1253;119021 г.Москва, Зубовский бульвар, д.5, стр.1,2;37.592044;55.734503999999994;4305756.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;246-61-18;http://school1253.ru/
109;POINT (4192829.6028999984 7507573.926100001);6850.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1270;ГБОУ СОШ № 1270;109004 г.Москва, Товарищеский пер., д.21;10463.0001;8555.94606012;2130755.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 912-99-16; (495) 911-87-37; (495) 912-90-24; (495) 911-09-74";http://www.sch1270.ru
110;POINT (4174351.3825999983 7492511.621299997);6851.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1271;ГБОУ СОШ № 1271;115172 г.Москва, 5-ый Котельнический пер., д.8,стр.1;37.648961;55.742160999999996;2124598.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;915-64-61;http://1271.рф
111;POINT (4188091.6316 7531690.481399998);7066.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 240;ГБОУ СОШ № 240;127490, город Москва, улица Мусоргского, дом 11 Г;7766.15855;22106.5431021;2114135.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 203-39-09; (499) 203-39-66";http://sch240.svao.mskobr.ru/
112;POINT (4183681.173300002 7522159.089500003);7070.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1236;ГБОУ СОШ № 1236;127254, г. Москва, ул. Яблочкова, дом 10;5291.925675;16750.2656778;2103656.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;639-05-05;http://sch1236.narod.ru/
113;POINT (4187565.285700001 7537906.791699998);7079.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1413;ГБОУ СОШ № 1413;127543 город Москва, Белозерская улица, дом 15;7464.249400000001;25593.4448382;2103759.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 206-33-47;http://schools.keldysh.ru/school1413/
114;POINT (4209893.587400001 7523074.894500002);8523.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки № 368 ""Лосиный остров"".";"ГБОУ СОШ № 368 ""Лосиный остров""";107065  Москва,  ул. Уссурийская, дом 12;20050.27545;17307.3640394;2114427.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;469-00-13;http://0368.ru
115;POINT (4182360.8060000017 7530841.137599997);8618.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1211;ГБОУ СОШ № 1211;127540, г. Москва, улица Дубнинская, дом 8А;4543.4761;21625.3815301;2109703.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 904-93-82;: http://schs1211.mskobr.ru
116;POINT (4179667.9584 7518905.501599997);8628.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1289;ГБОУ СОШ № 1289;125167 г. Москва, ул. Планетная, дом 23;3033.2106000000003;14919.529689;2117656.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;614-43-33;http://www.schu1289.sao.mskobr.ru
117;POINT (4178643.4459000006 7536017.699199997);8629.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1291;ГБОУ СОШ № 1291;127411, г. Москва, улица Софьи Ковалевской , дом 18А;2450.9730593;24528.3904205;3500979.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;485-16-45;http://school1291.ru
118;POINT (4173646.0124999993 7532462.500399999);8632.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1338;ГБОУ СОШ № 1338;125414, г. Москва, улица Клинская, дом 20;-358.380125;22533.1719089;2112055.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;451-04-71;http://schs1338.mskobr.ru/
119;POINT (4189119.1871999986 7494296.900300004);9341.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №978;ГБОУ СОШ № 978;г. Москва, Нагатинский 1-й пр,д.16.;8383.74;1070.3944000000001;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 466-63-22;-
120;POINT (4179109.8735999987 7495390.567299999);3839.0;"Негосударственное образовательное учреждение Некоммерческая (частная) общеобразовательная Славяно-англо-американская школа ""Марина""";НОУ Некоммерческая (частная) общеобразовательная Славяно-англо-американская школа “Марина”;119261 Панферова улица, д.6 корпус2;2726.58984535;1680.13080063;2101040.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 134-15-47,(499) 134-50-35;
121;POINT (4172236.022999998 7487750.418799996);3845.0;Негосударственное общеобразовательное учреждение средняя общеобразовательная школа с углубленным изучением иностранного языка (английского) “Промо-М”;НОУ СОШ “Промо-М”;117413 Ленинский проспект, д. 131-3;-1158.94059956;-2630.55203044;2108092.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 438-38-11;
122;POINT (4163733.2969999984 7520039.875100002);2013.0;"Негосударственное некоммерческое образовательное учреждение Международная образовательная школа ""Интеграция XXI век""";Негосударственное некоммерческое образовательное учреждение Международная образовательная школа Интеграция XXI век;Маршала Катукова улица, д. 16 к. 3;-5942.8042109;15560.5286468;2114956.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 194-72-90,(495) 750-31-02;
123;POINT (4174407.8625000007 7530100.1932);3768.0;"Негосударственное некоммерческое образовательное учреждение Православная классическая гимназия во имя иконы Божей Матери ""Знамение"" в Ховрине";Негосударственное некоммерческое образовательное учреждение Православная классическая гимназия во имя иконы Божей Матери Знамение в Ховрине;Ляпидевского улица, д.10-а;70.03252499999999;21207.2616704;2112283.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 456-41-87,(499) 747-97-14;
