0_OBJECTID;0_Shape;0_UID;1_Название;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
1;POINT (4182591.276900001 7493085.259099998);5908.0;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Педагогический колледж № 4;ГБОУ СПО ПК № 4;117418 г.Москва, улица Цюрупы, д.14б.;4695.18545;381.65463142;2108493.0;;;;;Бюджетное;Образовательное учреждение среднего профессионального образования;Колледж;128-69-22;http://pedcol4.mosuzedu.ru/
2;POINT (4213309.6888 7506041.6450999975);7263.0;Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2350;ГБОУ ЦРР - детский сад № 2350;111673,г. Москва, ул. Суздальская, д.10 А;22021.81585;7735.88129429;4200249.0;;;;;Бюджетное;Дошкольное образовательное учреждение;Центр развития ребенка – детский сад;"(495) 702-02-03; (495) 702-01-69; (495) 702-01-71";http://2350wmsite.ru/
3;POINT (4208228.104800001 7521703.511200003);5886.0;"Государственное бюджетное образовательное учреждение города Москвы центр дополнительного образования детей ""Гольяново""";"ГБОУ ЦДОД ""Гольяново""";107207, Москва, ул.Байкальская, д. 28, корп.3;19115.887600000002;16532.5824474;2109316.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр;466-71-88;http://goucdod.ru
4;POINT (4191145.1415 7535355.323100001);7121.0;"Государственное бюджетное образовательное учреждение города Москвы детско-юношеский центр ""Медведково""";"ГБОУ ДЮЦ ""Медведково""";127282, г.Москва, улица Тихомирова, д. 8а;9479.10875;24166.2441905;2114175.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Детско-юношеский центр;"(499) 479-99-27; (499) 476-76-43; (499) 476-33-32";
5;POINT (4163081.6488999985 7520223.168300003);6760.0;"Государственное бюджетное образовательное учреждение города Москвы детский оздоровительно-образовательный центр ""Северо-Западный""";"ГБОУ ДООЦ ""Северо-Западный""";123592, г. Москва, ул. Кулакова, д. 17, корп. 2;-6309.70765;15664.0840686;0.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр;"(495) 942-93-36; (495) 942-73-31; (495) 942-73-33; (495) 942-73-32";http://дооц-сз.рф
6;POINT (4175577.0590999983 7507977.631700002);8476.0;Государственное бюджетное образовательное учреждение Московская городская станция юных туристов;ГБОУ ГСЮТ;121087 г. Москва, Багратионовский проезд, дом 10;729.370525;8771.07533174;2127886.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Станция;148-33-06;http://mosgorsyutur.ru
7;POINT (4186159.6182000004 7502642.879000001);8473.0;"Государственное бюджетное образовательное учреждение города Москвы центр дополнительного образования детей ""Лаборатория путешествий""";"ГБОУ ЦДОД ""Лаборатория путешествий""";115419 г. Москва, ул. Донская, д. 37;6704.075000000001;5771.70309691;2112988.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Центр;625-39-28;http://goulp.ru
8;POINT (4210496.009199999 7514279.8276999965);7542.0;"Государственное бюджетное образовательное учреждение города Москвы дом детского и юношеского туризма и экскурсий ""Родина"" имени А.А. Остапца-Свешникова";"ГБОУ ДДЮТЭ ""Родина""";105568 Челябинская улица, д. 9;20412.496775;12364.5754391;2115703.0;;;;;Бюджетное;Образовательное учреждение дополнительного образования детей;Дом;"(499) 308-40-03; (499) 308-11-41; (499) 308-19-22";http://rodina.dop.mskobr.ru
9;POINT (4198454.6908 7524000.132399999);8741.0;Государственное бюджетное образовательное учреждение города Москвы специальная (коррекционная) школа-интернат для детей - сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья VIII вида № 80;ГБОУ СКШИ № 80;107150,г. Москва, ул. Лосиноостровская , дом 29, стр.1;13607.9799;17802.461148;2109424.0;;;;;Бюджетное;Специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья;Специальная (коррекционная) общеобразовательная школа-интернат;160-16-01;http://internat80.ru/
