0_OBJECTID;0_UIDNFTN;1_Кадастровый номер;1_Адрес;1_Площадь;0_ZPO;1_Разрешение на использование
909;25368036;77:10:0004003:17;мкр 5-Й (г Москва, 5-й микрорайон г Зеленограда, корпус 507);8955; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ И СООРУЖЕНИЙ С ЦЕЛЬЮ ОРГАНИЗАЦИИ УЧЕБНО-ВОСПИТАТЕЛЬНОГО ПРОЦЕССА ДЕТЕЙ
910;25367661;77:09:0003015:45;б-р Матроса Железняка (г Москва, б-р Матроса Железняка, вл 4);5944; ;под учебно-воспитательные цели
911;25229979;77:05:0002007:68;ул Лобанова (г Москва, ул Лобанова, вл 12);6725;Аренда;"ЭКСПЛУАТАЦИИ ОЧИСТНЫХ СООРУЖЕНИЙ № 7 И СНЕГОПЛАВИЛЬНОГО ПУНКТА ""КОЖУХОВСКИЙ"""
912;25362126;77:02:0002010:87;проезд Шенкурский (г Москва, проезд Шенкурский, д 10А);9936; ;ЭКСПЛУАТАЦИИ здания детского сада
913;25362182;77:02:0004005:25;проезд Шокальского (г Москва, проезд Шокальского, вл 63);16693; ;использования территории и эксплуатации здания школы
914;25363347;77:03:0003020:33;ул Черкизовская Б. (г Москва, ул Большая Черкизовская, вл 32);4888; ;эксплуатации здания детского сада и прилегающей территории
915;25363331;77:03:0004005:15;пр-кт Буденного (г Москва, пр-кт Буденного, вл 20А);7103; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОД ЯСЛИ-САД
916;25323465;77:10:0005005:16;аллея Сосновая (АДРЕСНЫЕ ОРИЕНТИРЫ: ПО ПРОЕЗДУ №4807 (СОСНОВАЯ АЛЛЕЯ));2196; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ С ЦЕЛЬЮ ОКАЗАНИЯ НАРКОЛОГИЧЕСКОЙ ПОМОЩИ НАСЕЛЕНИЮ
917;25343979;77:05:0011002:161;ул Шипиловская (г Москва, ул Шипиловская, вл 4);9267; ;эксплуатации существующего здания детского сада с прилегающим земельным участком
918;25278336;77:10:0005004:44;проезд 4921-й (г. Москва, Зеленоград, Проезд № 4921, дом 7, строения 1, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17);43117;Аренда;земельные участки, предназначенные для размещения производственных и административных зданий, строений, сооружений коммунального хозяйства (1.2.9)
919;25316081;77:01:0001063:21;пер Столовый (г Москва, пер Столовый, вл 10/2, стр 1);3117;Аренда;эксплуатации общеобразовательной школы
920;25273348;77:02:0023016:82;пер Кучин (г Москва, пер Кучин, вл 8, стр 1);1698;Аренда;использования территории и эксплуатации административного здания и производственных строений
921;25189188;77:10:0007001:92; (г Москва, г Зеленоград, проезд № 710);917;Аренда;"эксплуатации гаражей, расположенных в цокольном этаже диспетчерского пункта; эксплуатации гаражей, расположенных в цокольном этаже караульного помещения водопроводно-регулирующего узла Малино"" аварийно-эксплуатационной службы"""
922;25345092;77:10:0006004:115;мкр 16-й (г Москва, 16-й микрорайон г Зеленограда, корпус 1648);5000; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ И СООРУЖЕНИЙ С ЦЕЛЬЮ ОРГАНИЗАЦИИ УЧЕБНО-ВОСПИТАТЕЛЬНОГО ПРОЦЕССА ДЕТЕЙ
923;25171562;77:10:0005005:9; (г. Москва, Зеленоград, корпус 710А);100;Аренда;земельные участки, предназначенные для размещения объектов, необходимых для эксплуатации, содержания, строительства, реконструкции, ремонта, развития наземных и подземных зданий, строений, сооружений, устройств энергетики (1.2.13)
924;25277707;77:09:0003010:30;ул Академическая Б. (г Москва, ул Большая Академическая, вл 47А);8514;Аренда;ЭКСПЛУАТАЦИИ ДЕТСКОГО САДА
925;25344691;77:07:0013007:191;ул Удальцова (г Москва, ул Удальцова, вл 21);16643; ;эксплуатации здания под образовательные цели
926;25344594;77:07:0015003:131;ул Авиаторов (г Москва, ул Авиаторов, вл 16 Б);8099; ;ДАЛЬНЕЙШЕЙ ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА № 1682 ПОД УЧЕБНО-ВОСПИТАТЕЛЬНЫЕ ЦЕЛИ
927;25343317;77:03:0003019:106;ул Борисовская (г Москва, ул Борисовская, вл 26А, корпус 1);1607; ;ЭКСПЛУАТАЦИИ / БЛАГОУСТРОЙСТВА ЗДАНИЯ ПОДСТАНЦИИ СКОРОЙ ПОМОЩИ №6 / ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
928;25546949;77:01:01032:019;Потаповский переулок, /Сверчков переулок, вл. 8/12, стр.2;1800; ;для эксплуатации административного здания и благоустройства территории без права коммерческого использования
929;25457047;77:10:0002007:27; (г. Москва, Зеленоград, корпус 812А);200;Аренда;земельные участки, предназначенные для размещения объектов, необходимых для эксплуатации, содержания, строительства, реконструкции, ремонта, развития наземных и подземных зданий, строений, сооружений, устройств энергетики (1.2.13)
930;25230666;77:05:0012005:21;проезд Задонский (г Москва, проезд Задонский, вл 3А);12770;Аренда;ЭКСПЛУАТАЦИИ БРАТЕЕВСКОЙ КАНАЛИЗАЦИОННОЙ НАСОСНОЙ СТАНЦИИ И СТРОИТЕЛЬСТВА ПРОИЗВОДСТВЕННОГО И АДМИНИСТРАТИВНО-БЫТОВОГО КОРПУСОВ
931;25407687;77:03:0002017:63;ул БАЙКАЛЬСКАЯ (г Москва, ул Байкальская, вл 49 А);10105; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
932;25476724;77:02:0008002:191;ул Декабристов (г Москва, ул Декабристов, д 4, корпус 3);35,87;Аренда;ЭКСПЛУАТАЦИИ и обслуживания помещений мобилизационного назначения
933;25388695;77:05:0010009:143;проезд Шипиловский (г Москва, Шипиловский проезд, вл 20);9107;Аренда;ЭКСПЛУАТАЦИИ ОРЕХОВСКОГО КЛАДБИЩА
934;25451885;77:02:0024029:54;ул Советской Армии (г Москва, ул Советской Армии, вл 9);5797; ;эксплуатации зданий школы
935;25233136;77:09:0003022:19;ул Дубки (г. Москва, ул. Дубки, вл. 9А);6939;Аренда;земельные участки, предназначенные для размещения административных зданий, объектов образования, здравоохранения и социального обеспечения (1.2.7)
936;25226079;77:01:0001062:93;пер Трубниковский (г Москва, пер Трубниковский, вл 15, стр 1);123,99;Аренда;эксплуатации зданий историко-культурного назначения
937;25787567;77:03:0005012:1004;9-я Парковая улица, вл. 48, стр. 3;0;Аренда;эксплуатации зданий историко-культурного назначения
938;25787742;77:03:0006004:1006;Кусковская улица, вл. 16, стр. 1;0;Аренда;эксплуатации зданий историко-культурного назначения
939;25323131;77:09:0004016:47;ул Квесисская 2-я (г Москва, ул 2-я Квесисская, вл 4/27, стр 1);1391; ;эксплуатации здания стоматологической поликлиники
940;25304763;77:02:0015009:8;ул Уржумская (г Москва, ул Уржумская, вл 8);955;Аренда;эксплуатации здания электротяговой подстанции городского пассажирского транспорта
941;25344935;77:09:0001006:102;ш Ленинградское;8534; ;для учебно-воспитательной деятельности
942;25343611;77:04:0004006:164;аллея ТОПОЛЕВАЯ (г Москва, аллея Тополевая, вл 2, Старые Кузьминки, вл 2, вл 3);81844; ;ЭКСПЛУАТАЦИИ ЗДАНИЙ ИСТОРИКО-КУЛЬТУРНОГО НАЗНАЧЕНИЯ
943;25277136;77:08:0003006:16;ул Туристская (г Москва, ул Туристская, вл 13, корп 1, стр 1);384;Аренда;ЭКСПЛУАТАЦИИ ЦЕНТРАЛЬНОГО ТЕПЛОВОГО ПУНКТА № 80
944;25406577;77:02:0001016:31;ул Новгородская (г Москва, ул Новгородская, вл 3);9726; ;использования территории под эксплуатацию здания дошкольного учреждения
