0_OBJECTID;0_UID;0_Название_объекта;0_Подпись;Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;Направление;Услуга/скорость;0_MODDATE;0_MODUSER;0_SHAPE_WGS_84;0_SHAPE_WGS_84___Pseudo_Mercator
561;544;Комплекс фото-видеофиксации нарушений ПДД;Башиловская ул., д. 27, к ТТК;Башиловская ул., д. 27, к ТТК;37.573141;55.80509;;;;;;к ТТК;Контроль база;;;POINT (55.80509006093496 37.57314093780184);POINT (4182622.916700002 7519712.042700008)
562;545;Комплекс фото-видеофиксации нарушений ПДД;Михайлова ул., напротив д. 11, к ул. Коновалова;Михайлова ул., напротив д. 11, к ул. Коновалова;37.764647;55.72833;;;;;;к ул. Коновалова;Контроль база;;;POINT (55.72833006834156 37.764646929682364);POINT (4203941.266200002 7504522.856700003)
563;546;Комплекс фото-видеофиксации нарушений ПДД;Авиамоторная ул., д. 36/7, от ш. Энтузиастов;Авиамоторная ул., д. 36/7, от ш. Энтузиастов;37.721385999999995;55.742481999999995;;;;;;от ш. Энтузиастов;Контроль база;;;POINT (55.74248206692985 37.721385930501704);POINT (4199125.4738000035 7507320.991800003)
564;547;Комплекс фото-видеофиксации нарушений ПДД;Боровая ул., напротив д. 22/2,по ул. Госпитальный Вал, к ул. Госпитальный Вал;Боровая ул., напротив д. 22/2,по ул. Госпитальный Вал, к ул. Госпитальный Вал;37.712173;55.77345;;;;;;к ул. Госпитальный Вал;Контроль база;;;POINT (55.773450064947085 37.712172932915294);POINT (4198099.887600005 7513447.530400008)
565;548;Комплекс фото-видеофиксации нарушений ПДД;Юности ул., опора МГО №13, от Вешняковской ул.;Юности ул., опора МГО №13, от Вешняковской ул.;37.814217;55.735606;;;;;;от Вешняковской ул.;Контроль база;;;POINT (55.7356060683241 37.81421692915577);POINT (4209459.373300005 7505961.341700003)
566;549;Комплекс фото-видеофиксации нарушений ПДД;Панфиловский пр-т, корп. 1011, от Ленинградского ш.;Панфиловский пр-т, корп. 1011, от Ленинградского ш.;37.181366;55.986197999999995;;;;;;от Ленинградского ш.;скорость;;;POINT (55.98619804349014 37.18136595402126);POINT (4139010.725000005 7555668.567400008)
567;550;Комплекс фото-видеофиксации нарушений ПДД;Сосновая аллея, напротив корп. 607, к Озерной аллее;Сосновая аллея, напротив корп. 607, к Озерной аллее;37.229392;55.988319999999995;;;;;;к Озерной аллее;скорость;;;POINT (55.98832004464104 37.22939195254049);POINT (4144356.9547000043 7556090.8586000055)
568;551;Комплекс фото-видеофиксации нарушений ПДД;Даниловская наб.,напротив д. 6, корп. 3, в центр;Даниловская наб.,напротив д. 6, корп. 3, в центр;37.639523;55.707941;;;;;;в центр;скорость;;;POINT (55.7079410668093 37.6395229302754);POINT (4190012.526300002 7500493.323200002)
569;552;Комплекс фото-видеофиксации нарушений ПДД;Краснохолмская наб., д. 11, стр.1, в центр;Краснохолмская наб., д. 11, стр.1, в центр;37.650121;55.733349999999994;;;;;;в центр;скорость;;;POINT (55.733350065889205 37.65012093240059);POINT (4191192.290500004 7505515.295200005)
570;553;Комплекс фото-видеофиксации нарушений ПДД;Крутицкая наб., д. 7, в центр;Крутицкая наб., д. 7, в центр;37.658604;55.725497;;;;;;в центр;скорость;;;POINT (55.725497065819 37.65860393113936);POINT (4192136.6136000045 7503962.836900003)
571;554;Комплекс фото-видеофиксации нарушений ПДД;Люсиновская ул., владение 72А, из центра;Люсиновская ул., владение 72А, из центра;37.622187;55.714464;;;;;;из центра;скорость;;;POINT (55.714464066243664 37.622186932003686);POINT (4188082.691800002 7501782.252400003)
572;555;Комплекс фото-видеофиксации нарушений ПДД;Б. Тульская ул., д. 10, из центра;Б. Тульская ул., д. 10, из центра;37.620734;55.706920999999994;;;;;;из центра;скорость;;;POINT (55.70692106641942 37.620733931286146);POINT (4187920.944500003 7500291.793000005)
573;556;Комплекс фото-видеофиксации нарушений ПДД;Новокуркинское ш., д. 51, от Машкинского ш.;Новокуркинское ш., д. 51, от Машкинского ш.;37.389627999999995;55.908704;;;;;;от Машкинского ш.;скорость;;;POINT (55.90870405148705 37.38962794601196);POINT (4162194.3439000025 7540262.640600003)
574;557;Комплекс фото-видеофиксации нарушений ПДД;Новокуркинское ш., напротив д. 51, к Машкинскому ш.;Новокуркинское ш., напротив д. 51, к Машкинскому ш.;37.389956;55.910453999999994;;;;;;к Машкинскому ш.;скорость;;;POINT (55.91045405176073 37.38995594517673);POINT (4162230.856600005 7540610.203400008)
575;558;Комплекс фото-видеофиксации нарушений ПДД;Садовое кольцо внешнее, ул. Крымский Вал, д.9 стр.2, внешняя сторона;Садовое кольцо внешнее, ул. Крымский Вал, д.9 стр.2, внешняя сторона;37.603891;55.732279;;;;;;внешн.;скорость;;;POINT (55.73227906490672 37.60389093203564);POINT (4186045.990400005 7505303.550800003)
576;559;Комплекс фото-видеофиксации нарушений ПДД;Фрунзенская наб., напротив д. 32, в центр;Фрунзенская наб., напротив д. 32, в центр;37.588376;55.723842;;;;;;в центр;скорость;;;POINT (55.72384206553786 37.588375932930866);POINT (4184318.8686000034 7503635.700000003)
577;560;Комплекс фото-видеофиксации нарушений ПДД;Б. Якиманка, д. 31, в центр;Б. Якиманка, д. 31, в центр;37.615237;55.738113;;;;;;в центр;скорость;;;POINT (55.73811306510666 37.6152369334501);POINT (4187309.0215000026 7506457.0439000055)
578;561;Комплекс фото-видеофиксации нарушений ПДД;ул. Б. Якиманка, д. 46, стр. 1, из центра;ул. Б. Якиманка, д. 46, стр. 1, из центра;37.612064;55.732149;;;;;;из центра;скорость;;;POINT (55.73214906498611 37.61206393205133);POINT (4186955.804600004 7505277.849300005)
579;562;Комплекс фото-видеофиксации нарушений ПДД;Садовое кольцо внешнее, Большая Садовая ул., напротив д.5;Садовое кольцо внешнее, Большая Садовая ул., напротив д.5;37.593931;55.768173;;;;;;внешн.;скорость;;;POINT (55.76817306303735 37.593930934086494);POINT (4184937.2485000044 7512403.213400006)
