"0_UIDNFTN";"1_Название";"0_LABEL";"1_Адрес";"0_X";"0_Y";"0_BUI_NO_BTI";"0_CAD_NO";"0_STREET_BTI";"0_HOUSE_BTI";"0_HADD_BTI";"1_Площадь (га)";"1_Телефон";"1_Типы захоронений";"1_Статус кладбища";"0_POINT_X";"0_POINT_Y"
101.00000000000;"Рождественно кладбище";"Рождественно кладбище";"Поселение Роговское, д. Рождественно";37.07679900000;55.19871100000;0.00000000000;"";"";"";"";4.90000000000;"232-40-21";"";"Закрытое";4127370.37539999980;7400527.78610000010
102.00000000000;"Рождественское кладбище";"Рождественское кладбище";"1-я Муравская ул., вл. 39";37.36953600000;55.85997400000;0.00000000000;"";"";"";"";1.09000000000;"(903) 132-13-01";"";"Закрытое";4159957.71240000010;7530590.80090000010
103.00000000000;"Рублевское кладбище";"Рублевское кладбище";"пос. Рублево, Рублевское ш., 2-й км за МКАД";37.34739600000;55.77393900000;0.00000000000;"";"";"";"";3.38100000000;"440-69-84";"";"Закрытое";4157493.09840000000;7513544.30910000020
104.00000000000;"Руднево кладбище";"Руднево кладбище";"Поселение Новофедоровское, д. Руднево";36.96133600000;55.42771800000;0.00000000000;"";"";"";"";1.20000000000;"952-47-37, 952-29-63";"";"Закрытое";4114517.09439999980;7445323.92339999970
105.00000000000;"Саларьевское кладбище";"Саларьевское кладбище";"поселение Московский, д. Саларьево";37.43779700000;55.62056100000;0.00000000000;"";"";"";"";1.60000000000;"448-67-88";"";"Закрытое";4167556.49070000000;7483247.95359999970
106.00000000000;"Сальково кладбище";"Сальково кладбище";"Поселение Кленовское, д. Сальково";37.39948300000;55.32420600000;0.00000000000;"";"";"";"";0.60000000000;"232-40-21";"";"Закрытое";4163291.39390000000;7425043.85969999990
107.00000000000;"Сатино-Русское кладбище";"Сатино-Русское кладбище";"поселение Щаповское, д. Сатино-Русское";37.35451000000;55.37608000000;0.00000000000;"";"";"";"";1.19000000000;"232-40-21";"";"Закрытое";4158285.02290000020;7435200.37789999970
108.00000000000;"Свитино кладбище";"Свитино кладбище";"Поселение Вороновское, с. Свитино";37.37687500000;55.31058100000;0.00000000000;"";"";"";"";1.50000000000;"232-40-21";"";"Закрытое";4160774.68280000010;7422378.39699999990
109.00000000000;"Середневское кладбище";"Середневское кладбище";"Поселение Филимонковское, д. Середнево";37.28093000000;55.56435800000;0.00000000000;"";"";"";"";0.50000000000;"448-67-88";"";"Закрытое";4150094.13609999980;7472176.00000000000
110.00000000000;"Сосенское кладбище";"Сосенское кладбище";"Поселение Сосенское, п. Коммунарка";37.45146400000;55.56012600000;0.00000000000;"";"";"";"";6.00000000000;"448-67-88";"";"Закрытое";4169077.89380000020;7471342.94110000040
111.00000000000;"Спас-Купля кладбище";"Спас-Купля кладбище";"Поселение Роговское, д. Спас-Купля";37.08914900000;55.23101100000;0.00000000000;"";"";"";"";0.40000000000;"232-40-21";"";"Закрытое";4128745.17109999990;7406830.35599999970
112.00000000000;"Станиславское кладбище";"Станиславское кладбище";"Поселение Десеновское, с. Станиславль";37.36478100000;55.52493800000;0.00000000000;"";"";"";"";1.10000000000;"448-67-88";"";"Закрытое";4159428.38620000010;7464419.73520000000
113.00000000000;"Старо-Марковское кладбище";"Старо-Марковское кладбище";"Дмитровское ш., вл. 124а";37.55925100000;55.92581500000;0.00000000000;"";"";"";"";9.53560000000;"(499) 188-42-46";"Захоронение урной в землю";"Закрытое";4181076.68970000000;7543661.68360000010
114.00000000000;"Старо-Покровское кладбище";"Старо-Покровское кладбище";"Ул. Дорожная, вл. 12/8";37.62459000000;55.61326200000;0.00000000000;"";"";"";"";0.90310000000;"383-43-38";"Захоронение урной в землю";"Закрытое";4188350.19180000010;7481809.15990000030
115.00000000000;"Товарищево кладбище";"Товарищево кладбище";"Поселение Кленовское, д. Товарищево";37.28038200000;55.35483600000;0.00000000000;"";"";"";"";0.50000000000;"232-40-21";"";"Закрытое";4150033.13169999980;7431039.36180000010
116.00000000000;"Троекуровское кладбище";"Троекуровское кладбище";"ул. Рябиновая, д. 24";37.41181300000;55.69794500000;0.00000000000;"";"";"";"";33.79870000000;"448-87-87";"Захоронение урной в землю";"Закрытое";4164663.96549999990;7498518.55420000010
117.00000000000;"Троице-Лыковское кладбище";"Троице-Лыковское кладбище";"Ул. Твардовского, д. 12, корп. 3";37.39892000000;55.79182400000;0.00000000000;"";"";"";"";1.29500000000;"757-18-55";"";"Закрытое";4163228.72370000000;7517084.84159999990
118.00000000000;"Филимонковское кладбище";"Филимонковское кладбище";"Поселение Филимонковское, п. Филимонки";37.34888100000;55.55970200000;0.00000000000;"";"";"";"";0.20000000000;"448-67-88";"";"Закрытое";4157658.40650000000;7471259.48230000030
119.00000000000;"Хатминки кладбище";"Хатминки кладбище";"поселение Первомайское, д. Хатминки";37.25506000000;55.51975700000;0.00000000000;"";"";"";"";0.40000000000;"952-47-37, 952-29-63";"";"Закрытое";4147214.30049999990;7463400.90099999960
120.00000000000;"Химкинское кладбище";"Химкинское кладбище";"Новосходненское ш., д. 1";37.37883700000;55.91526200000;0.00000000000;"";"";"";"";66.40280000000;"575-81-88";"Захоронение урной в землю";"Закрытое";4160993.09519999990;7541565.18780000040
121.00000000000;"Хованское (Центральное) кладбище";"Хованское (Центральное) кладбище";"Поселение «Мосрентген», 21-й км. Киевского ш.";37.44124400000;55.60881900000;0.00000000000;"";"";"";"";87.00000000000;"339-05-60";"Захоронение урной в землю";"Закрытое";4167940.20880000010;7480933.47670000050
122.00000000000;"Хованское (Северное) кладбище";"Хованское (Северное) кладбище";"Поселение «Мосрентген», 21-й км. Киевского ш.";37.45510600000;55.61292500000;0.00000000000;"";"";"";"";60.00000000000;"339-05-60";"Захоронение урной в землю";"Закрытое";4169483.31960000000;7481742.73560000020
123.00000000000;"Хованское (Западное) кладбище";"Хованское (Западное) кладбище";"Поселение «Мосрентген», 21-й км. Киевского ш.";37.42290900000;55.60123400000;0.00000000000;"";"";"";"";50.12000000000;"339-05-60";"Захоронение урной в землю";"Закрытое";4165899.16589999990;7479438.75839999970
124.00000000000;"Черкизовское кладбище";"Черкизовское кладбище";"ул. Черкизовская, д. 15";37.73427700000;55.80052200000;0.00000000000;"";"";"";"";0.43170000000;"701-60-80";"";"Закрытое";4200560.49370000050;7518807.29459999970
125.00000000000;"Черкизовское кладбище";"Черкизовское кладбище";"Проектируемый пр. № 536, д. 1, Ленинградского ш., пос. Подрезково";37.34366700000;55.94865900000;0.00000000000;"";"";"";"";3.31860000000;"578-90-26";"";"Закрытое";4157077.98900000010;7548201.90639999970
126.00000000000;"Черневское кладбище";"Черневское кладбище";"Северное Бутово, д. Чернево";37.52581600000;55.53740500000;0.00000000000;"";"";"";"";2.40360000000;"(916)-929-89-74";"Захоронение урной в землю";"Закрытое";4177354.72019999990;7466871.89740000010
127.00000000000;"Чириково кладбище";"Чириково кладбище";"Поселение Краснопахорское, д. Чириково";37.24569000000;55.39003300000;0.00000000000;"";"";"";"";0.20000000000;"232-40-21";"";"Закрытое";4146171.23620000020;7437934.53689999970
128.00000000000;"Щапово кладбище";"Щапово кладбище";"Поселение Щаповское, п. Щапово";37.41553500000;55.41331200000;0.00000000000;"";"";"";"";2.50000000000;"232-40-21";"";"Закрытое";4165078.29490000010;7442498.32130000000
129.00000000000;"Щербинское кладбище";"Щербинское кладбище";"Поселение Щербинка, ст. Щербинка Курской ж/д";37.61853700000;55.50888800000;0.00000000000;"";"";"";"";90.00000000000;"232-40-21";"Захоронение урной в землю";"Закрытое";4187676.37429999980;7461263.96999999970
130.00000000000;"Юдановка кладбище";"Юдановка кладбище";"Поселение Вороновское, д. Юдановка";37.21078100000;55.32223800000;0.00000000000;"";"";"";"";0.70000000000;"232-40-21";"";"Закрытое";4142285.18369999990;7424658.80200000010
131.00000000000;"Ясеневское кладбище";"Ясеневское кладбище";"Новоясеневский просп., д. 46";37.55224800000;55.60056200000;0.00000000000;"";"";"";"";1.87710000000;"921-75-37";"Открытый колумбарий, захоронение урной в землю";"Закрытое";4180297.11739999990;7479306.34680000040
132.00000000000;"Ястребковское кладбище";"Ястребковское кладбище";"Московская обл., Одинцовский р-н";36.75046000000;55.67209000000;0.00000000000;"";"";"";"";0.00000000000;"(499) 157-43-83";"";"Закрытое";4091042.48740000000;7493413.08660000000
133.00000000000;"Яковлевское кладбище";"Яковлевское кладбище";"Поселение Десеновское, с. Яковлево";37.39581900000;55.47941300000;0.00000000000;"";"";"";"";0.08000000000;"448-67-88";"";"Закрытое";4162883.52030000000;7455471.91669999990
134.00000000000;"Троицкое городское (муниципальное) кладбище";"Троицкое городское (муниципальное) кладбище";"поселение Краснопахорское, вблизи д. Подосинки";37.31153100000;55.44503600000;0.00000000000;"";"";"";"";5.75000000000;"-";"";"Закрытое";4153500.62300000010;7448722.05510000050
135.00000000000;"Митинский крематорий";"Митинский крематорий";"п. Митино, 6-й км. Пятницкого ш.";37.34500100000;55.87148700000;0.00000000000;"";"";"";"";0.00000000000;"561-53-41";"";"";4157226.48879999990;7532874.78440000020
136.00000000000;"Хованский крематорий";"Хованский крематорий";"поселение «Мосренген», 21-й км. Киевского ш.";37.45437500000;55.60829100000;0.00000000000;"";"";"";"";0.00000000000;"339-54-00";"";"";4169401.94499999980;7480829.41839999980
137.00000000000;"Николо-Архангельский крематорий";"Николо-Архангельский крематорий";"Балашихинский район, Носовихинское ш., вл. 16";37.89414100000;55.74261900000;0.00000000000;"";"";"";"";0.00000000000;"702-05-52";"";"";4218356.47219999970;7507348.08500000000
