0_OBJECTID;0_UIDNFTN;1_Название объекта;0_Подпись;1_Адрес;1_Тип Объекта;1_Ширина полосы;1_Описание местоположения объекта;1_Ведомственная принадлежность;1_Наименование эксплуатирующей организации;1_Телефон эксплуатирующей организации
1;1;"Велосипедная дорожка ""Парк Музеон - Парк Победы - Фрунзенская набережная - Лужники""";"Велосипедная дорожка ""Парк Музеон - Парк Победы - Фрунзенская набережная - Лужники""";Парк Музеон - Парк Победы - Фрунзенская набережная - Лужники;Выделенная;3 метра;Парк Музеон - Парк Победы - Фрунзенская набережная - Лужники;Департамент капитального ремонта города Москвы;Департамент капитального ремонта города Москвы;(499) 784-18-40
