0_OBJECTID;0_UIDNFTN;Название;0_LABEL;Адрес;0_X;0_Y;0_ZRENIE;0_OPORNO_DVIG
53;28;Управление социальной защиты населения Красносельского района города Москвы ЦАО;УСЗН Красносельского района города Москвы ЦАО. ул.Краснопрудная, д.13;Москва, ул.Краснопрудная, д.13;10541,1164;12668,11003;Приспособлен ;Приспособлен 
54;29;Управление социальной защиты населения района Куркино города Москвы Северо-Западный административный округ;УСЗН района Куркино города Москвы Северо-Западный административный округ. 125466, ул.Соловьиная роща, д.10;125466, Москва, ул.Соловьиная роща, д.10;-6134,9596;25122,66859;не приспособлен;частично приспособлен
55;30;Управление социальной защиты населения города Москвы ЮВАО;УСЗН города Москвы ЮВАО. ул.Красноказарменная 19;Москва, ул.Красноказарменная 19;13322,3876;9694,490364;Частично приспособлен;Частично приспособлен
56;31;Управление социальной защиты населения Ломоносовского района города Москвы ЮЗАО;УСЗН Ломоносовского района города Москвы ЮЗАО. 119331, ул.Крупской,  дом 19/17;119331, Москва, ул.Крупской,  дом 19/17;1669,3275;1929,189838;Приспособлено;Приспособлено
57;32;Управление социальной защиты населения района Марьино города Москвы Юго-Восточный административный округ;УСЗН района Марьино города Москвы Юго-Восточный административный окруул.Братиславская, д.21, корп.1;Москва, ул.Братиславская, д.21, корп.1;16654,02475;-1061,26766;Частично приспособлен;приспособлен
58;33;Управление социальной защиты населения Мещанского района ЦАО;УСЗН Мещанского района ЦАО. ул.Переяславский пер. д.6;Москва, ул.Переяславский пер. д.6;8669,670734;13450,32702;приспособлено;Приспособлено
59;34;Управление социальной защиты населения района Москворечье – Сабурово города Москвы Южный АО;УСЗН района Москворечье – Сабурово города Москвы Южный АО. ул.Кантемировская, д.29 корп.1.;Г.Москва, ул.Кантемировская, д.29 корп.1.;10621,45993;-3312,233492;Частично приспособлено;Приспособлено
60;35;Управление социальной защиты населения района Нагатинский Затон города Москвы ЮАО ;УСЗН района Нагатинский Затон города Москвы ЮАО . пр-т Андропова, д. 29, корп.2;Москва, пр-т Андропова, д. 29, корп.2;10590,75694;1017,473947;Не приспособлен;Частично приспособлен
61;36;УСЗН Обручевского района города Москвы ЮЗАО;УСЗН Обручевского района города Москвы ЮЗАО. ул. Профсоюзная, д.60;Москва, ул. Профсоюзная, д.60;3146,244797;91,30826295;Частично приспособлен;Частично приспособлен
62;37;Управление социальной защиты населения района Отрадное города Москвы СВАО;УСЗН района Отрадное города Москвы СВАО. ул. Римского-Корсакова, д.16;Москва, ул. Римского-Корсакова, д.16;6768,272557;23040,63701;не приспособлен;частично приспособлен
63;38;УСЗН Панфиловского района города Москвы Зеленоградского АО;УСЗН Панфиловского района города Москвы Зеленоградского АО. 124527, Зеленоград, корп.830;124527, г. Москва, Зеленоград, корп.830;-19828,33865;35046,52943;приспособлен;приспособлен
64;39;Управление социальной защиты населения района Перово г. Москвы ВАО;УСЗН района Перово г. Москвы ВАО. 111401, ул. Металлургов, дом 23а;111401, г. Москва, ул. Металлургов, дом 23а;18268,11273;10355,89059;приспособлено;приспособлено
65;91; Управление социальной защиты населения района Кузьминки города Москвы; УСЗН района Кузьминки города Москвы. Волгоградский проспект, д.96, корп.3;Москва, Волгоградский проспект, д.96, корп.3;17254,3742;4066,078046;Частично приспособлено;Полностью приспособлено
66;92;Управление социальной защиты населения района Кунцево города Москвы;УСЗН района Кунцево города Москвы. ул. Екатерины Будановой, д. 8, к. 2;Москва, ул. Екатерины Будановой, д. 8, к. 2;-4453,156775;7016,659691;приспособлен;приспособлен
67;93;Управление социальной защиты населения района Лианозово города Москвы СВАО;УСЗН района Лианозово города Москвы СВАО. Алтуфьевское шоссе, д. 87;Москва, Алтуфьевское шоссе, д. 87;5461,933376;25150,45408;приспособлено;приспособлено
68;94;Управление социальной защиты населения Нижегородского района;УСЗН Нижегородского района. Рязанский проспект дом 31;Москва, Рязанский проспект дом 31;15771,1126;7044,734497;приспособлен;приспособлен
69;95;Управление социальной защиты населения района Соколиная гора города Москвы Восточный административный округ;УСЗН района Соколиная гора города Москвы Восточный административный окруИзмайловское шоссе, д.15;Москва, Измайловское шоссе, д.15;14262,99315;12562,70284;Частично приспособлен;Частично приспособлен
70;96;Управление социальной защиты населения района Тропарево-Никулино города Москвы Западный административный округ;УСЗН района Тропарево-Никулино города Москвы Западный административный окруЛенинский проспект, дом 156;Москва, Ленинский проспект, дом 156;-724,91485;-1623,499909;Приспособлен;Приспособлен
71;97;Управление социальной защиты населения Хорошевского района города Москвы САО;УСЗН Хорошевского района города Москвы САО. 123007 Хорошевское ш., д. 86, корп. 5;123007 Москва, Хорошевское ш., д. 86, корп. 5;1270,334626;12391,75047;не приспособлен;частично приспособлен
72;98;Управление социальной защиты населения района Хорошево-Мневники;УСЗН района Хорошево-Мневники. бульвар генерала Карбышева, д. 14;г. Москва, бульвар генерала Карбышева, д. 14;-1686,361925;12583,12525;Частично приспособлено;Частично приспособлено
73;99;Управление социальной защиты населения района Черемушки города Москвы;УСЗН района Черемушки города Москвы. 117418, ул. Новочеремушкинская, д. 57, корп. 2;Москва, 117418, ул. Новочеремушкинская, д. 57, корп. 2;4538,8338;290,9479711;приспособлено;приспособлено
74;100;Управление социальной защиты населения района Южное Медведково;УСЗН района Южное Медведково. проезд Дежнева, д.34;Москва, проезд Дежнева, д.34;8305,4042;22671,14784;приспособлено;приспособлено
75;101;Управление социальной защиты населения района Ясенево города Москвы ЮЗАО;УСЗН района Ясенево города Москвы ЮЗАО. ул. Голубинская, дом 31, корп.1 ;г.Москва, ул. Голубинская, дом 31, корп.1 ;2751,56185;-7869,080821;Приспособлен;Приспособлен
76;102;УСЗН района Восточный города Москвы ВАО;УСЗН района Восточный города Москвы ВАО. 105173, ул. 9 Мая, д. 14а;105173, Москва, ул. 9 Мая, д. 14а;23173,05439;16717,02525;приспособлен;частично приспособлен
77;103;Управление социальной защиты населения Северного администртивного округа города Москвы;УСЗН Северного администртивного округа города Москвы. ул. Дубнинская, д. 26., корп.1;г. Москва, ул. Дубнинская, д. 26., корп.1;3890,1052;23095,40441;частично приспособлен;частично приспособлен
78;153;ГБУ ТЦСО № 11;ГБУ ТЦСО № 11. Берингов пр-д, д.3;Москва, Берингов пр-д, д.3;10009,25465;21088,12707;Частично приспособлен;приспособлен
79;154;ТЦСО № 10;ТЦСО № 10. ул. Пришвина, д.12, корп.2;ул. Пришвина, д.12, корп.2;6164,6624;24586,57148;Приспособлен ;Приспособлен 
80;155;ТЦСО № 10;ТЦСО № 10. Ул. Мурановская, д.8;Ул. Мурановская, д.8;6465,8212;25168,45495;Приспособлен ;Приспособлен 
81;156;ТЦСО № 10;ТЦСО № 10. Ул. Плещеева, д.15, стр.Б;Ул. Плещеева, д.15, стр.Б;7438,291547;24941,48312;Не приспособлен;Частично приспособлен
82;157;ТЦСО № 10;ТЦСО № 10. Путевой проезд, д.20, корп.2;Путевой проезд, д.20, корп.2;4913,483689;23213,24215;Приспособлен ;Приспособлен 
83;158;ТЦСО № 10;ТЦСО № 10. Алтуфьевское ш., д.56;Алтуфьевское ш., д.56;5600,937976;23805,52881;Не приспособлен;Не приспособлен
84;159;ТЦСО № 10;ТЦСО № 10. Ул. Новгородская, д.32;Ул. Новгородская, д.32;5200,352706;26348,28255;Частично приспособлен;Приспособлен 
85;160;ТЦСО № 10;ТЦСО № 10. ул. 1-я Северная линия, д.3;ул. 1-я Северная линия, д.3;3563,651525;30832,02012;Приспособлен;Приспособлен 
86;161;ТЦСО № 10;ТЦСО № 10. Челобитьевское ш., д.12.,к.3.;Челобитьевское ш., д.12.,к.3.;3234,933325;27416,66821;Не приспособлен ;Приспособлен 
87;162;ГБУ ТЦСО № 13 базовый центр;ГБУ ТЦСО № 13 базовый центр. 105203, Средняя Первомайская Ул. д. 46;105203, Москва, Средняя Первомайская Ул. д. 46;19886,5403;14296,05012;Не приспособлен;приспособлен
88;163;ГБУ ТЦСО № 13 базовый центр;ГБУ ТЦСО № 13 базовый центр. 105077, Средняя Первомайская Ул. д. 26;105077, Москва, Средняя Первомайская Ул. д. 26;19440,57271;14217,97179;Частично приспособлен;приспособлен
89;164;ГБУ ТЦСО № 13 филиал «Северное Измайлово»;ГБУ ТЦСО № 13 филиал «Северное Измайлово». 105523, 15 Парковая ул,47-5;105523, Москва, 15 Парковая ул,47-5;20334,91078;15652,31179;не приспособлен;частично приспособлен
90;165;ГБУ ТЦСО № 13 филиал «Северное Измайлово»;ГБУ ТЦСО № 13 филиал «Северное Измайлово». 105425, Щелковское шоссе, д.24;105425, Москва, Щелковское шоссе, д.24;17397,01848;15743,9618;не приспособлен;частично приспособлен
91;166;ГБУ ТЦСО № 13 филиал «Измайлово»;ГБУ ТЦСО № 13 филиал «Измайлово». 105037, Ул. Первомайская, д. 3 корп. 1;105037, Москва, Ул. Первомайская, д. 3 корп. 1;17152,0799;13902,80234;Не приспособлен;частично-приспособлен
92;167;ГБУ ТЦСО № 13 филиал «Гольяново»;ГБУ ТЦСО № 13 филиал «Гольяново». 107497, ул. Новосибирская, д.3;107497, Москва, ул. Новосибирская, д.3;20155,30676;16404,31301;Не приспособлен;Приспособлен
93;168;ГБУ ТЦСО № 16 (Жулебино);ГБУ ТЦСО № 16 (Жулебино). Жулебинский бульвар д. 40, корп.1;Москва, Жулебинский бульвар д. 40, корп.1;21879,8005;2032,59215;Частично приспособлен;Частично приспособлен
94;169;Филиал «Выхино»;Филиал «Выхино». Рязанский проспект, дом 64, корпус 2;Москва, Рязанский проспект, дом 64, корпус 2;19197,56185;5252,314102;Частично приспособлен;Частично приспособлен
95;170;Филиал «Выхино»;Филиал «Выхино». ул. Хлобыстова дом 8, корпус 2;Москва, ул. Хлобыстова дом 8, корпус 2;19033,8005;5904,706106;Частично приспособлен;Частично приспособлен
96;171;Филиал «Выхино»;Филиал «Выхино». Волгоградский проспект дом 197;Москва, Волгоградский проспект дом 197;20298,4353;2842,540045;Не приспособлен;Не приспособлен
97;172;Филиал «Выхино»;Филиал «Выхино». Ферганский проезд дом 7, корпус 6;Москва, Ферганский проезд дом 7, корпус 6;20589,88471;3122,598163;Частично приспособлен;Частично приспособлен
98;173;Филиал «Некрасовка»;Филиал «Некрасовка». улица 1-ая Вольская, дом 18, корпус 3.;Москва, улица 1-ая Вольская, дом 18, корпус 3.;26759,25;1814,1749;Частично приспособлен;Частично приспособлен
99;174;Государственное бюджетное учреждение города Москвы Геронтопсихиатрический центр милосердия Департамента социальной защиты населения города  Москвы;ГБУ города Москвы Геронтопсихиатрический центр милосердия Департамента социальной защиты населения города  Москвы. Шипиловский проезд, дом 31;Москва, Шипиловский проезд, дом 31;12498,40101;-5635,393497;Не приспособлен;Частично приспособлен
100;175;Государственное бюджетное учреждение города Москвы Дом ветеранов сцены имени А.А. Яблочкиной (ГБУ ДВС им. А.А. Яблочкиной);ГБУ города Москвы Дом ветеранов сцены имени А.А. Яблочкиной (ГБУ ДВС им. А.А. Яблочкиной). Шоссе Энтузиастов, д. 88;Москва, Шоссе Энтузиастов, д. 88;19000,52335;11142,5756;Не приспособлен;Частично приспособлен
101;176;Государственное казённое учреждение детский дом-интернат № 7 ДСЗН г.Москвы;ГКУ детский дом-интернат № 7 ДСЗН г.Москвы. г. Москва улица Профсоюзная дом 47 корпус 2;г. Москва улица Профсоюзная дом 47 корпус 2;3469,289275;-151,5381053;Не приспособлен;Частично приспособлен
102;177;Государственное казенное учреждение города Москвы Детский дом-интернат для умственно отсталых детей № 15 Департамента социальной защиты населения города Москвы;ГКУ города Москвы Детский дом-интернат для умственно отсталых детей № 15 Департамента социальной защиты населения города Москвы. ул. Академика Павлова, д.15;Москва, ул. Академика Павлова, д.15;-6209,01175;8626,710255;не приспособлен;частично приспособлен
103;178;ГКУ ДДИ №21;ГКУ ДДИ №21. ул. Сосновая, д.8;Москва, ул. Сосновая, д.8;-1104,3324;15639,86441;не приспособлен;частично приспособлен
104;179;Государственное казенное учреждение  города Москвы Детский дом-интернат для умственно отсталых детей № 24 ;ГКУ  города Москвы Детский дом-интернат для умственно отсталых детей № 24 . Сколковское шоссе д.6;г. Москва, Сколковское шоссе д.6;-5996,808486;4642,090442;Не приспособлен;Не приспособлен
105;180;Государственное казенное учреждение города Москвы детский дом-интернат для умственно отсталых детей «Южное Бутово» Департамента социальной защиты населения города Москвы (ГКУ ДДИ «Южное Бутово»);ГКУ города Москвы детский дом-интернат для умственно отсталых детей «Южное Бутово» Департамента социальной защиты населения города Москвы (ГКУ ДДИ «Южное Бутово»). 117042, ул. Южнобутовская, д.19;117042, Москва, ул. Южнобутовская, д.19;2644,5879;-13990,26728;Не приспособлено;Частично приспособлено
106;181;Государственное казенное учреждение города Москвы Детский дом-интернат для умственно отсталых детей №8 Департамента социальной защиты населения города Москвы;ГКУ города Москвы Детский дом-интернат для умственно отсталых детей №8 Департамента социальной защиты населения города Москвы. Борисовский проезд, д.3, корп.3;г. Москва, Борисовский проезд, д.3, корп.3;13618,11205;-4478,648177;Частично приспособлен;Частично приспособлен
107;104;ГБУ ТЦСО №5;ГБУ ТЦСО №5. Тимирязевская,10/12;Тимирязевская,10/12;4404,28855;16111,37278;Не приспособлено;частично приспособлено
108;105;ГБУ ТЦСО №5;ГБУ ТЦСО №5. Дмитровский пр.,20 кор.2;Дмитровский пр.,20 кор.2;4035,837225;15627,98754;Не приспособлено;Не приспособлено
109;106;ГБУ ТЦСО №5 филиал «Коптево»;ГБУ ТЦСО №5 филиал «Коптево». пр.Черепановых,22;пр.Черепановых,22;1371,087625;19123,1736;Не приспособлено;частично приспособлено
110;107;ГБУ ТЦСО №5 филиал «Коптево»;ГБУ ТЦСО №5 филиал «Коптево». Коптевский бульвар,21;Коптевский бульвар,21;1426,658887;18352,03108;частично приспособлено;частично приспособлено
111;108;ГБУ ТЦСО №5 филиал «Войковский»;ГБУ ТЦСО №5 филиал «Войковский». ул.Зои и Александра Космодемьянских д.24А;ул.Зои и Александра Космодемьянских д.24А;1150,020364;17226,8951;Не приспособлено;частично приспособлено
112;109;Государственное бюджетное учреждение города Москвы Территориальный центр социального обслуживания № 6;ГБУ города Москвы Территориальный центр социального обслуживания № 6. ул. Флотская д.15 корп.1;Г. Москва, ул. Флотская д.15 корп.1;488,590625;21210,70005;приспособлен;частично приспособлен
113;110;ТЦСО №6 Филиал Головинский;ТЦСО №6 Филиал Головинский. ул. Онежская д.2;Г. Москва, ул. Онежская д.2;1546,423421;19684,50265;не приспособлен;приспособлен
114;111;ТЦСО №6 Филиал Левобережный;ТЦСО №6 Филиал Левобережный.  ул. Беломорская, 1;Г. Москва,  ул. Беломорская, 1;-1735,85555;21940,12861;не приспособлен;приспособлен
115;112;Государственное бюджетное учреждение города Моствы Территориальный центр социального обслуживания № 14;ГБУ города Моствы Территориальный центр социального обслуживания № 14. 111141, ул. Кусковская, д.23, кор.2;111141, г. Москва, ул. Кусковская, д.23, кор.2;17772,55;8218,058132;не приспособлен;частично приспособлен
116;113;Государственное бюджетное учреждение города Моствы Территориальный центр социального обслуживания № 14 филиал «Перовский»;ГБУ города Моствы Территориальный центр социального обслуживания № 14 филиал «Перовский». 111123, ул. 2-я Владимирская, д. 10;111123, г. Москва, ул. 2-я Владимирская, д. 10;17585,8001;10471,90188;частично приспособлен;частично приспособлен
117;114;Государственное бюджетное учреждение города Моствы Территориальный центр социального обслуживания № 14 филиал «Ивановский»;ГБУ города Моствы Территориальный центр социального обслуживания № 14 филиал «Ивановский». 105568, ул. Челябинская, д. 5б;105568, г. Москва, ул. Челябинская, д. 5б;20319,3259;12426,65382;не приспособлен;частично приспособлен
118;115;ГБУ ТЦСО № 25;ГБУ ТЦСО № 25. Ленинский пр-т: 87;Ленинский пр-т: 87;2234,6705;1310,212646;приспособлен;Частично приспособлен
119;116;ГБУ ТЦСО № 25 филиал  «Обручевский»;ГБУ ТЦСО № 25 филиал  «Обручевский». 119421, ул. Новаторов, д. 36, корп. 5;119421, г. Москва, ул. Новаторов, д. 36, корп. 5;1415,5557;-400,4653624;приспособлен;приспособлен
120;117;ГБУ ТЦСО № 25 филиал  «Обручевский»;ГБУ ТЦСО № 25 филиал  «Обручевский». 119421, ул. Обручева, д.  4, корп. 1;119421, г. Москва, ул. Обручева, д.  4, корп. 1;667,4761959;-729,9184345;приспособлен;приспособлен
121;118;ТЦСО № 8;ТЦСО № 8. Ул. Ярославская, д. 5;Ул. Ярославская, д. 5;9274,203365;16455,9736;Частично приспособлен;Частично приспособлен
122;119;ТЦСО № 8;ТЦСО № 8. Ул. П. Корчагина, д. 14;Ул. П. Корчагина, д. 14;10172,7521;16649,29389;Частично приспособлен;Частично приспособлен
123;120;ТЦСО № 8;ТЦСО № 8. Ул. Маломосковская, д. 21, корп. 3;Ул. Маломосковская, д. 21, корп. 3;9451,048075;16447,05062;Частично приспособлен;Частично приспособлен
124;121;ТЦСО №8 Филиал «Останкинский»;ТЦСО №8 Филиал «Останкинский». ул. 2-я Новоостанкинская, д. 4;ул. 2-я Новоостанкинская, д. 4;7877,115402;16460,83319;Частично приспособлен;Частично приспособлен
125;122;ТЦСО №8 Филиал «Марьина роща»;ТЦСО №8 Филиал «Марьина роща». ул. Советской Армии, д. 15;ул. Советской Армии, д. 15;7389,8898;13806,57299;Частично приспособлен;Частично приспособлен
126;123;ТЦСО №8 Филиал «Марфино»;ТЦСО №8 Филиал «Марфино». ул. Ботаническая, 29/2;ул. Ботаническая, 29/2;5935,768325;18463,32445;Частично приспособлен;Частично приспособлен
127;124;ТЦСО №8 Филиал «Марфино»;ТЦСО №8 Филиал «Марфино». Ул. Ботаническая, 27;Ул. Ботаническая, 27;6071,18355;18492,71958;Частично приспособлен;Частично приспособлен
128;125;ТЦСО №8 Филиал «Бутырский»;ТЦСО №8 Филиал «Бутырский». Огородный проезд, д. 21;Огородный проезд, д. 21;6164,7001;16657,09552;Частично приспособлен;Частично приспособлен
129;126;ГБУ ТЦСО № 9 филиал «Отрадное»;ГБУ ТЦСО № 9 филиал «Отрадное». ,ул.Римского-Корсакова , дом 6;Москва, ул.Римского-Корсакова , дом 6;5960,31795;22658,96802;  Приспособлено;Частично приспособлено
130;127;ГБУ ТЦСО № 9 филиал «Отрадное»;ГБУ ТЦСО № 9 филиал «Отрадное». ул.Декабристов , дом 1;Москва, ул.Декабристов , дом 1;5968,779945;22427,78259;В помещении проходит ремонт;В помещении проходит ремонт
131;128;ТЦСО №9 (Бабушкинский);ТЦСО №9 (Бабушкинский). ул. Енисейская, 31 корп.1, ;Москва, ул. Енисейская, 31 корп.1, ;10341,0581;22959,7217;Частично приспособлен;Частично приспособлен
132;129;ТЦСО №9 (Бабушкинский);ТЦСО №9 (Бабушкинский).  ул. Коминтерна д.9 корп.1; Москва, ул. Коминтерна д.9 корп.1;11261,769;21945,38037;не приспособлен;приспособлен
133;130;ТЦСО №9 (Бабушкинский);ТЦСО №9 (Бабушкинский). Ул. Рудневой д.9 корп.1 ;Москва, Ул. Рудневой д.9 корп.1 ;11230,07218;22063,97592;В помещении проходит ремонт;В помещении проходит ремонт
134;131;ГБУ ТЦСО № 9 филиал «Северное Медведково»;ГБУ ТЦСО № 9 филиал «Северное Медведково». Студеный пр. д.4 корп.2;Москва, Студеный пр. д.4 корп.2;9825,999425;25091,88576;  Частично приспособлено;Приспособлено
135;132;ГБУ ТЦСО № 9 филиал «Северное Медведково»;ГБУ ТЦСО № 9 филиал «Северное Медведково». Студеный пр. д.6 корп.3;Москва, Студеный пр. д.6 корп.3;9795,553725;25162,04937;  Приспособлено;Приспособлено
136;133;ГБУ ТЦСО № 9 филиал «Северное Медведково»;ГБУ ТЦСО № 9 филиал «Северное Медведково». Ул.Полярная. д.54 корп.1;Москва, Ул.Полярная. д.54 корп.1;9346,15515;24998,0081;  Приспособлено;Приспособлено
137;134;ГБУ ТЦСО  № 9 филиал «Южное Медведково»;ГБУ ТЦСО  № 9 филиал «Южное Медведково». Ул.Молодцова, д.21;Ул.Молодцова, д.21;8283,08315;23544,42734;Не приспособлен;Не приспособлен
138;135;ГБУ ТЦСО  № 9 филиал «Южное Медведково»;ГБУ ТЦСО  № 9 филиал «Южное Медведково». Ул.Полярная , д.15 к.3;Ул.Полярная , д.15 к.3;8485,311168;23262,28919;Не приспособлен, Новое помещение ;Не приспособлен, Новое помещение
139;136;ГБУ Территориальный Центр социального обслуживания №7;ГБУ Территориальный Центр социального обслуживания №7. Ленинградский проспект д.23;Ленинградский проспект д.23;4457,06909;12933,48502;Не приспособлен;Не приспособлен
140;137;ГБУ Территориальный Центр социального обслуживания №7;ГБУ Территориальный Центр социального обслуживания №7. Ул.Правды д.1/2;Ул.Правды д.1/2;4721,41525;13174,60906;Частично-приспособлен;Приспособлен
141;138;ТЦСО№7 филиал «Аэропорт»;ТЦСО№7 филиал «Аэропорт». ул. Черняховского, д.14;Москва, ул. Черняховского, д.14;2558,4352;15590,06524;Не приспособлен;Частично-приспособлен
142;139;ТЦСО№7 филиал «Савеловский»;ТЦСО№7 филиал «Савеловский». ул. 1-ая Хуторская, д. 5А;ул. 1-ая Хуторская, д. 5А;4532,65425;15223,41849;приспособлен;приспособлен
143;140;ТЦСО№7 филиал «Сокол»;ТЦСО№7 филиал «Сокол». ул. Сальвадора Альенде, дом 1;ул. Сальвадора Альенде, дом 1;829,9453;14387,48954;Частично-приспособлен;Частично-приспособлен
144;141;ТЦСО№7 филиал «Хорошевский»;ТЦСО№7 филиал «Хорошевский»;"Хорошевское шоссе д.82 к.7";1385,205124;12594,27589;Частично-приспособлен;приспособлен
145;142;ТЦСО№7 филиал «Хорошевский»;ТЦСО№7 филиал «Хорошевский». Хорошевское шоссе д.65 к.8;Хорошевское шоссе д.68 к.5;1826,492375;12534,82962;Частично-приспособлен;приспособлен
146;143;ТЦСО№7 филиал «Хорошевский»;ТЦСО№7 филиал «Хорошевский». проезд Аэропорта д.11;проезд Аэропорта д.11;1515,1914;14455,20818;Не приспособлен;Не приспособлен
