0_uidnftn;1_Наименование;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Телефон;1_Сайт;1_Подчинение
188;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж по подготовке социальных работников № 16                                                                                                    ;ГБОУ КПСР № 16                                                                                                                                                                                                                                                ;127015 г. Москва, улица  Большая Новодмитровская, дом  63                                                                                                                                                                                                     ;5352,55235;15356,5895;2114154;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(499) 760-89-97                                                                                                                                                                                                                                               ;http://www.kolledj16.ru                                                                                                                                                                                                                                       ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5519;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж парикмахерского искусства №66                                                                                                               ;ГБОУ СПО КПИ № 66                                                                                                                                                                                                                                             ;121096 Кастанаевская улица, д. 28                                                                                                                                                                                                                             ;-632,43249;7901,191463;2128075;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;"(499) 146-01-35; (499) 144-57-39; (499) 144-99-05                                                                                                                                                                                                             ";http://kpi66.ru/                                                                                                                                                                                                                                              ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5528;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж малого бизнеса № 67                                                                                                                         ;ГБОУ СПО КМБ № 67                                                                                                                                                                                                                                             ;123458,г. Москва, ул. Твардовского, д.10, корп.1                                                                                                                                                                                                              ;-6517,3664;14029,41099;2115021;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;"(495) 756-30-56; (495) 756-30-57; (495) 756-30-58; (495) 756-30-59; (495) 756-30-60; (495) 756-30-61; (495) 756-30-62                                                                                                                                         ";http://k67.mskcollege.ru                                                                                                                                                                                                                                      ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5534;"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы ""Московский художественно-педагогический колледж технологий и дизайна""                                                                              "; ГБОУ СПО МХПКТД                                                                                                                                                                                                                                              ;129085, г. Москва, Мурманский проезд, д.10                                                                                                                                                                                                                    ;8152,683328;15246,26773;2125879;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;615-24-60                                                                                                                                                                                                                                                     ;http://www.tdcollege.ru                                                                                                                                                                                                                                       ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5916;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Педагогический колледж № 15                                                                                                                         ;ГБОУ СПО ПК № 15                                                                                                                                                                                                                                              ;115404 г. Москва, ул.Бирюлевская, д.28                                                                                                                                                                                                                        ;10262,60093;-8187,903568;3800011;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;326-81-29                                                                                                                                                                                                                                                     ;http://pk15.mskcollege.ru/                                                                                                                                                                                                                                    ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5918;"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Педагогический колледж № 18 ""Митино""                                                                                                                ";"ГБОУ СПО ПК № 18 ""Митино""                                                                                                                                                                                                                                     ";125368, г. Москвы, ул. Митинская, д.45, к.3                                                                                                                                                                                                                   ;-9299,144475;20378,81533;3301038;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;751-60-49                                                                                                                                                                                                                                                     ;http://pk18.mskcollege.ru                                                                                                                                                                                                                                     ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5919;Государственное  бюджетное образовательное учреждение среднего профессионального образования города Москвы Педагогический колледж №10                                                                                                                         ;ГБОУ СПО ПК №10                                                                                                                                                                                                                                               ;109457 г. Москва, ул. Федора Полетаева, д. 2, корп. 7                                                                                                                                                                                                         ;17124,23753;5229,994986;2128756;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;"(499) 175-83-16; (499) 742-44-74; (495) 379-50-85                                                                                                                                                                                                             ";http://pk10.mskcollege.ru/                                                                                                                                                                                                                                    ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5974;"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы ""Московский государственный колледж моделирования обуви и маркетинга""                                                                               ";"ГБОУ СПО ""МГКМОМ""                                                                                                                                                                                                                                             ";107564, г. Москва, ул. Краснобогатырская, д. 38                                                                                                                                                                                                               ;12813,85254;15976,41645;2103794;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;963-34-55                                                                                                                                                                                                                                                     ;http://k69.mskcollege.ru/                                                                                                                                                                                                                                     ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5908;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Педагогический колледж № 4                                                                                                                          ;ГБОУ СПО ПК № 4                                                                                                                                                                                                                                               ;117418 г.Москва, улица Цюрупы, д.14б.                                                                                                                                                                                                                         ;4695,18545;381,6546314;2108493;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;128-69-22                                                                                                                                                                                                                                                     ;http://pedcol4.mosuzedu.ru/                                                                                                                                                                                                                                   ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5912;"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Педагогический колледж № 8 ""Измайлово""                                                                                                              ";"ГБОУ СПО ПК № 8 ""Измайлово""                                                                                                                                                                                                                                   ";105264, г.Москва,  Измайловский бульвар, дом 19                                                                                                                                                                                                               ;18328,47373;14590,97986;2115764;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(499) 163-00-71                                                                                                                                                                                                                                               ;http://pk08.mskcollege.ru                                                                                                                                                                                                                                     ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5915;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Педагогический колледж № 14                                                                                                                         ;ГБОУ СПО Педагогический колледж № 14                                                                                                                                                                                                                          ;127282, г. Москва, ул. Грекова, д. 3 к. 1                                                                                                                                                                                                                     ;10102,5372;24231,45061;2114141;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;"(499) 478-33-75; (499) 478-38-98; (499) 478-33-75; (499) 478-09-22; (499) 478-91-40; (499) 478-21-62; (499) 479-89-33; (499) 478-02-49                                                                                                                        ";http://pk14.mskcollege.ru                                                                                                                                                                                                                                     ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5729;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Гуманитарный колледж информационно-библиотечных технологий № 58                                                                                     ;ГБОУ СПО ГКИБТ № 58                                                                                                                                                                                                                                           ;105215, г.Москва, Щелковское шоссе, д.52                                                                                                                                                                                                                      ;18675,22753;15914,86766;2115966;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;(499) 461-91-54                                                                                                                                                                                                                                               ;http://k58.mskcollege.ru/                                                                                                                                                                                                                                     ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
5520;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж городского хозяйства № 64                                                                                                                   ;ГБОУ СПО КГХ № 64                                                                                                                                                                                                                                             ;115404 г. Москва,улица Судостроительная,д.48                                                                                                                                                                                                                  ;12350,52133;2490,527297;3806858;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Образовательное учреждение среднего профессионального образования                                                                                                                                                                                             ;Колледж                                                                                                                                                                                                                                                       ;"(499) 617-93-44; (499) 618-71-10; (499) 617-92-55; (499) 617-92-77; (499) 617-93-33; (499) 618-72-01; (499) 617-93-77; (499) 617-92-44                                                                                                                        ";http://kgh64.ru                                                                                                                                                                                                                                               ;Городское подчинение: Управление профессионального образования                                                                                                                                                                                                
