Key	FOIV_Id	FCR_Id	CSR_Id	VR_Id	Id	FOIVName	KBKCode	FullKBKCode	ExtResult
2713	3	85	255	62	825dd9591c4543ba8f32acafd5955ed7
2911	3	85	255	64	eccf721c2ce84ef69530c70857a1d4ce
1626	3	85	255	50	ac9813bff12d4b72a3551c9bb83f86cc
1450	3	85	255	42	648e9045c97c4c6f8b4504beef786f7b
2532	7	101	779	63	f07055ea17044fb8bdf29274fa274ecf
2493	3	85	681	65	95b4361fbc574e5f81978de0f98203c4
2558	3	85	681	63	a165ec1026dc4479947d98ceb17d12bc
2810	3	85	795	65	579e5be2070c457fa467b88acdd27301
2974	3	85	795	63	7ad63c8457f74ebda09dce6f59ef82f0
2124	3	85	828	65	8e61664976804db38d2d5ea5145dc83a
2087	3	85	828	63	d2f1135a237b487995765941be3821df
2315	7	101	875	63	d3c38fa17a6f43358ee577e595b30a25
3342	3	85	423	65	7e63ef3815784a9d9a0afc53b3f3fdab
2481	3	85	423	63	e07416a118c8489f8e478ca4c2455822
3329	5	77	423	63	272cd8dab7fb4d2ab1a8fb4210dd621f
3524	3	85	423	50	f54da2cf4c5148baa4ae40355ee6efa7
2028	3	85	916	65	392983caf3344451ae79536224d84ebf
2634	3	85	916	63	c87535cfa45248c69a27a2f242990827
1919	7	101	628	63	296a7f528b9a4dde80024479d750c151
2296	3	85	560	65	117fa53459fe464e918a756d39774b9f
2136	3	85	560	63	84c8d19d2e6542dcae4c6020da774726
2085	3	85	620	63	dae630596e6443be900258e87dde0530
2941	3	85	620	65	6cf01da57ce645b0aef2cb4f65abc54e
1695	3	85	724	65	74d73cbf20684148842024d6e11f7648
2791	5	77	724	63	0f6c05a435454de68492b5a0a5d6ffbb
2131	3	85	319	65	6c5763ede9734f048d6a5f53717b0b4c
3527	3	85	319	63	6a72a57d29394603b321a32c104c7722
1583	22	65	180	50	111f4bd1e685453eba01171c41785e8d
3728	22	65	180	74	0df4549f775c4cddadaf59e1d423f9d8
3740	22	65	180	19	4b03ef9d50084ea19bdadc4f645e6340
2117	22	65	765	50	9e93db5c599747bcb86f5e0ad78684b0
2858	22	65	547	50	7de14d8eb55145e3be91bf6a11a27fa0
2752	22	65	444	71	94470dff28524333adb0b089c392b5c8
2803	22	65	444	50	5796ddcc771f494fbeabb7e9c15f0ef9
3056	67	68	442	50	f12ac0f5c756498d8585da3905040b06
2478	69	68	442	50	43dc0f125d7b4dcba6548c611aeb89d5
2716	62	68	442	50	cc0df70b981a4536a909ad4d319c51db
2731	64	68	442	50	5cb2a2d01983436e92b2aeee2e667b85
1572	60	68	442	50	e2a67b2ab5f84a64b37f154469c26236
2306	61	68	442	50	9cbbc6b5bb204b85b0fa7727f577ed78
2940	65	68	442	50	cffd12fa50204071a7a5cb4e2a315e1b
2262	68	68	442	50	e7f766c8e751473e843d71742397f030
2246	66	68	442	50	645af0fec1314bcfa7046fe9d78c35bf
