key	code	regname	value
1013	6	Басманный район 	<0.05
1013	8	Район Замоскворечье 	<0.05
1013	5	Красносельский район 	<0.05
1013	4	Мещанский район 	<0.05
1013	2	Пресненский район 	<0.05
1013	7	Таганский район 	<0.05
1013	3	Тверской район 	<0.05
1013	1	Район Хамовники 	<0.05
1013	10	Район Якиманка 	<0.05
1013	22	Район Аэропорт 	<0.05
1013	24	Район Беговой 	<0.05
1013	12	Бескудниковский район 	<0.05
1013	20	Войковский район 	<0.05
1013	18	Головинский район 	<0.05
1013	11	Район Восточное Дегунино 	<0.05
1013	14	Район Западное Дегунино 	<0.05
1013	13	Дмитровский район 	<0.05
1013	19	Район Коптево 	<0.05
1013	17	Район Левобережный 	<0.05
1013	27	Молжаниновский район 	<0.05
1013	25	Савёловский район 	<0.05
1013	21	Район Сокол 	<0.05
1013	26	Тимирязевский район 	<0.05
1013	16	Район Ховрино 	<0.05
1013	23	Хорошёвский район 	<0.05
1013	42	Алексеевский район 	<0.05
1013	30	Алтуфьевский район 	<0.05
1013	35	Бабушкинский район 	0.10
1013	29	Район Бибирево 	<0.05
1013	38	Бутырский район 	<0.05
1013	28	Район Лианозово 	0.11
1013	36	Лосиноостровский район 	<0.05
1013	39	Район Марфино 	<0.05
1013	40	Район Марьина роща 	0.05
1013	33	Район Северное Медведково 	<0.05
1013	32	Район Южное Медведково 	<0.05
1013	43	Останкинский район 	<0.05
1013	31	Район Отрадное 	<0.05
1013	41	Район Ростокино 	<0.05
1013	34	Район Свиблово 	0.09
1013	44	Район Северный 	0.11
1013	37	Ярославский район 	<0.05
1013	54	Район Богородское 	<0.05
1013	49	Район Вешняки 	0.10
1013	61	Район Восточный 	<0.05
1013	56	Район Гольяново 	0.08
1013	47	Район Ивановское 	<0.05
1013	59	Район Восточное Измайлово 	<0.05
1013	58	Район Измайлово 	<0.05
1013	57	Район Северное Измайлово 	<0.05
1013	51	Район Косино-Ухтомский 	<0.05
1013	55	Район Метрогородок 	<0.05
1013	46	Район Новогиреево 	<0.05
1013	50	Район Новокосино 	0.06
1013	45	Район Перово 	<0.05
1013	53	Район Преображенское 	<0.05
1013	60	Район Соколиная гора 	0.06
1013	52	Район Сокольники 	<0.05
1013	68	Район Выхино-Жулебино 	0.05
1013	62	Район Капотня 	<0.05
1013	67	Район Кузьминки 	<0.05
1013	71	Район Лефортово 	<0.05
1013	64	Район Люблино 	<0.05
1013	63	Район Марьино 	0.10
1013	74	Район Некрасовка 	0.05
1013	70	Нижегородский район 	0.07
1013	65	Район Печатники 	<0.05
1013	69	Рязанский район 	<0.05
1013	66	Район Текстильщики 	<0.05
1013	72	Южнопортовый район 	<0.05
1013	80	Район Бирюлёво Восточное 	<0.05
1013	79	Район Бирюлёво Западное 	<0.05
1013	78	Район Братеево 	<0.05
1013	91	Даниловский район 	<0.05
1013	90	Донской район 	0.11
1013	77	Район Зябликово 	<0.05
1013	82	Район Москворечье-Сабурово 	0.08
1013	83	Район Нагатино-Садовники 	<0.05
1013	84	Район Нагатинский затон 	<0.05
1013	88	Нагорный район 	<0.05
1013	75	Район Орехово-Борисово Северное 	<0.05
1013	76	Район Орехово-Борисово Южное 	<0.05
1013	81	Район Царицыно 	<0.05
1013	85	Район Чертаново Северное 	0.05
1013	86	Район Чертаново Центральное 	<0.05
1013	87	Район Чертаново Южное 	<0.05
1013	101	Академический район 	<0.05
1013	104	Район Северное Бутово 	<0.05
1013	105	Район Южное Бутово 	<0.05
1013	98	Гагаринский район 	<0.05
1013	99	Район Зюзино	<0.05
1013	96	Район Коньково 	<0.05
1013	102	Район Котловка 	<0.05
1013	97	Ломоносовский район 	0.05
1013	103	Обручевский район 	<0.05
1013	95	Район Тёплый Стан 	<0.05
1013	100	Район Черёмушки 	<0.05
1013	94	Район Ясенево 	<0.05
1013	122	Район Внуково 	<0.05
1013	116	Район Дорогомилово 	0.06
1013	106	Район Крылатское 	0.06
1013	107	Район Кунцево 	<0.05
1013	108	Можайский район 	<0.05
1013	121	Район Ново-Переделкино 	<0.05
1013	112	Район Очаково-Матвеевское 	<0.05
1013	119	Район Проспект Вернадского 	<0.05
1013	114	Район Раменки 	<0.05
1013	120	Район Солнцево 	<0.05
1013	113	Район Тропарёво-Никулино 	<0.05
1013	111	Район Филёвский парк 	0.05
1013	109	Район Фили-Давыдково 	<0.05
1013	130	Район Куркино 	<0.05
1013	129	Район Митино 	<0.05
1013	125	Район Покровское-Стрешнево 	<0.05
1013	128	Район Строгино 	<0.05
1013	93	Район Северное Тушино 	<0.05
1013	92	Район Южное Тушино 	0.07
1013	127	Район Хорошёво-Мневники 	<0.05
1013	126	Район Щукино 	<0.05
1013	131	Район Крюково 	<0.05
1013	132	Район Матушкино 	<0.05
1013	134	Район Савёлки 	0.05
1013	135	Район Силино 	0.05
1013	137	Район Старое Крюково 	0.07
