key	code	regname	value
5501	6	Басманный район 	отс.
5501	8	Район Замоскворечье 	отс.
5501	5	Красносельский район 	отс.
5501	4	Мещанский район 	отс.
5501	2	Пресненский район 	отс.
5501	7	Таганский район 	отс.
5501	3	Тверской район 	отс.
5501	1	Район Хамовники 	отс.
5501	10	Район Якиманка 	отс.
5501	22	Район Аэропорт 	отс.
5501	24	Район Беговой 	отс.
5501	12	Бескудниковский район 	отс.
5501	20	Войковский район 	отс.
5501	18	Головинский район 	отс.
5501	11	Район Восточное Дегунино 	отс.
5501	14	Район Западное Дегунино 	отс.
5501	13	Дмитровский район 	отс.
5501	19	Район Коптево 	отс.
5501	17	Район Левобережный 	отс.
5501	27	Молжаниновский район 	отс.
5501	25	Савёловский район 	отс.
5501	21	Район Сокол 	отс.
5501	26	Тимирязевский район 	отс.
5501	16	Район Ховрино 	отс.
5501	23	Хорошёвский район 	отс.
5501	42	Алексеевский район 	отс.
5501	30	Алтуфьевский район 	отс.
5501	35	Бабушкинский район 	отс.
5501	29	Район Бибирево 	отс.
5501	38	Бутырский район 	отс.
5501	28	Район Лианозово 	отс.
5501	36	Лосиноостровский район 	отс.
5501	39	Район Марфино 	отс.
5501	40	Район Марьина роща 	отс.
5501	33	Район Северное Медведково 	отс.
5501	32	Район Южное Медведково 	отс.
5501	43	Останкинский район 	отс.
5501	31	Район Отрадное 	отс.
5501	41	Район Ростокино 	отс.
5501	34	Район Свиблово 	отс.
5501	44	Район Северный 	отс.
5501	37	Ярославский район 	отс.
5501	54	Район Богородское 	отс.
5501	49	Район Вешняки 	отс.
5501	61	Район Восточный 	отс.
5501	56	Район Гольяново 	отс.
5501	47	Район Ивановское 	отс.
5501	59	Район Восточное Измайлово 	отс.
5501	58	Район Измайлово 	отс.
5501	57	Район Северное Измайлово 	отс.
5501	51	Район Косино-Ухтомский 	отс.
5501	55	Район Метрогородок 	отс.
5501	46	Район Новогиреево 	отс.
5501	50	Район Новокосино 	отс.
5501	45	Район Перово 	отс.
5501	53	Район Преображенское 	отс.
5501	60	Район Соколиная гора 	отс.
5501	52	Район Сокольники 	отс.
5501	68	Район Выхино-Жулебино 	отс.
5501	62	Район Капотня 	отс.
5501	67	Район Кузьминки 	отс.
5501	71	Район Лефортово 	отс.
5501	64	Район Люблино 	отс.
5501	63	Район Марьино 	отс.
5501	74	Район Некрасовка 	отс.
5501	70	Нижегородский район 	отс.
5501	65	Район Печатники 	отс.
5501	69	Рязанский район 	отс.
5501	66	Район Текстильщики 	отс.
5501	72	Южнопортовый район 	отс.
5501	80	Район Бирюлёво Восточное 	отс.
5501	79	Район Бирюлёво Западное 	отс.
5501	78	Район Братеево 	отс.
5501	91	Даниловский район 	отс.
5501	90	Донской район 	отс.
5501	77	Район Зябликово 	отс.
5501	82	Район Москворечье-Сабурово 	отс.
5501	83	Район Нагатино-Садовники 	отс.
5501	84	Район Нагатинский затон 	отс.
5501	88	Нагорный район 	отс.
5501	75	Район Орехово-Борисово Северное 	отс.
5501	76	Район Орехово-Борисово Южное 	отс.
5501	81	Район Царицыно 	отс.
5501	85	Район Чертаново Северное 	отс.
5501	86	Район Чертаново Центральное 	отс.
5501	87	Район Чертаново Южное 	отс.
5501	101	Академический район 	отс.
5501	104	Район Северное Бутово 	отс.
5501	105	Район Южное Бутово 	отс.
5501	98	Гагаринский район 	отс.
5501	99	Район Зюзино	отс.
5501	96	Район Коньково 	отс.
5501	102	Район Котловка 	отс.
5501	97	Ломоносовский район 	отс.
5501	103	Обручевский район 	отс.
5501	95	Район Тёплый Стан 	отс.
5501	100	Район Черёмушки 	отс.
5501	94	Район Ясенево 	отс.
5501	122	Район Внуково 	отс.
5501	116	Район Дорогомилово 	отс.
5501	106	Район Крылатское 	отс.
5501	107	Район Кунцево 	отс.
5501	108	Можайский район 	отс.
5501	121	Район Ново-Переделкино 	отс.
5501	112	Район Очаково-Матвеевское 	отс.
5501	119	Район Проспект Вернадского 	отс.
5501	114	Район Раменки 	отс.
5501	120	Район Солнцево 	отс.
5501	113	Район Тропарёво-Никулино 	отс.
5501	111	Район Филёвский парк 	отс.
5501	109	Район Фили-Давыдково 	отс.
5501	130	Район Куркино 	отс.
5501	129	Район Митино 	отс.
5501	125	Район Покровское-Стрешнево 	отс.
5501	128	Район Строгино 	отс.
5501	93	Район Северное Тушино 	отс.
5501	92	Район Южное Тушино 	отс.
5501	127	Район Хорошёво-Мневники 	отс.
5501	126	Район Щукино 	отс.
5501	131	Район Крюково 	отс.
5501	132	Район Матушкино 	отс.
5501	134	Район Савёлки 	отс.
5501	135	Район Силино 	отс.
5501	137	Район Старое Крюково 	отс.
