Key	KBKFinancing_Id	ActualDate	Val	Id
4300	3426	20120101000000	7920,0	a8350c6a9f614e9a998d24eee3eef523
4539	3426	20150101000000	17640,0	2fdca4416d3547b3a0282b89507c3492
6645	3426	20140101000000	16800,0	b605e3f392554d24a9c26444ea12c725
6792	3426	20130101000000	16000,0	f1928783f8e948548b6c6868a70fc67e
7628	3426	20110101000000	15600,0	6a5f860b0d894fcf85317f27381434d9
10121	3426	20160101000000	18522,0	455a473811e74e9b8060c39edc103345
3866	3433	20160101000000	6945,8	57b56235276445479d3a19848f2f6509
4515	3433	20150101000000	6615,0	f6209a962ad94b1e9caf2ae6225f7b73
7568	3433	20140101000000	6300,0	28cdffb8b6b74702bf387d81ca991af5
8081	3433	20130101000000	6000,0	6dcdf3b51f4d4c2ab6288c956aee28d2
11285	3433	20110101000000	1750,0	29e14560da3d489ebba3e15db4b29c24
12294	3433	20120101000000	7788,0	005064e9cce841d7b1e6fc6307f7f9d3
5209	3417	20160101000000	53412,8	abdb097860f64bd682193e2464d82323
8066	3417	20140101000000	48447,0	632cabdb150940dfb6698c27681ebd33
9157	3417	20110101000000	39740,0	af4fa837d1104453bc12aa3a5a2ea66d
9416	3417	20120101000000	38627,0	d28962ece0534c16b3a2b06aa25343d9
10405	3417	20130101000000	46140,0	2bb69766b49d433ea559cb65023fe374
11853	3417	20150101000000	50869,3	eb96546723dc486480d2f10946b6044e
4141	3450	20130101000000	61453,4	8f5971724e794643973920d16d49f0a4
5464	3450	20120101000000	41527,0	f54ef1f1ec32433bbc5d4515dc442035
5988	3450	20150101000000	67752,3	65f039cebc3a425e903352e780b0d91e
6596	3450	20160101000000	71139,9	ad2695eb285748d99108633b5083c996
8867	3450	20140101000000	64526,0	e50c49dc18b84855b6d1a2b3aa4caf4b
10297	3450	20110101000000	55740,0	eab90d32d8e946689024c8495c6526be
4832	3410	20140101000000	88697,2	a3851e9e10104947bd453355520bd80c
5197	3410	20110101000000	76620,0	40f407c3855b4a3c94be3dc95cd59b33
6153	3410	20120101000000	67851,0	fa135401ea50486bbe74574aba3aa2a6
9551	3410	20150101000000	93132,1	66d93b118ea94ae39ef4b4aa564e9241
10974	3410	20160101000000	97788,7	36d8f9ac2b514dc8b66fda4f2a435eca
11477	3410	20130101000000	84473,6	c522cd5fc3d841c49e28e67511357448
5203	3436	20140101000000	15750,0	0ff1668dd80f482699eb3df1b320d898
5222	3436	20130101000000	15000,0	70bed8a808ce4eb9bb513ec0d884dea9
5548	3436	20150101000000	16537,5	cfdf58cc4d174b0881b8472baa3855ef
6901	3436	20120101000000	500,0	557eba36d93a4055b6b06b96273e0546
7503	3436	20160101000000	17364,4	bee2ddaa24444078999d7bdc1219d886
8091	3436	20110101000000	 	dbe164f2ad2d40d998d38cd16ea39399
3247	3421	20160101000000	16106,7	d9bd5bf11b7744328b820965b33408fb
4526	3421	20110101000000	12620,0	da1299c46d444b5e9fb52b22d22f25c1
6355	3421	20120101000000	10463,0	16ac710f5b4f475f87f15c798c52683a
7050	3421	20150101000000	15339,7	b9f1ea99673b4731858d6fad1e7f377d
7191	3421	20130101000000	13913,6	b704d12c7b1c48c2b3847387df84acd4
11115	3421	20140101000000	14609,2	7485e27a5d3b429dbf77dd622348e619
3987	3393	20130101000000	442440,0	662fad9ee9774e61b5741cc41c1cc09f
5385	3393	20160101000000	462722,1	776136663c3b4c36b3a942f0f1e92126
6500	3393	20120101000000	36640,0	1fae6ff141f348d4a716607935f48db3
