Key	KBKFinancing_Id	ActualDate	Val	Id
3315	3357	20160101000000	81727,8	d1c28c4bb2894cb580af0afaffb1b584
6027	3357	20110101000000	49000,0	a01b394bb3924ca2b3f1541626e7b7ea
7648	3357	20150101000000	77836,0	acb7be4c7f094ce8a2d27fba33c51f4b
9079	3357	20130101000000	70645,6	7356b686dd9d44fb84e3a840c9f26665
10101	3357	20140101000000	74162,9	81694f83bb7c4217a477c31fbd91c1ef
11056	3357	20120101000000	67272,0	08165ee7f671459e9646dbb7429e2275
3928	3338	20110101000000	43830,0	9da9e17ce8fe4e1b9a111b568b54ae6a
5595	3338	20140101000000	66916,0	c92d77ed052d491697c44871b0d073f6
5679	3338	20120101000000	84090,7	739f4417e3bc413fb6084ab5728c3874
8268	3338	20130101000000	63715,2	0faee70e3aa848e9904d928851f67082
9016	3338	20160101000000	73811,6	f8b7cee7efbc46d38a79a6806e89f201
10766	3338	20150101000000	70296,8	a99502d562214977a72bd4f8a50527ce
4391	2492	20120101000000	50000,0	385583c21b48468baa5a27bddd8b3d0e
5366	2492	20110101000000	0,0	b9eedacb7b914ea7a35d426fa8f49088
6444	2492	20160101000000	215000,0	80f15ad8200f4d80b4d05ed9cb486037
7728	2492	20140101000000	115000,0	9c55afa4bfc74e6f9372824fae264034
8122	2492	20150101000000	155000,0	a43a44a6f2be40f4941d8dd02cc22c5a
9738	2492	20130101000000	80000,0	7089cc39c2e74e99bdaab96aca139917
3776	2321	20130101000000	1421051,0	11de4d66c63b4d5780431720e0b3df50
4161	2321	20150101000000	1581141,2	4e04e049fa3d4f2ebb85216fce0720dc
6814	2321	20160101000000	1660198,3	0426955e03c44f4589d468f11d49e339
6923	2321	20110101000000	1208803,1	e44ae3b662834d2e8aab6c4da300c28e
8074	2321	20140101000000	1505848,8	4d02f0da303b47fd9e1e8c5abbb4a056
11417	2321	20120101000000	1340120,9	e5cce97ec9e0476c8b1ce523af6abadd
3110	1435	20160101000000	50004,1	c6e5feeec9f5414881ad0555eec75e08
3885	1435	20130101000000	43195,4	71a048d90f4c406f972719e51d53965d
5139	1435	20140101000000	45355,2	4ef0cc79ebb54c19a6c83c6422c9a344
6296	1435	20150101000000	47622,9	2a79ad526d964097ba5b5add250920bf
10323	1435	20120101000000	30982,2	63f7864d46d0466ea406c8d3d10cdd13
11541	1435	20110101000000	39179,5	9399ca6c91dc47f5bf07e85e0e4761df
3397	1522	20150101000000	28027,1	d27c08a04a3544b78e8c0cfeda658970
8097	1522	20140101000000	26692,5	bbc415555b0a46baaa048d154b9f483a
9916	1522	20110101000000	23058,0	f337e2eccff54b65ad7cbe230d075b3d
10643	1522	20160101000000	29428,5	5ed8f05fd50141b1bd15d1a5884971e9
11772	1522	20130101000000	25421,5	8766cdb778b1409eb2bdef11d637ea76
12117	1522	20120101000000	25904,2	91edf78af5454d66ae11f7a5bf89d792
6421	2697	20150101000000	36175,9	83dbcc2a325246b1b2395e1cbfeea03d
9502	2697	20160101000000	37984,7	2a5bb283c2694cc1986bb33045a32432
9830	2697	20110101000000	29762,0	4c26fb3814d74a37acc9bbb30a6b399d
9932	2697	20140101000000	34453,2	7eb27e1677c345e9a2bdbeb0f5587ba5
10817	2697	20120101000000	39614,1	c6000d6d4d0d4c05a1afd623a17d56f3
10983	2697	20130101000000	32812,6	c90517aaeed84aa79ce9da8bf151c9be
3305	2332	20110101000000	0,0	73fc62001ee0474e87320ac8a09c8586
5502	2332	20160101000000	61252,9	4e14cef14bea4ce6b07f460dedd06606
5545	2332	20120101000000	65000,0	8bb1dadf848249468c41472303193ace
6458	2332	20140101000000	55500,0	092d8795e724492495295f4b1385a0d2
9677	2332	20130101000000	53700,0	51988d9339f84ca18c2bb7ab96725bd2
10561	2332	20150101000000	58275,0	b01763c6e8184fbda23dcf8aa4817b45
3385	3375	20130101000000	871,0	8b94c78b91ed43e4ad4e0cc3518b44e9
4681	3375	20120101000000	12879,5	e63bb7550d574f05bb2d2f1d9482d0fc
5934	3375	20110101000000	790,0	f4128ec9af3f41aab6645170f4d1496e
6003	3375	20160101000000	1008,3	6cf741aba7f14278ac57534284d50c77
6063	3375	20150101000000	960,3	36f603d7ed204a36ab24550c9ec8096a
8803	3375	20140101000000	914,5	27192fc2bfdb46f39038a138cd5ebfe2
21280	21281	20120101000000	1800,0	95bf40a6f3b649eca9a533f8ff111fc8
3203	3134	20140101000000	1489226,0	449f1cdffbed4bce82fe078a501e9423
3946	3134	20150101000000	1624604,4	11961479f31d4f60ae311bce6404893c
