Key	Code	Name	Id
50	244	Прочая закупка товаров, работ и услуг  для государственных нужд	d043f888b8d64aa18eda016bc9a91d2b
66	831	Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению вреда, причиненного в результате незаконных действий (бездействия) органов государственной власти (государственных органов), либо должностных лиц этих органов, а также в результате деятельности казенных учреждений	cca73b91552c45998e7a0759880dad1a
32	630	Субсидии некоммерческим организациям (за исключением государственных учреждений)	6b55cd593d884a858bd6089168869399
5	400	Бюджетные инвестиции	5f063262af3044cc8b5015f0e454a57d
54	323	Приобретение товаров, работ, услуг в пользу граждан	ba1f366dff054a329a2d1f9faedcf8fa
43	112	Иные выплаты персоналу, за исключением фонда оплаты труда	41202166d282418b901b2084fd6eaad9
17	330	Публичные нормативные выплаты гражданам несоциального характера	78c53b7843714d9cb0c7239d54f45704
1	000	По всем видам	e3b3738bfd394974963625c093fba5d5
6	500	Межбюджетные трансферты	dad0421b4bd24ad289c9289420c46e63
49	243	Закупка товаров, работ, услуг в целях капитального ремонта государственного имущества	6d28c3d952724f9b9a952a53aeb37802
62	611	Субсидии бюджетным учреждениям на финансовое обеспечение государственного задания на оказание государственных услуг (выполнение работ)	b84f26d59a02489cbbef2e21e588455f
69	851	Уплата налога на имущество организаций и земельного налога	15a2a456957a4bf788282e6b76ed3d7f
18	340	Стипендии	405402a7bbcf41c086cb3515858143c0
45	122	Иные выплаты персоналу, за исключением фонда оплаты труда	8ccef5407baa4bf8aa1f357bab85e182
24	450	Бюджетные инвестиции на приобретение объектов недвижимости	20ea4814c9984ee9b01835f803ee6a0a
59	422	Бюджетные инвестиции в объекты государственной собственности государственным унитарным предприятиям, основанным на праве хозяйственного ведения	011dd88b54e74b6b98633664ca43b239
21	410	Бюджетные инвестиции в объекты государственной собственности государственным учреждениям	bd926b2cbf224455a24d37c7839a9015
10	110	Расходы на выплаты персоналу казенных учреждений	75dca8867583473f88443db8fe854b08
44	121	Фонд оплаты труда и страховые взносы	3d4b557c00b1451f9b32461cb2778274
15	310	Публичные нормативные социальные выплаты гражданам	69e01ccc87a4475c8ded48904840f94d
20	360	Иные выплаты населению	5896fb64449a4aeb82ba4db001219ad5
48	242	Закупка товаров, работ, услуг в сфере информационно-коммуникационных технологий	15c2ad35bcef4042b0b34f9281d8337d
68	843	Исполнение муниципальных гарантий	3b3b641bc0124a30b4ff517570b99ed5
25	520	Субсидии	41284a9c302a4bf9878051db4b3480bc
37	840	Исполнение государственных гарантий без права регрессного требования гаранта к принципалу или уступки гаранту прав требования бенефициара к принципалу	818b76c24ea944b6ba2352d8b22910ed
63	612	Субсидии бюджетным учреждениям на иные цели	89ed06931fff46a187b5553d4ef09b18
23	440	Бюджетные инвестиции иным юридическим лицам	cef5ee03f50e417aa10a55a84893cf7c
26	530	Субвенции	6c385f5ee2904018ac7f5d0346dee519
13	220	Закупка товаров, работ и услуг для обеспечения специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечения органов в сфере национальной безопасности, правоохранительной деятельности и обороны	234f827340da406e93995dfeb3eec6e6
60	521	Субсидии, за исключением субсидий на софинансирование объектов  капитального строительства государственной  собственности и муниципальной собственности	021f768290dc410e8d23620ae74564ba
22	420	Бюджетные инвестиции в объекты государственной собственности государственным унитарным предприятиям	cd83cea18bb640319f316493403c91d5
11	120	Расходы на выплаты персоналу государственных органов	c5bbda8af3a34b45b1ac64d367a60f5d
65	622	Субсидии автономным учреждениям на иные цели	5a85a8e28fd2458e91d566b7bbdfa0eb
55	411	Бюджетные инвестиции в объекты государственной собственности казенным учреждениям вне рамок государственного оборонного заказа	985c308a260348fe8be066d4d4558e52
8	700	Обслуживание государственного и муниципального долга	8b006550b5134203907d6798a68fd3d6
7	600	Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям	c54b43e04e6a41bb832a6898c0968d82
38	850	Уплата налогов, сборов и иных обязательных платежей  в бюджетную систему Российской Федерации	78deee6afefa4c51ba196913bf14b3b9
12	130	Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны	b6edd96b403b4d848e4e69723a45712a
14	240	Иные закупки товаров, работ и услуг для государственных нужд	b60d040a13b34679861769c5bdd7cac3
46	134	Иные выплаты персоналу, за исключением денежного довольствия	7afc758b81294cb59f176a9e0c995807
57	415	Бюджетные инвестиции в объекты государственной собственности автономным учреждениям	b13fe5a58aae43ec9f656d8410ec2971
41	880	Специальные расходы	c7c91cc91d8a49c2bba770eaa0923b2b
74	883	Прочие расходы	37bb074f78814c01b7f574550c74884e
34	730	Обслуживание муниципального долга	a9a93c8b47424a2fba5d7941fb0de701
