№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
79	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1273	117647, г.Москва, улица Академика Капицы, д.12	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	420-15-00	http://www.school1273.org/
80	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа c углубленным изучением английского языка № 1210	123098, г. Москва, ул. Гамалеи, д. 17, корп. 1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 196-53-47; (499) 196-64-18; (499) 196-53-70; (499) 196-43-89	http://sch1210sz.educom.ru/
81	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и французского языков № 1358	125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 751-69-72; (495) 751-69-73	http://sch1358.ru/
82	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний "Искусство" № 122	103104 г. Москва, М.Палашевский пер., д.3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	203-64-90	http://schuc122.mskobr.ru
83	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1227	109028 г. Москва, Б.Трёхсвятительский пер., д.4	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 917-72-81; (495) 917-48-42	http://school1227.ru
84	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1370	127549 г.Москва, ул. Костромская, д. 14 Г, стр. 1, стр. 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	901-21-22	http://schu1370.svao.mskobr.ru
85	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1378	127495, город Москва, Челобитьевское шоссе, дом 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 761-06-10	http://school1378.narod.ru
86	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1380	127282, г. Москва, улицаТихомирова, дом 10	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 478-18-73; (499) 478-18-02	http://schu1380.svao.mskobr.ru
87	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1246	107143, г. Москва, Открытое шоссе, д. 29 А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	167-80-23	http://sc1246.ru/
88	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением информатики № 1254	107061, г.Москва, ул. 9-ой Роты, д.14	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 963-40-36; (495) 963-23-04; (495) 963-40-55	http://school1254.ru/
89	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1282	107014, г. Москва, ул. Барболина, д.1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 268-52-14; (499) 268-48-11; (499) 268-65-10; (499) 268-05-25; (499) 268-33-75	http://www.sch1282.ru
90	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1294	107258, Москва, Глебовская улица, дом 10	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	169-35-93	http://www.ds569.mskobr.ru
91	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики № 1351	111673, г.Москва, ул. Суздальская, д. 22 Б	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	701-03-60	http://school1351.narod.ru
92	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1230	121248 г. Москва,  Кутузовский проспект, д.6	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 243-45-54	http://schu1230.mskzapad.ru
93	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики, информатики, физики № 444	105554 Нижняя Первомайская улица, 14, стр.1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 367-47-18	http://schools.keldysh.ru/sch444/
94	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1277	127055 г.Москва, ул.Сущёвская, д.32	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 978-64-53	http://schule1277.ru
95	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1207	115582 г. Москва, ул. Домодедовская, д. 24, корп. 7	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	391-59-10	http://sch1207.edusite.ru/
96	Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1364	119619 г.Москва, ул. Производственная, д. 3, корп. 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 792-43-30	http://schu1364.mskzapad.ru/
97	Государственное бюджетное образовательное учреждение города Москвы средняя общобразовательная школа с углубленным изучением математики № 1384 имени А.А. Леманского	125252 Г. Москва, ул. Новопесчаная, д. 15	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	157-23-11	http://school144.edusite.ru/p10aa1.html
98	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка № 110 имени Мигеля Эрнандеса	121069 г. Москва, Столовый пер., д.10/2, стр.1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 690-30-97	http://www.school110.ru
99	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1690 "Преображенская школа"	107061, г. Москва,  2-я Пугачевская улица, дом 10	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	161-13-40	http://sch1690.mskobr.ru/
100	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1229	109033, г.Москва, Верхний Золоторожский переулок, д. 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	362-46-00	http://1229.ru/
101	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики № 1350	109444, г. Москва, Ташкентский пер., д. 7, корп. 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 372-05-22; (495) 376-59-11	http://www.sch1350.ru
102	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1357	109451, г. Москва, Перервинский бульвар, дом 10, к. 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	346-26-10	http://s1357.ru
103	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1361	117393, г. Москва, улица Академика Пилюгина, дом 14А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	134-45-17	http://sch28.mosuzedu.ru
104	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением восточных языков № 2042 имени Лазаревых	117303, г.Москва, ул. Одесская, дом 16, корп. 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 723-10-09	http://www.school-2042.ru
105	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением английского языка № 1204	105082 г. Москва, Рубцов пер., д.10/14., стр.1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 261-60-85	http://schools.keldysh.ru/sch1204/
106	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1275	127473 г.Москва, ул.Достоевского, д.25-27, стр.1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 681-09-67; (495) 631-40-22; (495) 631-67-49; (495) 631-67-19; (495) 684-30-30	http://s1275.ru
107	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением предметов художественно-эстетического цикла средствами театрального искусства № 123	125009 г.Москва, Хлыновский туп., д.3, стр.5	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 690-20-12	http://shkola-teatr123.ucoz.com/
108	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением иностранного языка № 1253	119021 г.Москва, Зубовский бульвар, д.5, стр.1,2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	246-61-18	http://school1253.ru/
109	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1270	109004 г.Москва, Товарищеский пер., д.21	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 912-99-16; (495) 911-87-37; (495) 912-90-24; (495) 911-09-74	http://www.sch1270.ru
110	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1271	115172 г.Москва, 5-ый Котельнический пер., д.8,стр.1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	915-64-61	http://1271.рф
111	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 240	127490, город Москва, улица Мусоргского, дом 11 Г	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 203-39-09; (499) 203-39-66	http://sch240.svao.mskobr.ru/
112	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1236	127254, г. Москва, ул. Яблочкова, дом 10	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	639-05-05	http://sch1236.narod.ru/
113	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1413	127543 город Москва, Белозерская улица, дом 15	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 206-33-47	http://schools.keldysh.ru/school1413/
114	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки № 368 "Лосиный остров".	107065  Москва,  ул. Уссурийская, дом 12	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	469-00-13	http://0368.ru
115	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1211	127540, г. Москва, улица Дубнинская, дом 8А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 904-93-82	: http://schs1211.mskobr.ru
116	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1289	125167 г. Москва, ул. Планетная, дом 23	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	614-43-33	http://www.schu1289.sao.mskobr.ru
117	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1291	127411, г. Москва, улица Софьи Ковалевской , дом 18А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	485-16-45	http://school1291.ru
118	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1338	125414, г. Москва, улица Клинская, дом 20	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	451-04-71	http://schs1338.mskobr.ru/
119	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №978	г. Москва, Нагатинский 1-й пр,д.16.	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 466-63-22	-
120	Негосударственное образовательное учреждение Некоммерческая (частная) общеобразовательная Славяно-англо-американская школа "Марина"	119261 Панферова улица, д.6 корпус2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 134-15-47,(499) 134-50-35	
121	Негосударственное общеобразовательное учреждение средняя общеобразовательная школа с углубленным изучением иностранного языка (английского) “Промо-М”	117413 Ленинский проспект, д. 131-3	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 438-38-11	
122	Негосударственное некоммерческое образовательное учреждение Международная образовательная школа "Интеграция XXI век"	Маршала Катукова улица, д. 16 к. 3	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 194-72-90,(495) 750-31-02	
123	Негосударственное некоммерческое образовательное учреждение Православная классическая гимназия во имя иконы Божей Матери "Знамение" в Ховрине	Ляпидевского улица, д.10-а	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 456-41-87,(499) 747-97-14	
124	Негосударственное образовательное учреждение "Православная школа искусств"	129110 Мира проспект, д. 43	Автономное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 681-95-71	
125	Автономная некоммерческая образовательная организация "Негосударственная общеобразовательная школа "Ясенево"	117463 Голубинская улица, 24 корпус2	Автономное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	421-85-77	
126	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1222	109052 Нижегородская улица, д.64	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	678-03-03	http://www.schuvu1222.mskobr.ru
127	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением  английского языка № 19 имени В.Г.Белинского	115035 г. Москва, 1-ый Кадашевский пер., д.3, стр.1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	951-32-06	http://schuc19.mosobr.ru
128	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением музыки и хореографии № 1113	125009 г. Москва, Дегтярный пер., д.7	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 699-57-22	http://s1113.ru
129	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1302	123181, г. Москва, ул. Исаковского, д. 29, корп. 1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 942-98-10	http://school-1302.ru/
130	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1399	125480, г. Москва, ул. Вилиса Лациса, 33-2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 949-64-92	http://schu1399.mskobr.ru
131	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением иностранных языков № 1900	125222, г. Москва, улица Дубравная, дом 41, корпус 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 794-10-56	http://crrds2337.mskobr.ru/
132	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1283	107045 Садовая-Спасская улица, д.8, стр. 1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 607-82-98; (495) 607-83-84	http://school1283.ru/
133	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1381	129346 г. Москва, Янтарный проезд, дом 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 184-59-60	http://www.schu1381.svao.mskobr.ru
134	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экологии № 446	107023, г. Москва, площадь Журавлева, д.7	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 369-09-55	http://sch446.edusite.ru
135	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1231 имени В.Д.Поленова	119002 Спасопесковский переулок, д. 6, стр. 7	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	241-43-84	http://schuc1231.mskobr.ru/
136	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1233	119019 Большой Афанасьевский переулок, д. 27, стр. 1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 691-72-03	http://schu1233.cao.mskobr.ru
137	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1216	109147 Брошевский переулок, 21	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 670-06-27	http://schools.keldysh.ru/sch1216/
138	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1284	101000 г.Москва, Уланский пер., д.8	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	623-84-53	http://schuc1284.mskobr.ru
139	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1397 имени В.П.Чкалова	105064 г.Москва, Земляной вал, д.44 А,стр.1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 917-02-60; (495) 917-91-02	http://sch1397.ru
140	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 1301 имени Е.Т.Гайдара	105187,  Москва,  Измайловское шосе,  дом 60.	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 365-56-44; (495) 365-56-66; (495) 365-37-26; (495) 918-32-95	http://spsch9.edusite.ru
141	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1287	125167, г. Москва, проезд Аэропорта, дом 10	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	198-76-43	http://1287.my1.ru/
142	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1383	127474, г. Москва, ул. Дубнинская, д. 7	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	481-62-50	http://sc1383.ucoz.ru
143	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением иностранного языка № 1232	121165 г.Москва, Кутузовский проспект, д.28	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 249-21-25	http://www.schu1232.mskzapad.ru
144	Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа с углубленным изучением немецкого языка № 1249	125057, г. Москва, Чапаевский переулок, д. 6	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 157-07-04; (499) 157-08-68; (499) 157-28-84	http://shkola1249.ru/
145	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением английского языка № 1315	125565,г. Москва, Конаковский проезд, д.5	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 457-04-04	http://www.schu1315.sao.mskobr.ru
146	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов №879	117519 Москва, ул. Красного Маяка 3-г	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 387-36-05; (495) 387-34-75; (495) 386-08-95; (495) 387-53-89; (495) 387-23-98	http://sch866.edusite.ru/
147	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением английского языка № 1250	125212, г. Москва, Ленинградское шоссе, дом 27	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 150-86-75; (499) 150-86-68	http://school1250.narod.ru
148	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1389	111402, г. Москва, ул. Кетчерская, д.8 А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 370-78-81; (495) 375-96-80	http://schu1389.mskobr.ru
149	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением английского языка № 1223	125239 г. Москва, улица Михалковская, дом 13-а	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 154-63-31	http://school1223.ru/
150	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1251 имени генерала Шарля де Голля	125252, г. Москва, ул. Сальвадора Альенде, дом 9	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 198-04-81	http://www.school1251.ru
151	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1245	117534 г. Москва, Кировоградская ул. д.42. к.2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 387-22-22	http://www.schuu1245.mskobr.ru
152	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1213	127238 г. Москва, ул. 3-й Нижнелихоборский проезд, д. 6 А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 488-69-96; (499) 488-65-97; (499) 488-71-14	http://sch1213.ru
153	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов области знания "Искусство" № 622	109147 г.Москва,ул. Марксистская, д.9, к.2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	912-10-31	http://sch622.narod.ru/
154	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением английского языка № 1224	125635, г. Москва, улица Базовская, дом 20 А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 905-23-45	http://1224.ru/
155	Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа с углубленным изучением испанского языка № 1252 имени Сервантеса	125080 г. Москва, ул. Дубосековская, д. 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 158-69-89	http://schs1252.mskobr.ru/
156	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1279	117149, г.Москва, улица Азовская, дом 2, корпус 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 619-39-43	http://www.1279.ru
157	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1285	125362, г. Москва, ул. Вишневая, д. 20, корп. 1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	491-79-01	http://www.ds1358.mskobr.ru
158	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1295	123458, г. Москва, ул. Твардовского, д. 20	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 757-36-14	http://www.dsovp1501.mskobr.ru
159	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1234	121069 г.Москва, ул. Б. Молчановка, д.26-28	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	691-64-41	http://sch1234.ru
160	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1259	115054 г. Москва, 5-й Монетчиковский пер., д.7	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	953-04-16	http://school1259.ucoz.ru/
161	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка № 1237 имени Пабло Неруды	127221, город Москва, проезд Шокальского, дом 11, корпус 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 477-11-55; (495) 477-02-40; (495) 477-00-00; (495) 477-81-02	http://sc1237.narod.ru/
162	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики № 1360	107564, г. Москва, ул. Краснобогатырская, д. 21А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	964-41-10	http://sсh1360.ru
163	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением физики и математики № 2007	117042, г. Москва, ул. Горчакова, д. 9, корп. 1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	716-29-35	http://www.fmsh2007.ru
164	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1352	107207 Щёлковское шоссе, д. 77А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(495) 466-59-01	http://school1352.ucoz.ru
165	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1073	117556 г. Москва, Старокаширское шоссе, д.2, к.11	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	(499) 613-48-55	http://sch1073.edusite.ru
166	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  с углубленным изучением немецкого языка № 1221	109147 Нижегородская улица, 3б	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа с углубленным изучением отдельных предметов	678-60-27	http://www.schu1221.cao.mskobr.ru
