№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
1	Государственное бюджетное образовательное учреждение города Москвы общеобразовательная школа-интернат среднего (полного) общего образования № 56 "Московская международная школа-интернат"	117418, Москва, ул. Новочеремушкинская, д.48 строение 2	Бюджетное	Общеобразовательная школа-интернат	Общеобразовательная  школа-интернат среднего (полного)  общего образования	135-12-61	http://mischool.ru/
2	Государственное бюджетное образовательное учреждение города Москвы общеобразовательная школа-интернат среднего (полного) общего образования № 42	125057, г. Москва, улица Острякова, д. 15 А	Бюджетное	Общеобразовательная школа-интернат	Общеобразовательная  школа-интернат среднего (полного)  общего образования	157-56-66	http://schsi42.mskobr.ru
3	Государственное бюджетное образовательное учреждение города Москвы общеобразовательная школа-интернат среднего (полного) общего образования № 58	119313, Москва, ул. Вавилова, д. 84, кор. 2	Бюджетное	Общеобразовательная школа-интернат	Общеобразовательная  школа-интернат среднего (полного)  общего образования	134-15-20	http://www.internat58.ru
4	Государственное бюджетное образовательное учреждение города Москвы общеобразовательная школа-интернат среднего (полного) общего образования с углубленным изучением физической культуры № 33	127273, г.Москва, ул. Березовая аллея, д. 15Б	Бюджетное	Общеобразовательная школа-интернат	Общеобразовательная  школа-интернат среднего (полного)  общего образования	402-02-15	http://schi33.svao.mskobr.ru/
5	Государственное бюджетное образовательное учреждение города Москвы общеобразовательная школа-интернат основного общего образования № 95	117452, г. Москва, Симферопольский бульвар, д. 20	Бюджетное	Общеобразовательная школа-интернат	Общеобразовательная  школа-интернат основного  общего образования	310-57-00	http://sch95.ru
6	Государственное бюджетное образовательное учреждение города Москвы школа-интернат среднего (полного) общего образования "Интеллектуал"	121357, г. Москва, ул. Кременчугская д. 13	Бюджетное	Общеобразовательная школа-интернат	Общеобразовательная  школа-интернат среднего (полного)  общего образования	445-52-10	http://sch-int.ru
