№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
1	Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Педагогический колледж № 4	117418 г.Москва, улица Цюрупы, д.14б.	Бюджетное	Образовательное учреждение среднего профессионального образования	Колледж	128-69-22	http://pedcol4.mosuzedu.ru/
2	Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2350	111673,г. Москва, ул. Суздальская, д.10 А	Бюджетное	Дошкольное образовательное учреждение	Центр развития ребенка – детский сад	(495) 702-02-03; (495) 702-01-69; (495) 702-01-71	http://2350wmsite.ru/
3	Государственное бюджетное образовательное учреждение города Москвы центр дополнительного образования детей "Гольяново"	107207, Москва, ул.Байкальская, д. 28, корп.3	Бюджетное	Образовательное учреждение дополнительного образования детей	Центр	466-71-88	http://goucdod.ru
4	Государственное бюджетное образовательное учреждение города Москвы детско-юношеский центр "Медведково"	127282, г.Москва, улица Тихомирова, д. 8а	Бюджетное	Образовательное учреждение дополнительного образования детей	Детско-юношеский центр	(499) 479-99-27; (499) 476-76-43; (499) 476-33-32	
5	Государственное бюджетное образовательное учреждение города Москвы детский оздоровительно-образовательный центр "Северо-Западный"	123592, г. Москва, ул. Кулакова, д. 17, корп. 2	Бюджетное	Образовательное учреждение дополнительного образования детей	Центр	(495) 942-93-36; (495) 942-73-31; (495) 942-73-33; (495) 942-73-32	http://дооц-сз.рф
6	Государственное бюджетное образовательное учреждение Московская городская станция юных туристов	121087 г. Москва, Багратионовский проезд, дом 10	Бюджетное	Образовательное учреждение дополнительного образования детей	Станция	148-33-06	http://mosgorsyutur.ru
7	Государственное бюджетное образовательное учреждение города Москвы центр дополнительного образования детей "Лаборатория путешествий"	115419 г. Москва, ул. Донская, д. 37	Бюджетное	Образовательное учреждение дополнительного образования детей	Центр	625-39-28	http://goulp.ru
8	Государственное бюджетное образовательное учреждение города Москвы дом детского и юношеского туризма и экскурсий "Родина" имени А.А. Остапца-Свешникова	105568 Челябинская улица, д. 9	Бюджетное	Образовательное учреждение дополнительного образования детей	Дом	(499) 308-40-03; (499) 308-11-41; (499) 308-19-22	http://rodina.dop.mskobr.ru
9	Государственное бюджетное образовательное учреждение города Москвы специальная (коррекционная) школа-интернат для детей - сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья VIII вида № 80	107150,г. Москва, ул. Лосиноостровская , дом 29, стр.1	Бюджетное	Специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья	Специальная (коррекционная) общеобразовательная школа-интернат	160-16-01	http://internat80.ru/
