№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
1	Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 3	117418, г.Москва, улица Цюрупы, д.10, корп. 3	Бюджетное	Специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением	Специальная общеобразовательная школа	(499) 128-33-37	http://www.spshkola3d.ru
2	Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 10	129128, г. Москва, ул. Ростокинская, д. 7	Бюджетное	Специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением	Специальная общеобразовательная школа	(499) 187-06-09	http://sch10.svao.mskobr.ru
3	Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 6	121351 г.Москва, улица Екатерины Будановой, дом 18	Бюджетное	Специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением	Специальная общеобразовательная школа	443-55-64	http://spsch6.mskzapad.ru
4	Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 1	125239, г. Москва, Соболевский проезд, дом 17а	Бюджетное	Специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением	Специальная общеобразовательная школа	(499) 153-91-21	-
5	Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 4	111024, город Москва, шоссе Энтузиастов, дом 12, стр. 1	Бюджетное	Специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением	Специальная общеобразовательная школа	(495) 362-27-66; (495) 362-17-67; (495) 362-21-54; (499) 763-54-96	http://sh4.edusite.ru
6	Государственное бюджетное образовательное учреждение города Москвы специальная общеобразовательная школа № 8	124498, г. Москва, Зеленоград, корп. 428-а	Бюджетное	Специальное учебно-воспитательное учреждение для детей и подростков с девиантным поведением	Специальная общеобразовательная школа	944-64-39	http://s8.zouo.ru/
7	Автономная негосударственная некоммерческая образовательная организация "Учебно-воспитательный комплекс “Лучик”	125080 Алабяна улица, д. 12 корпус1	Автономное	Общеобразовательное учреждение	Специальная общеобразовательная школа	(499) 198-62-23,(499) 198-37-00	
