№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
115	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1473 имени Григория Алексеевича Тарана	119027 г.Москва, ул. Центральная, д. 15 А	Бюджетное	Общеобразовательное учреждение	Центр образования	(495) 436-84-07; (495) 436-82-27; (495) 436-28-07	http://co1473.mskzapad.ru
116	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1471	121614 г. Москва, ул. Крылатская, д.25	Бюджетное	Общеобразовательное учреждение	Центр образования	413-33-32	http://www.sch1129.edusite.ru
117	Государственное бюджетное образовательное учреждение города Москвы Центр образования "Школа здоровья" № 628	117638 г. Москва, ул. Криворожская, д.27а	Бюджетное	Общеобразовательное учреждение	Центр образования "Школа Здоровья"	(499) 317-73-49; (499) 613-85-22; (499) 613-76-66	http://sch628.edusite.ru/
118	Государственное бюджетное образовательное учреждение города Москвы Центр образования "Школа здоровья" № 1679	125239,Москва, ул. Новопетровская, д.1а	Бюджетное	Общеобразовательное учреждение	Центр образования "Школа Здоровья"	(495) 601-46-70; (495) 459-40-43; (495) 459-40-42; (495) 450-30-80; (495) 450-89-26; (495) 459-30-64	http://coe1679.ru/
119	Государственное бюджетное образовательное учреждение города Москвы Центр образования №1498	119 607 г.Москва, Мичуринский проспект, д. 23	Бюджетное	Общеобразовательное учреждение	Центр образования	932-75-22	http://mosintschool.ru
120	Государственное бюджетное образовательное учреждение города Москвы Центр образования № 465	109147 г.Москва, Б.Факельный пер., д.23, стр.1-1А	Бюджетное	Общеобразовательное учреждение	Центр образования	911-35-26	http://www.co465.ru
121	Государственное бюджетное образовательное учреждение города Москвы Центр образования № 354 имени Д.М.Карбышева	105005 г. Москва, Лефортовский пер., д.10	Бюджетное	Общеобразовательное учреждение	Центр образования	265-09-72	http://ec354.ru
122	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1329	119602  г.Москва, ул. Никулинская, д.10	Бюджетное	Общеобразовательное учреждение	Центр образования	651-33-97	http://co1329.mskzapad.ru/
123	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1468	109544 г.Москва, Новорогожская ул., д.9.	Бюджетное	Общеобразовательное учреждение	Центр образования	(495) 678-73-78; (495) 678-74-71	http://tsentr1468.ru
124	Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1463	123368, г.Москва, ул.Барышиха, д.29, к.1	Бюджетное	Общеобразовательное учреждение	Центр образования	754-14-61	http://sch1463.ru/
125	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1454	127422,  г. Москва, улица Тимирязевская, дом 14 А	Бюджетное	Общеобразовательное учреждение	Центр образования	(495) 611-15-38	http://schs1454.mskobr.ru/
126	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1490	127253 г. Москва, ул. Псковская, дом 12, корпус 3	Бюджетное	Общеобразовательное учреждение	Центр образования	400-76-00	http://www.co1490.svao.mskobr.ru
127	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1420	109444, г. Москва, ул. Ташкентская, д. 21, к.2	Бюджетное	Общеобразовательное учреждение	Центр образования	376-78-38	http://co1420.ru/
128	Государственное бюджетное образовательное учреждение города Москвы центр образования "Школа здоровья" № 1858	109649, г. Москва, Капотня, 5-й квартал, дом 29	Бюджетное	Общеобразовательное учреждение	Центр образования "Школа Здоровья"	(495) 355-84-47	http://co1858.ru
129	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1619 имени М.И. Цветаевой	123458, г. Москва, ул. Таллинская, д. 20, корп. 4	Бюджетное	Общеобразовательное учреждение	Центр образования	758-10-72	-
130	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1479	127051 г.Москва, Большой Каретный пер., д.22, стр.6	Бюджетное	Общеобразовательное учреждение	Центр образования	699-53-19	http://sch1479.ru/
131	Государственное бюджетное образовательное учреждение города Москвы центр образования № 953	127349, город Москва, Шенкурский проезд, дом 15	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 909-18-92	http://www.co953.svao.mskobr.ru
132	Государственное бюджетное образовательное учреждение города Москвы центр образования № 825	109125, г. Москва, ул. Окская, д. 16, корп. 3	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 177-62-77	http://school825.ru/
133	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1436	119297 г.Москва, ул. Родниковая, д.20, корпус 1	Бюджетное	Общеобразовательное учреждение	Центр образования	934-76-20	http://co1436.mskzapad.ru
134	Государственное бюджетное образовательное учреждение города Москвы центр образования "Школа здоровья" № 1941	119192 г.Москва, Мичуринский проспект, дом №15, корп.1	Бюджетное	Общеобразовательное учреждение	Центр образования "Школа Здоровья"	932-69-79	http://coz1941.mskzapad.ru
135	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1460	109156, г. Москва, ул. Привольная, д. 37	Бюджетное	Общеобразовательное учреждение	Центр образования	(495) 704-52-10; (495) 704-56-01; (495) 704-53-11	http://co1460.uvao.mskobr.ru
136	Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1488	119415  г.Москва, Ленинский проспект, д.132	Бюджетное	Общеобразовательное учреждение	Центр образования	432-87-62	http://co1488.mskzapad.ru
137	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1491	127562, город Москва, улица  Каргопольская, дом 13, корпус 2	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 903-77-32	http://co1491.svao.mskobr.ru
138	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1884	127486,  г. Москва, ул. Дегунинская, дом 17 А	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 905-48-83	http://school1884.ru/
139	Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1456	117623, г.Москва, ул. 3-я Железногорская, дом 11А	Бюджетное	Общеобразовательное учреждение	Центр образования	712-79-98	http://co1456.mosuzedu.ru
140	Государственное бюджетное образовательное учреждение города Москвы  центр образования № 1989	109451, г. Москва, ул. Белореченская, д. 45, к. 2	Бюджетное	Общеобразовательное учреждение	Центр образования	(495) 654-96-27; (495) 654-96-25	http://couv1989.mskobr.ru
141	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1403	109125,  г.Москва 1-й Саратовский пр-д, д. 5	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 177-74-01; (499) 177-74-11	http://co1403.ru
142	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1408	109439, г. Москва, Есенинский бульвар, д. 14, корп. 2	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 742-65-71	http://1408.ru
143	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1417	109559, г. Москва, ул. Марьинский парк, д. 43	Бюджетное	Общеобразовательное учреждение	Центр образования	659-49-98	http://sch1417.ucoz.ru/
144	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1421	109117, г. Москва, Васильцовский стан, д. 4	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 501-09-18	http://co1421.uvao.mskobr.ru
145	Государственное бюджетное образовательное учреждение города Москвы   центр образования № 1423	109451, г. Москва, Перервинский бульвар, д.5, корп. 3	Бюджетное	Общеобразовательное учреждение	Центр образования	658-58-88	http://www.co1423.uvao.mskobr.ru
146	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1439	109431, г. Москва, Жулебинский бульвар, дом 38	Бюджетное	Общеобразовательное учреждение	Центр образования	704-08-37	http://couv1439.mskobr.ru/
147	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1493	109341, г. Москва, ул. Новомарьинская, дом 7, корпус 2	Бюджетное	Общеобразовательное учреждение	Центр образования	347-87-26	http://sch1493.uvuo.ru
148	Государственное бюджетное образовательное учреждение города Москвы центр образования № 2010	109559, г. Москва, ул. Белореченская, д. 8	Бюджетное	Общеобразовательное учреждение	Центр образования	359-17-45	http://school2010.ru
149	Негосударственное образовательное учреждение международный центр образования "Атлантик"	Шарикоподшипниковская улица, д.30А к.1	Негосударственное	Общеобразовательное учреждение	Центр образования	(495) 661-86-91	
150	Негосударственное образовательное частное учреждение Центр образования «Владимира»	115193 6-я Кожуховская улица, д.11 корпус 2	Негосударственное	Общеобразовательное учреждение	Центр образования	(495) 728-36-07,(495) 728-36-08	http://www.vladimira-center.ru
151	Частное учреждение "Православный центр образования Святителя Николая Чудотворца"	113403 Булатниковский проезд, д. 16 корпус 3	Негосударственное	Общеобразовательное учреждение	Центр образования	(495) 383-89-56	
152	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1428	115404 Ряжская улица, 13 к.2	Бюджетное	Общеобразовательное учреждение	Центр образования	(495) 326-96-46; (495) 326-86-36	http://1428.рф
153	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1494	127427, город  Москва, улица Ботаническая, дом 9А	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 975-06-08; (499) 975-06-09	http://co1494.svao.mskobr.ru
154	Государственное бюджетное образовательное учреждение города Москвы центр образования № 641 имени Сергея Есенина	109462 Волгоградский проспект, дом 66, корп. 4,5	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 172-36-36	http://s641.ru
155	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1089 "Коллаж"	123154, г.Москва, ул.Берзарина, д.19, корп.2	Бюджетное	Общеобразовательное учреждение	Центр образования	197-00-97	http://1089.shkola.hc.ru
156	Государственное бюджетное образовательное учреждение города Москвы центр образования № 345	105066 Елоховский проезд, 1 стр. 5	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 267-66-76	http://school345.ru/
157	Государственное бюджетное образовательное учреждение города Москвы центр образования №1666 "Феникс"	111558, г.Москва, Зеленый пр-кт, д. 75	Бюджетное	Общеобразовательное учреждение	Центр образования	(495) 302-81-15	http://sch1666.ru
158	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1239	123001 г.Москва, Вспольный пер.,д.6, стр.3	Бюджетное	Общеобразовательное учреждение	Центр образования	(495) 690-36-48; (495) 690-17-82	http://www.1239.ru
159	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1240	123056 г.Москва, Б.Кондратьевский пер., д.3	Бюджетное	Общеобразовательное учреждение	Центр образования	254-99-59	http://1240.ru
160	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1685	109240 г.Москва, Берниковская набер., д.12, стр.1	Бюджетное	Общеобразовательное учреждение	Центр образования	(495) 915-05-60; (495) 915-36-68	http://centre1685.ru
161	Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1437	119634 Федосьино улица, д.16 корп.3	Бюджетное	Общеобразовательное учреждение	Центр образования	731-10-55	http://co1437.mskzapad.ru
162	Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1613	117628, г. Москва, ул. Ратная, дом 6 Б	Бюджетное	Общеобразовательное учреждение	Центр образования	711-16-45	http://center-1613.mosuzedu.ru
163	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1830	111674 1-я Вольская улица, д. 5	Бюджетное	Общеобразовательное учреждение	Центр образования	(495) 706-94-01	http://www.zo1830.ru
164	Государственное бюджетное образовательное учреждение города Москвы центр образования № 118	119311 Строителей улица, 15	Бюджетное	Общеобразовательное учреждение	Центр образования	930-40-08	http://www.center118uzao.ru
165	Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1496	119049 г.Москва, Ленинский прспект, д.13а	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 237-29-81	http://www.ds281.mskobr.ru
166	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1486	127562 г.Москва. Алтуфьевское шоссе, д.12, корпус 1	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 201-81-00; (499) 201-28-86	http://www.co1486.svao.mskobr.ru
167	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1847	125315 г. Москва, М. Коптевский пр, д. 3/5	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 152-22-31; (499) 152-12-05; (499) 152-13-16; (499) 152-93-53; (495) 708-14-96	http://1847co.ru/
168	Государственное бюджетное образовательное учреждение города Москвы центр образования № 1641	105003 г. Москва, Кондрашевский тупик, д. 3А	Бюджетное	Общеобразовательное учреждение	Центр образования	(499) 261-22-63	http://co1641.ru
169	Частное учреждение Центр образования "Личность"	109456 Паперника улица, д.6 корпус2	Негосударственное	Общеобразовательное учреждение	Центр образования	(495) 371-55-92,(495) 371-59-00,(495) 643-89-60	
170	Негосударственное образовательное учреждение Средняя общеобразовательная школа Образовательный центр ОАО "Газпром"	117420 Новочеремушкинская улица, 66	Негосударственное	Общеобразовательное учреждение	Центр образования	(495) 719-17-10	
171	Некоммерческое образовательное учреждение "Центр ЮССТ"	Маршала Неделина улица, 36	Негосударственное	Общеобразовательное учреждение	Центр образования	446-34-78,(495) 970-06-89	
172	Частное учреждение Центр образования "Школа Ретро"	105077 4-я Гражданская улица, 43 к.8	Негосударственное	Общеобразовательное учреждение	Центр образования	(499) 160-86-25,(495) 646-95-94	
173	Негосударственное образовательное учреждение образовательный центр "Солнечный ветер"	121019 Нащокинский переулок, 12/15 кв 303	Негосударственное	Общеобразовательное учреждение	Центр образования	500-82-59,338-25-55	
174	Некоммерческое партнерство Центр образования Лицей "Столичный"	115470 Кленовый бульвар, 6 корпус2	Негосударственное	Общеобразовательное учреждение	Центр образования	(495) 313-49-79,(495) 315-31-56	
175	Автономная некоммерческая организация образовательный центр "ЭОС"	Сталеваров улица, д. 28	Негосударственное	Общеобразовательное учреждение	Центр образования	305-77-22,304-73-86	
176	Автономная некоммерческая организация Центр развития ребёнка "Мир детства Ладушки"	125499 Флотская улица, д. 48-б	Негосударственное	Общеобразовательное учреждение	Центр образования	(495) 454-25-13	
177	Негосударственное образовательное учреждение центр образования «Православный Центр непрерывного образования во имя преподобного Серафима Саровского»	115597 Ясеневая улица, д. 33/2	Негосударственное	Общеобразовательное учреждение	Центр образования	(495) 548-24-12,(495) 399-44-79	
178	Частное учреждение Центр Образования "Столичный - КИТ"	115162 Хавская улица, 5	Негосударственное	Общеобразовательное учреждение	Центр образования	(499) 764-74-87	
179	Частное учреждение Центр образования «Русская школа»	115569 Дольская улица, 2	Негосударственное	Общеобразовательное учреждение	Центр образования	548-07-55	
180	Автономная некоммерческая организация Центр образования "Знак"	127576 Абрамцевская улица, 6а	Автономное	Общеобразовательное учреждение	Центр образования	(499) 200-05-08	
