key	code	regname	value
1006	6	Басманный район 	7.2
1006	8	Район Замоскворечье 	7.4
1006	5	Красносельский район 	7.2
1006	4	Мещанский район 	7.2
1006	2	Пресненский район 	7.3
1006	7	Таганский район 	7.4
1006	3	Тверской район 	7.3
1006	1	Район Хамовники 	7.4
1006	10	Район Якиманка 	7.2
1006	22	Район Аэропорт 	7.2
1006	24	Район Беговой 	7.3
1006	12	Бескудниковский район 	7.2
1006	20	Войковский район 	7.6
1006	18	Головинский район 	7.2
1006	11	Район Восточное Дегунино 	7.0
1006	14	Район Западное Дегунино 	7.2
1006	13	Дмитровский район 	7.4
1006	19	Район Коптево 	7.2
1006	17	Район Левобережный 	7.3
1006	27	Молжаниновский район 	7.4
1006	25	Савёловский район 	7.3
1006	21	Район Сокол 	7.3
1006	26	Тимирязевский район 	7.2
1006	16	Район Ховрино 	7.3
1006	23	Хорошёвский район 	7.3
1006	42	Алексеевский район 	7.2
1006	30	Алтуфьевский район 	7.2
1006	35	Бабушкинский район 	7.1
1006	29	Район Бибирево 	7.2
1006	38	Бутырский район 	7.2
1006	28	Район Лианозово 	7.2
1006	36	Лосиноостровский район 	7.1
1006	39	Район Марфино 	7.3
1006	40	Район Марьина роща 	7.2
1006	33	Район Северное Медведково 	7.1
1006	32	Район Южное Медведково 	7.1
1006	43	Останкинский район 	7.2
1006	31	Район Отрадное 	7.1
1006	41	Район Ростокино 	7.2
1006	34	Район Свиблово 	7.2
1006	44	Район Северный 	7.2
1006	37	Ярославский район 	7.2
1006	54	Район Богородское 	7.2
1006	49	Район Вешняки 	7.2
1006	61	Район Восточный 	7.4
1006	56	Район Гольяново 	7.3
1006	47	Район Ивановское 	7.1
1006	59	Район Восточное Измайлово 	7.1
1006	58	Район Измайлово 	7.2
1006	57	Район Северное Измайлово 	7.1
1006	51	Район Косино-Ухтомский 	7.2
1006	55	Район Метрогородок 	7.1
1006	46	Район Новогиреево 	7.4
1006	50	Район Новокосино 	7.1
1006	45	Район Перово 	7.2
1006	53	Район Преображенское 	7.3
1006	60	Район Соколиная гора 	7.1
1006	52	Район Сокольники 	7.2
1006	68	Район Выхино-Жулебино 	7.3
1006	62	Район Капотня 	7.4
1006	67	Район Кузьминки 	7.3
1006	71	Район Лефортово 	7.1
1006	64	Район Люблино 	7.2
1006	63	Район Марьино 	7.4
1006	74	Район Некрасовка 	7.1
1006	70	Нижегородский район 	7.2
1006	65	Район Печатники 	7.2
1006	69	Рязанский район 	7.2
1006	66	Район Текстильщики 	7.4
1006	72	Южнопортовый район 	7.3
1006	80	Район Бирюлёво Восточное 	7.2
1006	79	Район Бирюлёво Западное 	7.4
1006	78	Район Братеево 	7.4
1006	91	Даниловский район 	7.4
1006	90	Донской район 	7.3
1006	77	Район Зябликово 	7.2
1006	82	Район Москворечье-Сабурово 	7.4
1006	83	Район Нагатино-Садовники 	7.3
1006	84	Район Нагатинский затон 	7.3
1006	88	Нагорный район 	7.3
1006	75	Район Орехово-Борисово Северное 	7.3
1006	76	Район Орехово-Борисово Южное 	7.3
1006	81	Район Царицыно 	7.3
1006	85	Район Чертаново Северное 	7.3
1006	86	Район Чертаново Центральное 	7.3
1006	87	Район Чертаново Южное 	7.3
1006	101	Академический район 	7.3
1006	104	Район Северное Бутово 	7.3
1006	105	Район Южное Бутово 	7.4
1006	98	Гагаринский район 	7.3
1006	99	Район Зюзино	7.3
1006	96	Район Коньково 	7.2
1006	102	Район Котловка 	7.3
1006	97	Ломоносовский район 	7.4
1006	103	Обручевский район 	7.3
1006	95	Район Тёплый Стан 	7.3
1006	100	Район Черёмушки 	7.3
1006	94	Район Ясенево 	7.3
1006	122	Район Внуково 	7.5
1006	116	Район Дорогомилово 	7.2
1006	106	Район Крылатское 	7.3
1006	107	Район Кунцево 	7.2
1006	108	Можайский район 	7.4
1006	121	Район Ново-Переделкино 	7.5
1006	112	Район Очаково-Матвеевское 	7.4
1006	119	Район Проспект Вернадского 	7.3
1006	114	Район Раменки 	7.3
1006	120	Район Солнцево 	7.5
1006	113	Район Тропарёво-Никулино 	7.4
1006	111	Район Филёвский парк 	7.3
1006	109	Район Фили-Давыдково 	7.3
1006	130	Район Куркино 	7.4
1006	129	Район Митино 	7.3
1006	125	Район Покровское-Стрешнево 	7.2
1006	128	Район Строгино 	7.4
1006	93	Район Северное Тушино 	7.3
1006	92	Район Южное Тушино 	7.2
1006	127	Район Хорошёво-Мневники 	7.3
1006	126	Район Щукино 	7.5
1006	131	Район Крюково 	7.4
1006	132	Район Матушкино 	7.4
1006	134	Район Савёлки 	7.4
1006	135	Район Силино 	7.4
1006	137	Район Старое Крюково 	7.4
