key	code	regname	value
1004	6	Басманный район 	10
1004	8	Район Замоскворечье 	<5
1004	5	Красносельский район 	11
1004	4	Мещанский район 	11
1004	2	Пресненский район 	8
1004	7	Таганский район 	8
1004	3	Тверской район 	8
1004	1	Район Хамовники 	6
1004	10	Район Якиманка 	<5
1004	22	Район Аэропорт 	10
1004	24	Район Беговой 	7
1004	12	Бескудниковский район 	11
1004	20	Войковский район 	8
1004	18	Головинский район 	11
1004	11	Район Восточное Дегунино 	11
1004	14	Район Западное Дегунино 	13
1004	13	Дмитровский район 	14
1004	19	Район Коптево 	12
1004	17	Район Левобережный 	8
1004	27	Молжаниновский район 	11
1004	25	Савёловский район 	10
1004	21	Район Сокол 	7
1004	26	Тимирязевский район 	11
1004	16	Район Ховрино 	11
1004	23	Хорошёвский район 	8
1004	42	Алексеевский район 	11
1004	30	Алтуфьевский район 	12
1004	35	Бабушкинский район 	11
1004	29	Район Бибирево 	11
1004	38	Бутырский район 	11
1004	28	Район Лианозово 	15
1004	36	Лосиноостровский район 	12
1004	39	Район Марфино 	14
1004	40	Район Марьина роща 	12
1004	33	Район Северное Медведково 	12
1004	32	Район Южное Медведково 	11
1004	43	Останкинский район 	11
1004	31	Район Отрадное 	12
1004	41	Район Ростокино 	12
1004	34	Район Свиблово 	13
1004	44	Район Северный 	12
1004	37	Ярославский район 	12
1004	54	Район Богородское 	10
1004	49	Район Вешняки 	11
1004	61	Район Восточный 	12
1004	56	Район Гольяново 	10
1004	47	Район Ивановское 	9
1004	59	Район Восточное Измайлово 	10
1004	58	Район Измайлово 	10
1004	57	Район Северное Измайлово 	9
1004	51	Район Косино-Ухтомский 	9
1004	55	Район Метрогородок 	10
1004	46	Район Новогиреево 	9
1004	50	Район Новокосино 	8
1004	45	Район Перово 	9
1004	53	Район Преображенское 	11
1004	60	Район Соколиная гора 	11
1004	52	Район Сокольники 	11
1004	68	Район Выхино-Жулебино 	7
1004	62	Район Капотня 	<5
1004	67	Район Кузьминки 	7
1004	71	Район Лефортово 	10
1004	64	Район Люблино 	6
1004	63	Район Марьино 	<5
1004	74	Район Некрасовка 	9
1004	70	Нижегородский район 	8
1004	65	Район Печатники 	7
1004	69	Рязанский район 	9
1004	66	Район Текстильщики 	6
1004	72	Южнопортовый район 	6
1004	80	Район Бирюлёво Восточное 	8
1004	79	Район Бирюлёво Западное 	5
1004	78	Район Братеево 	<5
1004	91	Даниловский район 	<5
1004	90	Донской район 	<5
1004	77	Район Зябликово 	9
1004	82	Район Москворечье-Сабурово 	<5
1004	83	Район Нагатино-Садовники 	<5
1004	84	Район Нагатинский затон 	<5
1004	88	Нагорный район 	5
1004	75	Район Орехово-Борисово Северное 	7
1004	76	Район Орехово-Борисово Южное 	6
1004	81	Район Царицыно 	6
1004	85	Район Чертаново Северное 	7
1004	86	Район Чертаново Центральное 	8
1004	87	Район Чертаново Южное 	8
1004	101	Академический район 	5
1004	104	Район Северное Бутово 	<5
1004	105	Район Южное Бутово 	8
1004	98	Гагаринский район 	5
1004	99	Район Зюзино	<5
1004	96	Район Коньково 	5
1004	102	Район Котловка 	5
1004	97	Ломоносовский район 	6
1004	103	Обручевский район 	<5
1004	95	Район Тёплый Стан 	<5
1004	100	Район Черёмушки 	7
1004	94	Район Ясенево 	7
1004	122	Район Внуково 	<5
1004	116	Район Дорогомилово 	<5
1004	106	Район Крылатское 	<5
1004	107	Район Кунцево 	<5
1004	108	Можайский район 	<5
1004	121	Район Ново-Переделкино 	<5
1004	112	Район Очаково-Матвеевское 	7
1004	119	Район Проспект Вернадского 	<5
1004	114	Район Раменки 	<5
1004	120	Район Солнцево 	<5
1004	113	Район Тропарёво-Никулино 	<5
1004	111	Район Филёвский парк 	5
1004	109	Район Фили-Давыдково 	5
1004	130	Район Куркино 	<5
1004	129	Район Митино 	<5
1004	125	Район Покровское-Стрешнево 	<5
1004	128	Район Строгино 	5
1004	93	Район Северное Тушино 	<5
1004	92	Район Южное Тушино 	7
1004	127	Район Хорошёво-Мневники 	8
1004	126	Район Щукино 	7
1004	131	Район Крюково 	12
1004	132	Район Матушкино 	12
1004	134	Район Савёлки 	11
1004	135	Район Силино 	13
1004	137	Район Старое Крюково 	12
