key	code	regname	value
1005	6	Басманный район 	<0.30
1005	8	Район Замоскворечье 	<0.30
1005	5	Красносельский район 	0.41
1005	4	Мещанский район 	<0.30
1005	2	Пресненский район 	0.38
1005	7	Таганский район 	<0.30
1005	3	Тверской район 	0.35
1005	1	Район Хамовники 	<0.30
1005	10	Район Якиманка 	0.63
1005	22	Район Аэропорт 	<0.30
1005	24	Район Беговой 	0.47
1005	12	Бескудниковский район 	0.39
1005	20	Войковский район 	<0.30
1005	18	Головинский район 	<0.30
1005	11	Район Восточное Дегунино 	<0.30
1005	14	Район Западное Дегунино 	0.38
1005	13	Дмитровский район 	0.69
1005	19	Район Коптево 	<0.30
1005	17	Район Левобережный 	<0.30
1005	27	Молжаниновский район 	<0.30
1005	25	Савёловский район 	<0.30
1005	21	Район Сокол 	<0.30
1005	26	Тимирязевский район 	<0.30
1005	16	Район Ховрино 	<0.30
1005	23	Хорошёвский район 	<0.30
1005	42	Алексеевский район 	0.39
1005	30	Алтуфьевский район 	0.33
1005	35	Бабушкинский район 	0.54
1005	29	Район Бибирево 	<0.30
1005	38	Бутырский район 	<0.30
1005	28	Район Лианозово 	0.51
1005	36	Лосиноостровский район 	0.59
1005	39	Район Марфино 	<0.30
1005	40	Район Марьина роща 	<0.30
1005	33	Район Северное Медведково 	0.50
1005	32	Район Южное Медведково 	0.90
1005	43	Останкинский район 	<0.30
1005	31	Район Отрадное 	<0.30
1005	41	Район Ростокино 	0.35
1005	34	Район Свиблово 	0.44
1005	44	Район Северный 	<0.30
1005	37	Ярославский район 	<0.30
1005	54	Район Богородское 	<0.30
1005	49	Район Вешняки 	0.33
1005	61	Район Восточный 	<0.30
1005	56	Район Гольяново 	0.45
1005	47	Район Ивановское 	<0.30
1005	59	Район Восточное Измайлово 	0.44
1005	58	Район Измайлово 	<0.30
1005	57	Район Северное Измайлово 	<0.30
1005	51	Район Косино-Ухтомский 	0.46
1005	55	Район Метрогородок 	0.84
1005	46	Район Новогиреево 	0.42
1005	50	Район Новокосино 	<0.30
1005	45	Район Перово 	0.47
1005	53	Район Преображенское 	<0.30
1005	60	Район Соколиная гора 	<0.30
1005	52	Район Сокольники 	<0.30
1005	68	Район Выхино-Жулебино 	0.41
1005	62	Район Капотня 	0.50
1005	67	Район Кузьминки 	<0.30
1005	71	Район Лефортово 	0.46
1005	64	Район Люблино 	<0.30
1005	63	Район Марьино 	0.45
1005	74	Район Некрасовка 	0.48
1005	70	Нижегородский район 	0.32
1005	65	Район Печатники 	<0.30
1005	69	Рязанский район 	<0.30
1005	66	Район Текстильщики 	<0.30
1005	72	Южнопортовый район 	<0.30
1005	80	Район Бирюлёво Восточное 	0.38
1005	79	Район Бирюлёво Западное 	<0.30
1005	78	Район Братеево 	<0.30
1005	91	Даниловский район 	0.36
1005	90	Донской район 	0.86
1005	77	Район Зябликово 	<0.30
1005	82	Район Москворечье-Сабурово 	0.36
1005	83	Район Нагатино-Садовники 	<0.30
1005	84	Район Нагатинский затон 	<0.30
1005	88	Нагорный район 	<0.30
1005	75	Район Орехово-Борисово Северное 	<0.30
1005	76	Район Орехово-Борисово Южное 	<0.30
1005	81	Район Царицыно 	<0.30
1005	85	Район Чертаново Северное 	<0.30
1005	86	Район Чертаново Центральное 	0.78
1005	87	Район Чертаново Южное 	<0.30
1005	101	Академический район 	0.54
1005	104	Район Северное Бутово 	<0.30
1005	105	Район Южное Бутово 	0.33
1005	98	Гагаринский район 	<0.30
1005	99	Район Зюзино	<0.30
1005	96	Район Коньково 	<0.30
1005	102	Район Котловка 	0.45
1005	97	Ломоносовский район 	<0.30
1005	103	Обручевский район 	<0.30
1005	95	Район Тёплый Стан 	<0.30
1005	100	Район Черёмушки 	0.30
1005	94	Район Ясенево 	<0.30
1005	122	Район Внуково 	<0.30
1005	116	Район Дорогомилово 	<0.30
1005	106	Район Крылатское 	<0.30
1005	107	Район Кунцево 	<0.30
1005	108	Можайский район 	<0.30
1005	121	Район Ново-Переделкино 	<0.30
1005	112	Район Очаково-Матвеевское 	0.31
1005	119	Район Проспект Вернадского 	<0.30
1005	114	Район Раменки 	0.34
1005	120	Район Солнцево 	<0.30
1005	113	Район Тропарёво-Никулино 	<0.30
1005	111	Район Филёвский парк 	<0.30
1005	109	Район Фили-Давыдково 	0.31
1005	130	Район Куркино 	<0.30
1005	129	Район Митино 	<0.30
1005	125	Район Покровское-Стрешнево 	<0.30
1005	128	Район Строгино 	<0.30
1005	93	Район Северное Тушино 	<0.30
1005	92	Район Южное Тушино 	<0.30
1005	127	Район Хорошёво-Мневники 	<0.30
1005	126	Район Щукино 	0.38
1005	131	Район Крюково 	<0.30
1005	132	Район Матушкино 	<0.30
1005	134	Район Савёлки 	0.32
1005	135	Район Силино 	<0.30
1005	137	Район Старое Крюково 	0.30
