areaid	areaname	orgname	fieldtype	value	value_descr
100	Район Зябликово	Управление «Мосгортоп»	Адрес:	Москва, Можайское шоссе, дом 3	
100	Район Зябликово	Управление «Мосгортоп»	Приемные дни:	8:00-16:00	понедельник-четверг
100	Район Зябликово	Управление «Мосгортоп»	Приемные дни:	8:00-15:00	пятница
100	Район Зябликово	Управление «Мосгортоп»	Телефоны:	8 495 287-96-11	начальник Управления
100	Район Зябликово	Управление «Мосгортоп»	Телефоны:	8 495 444-15-29	ведущий экономист
100	Район Зябликово	Управление «Мосгортоп»	url	http://www.mos-gaz.ru/contacts/territory/4301/	
100	Район Зябликово	Управление ГВСД и ГРС	Адрес:	105064 Москва, Нижне-Сусальный пер., дом 5	
100	Район Зябликово	Управление ГВСД и ГРС	Приемные дни:	14:00-16:00	вторник, четверг
100	Район Зябликово	Управление ГВСД и ГРС	Телефоны:	8 (499) 261-88-83	None
100	Район Зябликово	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-55-46	None
100	Район Зябликово	Управление ГВСД и ГРС	Телефоны:	8 (495) 917-74-38	факс
100	Район Зябликово	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-58-73	None
100	Район Зябликово	Управление ГВСД и ГРС	url	http://www.mos-gaz.ru/contacts/territory/4300/	
100	Район Зябликово	Управление аварийно-восстановительных работ	Адрес:	105120 г. Москва, Мрузовский пер., 11  	
100	Район Зябликово	Управление аварийно-восстановительных работ	Приемные дни:	15:00-17:00	понедельник
100	Район Зябликово	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	руководитель
100	Район Зябликово	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 917-79-54	None
100	Район Зябликово	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	заказ пропуска
100	Район Зябликово	Управление аварийно-восстановительных работ	url	http://www.mos-gaz.ru/contacts/territory/4299/	
100	Район Зябликово	Управление по реализации газа	Адрес:	Мрузовский пер.,11  	
100	Район Зябликово	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-16:30	понедельник-четверг
100	Район Зябликово	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-15:30	пятница
100	Район Зябликово	Управление по реализации газа	Телефоны:	8 (495) 916-59-53	тел (Группа по работе с договорами)
100	Район Зябликово	Управление по реализации газа	Телефоны:	8 (495) 917-50-12	факс (Группа по работе с договорами)
100	Район Зябликово	Управление по реализации газа	Телефоны:	8 (499) 261-18-88	(Группа по работе с населением)
100	Район Зябликово	Управление по реализации газа	Телефоны:	8 (495) 917-50-12	факс (Группа по работе с населением)
100	Район Зябликово	Управление по реализации газа	url	http://www.mos-gaz.ru/contacts/territory/4298/	
100	Район Зябликово	Управление технического надзора	Адрес:	105120, г.Москва, Мрузовский пер., 11	
100	Район Зябликово	Управление технического надзора	Приемные дни:	8:30-12:00, 13:00-17:30	понедельник-четверг
100	Район Зябликово	Управление технического надзора	Приемные дни:	8:30-12:00, 13:00-16:15	пятница
100	Район Зябликово	Управление технического надзора	Телефоны:	8 (495) 917-51-81	руководитель
100	Район Зябликово	Управление технического надзора	Телефоны:	8 (499) 267-90-16	заместитель
100	Район Зябликово	Управление технического надзора	Телефоны:	8 (495) 917-54-38	Прием документации и оформление договоров
100	Район Зябликово	Управление технического надзора	Телефоны:	8 (499) 263-11-00	(лаборатория)
100	Район Зябликово	Управление технического надзора	Телефоны:	8 (499) 267-62-89	факс (лаборатория)
100	Район Зябликово	Управление технического надзора	url	http://www.mos-gaz.ru/contacts/territory/4297/	
100	Район Зябликово	Управление по защите газовых сетей от коррозии	Адрес:	105064 г. Москва, Нижний Сусальный переулок, д. 5	
100	Район Зябликово	Управление по защите газовых сетей от коррозии	Приемные дни:	с 14-00 до17-30  	вторник, четверг
100	Район Зябликово	Управление по защите газовых сетей от коррозии	Руководитель:	Н.Ф.Гуриненко	
100	Район Зябликово	Управление по защите газовых сетей от коррозии	Телефоны:	8 (499) 267-90-25	Телефон / факс
100	Район Зябликово	Управление по защите газовых сетей от коррозии	url	http://www.mos-gaz.ru/contacts/territory/4296/	
100	Район Зябликово	Управление врезок и присоединений газопроводов	Адрес:	123103, г. Москва, ул. Паршина, д. 6, корп. 2	
100	Район Зябликово	Управление врезок и присоединений газопроводов	Телефоны:	8 (495) 947-01-91	телефон-факс
100	Район Зябликово	Управление врезок и присоединений газопроводов	Телефоны:	8 (495) 947-02-38	телефон ПТО
100	Район Зябликово	Управление врезок и присоединений газопроводов	url	http://www.mos-gaz.ru/contacts/territory/4295/	
100	Район Зябликово	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Адрес:	Москва, Новая Переведеновская улица, дом 4	
100	Район Зябликово	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-19-27	Телефоны
100	Район Зябликово	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-69-21	None
100	Район Зябликово	Управление реконструкции и капремонта внутридомовых систем газоснабжения	url	http://www.mos-gaz.ru/contacts/territory/4294/	
100	Район Зябликово	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
100	Район Зябликово	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
100	Район Зябликово	Управление по эксплуатации внутридомового газового оборудования	url	http://www.mos-gaz.ru/contacts/territory/4293/	
100	Район Зябликово	Управление по эксплуатации газового хозяйства	Адрес:	105120 г. Москва, Мрузовский пер., 11.	
100	Район Зябликово	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
100	Район Зябликово	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
100	Район Зябликово	Управление по эксплуатации газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4292/	
100	Район Зябликово	Управление «Моспромгаз»	Адрес:	125212 г. Москва Головинское шоссе  дом 10-Г	
100	Район Зябликово	Управление «Моспромгаз»	Приемные дни:	с 8-00 до 17-00	Понедельник-четверг
100	Район Зябликово	Управление «Моспромгаз»	Приемные дни:	с 8-00 до 15-45	Пятница
100	Район Зябликово	Управление «Моспромгаз»	Приемные дни:	 	None
100	Район Зябликово	Управление «Моспромгаз»	Телефоны:	8 (495) 232-96-49	Секретариат
100	Район Зябликово	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-12	Факс
100	Район Зябликово	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-50	Начальник Управления, Волков Виктор Михайлович
100	Район Зябликово	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-30	Главный инженер, Роташнюк Сергей Леонидович
100	Район Зябликово	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-70	Производственно-технический отдел
100	Район Зябликово	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-21	Финансово-договорной отдел
100	Район Зябликово	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-75	Бухгалтерия
100	Район Зябликово	Управление «Моспромгаз»	url	http://www.mos-gaz.ru/contacts/territory/8047/	
101	Район Москворечье-Сабурово	Управление №7 по эксплуатации и ремонту газового хозяйства	Адрес:	109390 г. Москва, Люблинская ул., дом 8	
101	Район Москворечье-Сабурово	Управление №7 по эксплуатации и ремонту газового хозяйства	Приемные дни:	13:00-17:00	четверг
101	Район Москворечье-Сабурово	Управление №7 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 178-47-00	None
101	Район Москворечье-Сабурово	Управление №7 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 179-39-45	факс
101	Район Москворечье-Сабурово	Управление №7 по эксплуатации и ремонту газового хозяйства	None	8 (495) 660-20-01	единая диспетчерская служба
101	Район Москворечье-Сабурово	Управление №7 по эксплуатации и ремонту газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4305/	
101	Район Москворечье-Сабурово	Управление «Мосгортоп»	Адрес:	Москва, Можайское шоссе, дом 3	
101	Район Москворечье-Сабурово	Управление «Мосгортоп»	Приемные дни:	8:00-16:00	понедельник-четверг
101	Район Москворечье-Сабурово	Управление «Мосгортоп»	Приемные дни:	8:00-15:00	пятница
101	Район Москворечье-Сабурово	Управление «Мосгортоп»	Телефоны:	8 495 287-96-11	начальник Управления
101	Район Москворечье-Сабурово	Управление «Мосгортоп»	Телефоны:	8 495 444-15-29	ведущий экономист
101	Район Москворечье-Сабурово	Управление «Мосгортоп»	url	http://www.mos-gaz.ru/contacts/territory/4301/	
101	Район Москворечье-Сабурово	Управление ГВСД и ГРС	Адрес:	105064 Москва, Нижне-Сусальный пер., дом 5	
101	Район Москворечье-Сабурово	Управление ГВСД и ГРС	Приемные дни:	14:00-16:00	вторник, четверг
101	Район Москворечье-Сабурово	Управление ГВСД и ГРС	Телефоны:	8 (499) 261-88-83	None
101	Район Москворечье-Сабурово	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-55-46	None
101	Район Москворечье-Сабурово	Управление ГВСД и ГРС	Телефоны:	8 (495) 917-74-38	факс
101	Район Москворечье-Сабурово	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-58-73	None
101	Район Москворечье-Сабурово	Управление ГВСД и ГРС	url	http://www.mos-gaz.ru/contacts/territory/4300/	
101	Район Москворечье-Сабурово	Управление аварийно-восстановительных работ	Адрес:	105120 г. Москва, Мрузовский пер., 11  	
101	Район Москворечье-Сабурово	Управление аварийно-восстановительных работ	Приемные дни:	15:00-17:00	понедельник
101	Район Москворечье-Сабурово	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	руководитель
101	Район Москворечье-Сабурово	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 917-79-54	None
101	Район Москворечье-Сабурово	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	заказ пропуска
101	Район Москворечье-Сабурово	Управление аварийно-восстановительных работ	url	http://www.mos-gaz.ru/contacts/territory/4299/	
101	Район Москворечье-Сабурово	Управление по реализации газа	Адрес:	Мрузовский пер.,11  	
101	Район Москворечье-Сабурово	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-16:30	понедельник-четверг
101	Район Москворечье-Сабурово	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-15:30	пятница
101	Район Москворечье-Сабурово	Управление по реализации газа	Телефоны:	8 (495) 916-59-53	тел (Группа по работе с договорами)
101	Район Москворечье-Сабурово	Управление по реализации газа	Телефоны:	8 (495) 917-50-12	факс (Группа по работе с договорами)
101	Район Москворечье-Сабурово	Управление по реализации газа	Телефоны:	8 (499) 261-18-88	(Группа по работе с населением)
101	Район Москворечье-Сабурово	Управление по реализации газа	Телефоны:	8 (495) 917-50-12	факс (Группа по работе с населением)
101	Район Москворечье-Сабурово	Управление по реализации газа	url	http://www.mos-gaz.ru/contacts/territory/4298/	
101	Район Москворечье-Сабурово	Управление технического надзора	Адрес:	105120, г.Москва, Мрузовский пер., 11	
101	Район Москворечье-Сабурово	Управление технического надзора	Приемные дни:	8:30-12:00, 13:00-17:30	понедельник-четверг
101	Район Москворечье-Сабурово	Управление технического надзора	Приемные дни:	8:30-12:00, 13:00-16:15	пятница
101	Район Москворечье-Сабурово	Управление технического надзора	Телефоны:	8 (495) 917-51-81	руководитель
101	Район Москворечье-Сабурово	Управление технического надзора	Телефоны:	8 (499) 267-90-16	заместитель
101	Район Москворечье-Сабурово	Управление технического надзора	Телефоны:	8 (495) 917-54-38	Прием документации и оформление договоров
101	Район Москворечье-Сабурово	Управление технического надзора	Телефоны:	8 (499) 263-11-00	(лаборатория)
101	Район Москворечье-Сабурово	Управление технического надзора	Телефоны:	8 (499) 267-62-89	факс (лаборатория)
101	Район Москворечье-Сабурово	Управление технического надзора	url	http://www.mos-gaz.ru/contacts/territory/4297/	
101	Район Москворечье-Сабурово	Управление по защите газовых сетей от коррозии	Адрес:	105064 г. Москва, Нижний Сусальный переулок, д. 5	
101	Район Москворечье-Сабурово	Управление по защите газовых сетей от коррозии	Приемные дни:	с 14-00 до17-30  	вторник, четверг
101	Район Москворечье-Сабурово	Управление по защите газовых сетей от коррозии	Руководитель:	Н.Ф.Гуриненко	
101	Район Москворечье-Сабурово	Управление по защите газовых сетей от коррозии	Телефоны:	8 (499) 267-90-25	Телефон / факс
101	Район Москворечье-Сабурово	Управление по защите газовых сетей от коррозии	url	http://www.mos-gaz.ru/contacts/territory/4296/	
101	Район Москворечье-Сабурово	Управление врезок и присоединений газопроводов	Адрес:	123103, г. Москва, ул. Паршина, д. 6, корп. 2	
101	Район Москворечье-Сабурово	Управление врезок и присоединений газопроводов	Телефоны:	8 (495) 947-01-91	телефон-факс
101	Район Москворечье-Сабурово	Управление врезок и присоединений газопроводов	Телефоны:	8 (495) 947-02-38	телефон ПТО
101	Район Москворечье-Сабурово	Управление врезок и присоединений газопроводов	url	http://www.mos-gaz.ru/contacts/territory/4295/	
101	Район Москворечье-Сабурово	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Адрес:	Москва, Новая Переведеновская улица, дом 4	
101	Район Москворечье-Сабурово	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-19-27	Телефоны
101	Район Москворечье-Сабурово	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-69-21	None
101	Район Москворечье-Сабурово	Управление реконструкции и капремонта внутридомовых систем газоснабжения	url	http://www.mos-gaz.ru/contacts/territory/4294/	
101	Район Москворечье-Сабурово	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
101	Район Москворечье-Сабурово	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
101	Район Москворечье-Сабурово	Управление по эксплуатации внутридомового газового оборудования	url	http://www.mos-gaz.ru/contacts/territory/4293/	
101	Район Москворечье-Сабурово	Управление по эксплуатации газового хозяйства	Адрес:	105120 г. Москва, Мрузовский пер., 11.	
101	Район Москворечье-Сабурово	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
101	Район Москворечье-Сабурово	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
101	Район Москворечье-Сабурово	Управление по эксплуатации газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4292/	
101	Район Москворечье-Сабурово	Управление «Моспромгаз»	Адрес:	125212 г. Москва Головинское шоссе  дом 10-Г	
101	Район Москворечье-Сабурово	Управление «Моспромгаз»	Приемные дни:	с 8-00 до 17-00	Понедельник-четверг
101	Район Москворечье-Сабурово	Управление «Моспромгаз»	Приемные дни:	с 8-00 до 15-45	Пятница
101	Район Москворечье-Сабурово	Управление «Моспромгаз»	Приемные дни:	 	None
101	Район Москворечье-Сабурово	Управление «Моспромгаз»	Телефоны:	8 (495) 232-96-49	Секретариат
101	Район Москворечье-Сабурово	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-12	Факс
101	Район Москворечье-Сабурово	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-50	Начальник Управления, Волков Виктор Михайлович
101	Район Москворечье-Сабурово	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-30	Главный инженер, Роташнюк Сергей Леонидович
101	Район Москворечье-Сабурово	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-70	Производственно-технический отдел
101	Район Москворечье-Сабурово	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-21	Финансово-договорной отдел
101	Район Москворечье-Сабурово	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-75	Бухгалтерия
101	Район Москворечье-Сабурово	Управление «Моспромгаз»	url	http://www.mos-gaz.ru/contacts/territory/8047/	
102	Район Нагатино-Садовники	Управление №7 по эксплуатации и ремонту газового хозяйства	Адрес:	109390 г. Москва, Люблинская ул., дом 8	
102	Район Нагатино-Садовники	Управление №7 по эксплуатации и ремонту газового хозяйства	Приемные дни:	13:00-17:00	четверг
102	Район Нагатино-Садовники	Управление №7 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 178-47-00	None
102	Район Нагатино-Садовники	Управление №7 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 179-39-45	факс
102	Район Нагатино-Садовники	Управление №7 по эксплуатации и ремонту газового хозяйства	None	8 (495) 660-20-01	единая диспетчерская служба
102	Район Нагатино-Садовники	Управление №7 по эксплуатации и ремонту газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4305/	
102	Район Нагатино-Садовники	Управление «Мосгортоп»	Адрес:	Москва, Можайское шоссе, дом 3	
102	Район Нагатино-Садовники	Управление «Мосгортоп»	Приемные дни:	8:00-16:00	понедельник-четверг
102	Район Нагатино-Садовники	Управление «Мосгортоп»	Приемные дни:	8:00-15:00	пятница
102	Район Нагатино-Садовники	Управление «Мосгортоп»	Телефоны:	8 495 287-96-11	начальник Управления
102	Район Нагатино-Садовники	Управление «Мосгортоп»	Телефоны:	8 495 444-15-29	ведущий экономист
102	Район Нагатино-Садовники	Управление «Мосгортоп»	url	http://www.mos-gaz.ru/contacts/territory/4301/	
102	Район Нагатино-Садовники	Управление ГВСД и ГРС	Адрес:	105064 Москва, Нижне-Сусальный пер., дом 5	
102	Район Нагатино-Садовники	Управление ГВСД и ГРС	Приемные дни:	14:00-16:00	вторник, четверг
102	Район Нагатино-Садовники	Управление ГВСД и ГРС	Телефоны:	8 (499) 261-88-83	None
102	Район Нагатино-Садовники	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-55-46	None
102	Район Нагатино-Садовники	Управление ГВСД и ГРС	Телефоны:	8 (495) 917-74-38	факс
102	Район Нагатино-Садовники	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-58-73	None
102	Район Нагатино-Садовники	Управление ГВСД и ГРС	url	http://www.mos-gaz.ru/contacts/territory/4300/	
102	Район Нагатино-Садовники	Управление аварийно-восстановительных работ	Адрес:	105120 г. Москва, Мрузовский пер., 11  	
102	Район Нагатино-Садовники	Управление аварийно-восстановительных работ	Приемные дни:	15:00-17:00	понедельник
102	Район Нагатино-Садовники	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	руководитель
102	Район Нагатино-Садовники	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 917-79-54	None
102	Район Нагатино-Садовники	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	заказ пропуска
102	Район Нагатино-Садовники	Управление аварийно-восстановительных работ	url	http://www.mos-gaz.ru/contacts/territory/4299/	
102	Район Нагатино-Садовники	Управление по реализации газа	Адрес:	Мрузовский пер.,11  	
102	Район Нагатино-Садовники	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-16:30	понедельник-четверг
102	Район Нагатино-Садовники	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-15:30	пятница
102	Район Нагатино-Садовники	Управление по реализации газа	Телефоны:	8 (495) 916-59-53	тел (Группа по работе с договорами)
102	Район Нагатино-Садовники	Управление по реализации газа	Телефоны:	8 (495) 917-50-12	факс (Группа по работе с договорами)
102	Район Нагатино-Садовники	Управление по реализации газа	Телефоны:	8 (499) 261-18-88	(Группа по работе с населением)
102	Район Нагатино-Садовники	Управление по реализации газа	Телефоны:	8 (495) 917-50-12	факс (Группа по работе с населением)
102	Район Нагатино-Садовники	Управление по реализации газа	url	http://www.mos-gaz.ru/contacts/territory/4298/	
102	Район Нагатино-Садовники	Управление технического надзора	Адрес:	105120, г.Москва, Мрузовский пер., 11	
102	Район Нагатино-Садовники	Управление технического надзора	Приемные дни:	8:30-12:00, 13:00-17:30	понедельник-четверг
102	Район Нагатино-Садовники	Управление технического надзора	Приемные дни:	8:30-12:00, 13:00-16:15	пятница
102	Район Нагатино-Садовники	Управление технического надзора	Телефоны:	8 (495) 917-51-81	руководитель
102	Район Нагатино-Садовники	Управление технического надзора	Телефоны:	8 (499) 267-90-16	заместитель
102	Район Нагатино-Садовники	Управление технического надзора	Телефоны:	8 (495) 917-54-38	Прием документации и оформление договоров
102	Район Нагатино-Садовники	Управление технического надзора	Телефоны:	8 (499) 263-11-00	(лаборатория)
102	Район Нагатино-Садовники	Управление технического надзора	Телефоны:	8 (499) 267-62-89	факс (лаборатория)
102	Район Нагатино-Садовники	Управление технического надзора	url	http://www.mos-gaz.ru/contacts/territory/4297/	
102	Район Нагатино-Садовники	Управление по защите газовых сетей от коррозии	Адрес:	105064 г. Москва, Нижний Сусальный переулок, д. 5	
102	Район Нагатино-Садовники	Управление по защите газовых сетей от коррозии	Приемные дни:	с 14-00 до17-30  	вторник, четверг
102	Район Нагатино-Садовники	Управление по защите газовых сетей от коррозии	Руководитель:	Н.Ф.Гуриненко	
102	Район Нагатино-Садовники	Управление по защите газовых сетей от коррозии	Телефоны:	8 (499) 267-90-25	Телефон / факс
102	Район Нагатино-Садовники	Управление по защите газовых сетей от коррозии	url	http://www.mos-gaz.ru/contacts/territory/4296/	
102	Район Нагатино-Садовники	Управление врезок и присоединений газопроводов	Адрес:	123103, г. Москва, ул. Паршина, д. 6, корп. 2	
102	Район Нагатино-Садовники	Управление врезок и присоединений газопроводов	Телефоны:	8 (495) 947-01-91	телефон-факс
102	Район Нагатино-Садовники	Управление врезок и присоединений газопроводов	Телефоны:	8 (495) 947-02-38	телефон ПТО
102	Район Нагатино-Садовники	Управление врезок и присоединений газопроводов	url	http://www.mos-gaz.ru/contacts/territory/4295/	
102	Район Нагатино-Садовники	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Адрес:	Москва, Новая Переведеновская улица, дом 4	
102	Район Нагатино-Садовники	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-19-27	Телефоны
102	Район Нагатино-Садовники	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-69-21	None
102	Район Нагатино-Садовники	Управление реконструкции и капремонта внутридомовых систем газоснабжения	url	http://www.mos-gaz.ru/contacts/territory/4294/	
102	Район Нагатино-Садовники	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
102	Район Нагатино-Садовники	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
102	Район Нагатино-Садовники	Управление по эксплуатации внутридомового газового оборудования	url	http://www.mos-gaz.ru/contacts/territory/4293/	
102	Район Нагатино-Садовники	Управление по эксплуатации газового хозяйства	Адрес:	105120 г. Москва, Мрузовский пер., 11.	
102	Район Нагатино-Садовники	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
102	Район Нагатино-Садовники	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
102	Район Нагатино-Садовники	Управление по эксплуатации газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4292/	
102	Район Нагатино-Садовники	Управление «Моспромгаз»	Адрес:	125212 г. Москва Головинское шоссе  дом 10-Г	
102	Район Нагатино-Садовники	Управление «Моспромгаз»	Приемные дни:	с 8-00 до 17-00	Понедельник-четверг
102	Район Нагатино-Садовники	Управление «Моспромгаз»	Приемные дни:	с 8-00 до 15-45	Пятница
102	Район Нагатино-Садовники	Управление «Моспромгаз»	Приемные дни:	 	None
102	Район Нагатино-Садовники	Управление «Моспромгаз»	Телефоны:	8 (495) 232-96-49	Секретариат
102	Район Нагатино-Садовники	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-12	Факс
102	Район Нагатино-Садовники	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-50	Начальник Управления, Волков Виктор Михайлович
102	Район Нагатино-Садовники	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-30	Главный инженер, Роташнюк Сергей Леонидович
102	Район Нагатино-Садовники	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-70	Производственно-технический отдел
102	Район Нагатино-Садовники	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-21	Финансово-договорной отдел
102	Район Нагатино-Садовники	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-75	Бухгалтерия
102	Район Нагатино-Садовники	Управление «Моспромгаз»	url	http://www.mos-gaz.ru/contacts/territory/8047/	
103	Район Нагатинский затон	Управление №7 по эксплуатации и ремонту газового хозяйства	Адрес:	109390 г. Москва, Люблинская ул., дом 8	
103	Район Нагатинский затон	Управление №7 по эксплуатации и ремонту газового хозяйства	Приемные дни:	13:00-17:00	четверг
103	Район Нагатинский затон	Управление №7 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 178-47-00	None
103	Район Нагатинский затон	Управление №7 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 179-39-45	факс
103	Район Нагатинский затон	Управление №7 по эксплуатации и ремонту газового хозяйства	None	8 (495) 660-20-01	единая диспетчерская служба
103	Район Нагатинский затон	Управление №7 по эксплуатации и ремонту газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4305/	
103	Район Нагатинский затон	Управление «Мосгортоп»	Адрес:	Москва, Можайское шоссе, дом 3	
103	Район Нагатинский затон	Управление «Мосгортоп»	Приемные дни:	8:00-16:00	понедельник-четверг
103	Район Нагатинский затон	Управление «Мосгортоп»	Приемные дни:	8:00-15:00	пятница
103	Район Нагатинский затон	Управление «Мосгортоп»	Телефоны:	8 495 287-96-11	начальник Управления
103	Район Нагатинский затон	Управление «Мосгортоп»	Телефоны:	8 495 444-15-29	ведущий экономист
103	Район Нагатинский затон	Управление «Мосгортоп»	url	http://www.mos-gaz.ru/contacts/territory/4301/	
103	Район Нагатинский затон	Управление ГВСД и ГРС	Адрес:	105064 Москва, Нижне-Сусальный пер., дом 5	
103	Район Нагатинский затон	Управление ГВСД и ГРС	Приемные дни:	14:00-16:00	вторник, четверг
103	Район Нагатинский затон	Управление ГВСД и ГРС	Телефоны:	8 (499) 261-88-83	None
103	Район Нагатинский затон	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-55-46	None
103	Район Нагатинский затон	Управление ГВСД и ГРС	Телефоны:	8 (495) 917-74-38	факс
103	Район Нагатинский затон	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-58-73	None
103	Район Нагатинский затон	Управление ГВСД и ГРС	url	http://www.mos-gaz.ru/contacts/territory/4300/	
103	Район Нагатинский затон	Управление аварийно-восстановительных работ	Адрес:	105120 г. Москва, Мрузовский пер., 11  	
103	Район Нагатинский затон	Управление аварийно-восстановительных работ	Приемные дни:	15:00-17:00	понедельник
103	Район Нагатинский затон	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	руководитель
103	Район Нагатинский затон	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 917-79-54	None
103	Район Нагатинский затон	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	заказ пропуска
103	Район Нагатинский затон	Управление аварийно-восстановительных работ	url	http://www.mos-gaz.ru/contacts/territory/4299/	
103	Район Нагатинский затон	Управление по реализации газа	Адрес:	Мрузовский пер.,11  	
103	Район Нагатинский затон	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-16:30	понедельник-четверг
103	Район Нагатинский затон	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-15:30	пятница
