areaid	areaname	orgname	fieldtype	value	value_descr
106	Район Орехово-Борисово Южное	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Адрес:	Москва, Новая Переведеновская улица, дом 4	
106	Район Орехово-Борисово Южное	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-19-27	Телефоны
106	Район Орехово-Борисово Южное	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-69-21	None
106	Район Орехово-Борисово Южное	Управление реконструкции и капремонта внутридомовых систем газоснабжения	url	http://www.mos-gaz.ru/contacts/territory/4294/	
106	Район Орехово-Борисово Южное	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
106	Район Орехово-Борисово Южное	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
106	Район Орехово-Борисово Южное	Управление по эксплуатации внутридомового газового оборудования	url	http://www.mos-gaz.ru/contacts/territory/4293/	
106	Район Орехово-Борисово Южное	Управление по эксплуатации газового хозяйства	Адрес:	105120 г. Москва, Мрузовский пер., 11.	
106	Район Орехово-Борисово Южное	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
106	Район Орехово-Борисово Южное	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
106	Район Орехово-Борисово Южное	Управление по эксплуатации газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4292/	
106	Район Орехово-Борисово Южное	Управление «Моспромгаз»	Адрес:	125212 г. Москва Головинское шоссе  дом 10-Г	
106	Район Орехово-Борисово Южное	Управление «Моспромгаз»	Приемные дни:	с 8-00 до 17-00	Понедельник-четверг
106	Район Орехово-Борисово Южное	Управление «Моспромгаз»	Приемные дни:	с 8-00 до 15-45	Пятница
106	Район Орехово-Борисово Южное	Управление «Моспромгаз»	Приемные дни:	 	None
106	Район Орехово-Борисово Южное	Управление «Моспромгаз»	Телефоны:	8 (495) 232-96-49	Секретариат
106	Район Орехово-Борисово Южное	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-12	Факс
106	Район Орехово-Борисово Южное	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-50	Начальник Управления, Волков Виктор Михайлович
106	Район Орехово-Борисово Южное	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-30	Главный инженер, Роташнюк Сергей Леонидович
106	Район Орехово-Борисово Южное	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-70	Производственно-технический отдел
106	Район Орехово-Борисово Южное	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-21	Финансово-договорной отдел
106	Район Орехово-Борисово Южное	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-75	Бухгалтерия
106	Район Орехово-Борисово Южное	Управление «Моспромгаз»	url	http://www.mos-gaz.ru/contacts/territory/8047/	
107	Район Царицыно	Управление №7 по эксплуатации и ремонту газового хозяйства	Адрес:	109390 г. Москва, Люблинская ул., дом 8	
107	Район Царицыно	Управление №7 по эксплуатации и ремонту газового хозяйства	Приемные дни:	13:00-17:00	четверг
107	Район Царицыно	Управление №7 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 178-47-00	None
107	Район Царицыно	Управление №7 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 179-39-45	факс
107	Район Царицыно	Управление №7 по эксплуатации и ремонту газового хозяйства	None	8 (495) 660-20-01	единая диспетчерская служба
107	Район Царицыно	Управление №7 по эксплуатации и ремонту газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4305/	
107	Район Царицыно	Управление «Мосгортоп»	Адрес:	Москва, Можайское шоссе, дом 3	
107	Район Царицыно	Управление «Мосгортоп»	Приемные дни:	8:00-16:00	понедельник-четверг
107	Район Царицыно	Управление «Мосгортоп»	Приемные дни:	8:00-15:00	пятница
107	Район Царицыно	Управление «Мосгортоп»	Телефоны:	8 495 287-96-11	начальник Управления
107	Район Царицыно	Управление «Мосгортоп»	Телефоны:	8 495 444-15-29	ведущий экономист
107	Район Царицыно	Управление «Мосгортоп»	url	http://www.mos-gaz.ru/contacts/territory/4301/	
107	Район Царицыно	Управление ГВСД и ГРС	Адрес:	105064 Москва, Нижне-Сусальный пер., дом 5	
107	Район Царицыно	Управление ГВСД и ГРС	Приемные дни:	14:00-16:00	вторник, четверг
107	Район Царицыно	Управление ГВСД и ГРС	Телефоны:	8 (499) 261-88-83	None
107	Район Царицыно	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-55-46	None
107	Район Царицыно	Управление ГВСД и ГРС	Телефоны:	8 (495) 917-74-38	факс
107	Район Царицыно	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-58-73	None
107	Район Царицыно	Управление ГВСД и ГРС	url	http://www.mos-gaz.ru/contacts/territory/4300/	
107	Район Царицыно	Управление аварийно-восстановительных работ	Адрес:	105120 г. Москва, Мрузовский пер., 11  	
107	Район Царицыно	Управление аварийно-восстановительных работ	Приемные дни:	15:00-17:00	понедельник
107	Район Царицыно	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	руководитель
107	Район Царицыно	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 917-79-54	None
107	Район Царицыно	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	заказ пропуска
107	Район Царицыно	Управление аварийно-восстановительных работ	url	http://www.mos-gaz.ru/contacts/territory/4299/	
107	Район Царицыно	Управление по реализации газа	Адрес:	Мрузовский пер.,11  	
107	Район Царицыно	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-16:30	понедельник-четверг
107	Район Царицыно	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-15:30	пятница
107	Район Царицыно	Управление по реализации газа	Телефоны:	8 (495) 916-59-53	тел (Группа по работе с договорами)
107	Район Царицыно	Управление по реализации газа	Телефоны:	8 (495) 917-50-12	факс (Группа по работе с договорами)
107	Район Царицыно	Управление по реализации газа	Телефоны:	8 (499) 261-18-88	(Группа по работе с населением)
107	Район Царицыно	Управление по реализации газа	Телефоны:	8 (495) 917-50-12	факс (Группа по работе с населением)
107	Район Царицыно	Управление по реализации газа	url	http://www.mos-gaz.ru/contacts/territory/4298/	
107	Район Царицыно	Управление технического надзора	Адрес:	105120, г.Москва, Мрузовский пер., 11	
107	Район Царицыно	Управление технического надзора	Приемные дни:	8:30-12:00, 13:00-17:30	понедельник-четверг
107	Район Царицыно	Управление технического надзора	Приемные дни:	8:30-12:00, 13:00-16:15	пятница
107	Район Царицыно	Управление технического надзора	Телефоны:	8 (495) 917-51-81	руководитель
107	Район Царицыно	Управление технического надзора	Телефоны:	8 (499) 267-90-16	заместитель
107	Район Царицыно	Управление технического надзора	Телефоны:	8 (495) 917-54-38	Прием документации и оформление договоров
107	Район Царицыно	Управление технического надзора	Телефоны:	8 (499) 263-11-00	(лаборатория)
107	Район Царицыно	Управление технического надзора	Телефоны:	8 (499) 267-62-89	факс (лаборатория)
107	Район Царицыно	Управление технического надзора	url	http://www.mos-gaz.ru/contacts/territory/4297/	
107	Район Царицыно	Управление по защите газовых сетей от коррозии	Адрес:	105064 г. Москва, Нижний Сусальный переулок, д. 5	
107	Район Царицыно	Управление по защите газовых сетей от коррозии	Приемные дни:	с 14-00 до17-30  	вторник, четверг
107	Район Царицыно	Управление по защите газовых сетей от коррозии	Руководитель:	Н.Ф.Гуриненко	
107	Район Царицыно	Управление по защите газовых сетей от коррозии	Телефоны:	8 (499) 267-90-25	Телефон / факс
107	Район Царицыно	Управление по защите газовых сетей от коррозии	url	http://www.mos-gaz.ru/contacts/territory/4296/	
107	Район Царицыно	Управление врезок и присоединений газопроводов	Адрес:	123103, г. Москва, ул. Паршина, д. 6, корп. 2	
107	Район Царицыно	Управление врезок и присоединений газопроводов	Телефоны:	8 (495) 947-01-91	телефон-факс
107	Район Царицыно	Управление врезок и присоединений газопроводов	Телефоны:	8 (495) 947-02-38	телефон ПТО
107	Район Царицыно	Управление врезок и присоединений газопроводов	url	http://www.mos-gaz.ru/contacts/territory/4295/	
107	Район Царицыно	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Адрес:	Москва, Новая Переведеновская улица, дом 4	
107	Район Царицыно	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-19-27	Телефоны
107	Район Царицыно	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-69-21	None
107	Район Царицыно	Управление реконструкции и капремонта внутридомовых систем газоснабжения	url	http://www.mos-gaz.ru/contacts/territory/4294/	
107	Район Царицыно	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
107	Район Царицыно	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
107	Район Царицыно	Управление по эксплуатации внутридомового газового оборудования	url	http://www.mos-gaz.ru/contacts/territory/4293/	
107	Район Царицыно	Управление по эксплуатации газового хозяйства	Адрес:	105120 г. Москва, Мрузовский пер., 11.	
107	Район Царицыно	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
107	Район Царицыно	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
107	Район Царицыно	Управление по эксплуатации газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4292/	
107	Район Царицыно	Управление «Моспромгаз»	Адрес:	125212 г. Москва Головинское шоссе  дом 10-Г	
107	Район Царицыно	Управление «Моспромгаз»	Приемные дни:	с 8-00 до 17-00	Понедельник-четверг
107	Район Царицыно	Управление «Моспромгаз»	Приемные дни:	с 8-00 до 15-45	Пятница
107	Район Царицыно	Управление «Моспромгаз»	Приемные дни:	 	None
107	Район Царицыно	Управление «Моспромгаз»	Телефоны:	8 (495) 232-96-49	Секретариат
107	Район Царицыно	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-12	Факс
107	Район Царицыно	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-50	Начальник Управления, Волков Виктор Михайлович
107	Район Царицыно	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-30	Главный инженер, Роташнюк Сергей Леонидович
107	Район Царицыно	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-70	Производственно-технический отдел
107	Район Царицыно	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-21	Финансово-договорной отдел
107	Район Царицыно	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-75	Бухгалтерия
107	Район Царицыно	Управление «Моспромгаз»	url	http://www.mos-gaz.ru/contacts/territory/8047/	
108	Район Чертаново Северное	Управление №6 по эксплуатации и ремонту газового хозяйства	Адрес:	117449 г. Москва, ул. Шверника, д.1, корп.3	
108	Район Чертаново Северное	Управление №6 по эксплуатации и ремонту газового хозяйства	Приемные дни:	15:00-17:00	четверг
108	Район Чертаново Северное	Управление №6 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 126-54-02	секретарь
108	Район Чертаново Северное	Управление №6 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 129-78-67	факс
108	Район Чертаново Северное	Управление №6 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 613-40-47	расчеты с населением
108	Район Чертаново Северное	Управление №6 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 613-40-21	None
108	Район Чертаново Северное	Управление №6 по эксплуатации и ремонту газового хозяйства	None	8 (495) 660-20-01	единая диспетчерская служба
108	Район Чертаново Северное	Управление №6 по эксплуатации и ремонту газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4304/	
108	Район Чертаново Северное	Управление «Мосгортоп»	Адрес:	Москва, Можайское шоссе, дом 3	
108	Район Чертаново Северное	Управление «Мосгортоп»	Приемные дни:	8:00-16:00	понедельник-четверг
108	Район Чертаново Северное	Управление «Мосгортоп»	Приемные дни:	8:00-15:00	пятница
108	Район Чертаново Северное	Управление «Мосгортоп»	Телефоны:	8 495 287-96-11	начальник Управления
108	Район Чертаново Северное	Управление «Мосгортоп»	Телефоны:	8 495 444-15-29	ведущий экономист
108	Район Чертаново Северное	Управление «Мосгортоп»	url	http://www.mos-gaz.ru/contacts/territory/4301/	
108	Район Чертаново Северное	Управление ГВСД и ГРС	Адрес:	105064 Москва, Нижне-Сусальный пер., дом 5	
108	Район Чертаново Северное	Управление ГВСД и ГРС	Приемные дни:	14:00-16:00	вторник, четверг
108	Район Чертаново Северное	Управление ГВСД и ГРС	Телефоны:	8 (499) 261-88-83	None
108	Район Чертаново Северное	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-55-46	None
108	Район Чертаново Северное	Управление ГВСД и ГРС	Телефоны:	8 (495) 917-74-38	факс
108	Район Чертаново Северное	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-58-73	None
108	Район Чертаново Северное	Управление ГВСД и ГРС	url	http://www.mos-gaz.ru/contacts/territory/4300/	
108	Район Чертаново Северное	Управление аварийно-восстановительных работ	Адрес:	105120 г. Москва, Мрузовский пер., 11  	
108	Район Чертаново Северное	Управление аварийно-восстановительных работ	Приемные дни:	15:00-17:00	понедельник
108	Район Чертаново Северное	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	руководитель
108	Район Чертаново Северное	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 917-79-54	None
108	Район Чертаново Северное	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	заказ пропуска
108	Район Чертаново Северное	Управление аварийно-восстановительных работ	url	http://www.mos-gaz.ru/contacts/territory/4299/	
108	Район Чертаново Северное	Управление по реализации газа	Адрес:	Мрузовский пер.,11  	
108	Район Чертаново Северное	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-16:30	понедельник-четверг
108	Район Чертаново Северное	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-15:30	пятница
108	Район Чертаново Северное	Управление по реализации газа	Телефоны:	8 (495) 916-59-53	тел (Группа по работе с договорами)
108	Район Чертаново Северное	Управление по реализации газа	Телефоны:	8 (495) 917-50-12	факс (Группа по работе с договорами)
108	Район Чертаново Северное	Управление по реализации газа	Телефоны:	8 (499) 261-18-88	(Группа по работе с населением)
108	Район Чертаново Северное	Управление по реализации газа	Телефоны:	8 (495) 917-50-12	факс (Группа по работе с населением)
108	Район Чертаново Северное	Управление по реализации газа	url	http://www.mos-gaz.ru/contacts/territory/4298/	
108	Район Чертаново Северное	Управление технического надзора	Адрес:	105120, г.Москва, Мрузовский пер., 11	
108	Район Чертаново Северное	Управление технического надзора	Приемные дни:	8:30-12:00, 13:00-17:30	понедельник-четверг
108	Район Чертаново Северное	Управление технического надзора	Приемные дни:	8:30-12:00, 13:00-16:15	пятница
108	Район Чертаново Северное	Управление технического надзора	Телефоны:	8 (495) 917-51-81	руководитель
108	Район Чертаново Северное	Управление технического надзора	Телефоны:	8 (499) 267-90-16	заместитель
108	Район Чертаново Северное	Управление технического надзора	Телефоны:	8 (495) 917-54-38	Прием документации и оформление договоров
108	Район Чертаново Северное	Управление технического надзора	Телефоны:	8 (499) 263-11-00	(лаборатория)
108	Район Чертаново Северное	Управление технического надзора	Телефоны:	8 (499) 267-62-89	факс (лаборатория)
108	Район Чертаново Северное	Управление технического надзора	url	http://www.mos-gaz.ru/contacts/territory/4297/	
108	Район Чертаново Северное	Управление по защите газовых сетей от коррозии	Адрес:	105064 г. Москва, Нижний Сусальный переулок, д. 5	
108	Район Чертаново Северное	Управление по защите газовых сетей от коррозии	Приемные дни:	с 14-00 до17-30  	вторник, четверг
108	Район Чертаново Северное	Управление по защите газовых сетей от коррозии	Руководитель:	Н.Ф.Гуриненко	
108	Район Чертаново Северное	Управление по защите газовых сетей от коррозии	Телефоны:	8 (499) 267-90-25	Телефон / факс
108	Район Чертаново Северное	Управление по защите газовых сетей от коррозии	url	http://www.mos-gaz.ru/contacts/territory/4296/	
108	Район Чертаново Северное	Управление врезок и присоединений газопроводов	Адрес:	123103, г. Москва, ул. Паршина, д. 6, корп. 2	
108	Район Чертаново Северное	Управление врезок и присоединений газопроводов	Телефоны:	8 (495) 947-01-91	телефон-факс
108	Район Чертаново Северное	Управление врезок и присоединений газопроводов	Телефоны:	8 (495) 947-02-38	телефон ПТО
108	Район Чертаново Северное	Управление врезок и присоединений газопроводов	url	http://www.mos-gaz.ru/contacts/territory/4295/	
108	Район Чертаново Северное	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Адрес:	Москва, Новая Переведеновская улица, дом 4	
108	Район Чертаново Северное	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-19-27	Телефоны
108	Район Чертаново Северное	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-69-21	None
108	Район Чертаново Северное	Управление реконструкции и капремонта внутридомовых систем газоснабжения	url	http://www.mos-gaz.ru/contacts/territory/4294/	
108	Район Чертаново Северное	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
108	Район Чертаново Северное	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
108	Район Чертаново Северное	Управление по эксплуатации внутридомового газового оборудования	url	http://www.mos-gaz.ru/contacts/territory/4293/	
108	Район Чертаново Северное	Управление по эксплуатации газового хозяйства	Адрес:	105120 г. Москва, Мрузовский пер., 11.	
108	Район Чертаново Северное	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
108	Район Чертаново Северное	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
108	Район Чертаново Северное	Управление по эксплуатации газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4292/	
108	Район Чертаново Северное	Управление «Моспромгаз»	Адрес:	125212 г. Москва Головинское шоссе  дом 10-Г	
108	Район Чертаново Северное	Управление «Моспромгаз»	Приемные дни:	с 8-00 до 17-00	Понедельник-четверг
108	Район Чертаново Северное	Управление «Моспромгаз»	Приемные дни:	с 8-00 до 15-45	Пятница
108	Район Чертаново Северное	Управление «Моспромгаз»	Приемные дни:	 	None
108	Район Чертаново Северное	Управление «Моспромгаз»	Телефоны:	8 (495) 232-96-49	Секретариат
108	Район Чертаново Северное	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-12	Факс
108	Район Чертаново Северное	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-50	Начальник Управления, Волков Виктор Михайлович
108	Район Чертаново Северное	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-30	Главный инженер, Роташнюк Сергей Леонидович
108	Район Чертаново Северное	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-70	Производственно-технический отдел
108	Район Чертаново Северное	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-21	Финансово-договорной отдел
108	Район Чертаново Северное	Управление «Моспромгаз»	Телефоны:	8 (495) 708-00-75	Бухгалтерия
108	Район Чертаново Северное	Управление «Моспромгаз»	url	http://www.mos-gaz.ru/contacts/territory/8047/	
109	Район Чертаново Центральное	Управление №6 по эксплуатации и ремонту газового хозяйства	Адрес:	117449 г. Москва, ул. Шверника, д.1, корп.3	
109	Район Чертаново Центральное	Управление №6 по эксплуатации и ремонту газового хозяйства	Приемные дни:	15:00-17:00	четверг
109	Район Чертаново Центральное	Управление №6 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 126-54-02	секретарь
109	Район Чертаново Центральное	Управление №6 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 129-78-67	факс
109	Район Чертаново Центральное	Управление №6 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 613-40-47	расчеты с населением
109	Район Чертаново Центральное	Управление №6 по эксплуатации и ремонту газового хозяйства	Телефоны:	8 (499) 613-40-21	None
109	Район Чертаново Центральное	Управление №6 по эксплуатации и ремонту газового хозяйства	None	8 (495) 660-20-01	единая диспетчерская служба
109	Район Чертаново Центральное	Управление №6 по эксплуатации и ремонту газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4304/	
109	Район Чертаново Центральное	Управление «Мосгортоп»	Адрес:	Москва, Можайское шоссе, дом 3	
109	Район Чертаново Центральное	Управление «Мосгортоп»	Приемные дни:	8:00-16:00	понедельник-четверг
109	Район Чертаново Центральное	Управление «Мосгортоп»	Приемные дни:	8:00-15:00	пятница
109	Район Чертаново Центральное	Управление «Мосгортоп»	Телефоны:	8 495 287-96-11	начальник Управления
109	Район Чертаново Центральное	Управление «Мосгортоп»	Телефоны:	8 495 444-15-29	ведущий экономист
109	Район Чертаново Центральное	Управление «Мосгортоп»	url	http://www.mos-gaz.ru/contacts/territory/4301/	
109	Район Чертаново Центральное	Управление ГВСД и ГРС	Адрес:	105064 Москва, Нижне-Сусальный пер., дом 5	
109	Район Чертаново Центральное	Управление ГВСД и ГРС	Приемные дни:	14:00-16:00	вторник, четверг
109	Район Чертаново Центральное	Управление ГВСД и ГРС	Телефоны:	8 (499) 261-88-83	None
109	Район Чертаново Центральное	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-55-46	None
109	Район Чертаново Центральное	Управление ГВСД и ГРС	Телефоны:	8 (495) 917-74-38	факс
109	Район Чертаново Центральное	Управление ГВСД и ГРС	Телефоны:	8 (499) 267-58-73	None
109	Район Чертаново Центральное	Управление ГВСД и ГРС	url	http://www.mos-gaz.ru/contacts/territory/4300/	
109	Район Чертаново Центральное	Управление аварийно-восстановительных работ	Адрес:	105120 г. Москва, Мрузовский пер., 11  	
109	Район Чертаново Центральное	Управление аварийно-восстановительных работ	Приемные дни:	15:00-17:00	понедельник
109	Район Чертаново Центральное	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	руководитель
109	Район Чертаново Центральное	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 917-79-54	None
109	Район Чертаново Центральное	Управление аварийно-восстановительных работ	Телефоны:	8 (495) 621-51-57	заказ пропуска
109	Район Чертаново Центральное	Управление аварийно-восстановительных работ	url	http://www.mos-gaz.ru/contacts/territory/4299/	
109	Район Чертаново Центральное	Управление по реализации газа	Адрес:	Мрузовский пер.,11  	
109	Район Чертаново Центральное	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-16:30	понедельник-четверг
109	Район Чертаново Центральное	Управление по реализации газа	Приемные дни:	8:00-12:00, 12:45-15:30	пятница
109	Район Чертаново Центральное	Управление по реализации газа	Телефоны:	8 (495) 916-59-53	тел (Группа по работе с договорами)
109	Район Чертаново Центральное	Управление по реализации газа	Телефоны:	8 (495) 917-50-12	факс (Группа по работе с договорами)
109	Район Чертаново Центральное	Управление по реализации газа	Телефоны:	8 (499) 261-18-88	(Группа по работе с населением)
109	Район Чертаново Центральное	Управление по реализации газа	Телефоны:	8 (495) 917-50-12	факс (Группа по работе с населением)
109	Район Чертаново Центральное	Управление по реализации газа	url	http://www.mos-gaz.ru/contacts/territory/4298/	
109	Район Чертаново Центральное	Управление технического надзора	Адрес:	105120, г.Москва, Мрузовский пер., 11	
109	Район Чертаново Центральное	Управление технического надзора	Приемные дни:	8:30-12:00, 13:00-17:30	понедельник-четверг
109	Район Чертаново Центральное	Управление технического надзора	Приемные дни:	8:30-12:00, 13:00-16:15	пятница
109	Район Чертаново Центральное	Управление технического надзора	Телефоны:	8 (495) 917-51-81	руководитель
109	Район Чертаново Центральное	Управление технического надзора	Телефоны:	8 (499) 267-90-16	заместитель
109	Район Чертаново Центральное	Управление технического надзора	Телефоны:	8 (495) 917-54-38	Прием документации и оформление договоров
109	Район Чертаново Центральное	Управление технического надзора	Телефоны:	8 (499) 263-11-00	(лаборатория)
109	Район Чертаново Центральное	Управление технического надзора	Телефоны:	8 (499) 267-62-89	факс (лаборатория)
109	Район Чертаново Центральное	Управление технического надзора	url	http://www.mos-gaz.ru/contacts/territory/4297/	
109	Район Чертаново Центральное	Управление по защите газовых сетей от коррозии	Адрес:	105064 г. Москва, Нижний Сусальный переулок, д. 5	
109	Район Чертаново Центральное	Управление по защите газовых сетей от коррозии	Приемные дни:	с 14-00 до17-30  	вторник, четверг
109	Район Чертаново Центральное	Управление по защите газовых сетей от коррозии	Руководитель:	Н.Ф.Гуриненко	
109	Район Чертаново Центральное	Управление по защите газовых сетей от коррозии	Телефоны:	8 (499) 267-90-25	Телефон / факс
109	Район Чертаново Центральное	Управление по защите газовых сетей от коррозии	url	http://www.mos-gaz.ru/contacts/territory/4296/	
109	Район Чертаново Центральное	Управление врезок и присоединений газопроводов	Адрес:	123103, г. Москва, ул. Паршина, д. 6, корп. 2	
109	Район Чертаново Центральное	Управление врезок и присоединений газопроводов	Телефоны:	8 (495) 947-01-91	телефон-факс
109	Район Чертаново Центральное	Управление врезок и присоединений газопроводов	Телефоны:	8 (495) 947-02-38	телефон ПТО
109	Район Чертаново Центральное	Управление врезок и присоединений газопроводов	url	http://www.mos-gaz.ru/contacts/territory/4295/	
109	Район Чертаново Центральное	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Адрес:	Москва, Новая Переведеновская улица, дом 4	
109	Район Чертаново Центральное	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-19-27	Телефоны
109	Район Чертаново Центральное	Управление реконструкции и капремонта внутридомовых систем газоснабжения	Телефоны:	8 (499) 261-69-21	None
109	Район Чертаново Центральное	Управление реконструкции и капремонта внутридомовых систем газоснабжения	url	http://www.mos-gaz.ru/contacts/territory/4294/	
109	Район Чертаново Центральное	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
109	Район Чертаново Центральное	Управление по эксплуатации внутридомового газового оборудования	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
109	Район Чертаново Центральное	Управление по эксплуатации внутридомового газового оборудования	url	http://www.mos-gaz.ru/contacts/territory/4293/	
109	Район Чертаново Центральное	Управление по эксплуатации газового хозяйства	Адрес:	105120 г. Москва, Мрузовский пер., 11.	
109	Район Чертаново Центральное	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-17-50	по внутридомовым системам газоснабжения
109	Район Чертаново Центральное	Управление по эксплуатации газового хозяйства	Телефоны:	8 (495) 917-04-12 	по наружным газопроводам 
109	Район Чертаново Центральное	Управление по эксплуатации газового хозяйства	url	http://www.mos-gaz.ru/contacts/territory/4292/	
