Key	FOIV_Id	FCR_Id	CSR_Id	VR_Id	Id	FOIVName	KBKCode	FullKBKCode	ExtResult
1547	47	65	60000576	35	52d379f56e1f4a18adea11dd79a74327
2044	16	102	60000577	53	4ac853e76f52438f8092555f80ab0e60
3518	49	29	516	66	f78850cba0ad435e8aed75d2c9085e5f
1560	49	29	516	50	b959eef7207a45469fa913796df29cbd
3570	49	29	794	50	5a153633b64a494cb653af697f0b0dbf
935	68	70	540	66	f4f58503a42a439faecdadcb30d5e9fd
3212	66	70	540	42	298f4187102f453bb6f4ed27f3ab1cae
2982	65	70	540	43	8aa67a126bf54976b578cfc1e3e024b9
1367	62	70	540	70	bf972591d97a41019d284291e616de91
2936	62	70	540	50	4dd45f026b804f73abc8cab7949cec74
23116	25	65	60002466	63	38ba4a62bd5a4a8b85c584b4d52405b9
1552	65	70	540	50	7e7e52e8815443009153129f33accfb6
3014	25	70	540	50	bf5591c5c4c54c5eb75ad37ac3114abb
1684	66	70	540	70	e0e2cef54abf41f8a64c2347c67d89d7
2844	65	70	540	70	27cf7ef0242d42f29dd9bd9feaf82301
1501	61	70	540	42	4c6a698c2aec4e04bd720bb950b62155
2782	60	70	540	70	09aa434f0d0743a699d3b4a488474605
3200	67	70	540	66	b68b8a4c699a4b49b69bebfbfb7eec2c
2832	69	70	540	70	9e7fe40d026d4010a3ecbb9faf2ba571
1708	68	70	540	70	e814eb88a05f4376806a2637f7773f18
2703	16	70	540	42	236a81c8849c45928a7cabac48534f95
2624	61	70	540	66	c96a490c117b4a1f9326a1c99b9dd1bc
2528	64	70	540	50	ab1e1aa11f424c828d0f921197d2f07c
3107	63	70	540	66	098eb315afa04ddfb90ee0fa885486e9
3032	67	70	540	42	45edc5732c4b441bbb13d628a1ecaa6a
3340	63	70	540	50	7e02b9a448d24eaaba18fc35f9e581fb
1800	64	70	540	42	d9b665775d4f44468b6c33abf9de65f5
3636	63	70	540	70	7024c701726b4bb090a83b2b2b9b21c9
3076	61	70	540	50	59d1ac5339914d19a31adda45b46fd3c
2570	16	70	540	50	e03f9c5a93944e93b7809a3c798e48aa
1795	64	70	540	70	fd98e3d675474c50bd2f33139238c27c
2300	25	70	540	42	572ac6b877154c678c3e760925cc3a53
1652	69	70	540	66	3f0f5b655e6f40309ee61efaca2ce988
1891	66	70	540	66	498c9802c5ad43bea816410db5bf8a6d
1640	68	70	540	50	4d14784cfa534c8eaa3a1dcff512ce67
3302	68	70	540	43	35297b109aad4b819ee9f7935dd338e8
21446	25	65	540	62	28e77744ffba4ced8ba4369a97c77d0f
1845	61	70	540	70	b9c07739197d48728d4e3aa5c3ff715c
2453	65	70	540	42	ab8a8b2a7231452bbb4788a9776a7c2a
1720	64	70	540	66	b88dd05835254b04a86027c871a1a0fc
