Key	Code	Name	Id
109	1104	Прикладные научные исследования в области физической культуры и спорта	6333db97f3aa4107877a00cf9708e390
78	0703	Начальное профессиональное образование	36955af830e74e87ba78020a38bfba58
6	0500	Жилищно-коммунальное хозяйство	0fdbacc7bbe44eeda074039ec9fd2138
103	1004	Охрана семьи и детства	42705439121d467d90d706133ac36baf
46	0307	Органы пограничной службы	3b39952d9c544b88a5ff0d9c1bf76d7f
23	0107	Обеспечение проведения выборов и референдумов	4a2110d23b774f4d82e60e3317b33313
5	0400	Национальная экономика	266aa8ae7a4647f3a0260ed70dd8743c
93	0904	Скорая медицинская помощь	dcc2241db7634ec79ac911ce9cee8756
27	0111	Резервные фонды	630daa3cd5e145df8987129c06341f73
2	0100	Общегосударственные вопросы	ae849451860b4a8fb5fe1b4bd18e86e6
39	0209	Другие вопросы в области национальной обороны	21234622d8da47f5ad1d1d5943265435
108	1103	Спорт высших достижений	8bd7450f6e6b485789f71eac20d62624
48	0309	Защита населения и территории от чрезвычайных ситуаций природного и техногенного характера, гражданская оборона	274f6220989b48a0ad8d2187cee89d0a
63	0410	Связь и информатика	5f9c1796a1384da99c5021de22feebf8
36	0206	Ядерно-оружейный комплекс	56b827956f0847db9081221c7accdcb9
102	1003	Социальное обеспечение населения	0010e14c69884666aab1229121620580
43	0304	Органы юстиции	e19f9638b14949958fd023088909717a
45	0306	Органы безопасности	ed02e9764f024fe19c0c2394b4a498eb
41	0302	Органы внутренних дел	666eb2aa9f3c4d109267260b0c0c5697
26	0110	Фундаментальные исследования	a51fbce79ad949c899c228d13e0406d9
85	0801	Культура	06237c7f05934725aeb7290061d527f1
67	0502	Коммунальное хозяйство	c85a8223b0484ca3b5c6303f8284a9a4
87	0803	Прикладные научные исследования в области культуры, кинематографии	528ee21331b2489fa4c835ee8490e233
15	1400	Межбюджетные трансферты общего характера бюджетам субъектов Российской Федерации и муниципальных образований	4b93915fccb04c51b66d392557973e25
3	0200	Национальная оборона	9865307f5bb24d63ba843a3ed4d7636f
97	0908	Прикладные научные исследования в области здравоохранения	668cd28518d441c385563bdec838f15a
64	0411	Прикладные научные исследования в области национальной экономики	fe66653c09494764803a3d98153503bd
91	0902	Амбулаторная помощь	16865145f25946e7b26d440b820e1b9f
14	1300	Обслуживание государственного и муниципального долга	5350dfb068594561bc2144a093df29e8
17	0101	Функционирование Президента Российской Федерации	20bc321fd4e64382a035460f535c42b8
19	0103	Функционирование законодательных (представительных) органов государственной власти и представительных органов муниципальных образований	6cc431c954cc484fa7ce4a2525fe1422
112	1202	Периодическая печать и издательства	e51414c1e53049f1ba4a4b1eff6ad615
20	0104	Функционирование Правительства Российской Федерации, высших исполнительных органов государственной власти субъектов Российской Федерации, местных администраций	cc8078c32f7a47ddb9454c526e3c9620
68	0503	Благоустройство	ed41924da31b49a19d924fdc09a5da34
7	0600	Охрана окружающей среды	8ed1fce85f2d467883cc510eebf5360a
37	0207	Реализация международных обязательств в сфере военно-технического сотрудничества	5ab280a2bd904f4fba9153bc4573e220
1	0000	НЕ КЛАССИФИЦИРОВАНО	1146e1cce4b4421696dc56f3923b3e22
51	0312	Модернизация внутренних войск, войск гражданской обороны, а также правоохранительных и иных органов	b1ea079f3a0d4254a3385721760b4bd9
77	0702	Общее образование	5853ac4e0b1e4447865a578c0cb9726c
25	0109	Государственный материальный резерв	1c5f97ed69e54312b359587a32c141c7
88	0804	Другие вопросы в области культуры, кинематографии	9060e565ead84abab69e5a67ea4545f6
83	0708	Прикладные научные исследования в области образования	cf7f1240b6ee4512ac5a5ab4ec37e9f4
104	1005	Прикладные научные исследования в области социальной политики	6586d8c6b3ae4a849b4d5ddb63184124
61	0408	Транспорт	f06c6cb5584f4d74bd00603c7226a49d
55	0402	Топливно-энергетический комплекс	08d7343b49474d0cba306825f77759a4
113	1203	Прикладные научные исследования в области средств массовой информации	9d86fc1da7de4f49bd0568dd5fb83d12
34	0204	Мобилизационная подготовка экономики	11bf6a9cf30d497b9c7a695d7585fb96
42	0303	Внутренние войска	dec2a9b748104c1fa55b69f7aaecf1d3
10	0900	Здравоохранение	dfd9f12dfb8444ab96856a2b2bb0133d
115	1301	Обслуживание государственного внутреннего и муниципального долга	2a486426faf64d459d7c6bc689ec79d1
28	0112	Прикладные научные исследования в области общегосударственных вопросов	9d2c9572b40e4ee3adcb6d9819f96628
95	0906	Заготовка, переработка, хранение и обеспечение безопасности донорской крови и ее компонентов	22efaa6ab41b4ead945f6fa615728a54
54	0401	Общеэкономические вопросы	a3f420e71c894851a2af704895187561
76	0701	Дошкольное образование	8477f2cf3cbe43d0a6fb740dd482d980
66	0501	Жилищное хозяйство	51b7b22dd02f43238a7974b96ec66113
107	1102	Массовый спорт	34c58eafbdbb4d0dae6474dbdd176ae9
59	0406	Водное хозяйство	87a83f41e4424a57b709770484591cad
13	1200	Средства массовой информации	b8a4bccce2db4ebea17d77b9c210b294
38	0208	Прикладные научные исследования в области национальной обороны	19cffb01bc204c528b297850ab73241c
120	9999	Условно утвержденные расходы	aed776f8cbd84ed297827c2e4090f16a
116	1302	Обслуживание государственного внешнего долга	733a281a935d49998d167cff7671f01d
118	1402	Иные дотации	38067156b4184817ae087d5145fa113b
52	0313	Прикладные научные исследования в области национальной безопасности и правоохранительной деятельности	6bad8315b6ea40a4a74e806f696d310a
81	0706	Высшее и послевузовское профессиональное образование	b70325438a18400e9b8380a38bc73b6c
117	1401	Дотации на выравнивание бюджетной обеспеченности субъектов Российской Федерации и муниципальных образований	ea73096437004d13b8b085803418a010
72	0602	Сбор, удаление отходов и очистка сточных вод	732e1b0efce54a9cb86d86ccfbdce901
16	9900	Условно утвержденные расходы	01f2e26c98ea41cf9a9988b2e04f43cd
57	0404	Воспроизводство минерально-сырьевой базы	b2e703ceda924c7283ad891ec625816f
31	0201	Вооруженные Силы Российской Федерации	b09192785e774b9d885e8b15479aaf36
69	0504	Прикладные научные исследования в области жилищно-коммунального хозяйства	153ebd5bc150410789878e2a383f018c
4	0300	Национальная безопасность и правоохранительная деятельность	4760233a04d74c909a1690995226b55a
84	0709	Другие вопросы в области образования	758e26499b7a4200be4a921c77e3f670
90	0901	Стационарная медицинская помощь	a0c5534695024f6b92f995b0e6ce64d9
9	0800	Культура, кинематография	1e7d7d83324c49499bdc95cb57208654
44	0305	Система исполнения наказаний	1d1c64c45a554eee9b7899422842a38c
92	0903	Медицинская помощь в дневных стационарах всех типов	f6759382e104469f97539b3786796541
98	0909	Другие вопросы в области здравоохранения	ae2c8a69894141b7a4429ce93e1853cf
110	1105	Другие вопросы в области физической культуры и спорта	3156c158908b4d178606a9312c53f888
35	0205	Подготовка и участие в обеспечении коллективной безопасности и миротворческой деятельности	f3c4b442bd7a47f88217abc9eceb12b7
33	0203	Мобилизационная и вневойсковая подготовка	b1866d89039a46d2b10cadc322b79640
105	1006	Другие вопросы в области социальной политики	16f47e39afac408da18bb21d18248450
80	0705	Профессиональная подготовка, переподготовка и повышение квалификации	d7b6717e5c80407b986ab519f77dcf72
40	0301	Органы прокуратуры	267a957940b64702be51b5fd4b83b6bb
82	0707	Молодежная политика и оздоровление детей	28f8a4f616984307ae24b70346ed56fc
49	0310	Обеспечение пожарной безопасности	e1ded7be7d904f448b5db905cdd6be58
73	0603	Охрана объектов растительного и животного мира и среды их обитания	73876ed55f234548a09cbe2a05c0251f
58	0405	Сельское хозяйство и рыболовство	9a4bc90b37c54ddcb318cdb143949f66
21	0105	Судебная система	2fa10606b0e741ac873bce0cbfa711da
70	0505	Другие вопросы в области жилищно-коммунального хозяйства	526d8c1171be454b8df9cfb6104798a3
18	0102	Функционирование высшего должностного лица субъекта Российской Федерации и муниципального образования	be0529f01ab64d049293cfe89fa1a4e5
50	0311	Миграционная политика	d36b02385f0a442281b0d483c70c0a18
56	0403	Исследование и использование космического пространства	b83eacae1f4241678962d48a3030fcb6
12	1100	Физическая культура и спорт	1a42faf68b114695ae7dd6c29fac179d
32	0202	Мобилизация Вооруженных сил Российской Федерации и воинских формирований	66ea4c31043c4edd9a15dd899432ab40
75	0605	Другие вопросы в области охраны окружающей среды	2b85ea4d50434988a7f4ddccbaaeea37
8	0700	Образование	6531c195dc4a42198cdcde10e5777ab7
62	0409	Дорожное хозяйство (дорожные фонды)	628d26c358ce489b9a1edee43f65947d
106	1101	Физическая культура	b2d0ce10bedb4e148975defb4544ebf3
96	0907	Санитарно-эпидемиологическое благополучие	7e95500ddc264985b332e00fbf23706a
11	1000	Социальная политика	4d7777fb04624eb9bd4be153c84c3586
79	0704	Среднее профессиональное образование	a80b7974c37d4d42a822e1e3aa99664c
114	1204	Другие вопросы в области средств массовой информации	5e7c2484e7774fecafbce2bdfe01cef0
24	0108	Международные отношения и международное сотрудничество	7757512610d0477f8d1ee9972e82b901
231	0910	Другие вопросы в области здравоохранения, физической культуры и спорта	c1a957dba79d455ba116ea10ba15f1dc
29	0113	Другие общегосударственные вопросы	2a1eea9536c54768aae9eac3ea88505b
47	0308	Органы по контролю за оборотом наркотических средств и психотропных веществ	c832c076366b472289ffee4caa8f413b
53	0314	Другие вопросы в области национальной безопасности и правоохранительной деятельности	9cddedaf2eaf41a3b930ee639d3ce685
119	1403	Прочие межбюджетные трансферты общего характера	0bf3a1dc23f64c5aa084f1b537604d1d
111	1201	Телевидение и радиовещание	41b8a878df6648f79c76f2f88038d876
101	1002	Социальное обслуживание населения	1e7d8f76adba421cba59f41601388d2e
74	0604	Прикладные научные исследования в области охраны окружающей среды	74bbdd8d3a8c4c43a8c6f52cf36bcca1
100	1001	Пенсионное обеспечение	7f466191b68b4353b0ecf736634ebf6d
134	0114	Прикладные научные исследования в области общегосударственных вопросов	d6c102a03a254bff838ff865b77ee72e
65	0412	Другие вопросы в области национальной экономики	7ffad65eaa2742ecb2aefac67c26c646
86	0802	Кинематография	6b310f7453e642438d65fcd332200de0
71	0601	Экологический контроль	11dfef88cd7b4dc98391fd407ccde3c1
94	0905	Санаторно-оздоровительная помощь	ab67465e2f4445589097fd55f492f220
22	0106	Обеспечение деятельности финансовых, налоговых и таможенных органов и органов финансового (финансово-бюджетного) надзора	4a9935143ae7431d9332fec2e14909d9
60	0407	Лесное хозяйство	764532e6cc9e4c11b5caff374540fe02
